UID,ID,SEX,FLWT,GRFL,DAY,STM,RMK
18SH00993,S0771,2,88,8.8,43,07,1ST
18SH00994,S0773,2,76,7.6,44,07,1ST
18SH00995,S0777,2,116,11.6,44,43,TerminalOnly
18SH00996,S0779,2,90,9.0,44,07,1ST
18SH00997,S0783,1,138,13.8,45,07,1ST.
18SH00998,S0784,2,142,14.2,43,07,Mummy?
18SH00999,S0786,1,114,11.4,45,07,Scurs
18SH01000,S0788,2,94,9.4,44,07,TerminalOnly
18SH01001,S0790,2,98,9.8,44,07,1ST.TAILBAND
18SH01002,S0791,1,120,12.0,45,07,1ST
18SH01003,S0792,2,110,11.0,43,07,1ST
18SH01004,S0795,2,98,9.8,44,07,1ST
18SH01005,S0801,1,138,13.8,45,07,2ND
18SH01006,S0802,2,120,12.0,43,07,TerminalOnly
18SH01007,S0803,1,130,13.0,45,07,"1""Horn,+5Face"
18SH01008,S0808,2,132,13.2,44,07,TerminalOnly
18SH01009,S0815,1,130,13.0,45,07,5+ Horns
18SH01010,S0817,2,134,13.4,44,07,Black eyes
18SH01011,S0819,1,124,12.4,45,07,Scurs
18SH01012,S0824,2,98,9.8,44,07,HD BREATHING
18SH01013,S0825,2,102,10.2,43,07,1ST
18SH01014,S0827,2,110,11.0,44,07,1ST.SCRS
18SH01015,S0828,2,122,12.2,44,07,2ND
18SH01016,S0829,1,144,14.4,45,07,Scurs
18SH01017,S0830,2,134,13.4,43,07,NICE LAMB
18SH01018,S0831,2,116,11.6,43,07,1ST
18SH01019,S0834,2,94,9.4,43,07,2ND
18SH01020,S0835,2,102,10.2,44,07,1ST
18SH01021,S0839,2,100,10.0,43,07,1ST
18SH01022,S0840,2,118,11.8,44,07,2ND
18SH01023,S0843,2,120,12.0,44,07,1ST
18SH01024,S0847,2,124,12.4,44,07,1ST.NICE
18SH01025,S0848,2,112,11.2,43,07,2ND.NICE
18SH01026,S0849,2,122,12.2,43,07,.
18SH01027,S0853,2,64,6.4,44,07,TerminalOnly
18SH01028,S0855,2,128,12.8,43,42,2ND
18SH01029,S0856,1,152,15.2,45,07,Nice
18SH01030,S0861,2,102,10.2,43,07,TerminalOnly
18SH01031,S0863,2,112,11.2,44,07,2ND.H
18SH01032,S0868,2,112,11.2,44,07,2ND
18SH01033,S0875,2,96,9.6,43,07,Term?Recheck
18SH01034,S0877,2,82,8.2,43,07,2ND
18SH01035,S0879,2,114,11.4,44,07,2ND
18SH01036,S0882,1,128,12.8,45,07,6+ Horns
18SH01037,S0883,2,102,10.2,44,07,2ND
18SH01038,S0884,2,126,12.6,44,42,TerminalOnly
18SH01039,S0892,2,96,9.6,43,07,1ST
18SH01040,S0903,2,102,10.2,44,07,1ST
18SH01041,S0904,2,132,13.2,44,07,2ND
18SH01042,S0906,2,106,10.6,44,07,1ST.SCOURS
18SH01043,S0908,1,142,14.2,45,07,Scurs
18SH01044,S0911,2,136,13.6,44,07,3RD.HAIRY
18SH01045,S0912,1,104,10.4,45,07,6+ Horns
18SH01046,S0920,2,108,10.8,43,07,1ST
18SH01047,S0923,2,86,8.6,43,07,2ND
18SH01048,S0925,2,94,9.4,44,42,.
18SH01049,S0926,2,122,12.2,44,42,.
18SH01050,S0928,2,102,10.2,43,07,TerminalOnly
18SH01051,S0930,2,106,10.6,43,42,2ND.
18SH01052,S0931,1,108,10.8,45,07,6+ Horns
18SH01053,S0933,2,124,12.4,44,07,TerminalOnly
18SH01054,S0934,2,104,10.4,44,07,TerminalOnly
18SH01055,S0938,2,102,10.2,44,07,TerminalOnly
18SH01056,S0941,2,114,11.4,44,07,1ST
18SH01057,S0942,1,106,10.6,45,07,Scurs
18SH01058,S0947,1,166,16.6,45,07,"slUS,6+Horns"
18SH01059,S0948,2,116,11.6,43,07,BLSPOT.SCOURS
18SH01060,S0952,1,106,10.6,45,07,LameRHTx
18SH01061,S0955,2,114,11.4,43,07,.
18SH01062,S0963,2,96,9.6,44,07,3RD
18SH01063,S0967,1,122,12.2,45,07,Scurs
18SH01064,S0973,2,138,13.8,44,07,TerminalOnly
18SH01065,S0977,2,106,10.6,44,07,Brown on ear
18SH01066,S0982,2,106,10.6,44,43,2ND
18SH01067,S0984,2,106,10.6,44,07,1ST
18SH01068,S0988,2,114,11.4,43,07,2ND
18SH01069,S0993,2,162,16.2,44,07,1ST
18SH01070,S0994,1,132,13.2,45,07,6+ Horns
18SH01071,S0995,2,106,10.6,44,07,1ST.BREYES
18SH01072,S0996,2,104,10.4,44,07,1ST.SCRS
18SH01073,S0997,2,102,10.2,44,07,TerminalOnly
18SH01074,S0998,1,100,10.0,45,07,4+ Horns
18SH01075,S1000,2,112,11.2,43,07,.
18SH01076,S1001,2,124,12.4,44,43,TerminalOnly
18SH01077,S1005,2,104,10.4,44,07,1ST
18SH01078,S1010,1,132,13.2,45,07,Scurs
18SH01079,S1012,2,122,12.2,44,42,1ST
18SH01080,S1013,1,122,12.2,45,42,Scurs
18SH01081,S1014,2,116,11.6,44,07,1ST.SCOURS
18SH01082,S1016,2,108,10.8,44,07,1ST
18SH01083,S1023,2,90,9.0,44,07,2ND
18SH01084,S1024,2,86,8.6,44,07,1ST
18SH01085,S1025,2,86,8.6,44,07,2ND.P
18SH01086,S1032,2,120,12.0,44,07,2ND
18SH01087,S1033,2,96,9.6,44,07,1ST.H
18SH01088,S1038,2,112,11.2,43,07,1ST.SCOURS
18SH01089,S1040,2,100,10.0,44,07,1ST.H.ENT.SX
18SH01090,S1042,2,108,10.8,44,07,1ST
18SH01091,S1047,2,106,10.6,44,07,TerminalOnly
18SH01092,S1049,1,114,11.4,45,07,1ST
18SH01093,S1050,2,88,8.8,44,07,1ST.H
18SH01094,S1052,2,114,11.4,43,07,1ST
18SH01095,S1054,2,106,10.6,44,07,1ST.H.PNEU
18SH01096,S1055,2,110,11.0,44,07,2ND.SCOURS
18SH01097,S1056,1,126,12.6,45,07,Scurs
18SH01098,S1060,2,96,9.6,43,42,1ST.H.SCRS
18SH01099,S1066,2,116,11.6,44,07,.
18SH01100,S1067,2,110,11.0,44,07,1ST
18SH01101,S1068,2,98,9.8,44,07,2ND
18SH01102,S1069,1,122,12.2,45,07,"1""HnsPolyLike"
18SH01103,S1070,2,102,10.2,44,07,2ND
18SH01104,S1073,2,84,8.4,44,07,TerminalOnly
18SH01105,S1074,2,128,12.8,44,07,Brown nose
18SH01106,S1076,2,104,10.4,43,07,2ND
18SH01107,S1085,2,116,11.6,43,07,2ND.H.INFCT.E
18SH01108,S1089,2,112,11.2,43,07,TerminalOnly
18SH01109,S1092,2,100,10.0,43,07,2ND.SCRS
18SH01110,S1095,2,130,13.0,44,07,1ST.H
18SH01111,S1096,2,126,12.6,44,07,1ST
18SH01112,S1098,2,104,10.4,44,07,1ST.H
18SH01113,S1106,2,98,9.8,44,07,1ST
18SH01114,S1112,2,100,10.0,43,07,.
18SH01115,S1116,2,138,13.8,44,42,BL.L.EYE
18SH01116,S1118,2,112,11.2,44,42,.
18SH01117,S1122,2,106,10.6,44,07,.
18SH01118,S1124,1,160,16.0,45,41,Jewell
18SH01119,S1125,1,158,15.8,45,41,"L.Eye.Cld, SC"
18SH01120,S1126,1,150,15.0,45,42,HelleRNutSwel
18SH01121,S1127,2,72,7.2,44,07,.
18SH01122,S1129,2,62,6.2,44,07,1ST
18SH01123,S1134,2,100,10.0,44,07,.
18SH01124,S1135,2,108,10.8,44,42,PINK
18SH01125,S1138,2,92,9.2,44,07,.
18SH01126,S1139,2,72,7.2,44,43,.
18SH01127,S1142,2,80,8.0,44,07,.
18SH01128,S1144,1,98,9.8,45,07,.
18SH01129,S1145,2,66,6.6,44,07,1ST.Scours
18SH01130,S1147,1,74,7.4,45,07,3RD
18SH01131,S1150,1,82,8.2,45,42,.
18SH01132,S1151,2,70,7.0,44,07,P.
18SH01133,S1152,2,78,7.8,44,07,.
18SH01134,S1157,2,58,5.8,44,42,.
18SH01135,S1159,1,90,9.0,45,07,Scurs
18SH01136,S1163,2,86,8.6,45,07,HAIRY
18SH01137,S1164,1,98,9.8,45,07,Scurs
18SH01138,S1165,2,80,8.0,44,07,HAIRY
18SH01139,S1166,2,66,6.6,45,07,P.H
18SH01140,S1167,2,80,8.0,44,07,HAIRY
18SH01141,S1169,1,84,8.4,45,07,Scurs
18SH01142,S1170,1,98,9.8,45,07,"1"" horns"
18SH01143,S1175,2,72,7.2,45,07,.
18SH01144,S1176,2,62,6.2,45,07,HAIRY
18SH01145,S1177,2,64,6.4,45,07,HAIRY
18SH01146,S1183,2,70,7.0,44,42,HAIRY.VetFixE
18SH01147,S1185,2,66,6.6,45,07,HAIRY
18SH01148,S1190,2,96,9.6,44,07,.
18SH01149,S1194,2,62,6.2,44,07,Scours
18SH01150,S1197,1,108,10.8,45,42,.
18SH01151,S1200,1,68,6.8,45,07,.
18SH01152,S1201,2,68,6.8,45,07,.
18SH01153,S1202,2,70,7.0,45,43,.
18SH01154,S1203,2,80,8.0,44,43,HAIRY
18SH01155,S1204,1,86,8.6,45,07,SlOverPnkEyes
18SH01156,S1205,2,80,8.0,44,07,.
18SH01157,S1206,2,62,6.2,44,07,.
18SH01158,S1208,2,94,9.4,44,42,HAIRY
18SH01159,S1209,1,62,6.2,45,43,.
18SH01160,S1210,2,62,6.2,44,43,.
18SH01161,S1212,1,98,9.8,45,42,Horns
18SH01162,S1215,2,74,7.4,44,42,.
18SH01163,S1218,1,70,7.0,45,07,"1"" horns"
18SH01164,S1223,2,58,5.8,44,07,.
18SH01165,S1228,2,64,6.4,44,07,.
18SH01166,S1230,2,68,6.8,44,07,.
18SH01167,S1231,1,70,7.0,45,07,Scurs
18SH01168,S1232,2,78,7.8,44,07,.
18SH01169,S1234,2,68,6.8,44,42,.
18SH01170,S1237,1,110,11.0,45,07,.
18SH01171,S1238,2,76,7.6,44,07,.
18SH01172,S1248,1,62,6.2,45,07,L Eye Ulcer
18SH01173,S1249,1,70,7.0,45,07,.
18SH01174,S1250,2,64,6.4,44,07,.
18SH01175,S1251,1,88,8.8,45,07,Scurs
18SH01176,S1252,1,98,9.8,45,43,Br. eyes
18SH01177,S1253,1,82,8.2,45,43,Scurs
18SH01178,S1254,2,106,10.6,45,07,.
18SH01179,S1258,2,72,7.2,44,43,.
18SH01180,S1259,2,92,9.2,44,07,.
18SH01181,S1261,2,66,6.6,44,07,HAIRY
18SH01182,S1267,2,70,7.0,45,07,.
18SH01183,S1271,1,72,7.2,45,07,.
18SH01184,S1275,1,62,6.2,45,42,"6"" horns"
18SH01185,S1278,2,74,7.4,44,07,3RD.THIN
18SH01186,S1282,2,92,9.2,44,42,.
18SH01187,S1286,2,76,7.6,44,07,3RD
18SH01188,S1287,2,82,8.2,44,42,.
18SH01189,S1288,2,56,5.6,45,42,.
18SH01190,S1289,2,86,8.6,44,42,BR.BY.EYES
18SH01191,S1295,2,72,7.2,44,07,.
18SH01192,S1300,1,78,7.8,45,07,.
18SH01193,S1302,1,66,6.6,45,07,"2"" horns"
18SH01194,S1305,1,90,9.0,45,07,Buttons
18SH01195,S1308,1,86,8.6,45,07,.
18SH01196,S1309,2,76,7.6,45,07,HAIRY
18SH01197,S1310,2,52,5.2,44,07,2ND.Wheezy
18SH01198,S1311,2,60,6.0,44,07,3RD.2@ONCE
18SH01199,S1313,2,86,8.6,44,07,H.P
18SH01200,S1314,1,90,9.0,45,42,Scurs
18SH01201,S1316,2,74,7.4,44,07,HAIRY
18SH01202,S1319,2,78,7.8,44,43,HAIRY
18SH01203,S1322,2,82,8.2,44,43,HAIRY
18SH01204,S1323,2,64,6.4,44,07,1ST
18SH01205,S1326,2,62,6.2,44,07,.
18SH01206,S1327,2,50,5.0,45,07,PINK
18SH01207,S1328,2,62,6.2,44,07,.
18SH01208,S1329,2,64,6.4,45,07,.
18SH01209,S1330,1,74,7.4,45,07,"6"" horns"
18SH01210,S1331,1,88,8.8,45,07,Bloody Nose
18SH01211,S1334,1,84,8.4,45,43,AbscessRJaw
18SH01212,S1335,1,62,6.2,45,43,"0.5"" horns"
18SH01213,S1336,2,64,6.4,44,07,.
18SH01214,S1337,2,54,5.4,44,07,.
18SH01215,S1338,2,78,7.8,44,07,.
18SH01216,S1339,1,70,7.0,45,43,Scurs
18SH01217,S1340,2,68,6.8,44,43,BLKSPOTS
18SH01218,S1341,2,78,7.8,44,07,HAIRY
18SH01219,S1342,2,92,9.2,44,07,BLKSPOTRTFOOT
18SH01220,S1346,2,68,6.8,44,07,1ST
18SH01221,S1348,2,60,6.0,45,07,PINK
18SH01222,S1350,2,72,7.2,44,07,.
18SH01223,S1351,2,60,6.0,44,07,VetsFixTail
18SH01224,S1352,2,86,8.6,44,07,.
18SH01225,S1353,2,76,7.6,44,07,.
18SH01226,S1354,1,84,8.4,45,42,.
18SH01227,S1355,2,86,8.6,45,42,.
18SH01228,S1357,2,74,7.4,44,43,.
18SH01229,S1358,2,82,8.2,44,43,.
18SH01230,S1359,2,36,3.6,44,07,.
18SH01231,S1360,1,72,7.2,45,07,Scurs
18SH01232,S1361,1,90,9.0,45,07,Scurs
18SH01233,S1362,1,70,7.0,45,07,LameTx
18SH01234,S1364,2,76,7.6,44,07,.
18SH01235,S1365,2,88,8.8,44,07,BL.EYES
18SH01236,S1366,1,98,9.8,45,42,.
18SH01237,S1369,2,62,6.2,44,07,.
18SH01238,S1371,1,70,7.0,45,43,Scurs
18SH01239,S1372,1,58,5.8,45,43,.
18SH01240,S1373,1,112,11.2,45,43,Horns
18SH01241,S1374,2,86,8.6,44,43,2ND
18SH01242,S1375,1,68,6.8,45,42,.
18SH01243,S1376,2,64,6.4,44,42,DiarrheaTx
18SH01244,S1381,2,50,5.0,44,07,1ST
18SH01245,S1382,2,62,6.2,44,07,2ND
18SH01246,S1385,2,70,7.0,44,07,.
18SH01247,S1387,1,94,9.4,45,07,.
18SH01248,S1390,2,68,6.8,44,07,.
18SH01249,S1393,2,70,7.0,44,07,.
18SH01250,S1394,2,72,7.2,44,07,.
18SH01251,S1395,2,74,7.4,44,07,.
18SH01252,S1397,2,72,7.2,44,07,.
18SH01253,S1398,1,82,8.2,45,43,Scurs
18SH01254,S1399,2,62,6.2,44,43,.
18SH01255,S1400,1,94,9.4,45,07,Sl.Over
18SH01256,S1401,1,68,6.8,45,07,Scurs
18SH01257,S1402,2,98,9.8,44,07,.
18SH01258,S1403,2,86,8.6,44,42,.
18SH01259,S1404,2,88,8.8,44,42,Respiratory
18SH01260,S1406,1,72,7.2,45,07,L. Eye Cloudy
18SH01261,S1407,2,58,5.8,44,07,.
18SH01262,S1408,2,70,7.0,44,07,.
18SH01263,S1411,1,64,6.4,45,07,3 horns
18SH01264,S1413,2,70,7.0,44,07,H.P
18SH01265,S1415,1,78,7.8,45,07,PINK
18SH01266,S1416,2,64,6.4,44,07,.
18SH01267,S1419,2,58,5.8,44,07,HAIRY
18SH01268,S1423,2,58,5.8,44,07,.
18SH01269,S1425,2,86,8.6,44,43,.
18SH01270,S1426,2,64,6.4,44,07,H.LHToeWound
18SH01271,S1429,1,86,8.6,45,07,CutLHHoof
18SH01272,S1431,2,64,6.4,44,07,PINK
18SH01273,S1435,2,74,7.4,44,07,.
18SH01274,S1436,2,66,6.6,44,07,HAIRY
18SH01275,S1437,2,62,6.2,44,07,H.VetFixEntRe
18SH01276,S1439,1,58,5.8,45,07,"6"" horns"
18SH01277,S1443,2,74,7.4,44,07,.
18SH01278,S1452,2,64,6.4,44,07,.
18SH01279,S1453,2,52,5.2,44,07,RespTx
18SH01280,S1454,2,56,5.6,44,07,.
18SH01281,S1460,2,60,6.0,44,07,.
18SH01282,S1471,2,64,6.4,44,07,.
18SH01283,S1474,2,52,5.2,44,07,.
18SH01284,S1475,2,66,6.6,44,07,.
18SH01285,S1478,2,74,7.4,44,07,.
18SH01286,S1479,1,70,7.0,45,07,"6"" horns"
18SH01287,S1485,1,98,9.8,45,42,Scurs
18SH01288,S1487,1,88,8.8,45,07,"1"" horns"
18SH01289,S1488,2,68,6.8,44,42,1ST
18SH01290,S1495,2,76,7.6,44,07,1ST
18SH01291,S1496,2,68,6.8,44,07,.
18SH01292,S1497,1,108,10.8,45,07,Lehfeldt
18SH01293,S1498,1,164,16.4,45,41,Rafter 7
18SH01294,S1499,1,108,10.8,45,07,Helle
18SH01295,S1500,1,186,18.6,45,41,Rafter 7
18SH01296,S1501,1,142,14.2,45,41,Rafter 7
18SH01297,T3146,2,92,9.2,43,02,Schneider
18SH01298,T3176,2,94,9.4,44,02,Schneider
18SH01299,T3551,2,110,11.0,43,02,.
18SH01300,T3554,2,128,12.8,43,02,.
18SH01301,T3565,2,126,12.6,43,02,NICE LAMB
18SH01302,T3568,2,98,9.8,43,02,TerminalOnly
18SH01303,T3638,2,98,9.8,43,02,LethargyTx
18SH01304,T3741,2,90,9.0,43,02,ALL@ONCE
18SH01305,T3756,2,102,10.2,43,02,LSIDEBLANK
18SH01306,T3760,2,78,7.8,43,02,.
18SH01307,T3842,2,92,9.2,43,02,BIG.TEATS
18SH01308,T3853,2,144,14.4,43,02,WATERYMILK.LL
18SH01309,T3856,2,116,11.6,43,02,TerminalOnly
18SH01310,T3878,2,128,12.8,43,02,TerminalOnly
18SH01311,T3883,2,106,10.6,43,02,TerminalOnly
18SH01312,T3906,2,100,10.0,43,02,+T6500
18SH01313,T3933,2,106,10.6,43,02,WARTS
18SH01314,T3946,2,100,10.0,44,02,BRITCHY  SCOU
18SH01315,T3999,2,88,8.8,43,02,.
18SH01316,T4012,2,96,9.6,43,02,TerminalOnly
18SH01317,T4032,2,84,8.4,43,02,TerminalOnly
18SH01318,T4048,2,98,9.8,43,02,.
18SH01319,T4102,2,78,7.8,43,02,DOESNTLIKELAM
18SH01320,T4108,2,120,12.0,43,02,TerminalOnly
18SH01321,T4109,2,102,10.2,43,02,RTITLG
18SH01322,T4137,2,112,11.2,43,02,H.4
18SH01323,T4174,2,134,13.4,43,02,.
18SH01324,T4181,2,120,12.0,43,02,LAMB.DOWN.EUT
18SH01325,T4187,2,104,10.4,43,02,TerminalOnly
18SH01326,T4191,2,88,8.8,43,02,DRY
18SH01327,T4219,2,78,7.8,43,02,GONNAGODRY
18SH01328,T4222,2,104,10.4,43,02,PINK
18SH01329,T4226,2,94,9.4,43,02,SCOURS
18SH01330,T4227,2,96,9.6,43,02,TerminalOnly
18SH01331,T4234,2,112,11.2,43,02,SM.UDDER
18SH01332,T4236,2,122,12.2,43,02,TerminalOnly
18SH01333,T4246,2,126,12.6,43,02,.
18SH01334,T4250,2,102,10.2,43,02,SM.UDDER
18SH01335,T4266,2,94,9.4,43,02,TerminalOnly
18SH01336,T4276,2,108,10.8,43,02,TerminalOnly
18SH01337,T4300,2,96,9.6,43,02,RSD.V.BLOODY
18SH01338,T4305,2,78,7.8,43,02,TerminalOnly
18SH01339,T4318,2,98,9.8,43,02,4TEATS
18SH01340,T4320,2,88,8.8,43,02,SM UDDER
18SH01341,T4327,2,116,11.6,43,02,3T.H.ROMANOVH
18SH01342,T4356,2,84,8.4,43,02,ENTROPION
18SH01343,T4358,2,94,9.4,43,02,2ND H
18SH01344,T4360,2,92,9.2,43,02,SM.UDDER
18SH01345,T4380,2,88,8.8,43,02,4TEATS
18SH01346,T4389,2,114,11.4,43,02,LameTx
18SH01347,T4390,2,110,11.0,44,02,INC.RR.SNOTTY
18SH01348,T4393,2,90,9.0,43,02,TerminalOnly
18SH01349,T4425,2,102,10.2,43,02,BRITCHY/FUZZY
18SH01350,T4426,2,110,11.0,43,02,NO.METAL.TAGS
18SH01351,T4438,2,112,11.2,44,02,NOMETALTAGS
18SH01352,T4457,2,106,10.6,43,02,BRITCHY
18SH01353,T4462,2,112,11.2,43,02,4TEATS
18SH01354,T4468,2,92,9.2,43,02,HARD PULL
18SH01355,T4491,2,118,11.8,43,02,SLS.SL.MORE
18SH01356,T4506,2,96,9.6,43,02,TerminalOnly
18SH01357,T4510,2,100,10.0,43,02,RT.TEAT LG
18SH01358,T4518,2,100,10.0,43,02,.
18SH01359,T4545,2,82,8.2,43,02,4TEATS
18SH01360,T4557,2,100,10.0,43,02,LT
18SH01361,T4559,2,112,11.2,43,02,SCOURS
18SH01362,T4585,2,84,8.4,43,02,4TEATS
18SH01363,T4600,2,124,12.4,43,02,SLS.MORE
18SH01364,T4627,2,102,10.2,43,02,FUZZY/BRITCHY
18SH01365,T4645,2,80,8.0,43,02,3T.SCOURS
18SH01366,T4675,2,106,10.6,43,02,SLICK
18SH01367,T4676,2,108,10.8,43,02,.
18SH01368,T4685,2,84,8.4,43,02,RSDBLOODYOKNO
18SH01369,T4708,2,94,9.4,43,02,.
18SH01370,T4733,2,126,12.6,43,02,NICE.T
18SH01371,T4758,2,102,10.2,43,02,TerminalOnly
18SH01372,T4787,2,96,9.6,43,02,TerminalOnly
18SH01373,T4789,2,96,9.6,43,02,.
18SH01374,T4794,2,106,10.6,43,02,CHUNKSLSDOKNO
18SH01375,T4837,2,72,7.2,43,02,SM.BAG
18SH01376,T4849,2,112,11.2,43,02,SRS.MORE
18SH01377,T4865,2,102,10.2,43,02,HAIRY
18SH01378,T4875,2,106,10.6,43,02,SM.UDDER
18SH01379,T4882,2,104,10.4,43,02,TerminalOnly
18SH01380,T4892,2,118,11.8,43,02,TerminalOnly
18SH01381,T4909,2,110,11.0,43,02,BIG.R.TIT
18SH01382,T4915,2,112,11.2,43,02,RSDBLOODY
18SH01383,T4928,2,100,10.0,43,02,BRITCHY
18SH01384,T4929,2,98,9.8,43,02,BRITCHY
18SH01385,T4931,2,104,10.4,43,02,TerminalOnly
18SH01386,T4951,2,120,12.0,43,02,.
18SH01387,T4953,2,104,10.4,43,02,.
18SH01388,T4977,2,118,11.8,43,02,TerminalOnly
18SH01389,T4995,2,72,7.2,43,02,1ST
18SH01390,T5007,2,108,10.8,43,02,.
18SH01391,T5008,2,126,12.6,43,02,BLOODYMILK
18SH01392,T5012,2,104,10.4,43,02,Very bald 3+
18SH01393,T5013,2,104,10.4,43,02,Nice wool
18SH01394,T5020,2,118,11.8,43,02,DRY
18SH01395,T5043,2,102,10.2,43,02,HAIRY
18SH01396,T5044,2,94,9.4,43,02,HAIRY
18SH01397,T5046,2,108,10.8,43,02,TerminalOnly
18SH01398,T5048,2,106,10.6,43,02,.
18SH01399,T5124,2,124,12.4,43,02,.
18SH01400,T5126,2,118,11.8,43,02,SM.BAG
18SH01401,T5131,2,102,10.2,43,02,TerminalOnly
18SH01402,T5132,2,94,9.4,43,02,DRY
18SH01403,T5164,2,94,9.4,43,02,.
18SH01404,T5165,2,100,10.0,43,02,SM.UDDER
18SH01405,T5166,2,98,9.8,43,02,SM.BAG
18SH01406,T5182,2,84,8.4,43,02,.
18SH01407,T5184,2,122,12.2,43,02,Nice wool
18SH01408,T5221,2,116,11.6,43,02,TerminalOnly
18SH01409,T5247,2,96,9.6,43,02,.
18SH01410,T5315,2,118,11.8,44,02,TerminalOnly
18SH01411,T5328,2,110,11.0,44,02,BL.L.EAR.TIP
18SH01412,T5330,2,120,12.0,44,02,.
18SH01413,T5332,2,80,8.0,44,02,TerminalOnly
18SH01414,T5341,2,94,9.4,44,02,.
18SH01415,T5343,2,100,10.0,44,02,NICE LAMB
18SH01416,T5346,2,114,11.4,44,02,TerminalOnly
18SH01417,T5354,2,124,12.4,44,02,SM.BAG
18SH01418,T5355,2,76,7.6,44,02,TerminalOnly
18SH01419,T5357,2,90,9.0,44,02,.
18SH01420,T5364,2,128,12.8,44,02,SM.BAG.OK.FOR
18SH01421,T5379,2,68,6.8,44,02,TerminalOnly
18SH01422,T5386,2,120,12.0,44,02,L.T.RTSIDEBLO
18SH01423,T5398,2,82,8.2,44,02,TerminalOnly
18SH01424,T5400,2,106,10.6,44,02,1ST
18SH01425,T5407,2,130,13.0,44,02,NICE LAMB
18SH01426,T5409,2,110,11.0,44,02,MilkDecrease
18SH01427,T5435,2,88,8.8,44,02,SM.BAG
18SH01428,T5449,2,96,9.6,44,02,TerminalOnly
18SH01429,T5463,2,84,8.4,44,02,.
18SH01430,T5478,2,98,9.8,44,02,TerminalOnly
18SH01431,T5480,2,92,9.2,44,02,TerminalOnly
18SH01432,T5481,2,84,8.4,44,02,TerminalOnly
18SH01433,T5486,2,116,11.6,44,02,FEWCHUNKS
18SH01434,T5490,2,62,6.2,44,02,TerminalOnly
18SH01435,T5512,2,122,12.2,44,02,NICE LAMB
18SH01436,T5531,2,104,10.4,44,02,SMUDDER
18SH01437,T5543,2,96,9.6,44,02,TerminalOnly
18SH01438,T5555,2,106,10.6,44,02,TerminalOnly
18SH01439,T5556,2,120,12.0,44,02,.
18SH01440,T5559,2,90,9.0,44,02,TerminalOnly
18SH01441,T5565,2,98,9.8,44,02,NICE LAMB
18SH01442,T5567,2,92,9.2,44,02,TerminalOnly
18SH01443,T5568,2,100,10.0,44,02,NICE LAMB
18SH01444,T5571,2,110,11.0,44,02,LOW2?
18SH01445,T5573,2,104,10.4,44,02,NICE LAMB
18SH01446,T5586,2,132,13.2,44,02,SLS.MORE
18SH01447,T5589,2,120,12.0,44,02,.
18SH01448,T5597,2,114,11.4,44,02,.
18SH01449,T5608,2,114,11.4,44,02,.
18SH01450,T5611,2,106,10.6,44,02,TerminalOnly
18SH01451,T5626,2,114,11.4,44,02,TerminalOnly
18SH01452,T5638,2,98,9.8,44,02,.
18SH01453,T5639,2,100,10.0,44,02,TerminalOnly
18SH01454,T5650,2,92,9.2,44,02,.
18SH01455,T5651,2,108,10.8,44,02,MASTITIS.L
18SH01456,T5652,2,88,8.8,44,02,H.EyeDischarg
18SH01457,T5657,2,102,10.2,44,02,TerminalOnly
18SH01458,T5659,2,98,9.8,44,02,BIG.TEATS
18SH01459,T5670,2,106,10.6,44,02,CONTR.LF.TEND
18SH01460,T5674,2,108,10.8,44,02,HAIRY
18SH01461,T5680,2,88,8.8,44,02,.
18SH01462,T5684,2,122,12.2,44,02,1ST
18SH01463,T5690,2,102,10.2,44,02,3RD
18SH01464,T5717,2,138,13.8,44,02,2@ONCE
18SH01465,T5729,2,112,11.2,44,02,SMUDDER
18SH01466,T5737,2,82,8.2,44,02,R.EYE.DISCHAR
18SH01467,T5749,2,106,10.6,44,02,SM.BAG
18SH01468,T5756,2,102,10.2,44,02,TerminalOnly
18SH01469,T5763,2,88,8.8,44,02,.
18SH01470,T5775,2,104,10.4,44,02,TerminalOnly
18SH01471,T5779,2,92,9.2,44,02,TerminalOnly
18SH01472,T5800,2,106,10.6,44,02,TAN LEGS
18SH01473,T5801,2,78,7.8,44,02,.
18SH01474,T5807,2,110,11.0,44,02,RSD.BLOOD
18SH01475,T5811,2,106,10.6,44,02,.
18SH01476,T5817,2,88,8.8,44,02,TAIL.CHEWED
18SH01477,T5839,2,110,11.0,43,02,TerminalOnly
18SH01478,T5844,2,98,9.8,43,02,1ST
18SH01479,T5859,2,146,14.6,43,02,+H9574
18SH01480,T5861,2,106,10.6,43,02,.
18SH01481,T5862,2,146,14.6,43,02,SM.BAG
18SH01482,T5877,2,130,13.0,43,02,HAIRY
18SH01483,T5898,2,94,9.4,43,02,HAIRY
18SH01484,T5899,2,88,8.8,43,02,TerminalOnly
18SH01485,T5928,2,98,9.8,43,02,.
18SH01486,T5929,2,96,9.6,43,02,DRY
18SH01487,T5935,2,110,11.0,43,02,HAIRY
18SH01488,T5955,2,116,11.6,43,02,.
18SH01489,T5959,2,102,10.2,43,02,SMUDDER
18SH01490,T5964,2,104,10.4,43,02,.
18SH01491,T5971,2,126,12.6,43,02,1ST
18SH01492,T5986,2,116,11.6,43,02,1ST
18SH01493,T5999,2,120,12.0,43,02,NICE LAMB
18SH01494,T6002,2,102,10.2,43,02,.
18SH01495,T6003,2,146,14.6,43,02,.
18SH01496,T6019,2,94,9.4,43,02,NICE LAMB
