ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
2017834129,17LA00001,17,T3853,45,,34,Z0000,83,6.0,6,02,00,1,7,Y,,010817,8,8,2,2,0,2,8.8,1,1,Z4129,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,2,1,1,1.0,57,2017-01-08,0.0,55,121,1,,
2017834130,17LA00002,17,T3853,45,,34,Z0000,83,6.0,6,02,00,1,7,Y,,010817,8,8,2,2,0,2,8.8,1,1,Z4130,83,,00,,,,,,.,RAM.LAMB.SIRE,1,1,..,,M,2,,0,0,0,1,1,1.0,63,2017-01-08,0.0,57,121,1,,
2017834131,17LA00003,17,R8590,11,,65,Z0000,83,7.0,7,07,00,2,0,N,,010917,9,5,2,3,0,2,11.0,1,1,Z4131,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,BLD,M,1,,1,1,1,1,1,1.0,72,2017-01-09,0.0,68,121,1,,
2017834132,17LA00004,17,H8524,05,,39,Z0000,83,3.0,3,30,00,1,7,N,,010917,9,9,3,2,0,2,9.9,1,1,Z4132,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,3,1,1,1.0,76,2017-01-09,0.0,74,121,1,,
D17LA00005,17LA00005,17,H8524,05,,39,Z0000,83,3.0,3,30,00,1,7,N,,010917,9,9,3,2,.,.,6.6,1,1,.,,,,1,9,44,,,.,DAB,1,1,..,,M,2,,0,0,0,0,0,0.0,0,2017-01-09,0.0,,,,,
D17LA00006,17LA00006,17,H8524,05,,39,Z0000,83,3.0,3,30,00,1,7,N,,010917,9,9,3,2,.,.,8.8,1,1,.,,,,1,9,44,,,.,DAB,1,1,..,,M,3,,0,0,0,0,0,0.0,0,2017-01-09,0.0,,,,,
2017834133,17LA00007,17,T4187,45,,48,Z0000,83,5.0,5,02,00,2,0,N,,010917,9,5,4,2,0,3,9.9,1,1,Z4133,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,1,1,1,1.0,80,2017-01-09,0.0,81,121,1,,
2017834134,17LA00008,17,R8158,11,,26,Z0000,83,7.0,7,07,00,1,0,Y,,011017,10,5,4,3,0,2,11.0,1,1,Z4134,83,,00,6,75,21,,,EARLY,RAM.LAMB.SIRE,1,1,..,BLD,M,1,,1,1,1,1,0,,,2017-01-10,0.0,,,,,
2017834135,17LA00009,17,H9225,05,,30,Z0000,83,2.0,2,30,00,1,0,Y,,010917,9,7,2,3,0,2,12.1,1,1,Z4135,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,2,1,1,1.0,72,2017-01-09,0.0,72,121,1,,
D17LA00010,17LA00010,17,H9225,05,,30,Z0000,83,2.0,2,30,00,1,0,Y,,010917,9,7,2,1,.,.,5.5,1,1,.,,,,1,9,44,,,.,DAB,1,1,..,,M,2,,0,0,0,0,0,0.0,0,2017-01-09,0.0,,,,,
D17LA00011,17LA00011,17,H7023,05,,25,Z0000,83,6.0,6,30,00,1,0,Y,,011117,11,4,0,.,.,.,0.0,1,1,.,,,,1,11,44,,,EARLY,NO.DATA,1,1,..,BLD,M,1,,1,1,2,0,0,0.0,0,2017-01-11,0.0,,,,,
D17LA00012,17LA00012,17,H7023,05,,25,Z0000,83,6.0,6,30,00,1,0,Y,,011117,11,4,0,.,.,.,0.0,1,1,.,,,,1,11,44,,,.,NO.DATA,1,1,..,BLD,M,2,,0,0,0,0,0,0.0,0,2017-01-11,0.0,,,,,
D17LA00013,17LA00013,17,S0503,12,,45,Z0000,83,2.0,2,07,00,2,,N,,011217,12,1,0,.,.,.,0.0,1,1,.,,,,1,12,44,,,.,NO.DATA,1,1,..,,M,1,,1,1,1,0,0,0.0,0,2017-01-12,0.0,,,,,
D17LA00014,17LA00014,17,H8765,05,,6,Z0000,83,3.0,3,30,00,1,,Y,,011317,13,9,2,2,.,.,5.5,1,1,.,,,,1,13,44,,,ToRamLamb,.,1,1,..,,M,1,,1,1,3,0,0,0.0,0,2017-01-13,0.0,,,,,
D17LA00015,17LA00015,17,S0198,12,,21,Z0000,83,3.0,3,07,00,1,0,N,,011317,13,7,2,2,.,.,7.7,1,1,.,,,,1,13,44,,,EARLY,.,1,1,..,,M,1,,1,1,2,0,0,0.0,0,2017-01-13,0.0,,,,,
2017834136,17LA00016,17,R9640,11,,31,Z0000,83,4.0,4,07,00,1,,Y,,011317,13,5,2,2,0,3,12.1,1,1,Z4136,83,,00,6,39,66,,,EARLY,LegPrblm-->Cold,1,1,..,BLD,M,1,,1,1,1,1,0,0.0,0,2017-01-13,0.0,,,,,
2017834139,17LA00017,17,H8005,05,,41,Z0000,83,4.0,4,30,00,1,,N,,011317,13,8,2,2,0,2,8.8,1,1,Z4139,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,2,1,1,1.0,69,2017-01-13,0.0,64,121,1,,
2017834140,17LA00018,17,H8005,05,,41,Z0000,83,4.0,4,30,00,1,,N,,011317,13,8,2,3,0,2,8.8,1,1,Z4140,83,,00,,,,,,.,RAM.LAMB.SIRE,1,1,..,,M,2,,0,0,0,1,1,1.0,73,2017-01-13,0.0,73,121,1,,
2017834141,17LA00019,17,T6254,45,,28,Z0000,00,2.0,2,02,00,1,,Y,,011317,13,5,3,2,0,2,9.9,1,1,Z4141,83,,00,7,197,97,,,EARLY,CR.F.LEGS,1,1,..,,M,1,,1,1,1,1,0,,,2017-01-13,0.0,30,121,1,,
2017834142,17LA00020,17,H6037,05,,40,Z0000,83,7.0,7,30,00,1,0,N,,011317,13,8,2,2,0,2,9.9,1,1,Z4142,83,,00,,,,,,RAM.LAMB.SIRE,EARLY,1,1,..,BLD,M,1,,1,1,2,1,1,1.0,59,2017-01-13,0.0,54,121,1,,
2017834143,17LA00021,17,H6037,05,,40,Z0000,83,7.0,7,30,00,1,0,N,,011317,13,8,2,3,0,4,11.0,1,1,Z4143,83,,00,,,,,,RAM.LAMB.SIRE,EARLY,1,1,..,BLD,M,2,,0,0,0,1,1,1.0,69,2017-01-13,0.0,63,121,1,,
2017834144,17LA00022,17,Z3004,83,,64,Z0000,83,2.0,2,01,00,2,0,N,,011317,13,8,1,3,0,2,11.0,1,1,Z4144,83,,00,,,,,,EARLY,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,2,1,1,1.0,77,2017-01-13,0.0,73,121,1,,
2017834145,17LA00023,17,Z3004,83,,64,Z0000,83,2.0,2,01,00,2,0,N,,011317,13,8,1,2,0,2,7.7,1,1,Z4145,83,,00,,,,,,.,RAM.LAMB.SIRE,1,1,..,,M,2,,0,0,0,1,1,1.0,54,2017-01-13,0.0,42,121,1,,
2017834137,17LA00024,17,H8765,05,,6,Z0000,83,3.0,3,30,00,1,,Y,,011317,13,9,2,2,0,3,7.7,1,1,Z4137,83,,00,,,,,,,RAM.LAMB.SIRE,1,1,..,,M,2,,0,0,0,1,1,1.0,55,2017-01-13,0.0,54,121,1,,
2017834138,17LA00025,17,H8765,05,,6,Z0000,83,3.0,3,30,00,1,,Y,,011317,13,9,2,3,0,2,7.7,1,1,Z4138,83,,00,,,,,,,RAM.LAMB.SIRE,1,1,..,,M,3,,0,0,0,1,1,1.0,65,2017-01-13,0.0,59,121,1,,
2017834146,17LA00026,17,S0198,12,,21,Z0000,00,3.0,3,07,00,1,0,N,,011317,13,7,2,2,0,2,8.8,1,1,Z4146,83,,00,,,,,,,RAM.LAMB.SIRE,1,1,..,,M,2,,0,0,0,1,1,1.0,61,2017-01-13,0.0,58,121,1,,
2017834147,17LA00027,17,H6068,05,,40,Z0000,83,7.0,7,30,00,1,0,N,,011817,18,5,3,3,0,2,13.2,1,1,Z4147,83,,00,6,39,66,,,RAM.LAMB.SIRE,LegPrblm-->Cold,1,1,..,BLD,M,1,,1,1,1,1,0,0.0,0,2017-01-18,0.0,,,,,
2017834148,17LA00028,17,H9190,05,,41,Z0000,83,2.0,2,30,00,1,0,N,,011817,18,5,2,3,0,2,13.2,1,1,Z4148,83,,00,,,,,,SM.BAG,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,1,1,1,1.0,69,2017-01-18,0.0,57,121,1,,
2017834149,17LA00029,17,T5586,45,,69,Z0000,83,3.0,3,02,00,2,,N,,011817,18,5,2,3,0,2,13.2,1,1,Z4149,83,,00,,,,,,.,RAM.LAMB.SIRE,1,1,..,,M,1,,1,1,1,1,1,1.0,72,2017-01-18,0.0,64,121,1,,
