ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
D19LA00001,19LA00001,19,T7017,45,,e4,Z0000,83,1.0,1,02,97,4,7,Y,,011019,10,0,0,.,.,.,0.0,.,.,.,,,,0,10,27,,,.,IMM,1,1,..,GRN,J,1,,1,1,1,0,0,0.0,0,2019-01-10,,,,,,
D19LA00002,19LA00002,19,T6942,45,,e5,Z0000,00,1.0,1,02,SM,4,0,Y,,011519,15,0,0,.,.,.,0.0,.,.,.,,,,0,15,27,,,.,IMM,1,1,..,GRN,J,1,,1,1,1,0,0,0.0,0,2019-01-15,,,,,,
D19LA00003,19LA00003,19,Z5585,83,,e5,Z0000,00,1.0,1,LR,SM,4,0,Y,,020719,38,0,0,.,.,.,0.0,.,.,.,,,,0,38,27,,,.,IMM,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2019-02-07,,,,,,
2019836357,19LA00004,19,Z3372,83,,30,Z4662,83,3.0,3,S3,97,1,0,Y,,022519,56,8,2,2,0,4,12.1,5,1,Z6357,83,,00,,,,,,EARLY,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,87,2019-02-25,0.0,51,121,H,,
2019836358,19LA00005,19,Z3372,83,,30,Z4662,83,3.0,3,S3,97,1,0,Y,,022519,56,8,2,2,0,2,11.0,5,1,Z6358,83,,00,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,85,2019-02-25,0.0,55,121,H,,
2019836359,19LA00006,19,Z3228,83,A,19,Z3365,83,3.0,3,97,97,1,0,N,,030719,66,5,2,2,2,2,10.3,6,2,Z6359,83,A,97,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,89,2019-03-07,0.024,53,121,H,,
2019836360,19LA00007,19,Z4561,83,A,18,Z3355,83,2.0,2,97,97,1,0,N,,030719,66,5,3,2,0,2,12.0,6,1,Z6360,83,A,97,,,,,,.,NICE LAMB,1,1,..,,J,1,,1,1,1,1,1,1.0,98,2019-03-07,0.011,53,121,H,,
2019836361,19LA00008,19,A0089,06,,e3,Z0000,83,1.0,1,30,00,4,0,Y,,030719,66,5,2,3,R,2,8.0,1,1,Z6361,83,,00,6,115,19,,,.,.,1,1,..,,J,1,,1,1,1,1,,,0,2019-03-07,0.0,,,,,
2019702201,19LA00009,19,Z3792,83,,4,Z4489,83,3.0,3,SY,CT,1,,N,,030719,66,5,2,1,0,2,9.7,5,1,L2201,70,,PC,6,76,66,,,.,50BL.Pneu,1,1,..,OR,J,1,,1,1,1,1,0,0.0,0,2019-03-07,0.024,,,,,
2019836362,19LA00010,19,Z5519,83,,e4,Z0000,83,1.0,1,LT,97,4,0,Y,,030719,66,5,1,2,0,3,7.0,5,1,Z6362,83,,00,,,,,,LOW2?,.,1,1,..,,J,1,,1,1,1,1,1,1.0,63,2019-03-07,0.0,30,121,1,,
