UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,BCS,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
22LA00016,22,L1903,70,,26,L2438,70,5.0,5,PC,PC,1,0,N,,030822,67,7,4.0,2,1,0,2,13.4,2,1,L3158,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,112,2022-03-08,0.012,64,124,H,,
22LA00017,22,L1903,70,,26,L2438,70,5.0,5,PC,PC,1,0,N,,030822,67,7,4.0,2,1,.,.,12.0,2,1,.,,,,1,67,44,,,.,.,1,1,..,OR,J,2,,0,0,0,0,,,,2022-03-08,,,,,,
22LA00018,22,K5348,64,,10,Z7480,83,2.0,2,06,97,1,,N,,030822,67,7,3.0,3,2,0,2,11.6,5,2,Z9749,83,A,SC,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,112,2022-03-08,0.0,64,123,1,,
22LA00019,22,K5348,64,,10,Z7480,83,2.0,2,06,97,1,,N,,030822,67,7,3.0,3,2,.,.,7.0,5,1,.,,,,1,67,44,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2022-03-08,,,,,,
22LA00020,22,L2579,70,,23,L2221,70,2.0,2,PC,PC,1,0,N,,030822,67,8,3.0,3,2,0,3,12.5,5,1,L3159,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,99,2022-03-08,0.018,54,124,H,,
22LA00021,22,A0668,06,,41,A1026,06,3.0,3,30,30,1,7,N,,030822,67,9,3.0,2,1,0,2,8.6,1,1,A1467,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,3,1,1,1.0,93,2022-03-08,0.043,36,123,1,,
22LA00022,22,A0668,06,,41,A1026,06,3.0,3,30,30,1,7,N,,030822,67,9,3.0,2,2,0,4,9.8,1,1,A1468,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,84,2022-03-08,0.043,44,123,1,,
22LA00023,22,A0668,06,,41,A1026,06,3.0,3,30,30,1,7,N,,030822,67,9,3.0,2,1,0,2,5.7,1,1,A1469,06,,30,6,67,27,,,.,.,1,1,..,,J,3,,0,0,0,1,0,0.0,0,2022-03-08,0.043,,,,,
22LA00024,22,Z9201,83,A,e4,Z0000,83,1.0,1,00,97,4,0,Y,,030822,67,5,4.0,2,2,2,2,13.4,5,1,Z9750,83,A,00,6,79,66,,,.,SepticJoints,1,1,..,,J,1,,1,1,1,1,,,,2022-03-08,0.0,,,,,
22LA00025,22,Z5296,83,,6,Z6433,83,4.0,4,97,97,1,,N,,030822,67,5,4.0,3,2,2,2,13.8,6,1,Z9751,83,,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,1,1.0,112,2022-03-08,0.0,62,124,H,,
22LA00026,22,A1449,06,,e1,L0000,70,1.0,1,30,PC,4,7,Y,,030822,67,8,3.0,3,2,0,2,6.9,1,1,M0645,51,,LP,6,67,67,,,.,.,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2022-03-08,0.0,,,,,
22LA00027,22,A1449,06,,e1,L0000,70,1.0,1,30,PC,4,7,Y,,030822,67,8,3.0,3,2,0,2,6.3,2,1,M0646,51,,LP,6,67,27,,,.,.,1,1,..,,J,2,,0,0,0,1,0,0.0,0,2022-03-08,0.0,,,,,
22LA00028,22,Z6456,83,A,9,Z6727,83,3.0,3,97,97,1,,N,,030822,67,8,3.0,3,3,L,2,14.6,6,1,Z9752,83,A,97,6,91,66,,,.,Lameness,1,1,..,RPR,J,1,,1,1,2,1,,,,2022-03-08,0.02,,,,,
22LA00029,22,Z6456,83,A,9,Z6727,83,3.0,3,97,97,1,,N,,030822,67,8,3.0,3,3,2,2,12.6,6,2,Z9753,83,A,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,118,2022-03-08,0.02,65,124,H,,
22LA00030,22,H9754,05,,40,A0947,06,5.0,5,30,30,1,0,N,,030822,67,5,4.0,3,1,0,2,11.1,1,1,A1470,06,,30,6,67,67,,,.,.,1,1,..,,J,1,,1,1,1,1,0,0.0,0,2022-03-08,0.036,,,,,
22LA00031,22,L2191,70,,32,L2655,70,4.0,4,PC,PC,1,,N,,030822,67,8,4.0,2,2,L,2,12.7,5,1,L3160,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,94,2022-03-08,0.011,48,124,H,,
22LA00032,22,L2191,70,,32,L2655,70,4.0,4,PC,PC,1,,N,,030822,67,8,4.0,2,2,0,2,13.6,5,1,L3161,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,94,2022-03-08,0.011,44,124,H,,
22LA00033,22,L2440,70,,24,L2276,70,2.0,2,PC,PC,1,0,N,,030922,68,5,4.0,2,3,0,2,15.5,2,1,L3162,70,,PC,6,70,19,,,.,.,1,1,..,OR,J,1,,1,1,1,1,,,,2022-03-09,0.047,,,,,
22LA00034,22,L2621,70,,29,L2480,70,2.0,2,PC,PC,1,,N,,030922,68,9,3.0,1,3,0,2,9.6,2,1,L3163,70,,PC,3,69,93,,8,.,.,1,1,..,OR,J,1,,1,1,3,1,,,,2022-03-09,0.013,,,,,
22LA00035,22,L2621,70,,29,L2480,70,2.0,2,PC,PC,1,,N,,030922,68,9,3.0,1,2,0,2,10.5,5,1,L3164,70,,PC,3,69,93,,8,.,.,1,1,..,OR,J,2,,0,0,0,1,,,,2022-03-09,0.013,,,,,
22LA00036,22,L2621,70,,29,L2480,70,2.0,2,PC,PC,1,,N,,030922,68,9,3.0,1,2,0,3,10.0,2,1,L3165,70,,PC,,,,,,.,.,1,1,..,OR,J,3,,0,0,0,1,1,1.0,102,2022-03-09,0.013,55,124,H,,
22LA00037,22,A0904,06,,37,A0786,06,2.0,2,30,30,1,0,N,,030922,68,0,4.0,3,2,.,.,6.5,1,1,.,,,,0,68,27,,,.,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2022-03-09,,,,,,
22LA00038,22,L2846,70,,e4,Z0000,83,1.0,1,PC,97,4,,Y,,030922,68,5,3.0,3,2,2,2,8.8,5,1,Z9754,83,,00,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,95,2022-03-09,0.0,48,124,H,,
22LA00039,22,A0654,06,,37,A0786,06,3.0,3,30,30,1,7,N,,030922,68,9,3.0,3,2,0,2,8.9,1,1,A1471,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,3,1,1,1.0,81,2022-03-09,0.044,41,123,1,,
22LA00040,22,A0654,06,,37,A0786,06,3.0,3,30,30,1,7,N,,030922,68,9,3.0,3,1,0,2,9.6,1,1,A1472,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,75,2022-03-09,0.044,42,123,1,,
22LA00041,22,A0654,06,,37,A0786,06,3.0,3,30,30,1,7,N,,030922,68,9,3.0,3,2,.,.,6.5,1,1,.,,,,0,68,27,,,.,.,1,1,..,,J,3,,0,0,0,0,0,0.0,0,2022-03-09,,,,,,
22LA00042,22,L2572,70,,25,L2280,70,2.0,2,PC,PC,1,0,N,,030922,68,5,4.0,3,3,0,4,17.1,5,1,L3166,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,144,2022-03-09,0.01,74,124,H,,
22LA00043,22,L2130,70,,29,L2480,70,4.0,4,PC,PC,1,0,N,,031022,69,5,4.0,2,2,0,2,10.6,2,1,L3167,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,117,2022-03-10,0.018,56,124,H,,
22LA00044,22,A0059,06,,36,A0678,06,4.0,4,30,30,1,7,N,,031022,69,0,3.0,4,.,.,.,0.0,.,.,.,,,,0,69,27,,,IMM.NO.DATA,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2022-03-10,,,,,,
22LA00045,22,Z8110,83,,4,K5269,64,2.0,2,TS,06,1,0,N,,031022,69,8,3.0,2,1,0,2,12.6,2,1,Z9755,83,,C3,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,100,2022-03-10,0.0,54,124,H,,
22LA00046,22,Z8110,83,,4,K5269,64,2.0,2,TS,06,1,0,N,,031022,69,8,3.0,2,2,0,2,8.1,5,1,Z9756,83,,C3,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,83,2022-03-10,0.0,39,124,H,,
22LA00047,22,L2576,70,,28,L2463,70,2.0,2,PC,PC,1,0,N,,031022,69,5,3.0,3,2,0,2,13.5,5,1,L3168,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,96,2022-03-10,0.006,56,124,H,,
22LA00048,22,L2724,70,,28,L2463,70,2.0,2,PC,PC,1,0,N,,031022,69,8,3.5,2,1,.,.,13.0,5,1,L3169,70,,PC,6,70,19,,,.,1ST+/-Clostrid,1,1,..,OR,J,1,,1,1,2,1,,,,2022-03-10,0.008,,,,,
22LA00049,22,L2724,70,,28,L2463,70,2.0,2,PC,PC,1,0,N,,031022,69,8,3.5,2,2,0,2,10.9,2,1,L3170,70,,PC,6,92,42,,,.,2ND.Synovitis,3,2,..,OR,J,2,,0,0,0,1,,,,2022-03-10,0.008,,,,,
22LA00050,22,A0437,06,,35,A0459,06,3.0,3,30,30,1,7,N,,031022,69,9,4.0,1,1,0,2,9.5,1,1,A1473,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,3,1,1,1.0,110,2022-03-10,0.043,48,123,1,,
22LA00051,22,A0437,06,,35,A0459,06,3.0,3,30,30,1,7,N,,031022,69,9,4.0,1,3,0,2,5.9,1,1,A1474,06,,30,3,70,93,,8,.,.,1,1,..,,J,2,,0,0,0,1,,,,2022-03-10,0.043,,,,,
22LA00052,22,A0437,06,,35,A0459,06,3.0,3,30,30,1,7,N,,031022,69,9,4.0,1,2,0,2,8.4,1,3,A1475,06,,30,3,70,93,,8,.,.,1,1,..,,J,3,,0,0,0,1,,,,2022-03-10,0.043,,,,,
22LA00053,22,Z5959,83,A,8,Z6572,83,4.0,4,97,97,1,0,N,,031022,69,8,3.0,2,2,2,2,15.4,6,1,Z9757,83,A,97,6,76,19,,,.,RespDisease,1,1,..,RPR,J,1,,1,1,2,1,,,,2022-03-10,0.016,,,,,
22LA00054,22,Z5959,83,A,8,Z6572,83,4.0,4,97,97,1,0,N,,031022,69,8,3.0,2,1,0,2,12.9,6,1,Z9758,83,A,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,91,2022-03-10,0.016,46,124,H,,
22LA00055,22,L2604,70,,28,L2463,70,2.0,2,PC,PC,1,0,N,,031022,69,8,3.0,2,1,0,2,12.5,2,1,L3171,70,,PC,,,,,,.,1ST,3,2,..,OR,J,1,,1,1,2,1,1,1.0,111,2022-03-10,0.008,53,124,H,,
22LA00056,22,L2604,70,,28,L2463,70,2.0,2,PC,PC,1,0,N,,031022,69,8,3.0,2,2,0,2,10.5,5,1,L3172,70,,PC,,,,,,.,2ND,1,1,..,OR,J,2,,0,0,0,1,1,1.0,86,2022-03-10,0.008,47,124,H,,
22LA00057,22,S3629,12,,e5,Z0000,83,1.0,1,07,97,4,0,Y,,031022,69,8,3.0,2,2,0,2,8.4,5,1,Z9759,83,,10,3,70,93,,8,.,1ST,1,1,..,RED,J,1,,1,1,2,1,,,,2022-03-10,0.0,,,,,
22LA00058,22,S3629,12,,e5,Z0000,83,1.0,1,07,97,4,0,Y,,031022,69,8,3.0,2,3,0,2,9.4,5,1,Z9760,83,,10,,,,,,.,2ND,3,3,..,RED,J,2,,0,0,0,1,1,1.0,96,2022-03-10,0.0,50,123,1,,
22LA00059,22,Z6813,83,A,11,Z7557,83,3.0,3,97,97,1,0,N,,031022,69,8,3.0,3,2,0,2,12.9,6,1,Z9761,83,A,97,,,,,,SRS,.,1,1,..,RPR,J,1,,1,1,2,1,1,1.0,100,2022-03-10,0.014,53,124,H,,
22LA00060,22,Z6813,83,A,11,Z7557,83,3.0,3,97,97,1,0,N,,031022,69,8,3.0,3,2,0,4,11.7,6,1,Z9762,83,A,97,6,97,85,,,.,Clostridial,1,1,..,RPR,J,2,,0,0,0,1,,,,2022-03-10,0.014,,,,,
22LA00061,22,A0456,06,,37,A0786,06,3.0,3,30,30,1,7,N,,031022,69,8,4.0,3,2,0,2,11.9,1,1,A1476,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,95,2022-03-10,0.039,50,123,1,,
22LA00062,22,A0456,06,,37,A0786,06,3.0,3,30,30,1,7,N,,031022,69,8,4.0,3,1,0,2,11.7,1,1,A1477,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,94,2022-03-10,0.039,53,123,1,,
22LA00063,22,Z6953,83,A,12,Z7671,83,3.0,3,97,97,1,0,N,,031022,69,8,3.0,3,1,0,2,11.0,6,1,Z9763,83,A,97,6,77,19,,,.,RespDisease,1,1,..,PUR,J,1,,1,1,2,1,,,,2022-03-10,0.019,,,,,
22LA00064,22,Z6953,83,A,12,Z7671,83,3.0,3,97,97,1,0,N,,031022,69,8,3.0,3,1,0,4,8.7,6,1,Z9764,83,A,97,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,104,2022-03-10,0.019,50,124,H,,
22LA00065,22,K5136,64,,1,K5336,64,5.0,5,06,06,1,,N,,031022,69,8,3.5,3,2,2,2,8.9,1,1,K5450,64,,06,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,85,2022-03-10,0.064,42,123,1,,
22LA00066,22,K5136,64,,1,K5336,64,5.0,5,06,06,1,,N,,031022,69,8,3.5,3,2,R,2,10.3,1,1,K5451,64,,06,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,87,2022-03-10,0.064,50,123,1,,
22LA00067,22,L2161,70,,22,L2208,70,4.0,4,PC,PC,1,0,N,,031022,69,8,4.0,3,1,0,4,14.0,5,1,L3173,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,110,2022-03-10,0.004,56,124,H,,
22LA00068,22,L2161,70,,22,L2208,70,4.0,4,PC,PC,1,0,N,,031022,69,8,4.0,3,2,0,4,12.6,5,1,L3174,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,99,2022-03-10,0.004,53,124,H,,
22LA00069,22,L2626,70,,33,L2672,70,2.0,2,PC,PC,1,0,N,,031022,69,8,2.0,1,2,0,2,8.9,2,1,L3175,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,88,2022-03-10,0.004,47,124,H,,
22LA00070,22,L2626,70,,33,L2672,70,2.0,2,PC,PC,1,0,N,,031022,69,8,2.0,1,2,0,2,9.7,2,1,L3176,70,,PC,3,70,93,,8,.,.,1,1,..,OR,J,2,,0,0,0,1,,,,2022-03-10,0.004,,,,,
22LA00071,22,L2273,70,,26,L2438,70,3.0,3,PC,PC,1,,N,,031022,69,8,4.0,3,2,R,3,12.4,5,1,L3177,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,115,2022-03-10,0.014,61,124,H,,
22LA00072,22,L2273,70,,26,L2438,70,3.0,3,PC,PC,1,,N,,031022,69,8,4.0,3,1,.,.,14.0,5,1,L3178,70,,PC,6,70,67,,,.,.,1,1,..,OR,J,2,,0,0,0,1,,,,2022-03-10,0.014,,,,,
22LA00073,22,L2186,70,,24,L2276,70,4.0,4,PC,PC,1,0,N,T,031022,69,9,3.0,2,1,0,2,11.2,5,1,L3179,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,3,1,1,1.0,78,2022-03-10,0.008,32,124,H,,
22LA00074,22,L2186,70,,24,L2276,70,4.0,4,PC,PC,1,0,N,T,031022,69,9,3.0,2,1,0,2,11.4,5,1,L3180,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,68,2022-03-10,0.008,32,124,H,,
22LA00075,22,L2186,70,,24,L2276,70,4.0,4,PC,PC,1,0,N,T,031022,69,9,3.0,2,2,0,2,8.3,5,1,L3181,70,,PC,,,,,,.,.,1,1,..,OR,J,3,,0,0,0,1,1,1.0,77,2022-03-10,0.008,24,124,W,,
22LA00076,22,Z8713,83,,e1,L0000,70,1.0,1,T3,PC,4,,Y,,031022,69,8,4.0,2,2,0,2,9.9,5,1,Z9765,83,,00,,,,,,POSSWRONGLAMBS,POSSWRONGDAM,1,1,..,OR,J,1,,1,1,2,1,1,1.0,70,2022-03-10,0.0,35,124,H,,
22LA00077,22,Z8713,83,,e1,L0000,70,1.0,1,T3,PC,4,,Y,,031022,69,8,4.0,2,3,0,2,10.8,5,1,Z9766,83,,00,,,,,,.,POSSWRONGDAM,1,1,..,OR,J,2,,0,0,0,1,1,1.0,88,2022-03-10,0.0,42,124,H,,
22LA00078,22,Z8567,83,,e2,L0000,70,1.0,1,LR,PC,4,0,Y,,031022,69,9,4.0,3,2,0,2,7.9,1,1,Z9767,83,,00,6,75,23,,,POSSWRONGLAMB,POSSWRONGDAM,1,1,..,,J,1,,1,1,3,1,,,,2022-03-10,0.0,,,,,
22LA00079,22,Z7856,83,,21,Z6650,83,2.0,2,SY,CT,1,0,N,,031122,70,5,3.5,3,2,0,3,12.8,5,1,L3182,70,,PC,,,,,,POSSWRONGLAMB,POSSWRONGDAM,1,1,..,OR,J,1,,1,1,1,1,1,1.0,116,2022-03-11,0.019,58,124,H,,
22LA00080,22,Z6971,83,A,10,Z7480,83,3.0,3,97,97,1,,N,,031122,70,8,2.0,3,3,0,2,13.4,6,1,Z9768,83,A,97,3,70,93,,8,.,.,1,1,..,PUR,J,1,,1,1,2,1,,,,2022-03-11,0.008,,,,,
22LA00081,22,Z6971,83,A,10,Z7480,83,3.0,3,97,97,1,,N,,031122,70,8,2.0,3,3,0,2,13.1,6,2,Z9769,83,A,97,6,71,42,,,.,Clostridial,1,1,..,PUR,J,2,,0,0,0,1,,,,2022-03-11,0.008,,,,,
22LA00082,22,L3088,70,,e1,L0000,70,1.0,1,PC,PC,4,0,Y,,031122,70,8,3.0,3,2,0,3,10.5,5,1,L3183,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,82,2022-03-11,0.0,31,124,H,,
22LA00083,22,L3088,70,,e1,L0000,70,1.0,1,PC,PC,4,0,Y,,031122,70,8,3.0,3,2,0,2,10.1,2,1,L3184,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,86,2022-03-11,0.0,36,124,H,,
22LA00084,22,L2262,70,,26,L2438,70,3.0,3,PC,PC,1,0,N,,031122,70,8,4.0,3,1,0,4,14.3,5,1,L3185,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,109,2022-03-11,0.006,57,124,H,,
22LA00085,22,L2262,70,,26,L2438,70,3.0,3,PC,PC,1,0,N,,031122,70,8,4.0,3,2,2,3,9.1,5,1,L3186,70,,PC,6,71,66,,,.,FX.LH,1,1,..,OR,J,2,,0,0,0,1,,,,2022-03-11,0.006,,,,,
22LA00086,22,L2364,70,,31,L2596,70,3.0,3,PC,PC,1,0,N,,031122,70,5,4.0,3,2,2,4,10.7,5,1,L3187,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,107,2022-03-11,0.011,55,124,H,,
22LA00087,22,L2013,70,,22,L2208,70,4.0,4,PC,PC,1,0,N,,031122,70,8,4.0,3,2,R,3,11.9,5,1,L3188,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,112,2022-03-11,0.009,52,124,H,,
22LA00088,22,L2013,70,,22,L2208,70,4.0,4,PC,PC,1,0,N,,031122,70,8,4.0,3,2,0,2,14.1,5,1,L3189,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,105,2022-03-11,0.009,52,124,H,,
22LA00089,22,A0287,06,,36,A0678,06,4.0,4,30,30,1,0,N,T,031122,70,9,4.0,3,3,0,2,10.0,1,1,A1478,06,,30,,,,,,.,1ST,3,1,..,,J,1,,1,1,3,1,1,1.0,85,2022-03-11,0.053,30,123,W,,
22LA00090,22,A0287,06,,36,A0678,06,4.0,4,30,30,1,0,N,T,031122,70,9,4.0,3,1,0,4,12.0,1,1,A1479,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,86,2022-03-11,0.053,42,123,1,,
22LA00091,22,A0287,06,,36,A0678,06,4.0,4,30,30,1,0,N,T,031122,70,9,4.0,3,2,0,4,8.7,1,1,A1480,06,,30,,,,,,.,.,1,1,..,,J,3,,0,0,0,1,1,1.0,60,2022-03-11,0.053,29,123,1,,
22LA00092,22,L2270,70,,32,L2655,70,3.0,3,PC,PC,1,0,N,,031122,70,8,3.5,3,2,0,2,13.2,5,1,L3190,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,101,2022-03-11,0.017,52,124,H,,
22LA00093,22,L2270,70,,32,L2655,70,3.0,3,PC,PC,1,0,N,,031122,70,8,3.5,3,2,L,3,14.7,5,1,L3191,70,,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,101,2022-03-11,0.017,50,124,H,,
22LA00094,22,Z6967,83,A,8,Z6572,83,3.0,3,97,97,1,,N,,031122,70,8,3.0,3,1,0,2,10.6,6,1,Z9770,83,A,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,87,2022-03-11,0.019,42,124,H,,
22LA00095,22,Z6967,83,A,8,Z6572,83,3.0,3,97,97,1,,N,,031122,70,8,3.0,3,3,0,4,8.2,6,1,Z9771,83,A,97,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,84,2022-03-11,0.019,43,124,H,,
22LA00096,22,Y0148,00,,73,Y0155,00,3.0,3,Kt,Kt,5,,Y,,031122,70,6,0.0,0,2,.,.,10.2,8,1,Y0156,52,,Kt,6,70,27,,,EUTH.PROLAPSE,.,1,1,..,PUR,J,1,,1,1,2,1,,,,2022-03-11,0.0,,,,,
22LA00097,22,Y0148,00,,73,Y0155,00,3.0,3,Kt,Kt,5,,Y,,031122,70,6,0.0,0,2,0,2,9.2,8,1,Y0157,52,,Kt,6,77,80,,8,.,+Premature,1,1,..,PUR,J,2,,0,0,0,1,,,,2022-03-11,0.0,,,,,
22LA00098,22,A0498,06,,35,A0459,06,3.0,3,30,30,1,,N,,031122,70,8,3.0,3,1,0,2,13.0,1,1,A1481,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,105,2022-03-11,0.049,52,123,1,,
