ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
D21LA00001,21LA00001,21,S1522,12,,48,S1361,12,3.0,3,43,07,2,,N,,020321,34,0,0,.,.,.,0.0,.,.,.,,,,0,34,27,,,NOLAMBFOUND,.,1,1,..,RED,J,1,,1,1,1,0,0,0.0,0,2021-02-03,,,,,,
D21LA00002,21LA00002,21,L2312,70,,7,L2256,70,2.0,2,PC,PC,1,,N,,022621,57,0,0,.,.,.,0.0,.,.,.,,,,0,57,27,,,.,.,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2021-02-26,,,,,,
2021520043,21LA00003,21,Y0030,00,,Kt1,Y0040,00,3.0,3,Kt,Kt,0,,N,,022621,57,9,4,1,0,4,11.5,2,1,Y0043,52,,Kt,6,98,85,,,.,+LiverDisease,1,1,..,PUR,J,1,,1,1,3,1,0,,,2021-02-26,0.0,,,,,
2021520044,21LA00004,21,Y0030,00,,Kt1,Y0040,00,3.0,3,Kt,Kt,5,,N,,022621,57,9,4,1,0,4,9.5,8,1,Y0044,52,,Kt,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,77,2021-02-26,0.0,46,124,H,,
2021520045,21LA00005,21,Y0030,00,,Kt1,Y0040,00,3.0,3,Kt,Kt,5,,N,,022621,57,9,4,2,0,3,10.4,8,1,Y0045,52,,Kt,,,,Z6449,-,.,.,1,1,..,PUR,J,3,,0,0,0,1,1,0.5,78,2021-02-26,0.0,54,124,H,,
D21LA00006,21LA00006,21,Z6449,83,,34,Z6473,83,2.0,2,20,97,1,0,Y,,022621,57,0,3,.,.,.,0.0,.,.,.,,,,0,57,27,Y0045,+,.,.,1,1,..,PUR,J,1,,1,1,1,0,0,0.5,,2021-02-26,,,,,,
2021520046,21LA00007,21,Y0018,00,,Kt1,Y0040,00,3.0,3,Kt,Kt,5,,N,,022821,59,5,4,2,0,2,10.6,8,2,Y0046,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,1,1.0,72,2021-02-28,0.0,47,124,H,,
D21LA00008,21LA00008,21,L2131,70,,11,L2335,70,3.0,3,PC,PC,1,0,N,,022821,59,0,0,.,.,.,0.0,5,1,.,,,,0,59,27,,,.,.,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2021-02-28,,,,,,
D21LA00009,21LA00009,21,S2706,12,,e1,L0000,70,1.0,1,07,PC,4,0,Y,,022821,59,2,0,.,.,.,0.0,.,.,.,,,,0,59,27,,,.,NASTY,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2021-02-28,,,,,,
D21LA00010,21LA00010,21,S2706,12,,e1,L0000,70,1.0,1,07,PC,4,0,Y,,022821,59,2,0,.,.,.,0.0,.,.,.,,,,0,59,27,,,.,NASTY,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2021-02-28,,,,,,
2021520047,21LA00011,21,Y0020,00,,Kt2,Y0040,00,2.0,2,Kt,Kt,5,,N,,030321,62,5,4,1,0,2,14.0,8,2,Y0047,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,1,1.0,89,2021-03-03,0.0,57,124,H,,
2021838525,21LA00012,21,Z7155,83,A,18,Z6709,83,2.0,2,97,97,1,,N,,030321,62,5,4,2,0,2,6.7,6,2,Z8525,83,A,97,6,63,27,,,.,WEAK LAMB,1,1,..,PUR,J,1,,1,1,1,1,0,0.0,0,2021-03-03,0.015,,,,,
D21LA00013,21LA00013,21,S1206,12,,51,S1748,12,4.0,4,07,07,2,0,N,,030321,62,0,0,.,.,.,0.0,.,.,.,,,,0,62,27,,,.,NOT.FOUND,1,1,..,RED,J,1,,1,1,1,0,0,0.0,0,2021-03-03,,,,,,
D21LA00014,21LA00014,21,S0527,12,,62,S2555,12,6.0,6,07,07,2,,N,,030321,62,0,0,.,.,.,0.0,.,.,.,,,,0,62,27,,,.,NOT.FOUND,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2021-03-03,,,,,,
D21LA00015,21LA00015,21,Z3340,83,A,20,Z6841,83,5.0,5,97,97,1,0,N,,030421,63,1,3,2,0,.,7.0,5,.,.,,,,0,63,27,,,.,.,1,1,..,PUR,J,1,,1,1,1,0,0,0.0,0,2021-03-04,,,,,,
D21LA00016,21LA00016,21,M0385,51,,e1,L0000,70,1.0,1,LP,PC,4,0,Y,,030621,65,2,3,2,2,5,8.0,5,.,.,,,,0,65,27,,,.,.,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2021-03-06,,,,,,
D21LA00017,21LA00017,21,M0385,51,,e1,L0000,70,1.0,1,LP,PC,4,0,Y,,030621,65,2,3,2,2,5,9.0,5,.,.,,,,0,65,27,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2021-03-06,,,,,,
D21LA00018,21LA00018,21,H9677,05,,27,A0459,06,4.0,4,30,30,1,0,N,,030621,65,9,1,1,2,5,5.0,1,.,.,,,,0,65,27,,,.,.,4,5,..,,J,1,,1,1,3,0,0,0.0,0,2021-03-06,,,,,,
D21LA00019,21LA00019,21,H9677,05,,27,A0459,06,4.0,4,30,30,1,0,N,,030621,65,9,1,1,0,5,9.0,1,.,.,,,,0,65,27,,,.,.,4,5,..,,J,2,,0,0,0,0,0,0.0,0,2021-03-06,,,,,,
D21LA00020,21LA00020,21,H9677,05,,27,A0459,06,4.0,4,30,30,1,0,N,,030621,65,9,1,1,2,5,8.0,1,.,.,,,,0,65,27,,,.,.,4,5,..,,J,3,,0,0,0,0,0,0.0,0,2021-03-06,,,,,,
D21LA00021,21LA00021,21,S2270,12,,58,S2175,12,2.0,2,07,07,2,0,N,,030621,65,2,4,1,2,5,6.0,1,.,.,,,,0,65,27,,,.,.,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2021-03-06,,,,,,
D21LA00022,21LA00022,21,S2270,12,,58,S2175,12,2.0,2,07,07,2,0,N,,030621,65,2,4,1,2,5,7.0,1,.,.,,,,0,65,27,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2021-03-06,,,,,,
2021061054,21LA00023,21,A0432,06,,24,A0013,06,2.0,2,30,30,1,0,N,,030621,65,9,4,2,2,2,7.3,1,2,A1054,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,3,1,1,1.0,80,2021-03-06,0.045,44,124,1,,
D21LA00024,21LA00024,21,A0432,06,,24,A0013,06,2.0,2,30,30,1,0,N,,030621,65,9,4,1,2,5,5.0,1,.,.,,,,0,65,27,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2021-03-06,,,,,,
D21LA00025,21LA00025,21,A0432,06,,24,A0013,06,2.0,2,30,30,1,0,N,,030621,65,9,4,2,2,5,6.0,1,.,.,,,,0,65,27,,,.,.,1,1,..,,J,3,,0,0,0,0,0,0.0,0,2021-03-06,,,,,,
2021838526,21LA00026,21,Z4123,00,,19,Z6727,83,5.0,5,97,97,1,,N,,030721,66,8,5,2,0,2,14.8,6,1,Z8526,83,A,97,,,,,,LT,.,1,1,..,RPR,J,1,,1,1,2,1,1,1.0,87,2021-03-07,0.0,55,124,H,,
2021838527,21LA00027,21,Z4123,00,,19,Z6727,83,5.0,5,97,97,1,,N,,030721,66,8,5,1,0,4,12.6,6,2,Z8527,83,A,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,80,2021-03-07,0.0,40,124,H,,
D21LA00028,21LA00028,21,L2534,70,,e4,L0000,70,1.0,1,PC,PC,4,0,Y,,030721,66,0,3,2,2,5,7.0,2,.,.,,,,0,66,27,,,.,.,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2021-03-07,,,,,,
D21LA00029,21LA00029,21,L2384,70,,4,L2019,70,2.0,2,PC,PC,1,,N,,030721,66,2,4,1,2,5,9.0,5,.,.,,,,0,66,27,,,.,.,1,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2021-03-07,,,,,,
D21LA00030,21LA00030,21,L2384,70,,4,L2019,70,2.0,2,PC,PC,1,,N,,030721,66,2,4,2,2,5,9.0,5,.,.,,,,0,66,27,,,.,.,1,1,..,OR,J,2,,0,0,0,0,0,0.0,0,2021-03-07,,,,,,
2021838528,21LA00031,21,Z4611,83,,18,Z6709,83,4.0,4,97,97,1,,N,,030721,66,8,4,2,L,2,13.3,6,2,Z8528,83,,97,,,,,,.,.,1,1,..,RPR,J,1,,1,1,2,1,1,1.0,65,2021-03-07,0.016,43,124,H,,
2021838529,21LA00032,21,Z4611,83,,18,Z6709,83,4.0,4,97,97,1,,N,,030721,66,8,4,1,0,3,15.6,6,2,Z8529,83,,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,83,2021-03-07,0.016,44,124,H,,
2021061055,21LA00033,21,A0512,06,,26,A0397,06,2.0,2,30,30,1,0,N,,030721,66,8,4,1,0,3,8.5,1,1,A1055,06,,30,7,192,97,,,.,.,1,1,..,,J,1,,1,1,2,1,0,,,2021-03-07,0.044,31,124,1,,
2021061056,21LA00034,21,A0512,06,,26,A0397,06,2.0,2,30,30,1,0,N,,030721,66,8,4,2,0,2,9.3,1,2,A1056,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,69,2021-03-07,0.044,39,124,1,,
2021838530,21LA00035,21,Z5959,83,A,19,Z6727,83,3.0,3,97,97,1,0,N,,030721,66,8,3,2,2,2,8.9,6,1,Z8530,83,A,97,6,68,67,,,.,WEAKPossGIProb,1,1,..,RPR,J,1,,1,1,2,1,0,,,2021-03-07,0.018,,,,,
2021838531,21LA00036,21,Z5959,83,A,19,Z6727,83,3.0,3,97,97,1,0,N,,030721,66,8,3,2,R,2,10.5,6,2,Z8531,83,A,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,87,2021-03-07,0.018,51,124,H,,
