ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
2010828438,10LA00012,10,R2894,11,13,73,X0000,82,9.0,9,43,00,2,0,y,X,011110,11,7,1,2,12.0,1,1,X8438,82,,00,Z,126,04,,,RT SD HARD,E1E.H.4.ToPPLog,1,1,..,,,1,,1,1,2,1,0,0.0,0,2010-01-11,0.041,51,115,H,0,0
D10LA00013,10LA00013,10,R2894,11,13,73,X0000,82,9.0,9,43,00,2,0,y,X,011110,11,7,1,1,0.0,.,.,.,.,.,.,1,11,44,,,,,,,,,,2,,0,0,0,0,0,0.0,0,2010-01-11,0.041,0,0,,0,0
2010828444,10LA00014,10,X6100,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011410,14,5,3,2,12.0,5,1,X8444,82,,00,Z,126,04,,,.,E L EYE ToPPLog,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-14,0.0,74,115,,0,0
2010828445,10LA00015,10,X6079,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011410,14,8,3,3,10.0,5,1,X8445,82,,00,Z,126,04,,,.,To PP Logan,2,2,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-14,0.0,50,115,,0,0
2010828446,10LA00016,10,X6079,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011410,14,8,3,3,9.8,5,2,X8446,82,,00,Z,126,04,,,.,To PP Logan,2,2,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-14,0.0,44,115,,0,0
2010828447,10LA00017,10,X6401,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011410,14,9,3,2,7.1,5,1,X8447,82,,00,Z,126,04,,,.,To PP Logan,4,2,..,BRT,J,1,,1,1,3,1,0,0.0,0,2010-01-14,0.0,64,115,,0,0
2010828448,10LA00018,10,X6401,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011410,14,9,3,2,6.3,5,2,X8448,82,,00,6,48,19,,,.,E2E dead in Feb,4,2,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-14,0.0,0,0,,0,0
2010828449,10LA00019,10,X6401,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011410,14,9,3,2,11.4,5,1,X8449,82,,00,Z,126,04,X5896,-,.,To PP Logan,4,2,..,BRT,J,3,,0,0,0,1,0,0.0,0,2010-01-14,0.0,56,115,,0,0
2010828450,10LA00020,10,X6743,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,5,3,2,12.5,5,1,X8450,82,,00,Z,126,04,,,.,E R EYE ToPPLog,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-15,0.0,75,115,,0,0
D10LA00021,10LA00021,10,X6469,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,8,3,1,0.0,.,.,.,.,,,5,18,95,,,.,#3 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-15,0.0,0,0,,0,0
D10LA00022,10LA00022,10,X6469,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,8,3,1,0.0,.,.,.,.,,,5,18,95,,,.,#4 FOR STUDY,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-15,0.0,0,0,,0,0
D10LA00023,10LA00023,10,X6426,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,8,4,2,0.0,.,.,.,.,,,5,18,95,,,.,#5 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-15,0.0,0,0,,0,0
D10LA00024,10LA00024,10,X6426,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,8,4,1,0.0,.,.,.,.,,,5,18,95,,,.,#6 FOR STUDY,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-15,0.0,0,0,,0,0
2010828451,10LA00025,10,X6396,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011610,16,8,2,2,8.5,5,1,X8451,82,,00,Z,126,04,,,1,To PP Logan,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-16,0.0,50,115,,0,0
2010828452,10LA00026,10,X6396,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011610,16,8,2,2,9.5,5,1,X8452,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-16,0.0,48,115,,0,0
2010828453,10LA00027,10,X6170,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011610,16,5,2,3,10.2,5,2,X8453,82,,00,Z,126,04,,,.,NICE ToPPLogan,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-16,0.0,74,115,,0,0
2010828454,10LA00028,10,X6092,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011610,16,9,2,2,7.5,5,2,X8454,82,,00,7,115,97,,,.,NICE LAMB,1,1,..,BRT,J,1,,1,1,3,1,0,0.0,0,2010-01-16,0.0,0,0,,0,0
2010828455,10LA00029,10,X6092,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011610,16,9,2,2,7.5,5,1,X8455,82,,00,6,70,01,,,.,NICE LAMB,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-16,0.0,0,0,,0,0
2010828456,10LA00030,10,X6092,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011610,16,9,2,3,9.0,5,1,X8456,82,,00,Z,126,04,,,.,NICE ToPPLogan,1,1,..,BRT,J,3,,0,0,0,1,0,0.0,0,2010-01-16,0.0,49,115,,0,0
2010828457,10LA00031,10,X6764,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011610,16,5,3,3,9.0,5,1,X8457,82,,00,Z,126,04,,,.,WEAK ToPPLogan,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-16,0.0,79,115,,0,0
2010828458,10LA00032,10,X6022,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,011710,17,5,4,2,12.5,5,2,X8458,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-17,0.0,63,115,,0,0
2010828459,10LA00033,10,X6037,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011810,18,5,3,3,14.8,5,1,X8459,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-18,0.0,73,115,,0,0
2010828460,10LA00034,10,X6233,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011910,19,8,3,2,13.4,5,2,X8460,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-19,0.0,57,115,,0,0
2010828461,10LA00035,10,X6233,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011910,19,8,3,3,9.5,5,1,X8461,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-19,0.0,27,115,,0,0
2010828462,10LA00036,10,X6655,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011910,19,5,3,2,16.1,5,2,X8462,82,,00,7,115,97,,,.,E R EYE,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-19,0.0,0,0,,0,0
D10LA00037,10LA00037,10,X5896,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,8,.,1,0.0,.,.,.,.,,,5,18,95,X8449,+,.,#1 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-15,0.0,0,0,,0,0
D10LA00038,10LA00038,10,X5896,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,011510,15,8,.,2,0.0,.,.,.,.,,,5,18,95,,,.,#2 FOR STUDY,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-15,0.0,0,0,,0,0
D10LA00039,10LA00039,10,X6491,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,012510,25,0,.,.,0.0,.,.,.,.,,,0,25,27,,,NOMILKSCORE,COULDNOTFIND,1,1,..,BRT,J,1,,1,1,0,0,0,0.0,0,2010-01-25,0.0,0,0,,0,0
2010828463,10LA00040,10,X6068,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012610,26,8,3,3,10.0,5,2,X8463,82,,00,Z,126,04,,,CHEWS TAILS,To PP Logan,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-26,0.0,59,115,,0,0
2010828464,10LA00041,10,X6068,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012610,26,8,3,2,6.6,5,1,X8464,82,,00,Z,126,04,,,CHEWS TAILS,To PP Logan,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-26,0.0,44,115,,0,0
2010828465,10LA00042,10,X5800,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012610,26,7,3,2,10.3,5,1,X8465,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-26,0.0,75,115,,0,0
D10LA00043,10LA00043,10,X5800,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012610,26,7,3,2,7.0,5,1,.,.,,,1,26,44,,,.,.,1,1,..,BRT,J,2,,0,0,0,0,0,0.0,0,2010-01-26,0.0,0,0,,0,0
D10LA00044,10LA00044,10,X5814,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012610,26,2,2,1,6.0,5,1,.,.,,,0,26,27,,,.,.,1,1,..,BRT,J,1,,1,1,2,0,0,0.0,0,2010-01-26,0.0,0,0,,0,0
D10LA00045,10LA00045,10,X5814,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012610,26,2,2,1,7.0,5,1,.,.,,,0,26,27,,,.,.,1,1,..,BRT,J,2,,0,0,0,0,0,0.0,0,2010-01-26,0.0,0,0,,0,0
2010828466,10LA00046,10,X5932,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012710,27,8,3,3,14.5,5,1,X8466,82,,00,6,29,46,,,DYST UNCLEAR,.,3,2,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-27,0.0,0,0,,0,0
2010828467,10LA00047,10,X5932,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012710,27,8,3,3,12.5,5,2,X8467,82,,00,Z,126,04,,,WHICH ONE?,To PP Logan,3,2,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-27,0.0,80,115,,0,0
2010828468,10LA00048,10,X6274,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,5,3,3,14.8,5,1,X8468,82,,00,7,115,97,,,.,.,8,2,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-28,0.0,0,0,,0,0
2010828469,10LA00049,10,X6694,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,8,3,3,10.8,5,1,X8469,82,,00,,0,,,,.,.,1,1,..,BRT,J,1,,1,1,2,1,1,1.0,56,2010-01-28,0.0,39,118,,0,0
2010828470,10LA00050,10,X6694,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,8,3,3,9.8,5,1,X8470,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-28,0.0,51,115,,0,0
2010828471,10LA00051,10,X5830,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,8,3,3,10.0,5,1,X8471,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-28,0.0,51,115,,0,0
2010828472,10LA00052,10,X5830,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,8,3,2,9.2,5,1,X8472,82,,00,7,115,97,,,.,.,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-28,0.0,0,0,,0,0
2010828473,10LA00053,10,X6784,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,8,3,3,11.8,5,1,X8473,82,,00,6,121,19,,,.,.,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-28,0.0,0,0,,0,0
2010828474,10LA00054,10,X6784,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,8,3,2,10.3,5,1,X8474,82,,00,,0,,,,.,.,1,1,..,BRT,J,2,,0,0,0,1,1,1.0,48,2010-01-28,0.0,40,118,,0,0
D10LA00055,10LA00055,10,X6441,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012810,28,5,0,2,0.0,.,.,.,.,,,5,32,95,,,GOODBAGDRYING,#1 FOR STUDY,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-28,0.0,0,0,,0,0
D10LA00056,10LA00056,10,X5760,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,8,3,1,0.0,.,.,.,.,,,5,32,95,,,GOODBAGDRYING,#2 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00057,10LA00057,10,X5760,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,8,3,2,0.0,.,.,.,.,,,5,32,95,,,.,#3 FOR STUDY,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00058,10LA00058,10,X6366,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,7,2,1,0.0,.,.,.,.,,,5,32,95,,,GOODBAGDRYING,#4 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00059,10LA00059,10,X6366,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,7,2,1,10.5,5,1,.,.,,,1,29,44,,,.,DAB,1,1,..,BRT,J,2,,0,0,0,0,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00060,10LA00060,10,X6840,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,8,4,2,0.0,.,.,.,.,,,5,33,95,,,.,#5 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00061,10LA00061,10,X6840,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,8,4,2,0.0,.,.,.,.,,,5,33,95,,,.,#6 FOR STUDY,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00062,10LA00062,10,X5882,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,012910,29,5,0,2,0.0,.,.,.,.,,,5,33,95,,,L UDDR SL FIBR?,#7 FOR STUDY,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-29,0.0,0,0,,0,0
D10LA00063,10LA00063,10,X6453,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,013010,30,8,4,2,0.0,.,.,.,.,,,5,33,95,,,.,#8 FOR STUDY,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-30,0.0,0,0,,0,0
D10LA00064,10LA00064,10,X6453,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,013010,30,8,4,2,0.0,.,.,.,.,,,5,33,95,,,.,#9 FOR STUDY,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-30,0.0,0,0,,0,0
D10LA00065,10LA00065,10,X5795,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,013010,30,5,0,2,0.0,.,.,.,.,,,5,33,95,,,BAGOKDRYING,#10 FOR STUDY,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-30,0.0,0,0,,0,0
2010828475,10LA00066,10,X6600,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,013110,31,8,3,3,10.5,5,2,X8475,82,,00,Z,126,04,,,.,E2E To PP Logan,1,1,..,BRT,J,1,,1,1,2,1,0,0.0,0,2010-01-31,0.0,56,115,H,0,0
2010828476,10LA00067,10,X6600,82,00,brt,X0000,82,2.0,2,SR,00,0,0,y,X,013110,31,8,3,3,9.8,5,1,X8476,82,,00,6,95,14,,,.,.,1,1,..,BRT,J,2,,0,0,0,1,0,0.0,0,2010-01-31,0.0,0,0,,0,0
2010828477,10LA00068,10,X6280,82,00,brt,X0000,82,2.0,2,CR,00,0,0,y,X,013110,31,5,3,2,13.3,5,1,X8477,82,,00,Z,126,04,,,.,To PP Logan,1,1,..,BRT,J,1,,1,1,1,1,0,0.0,0,2010-01-31,0.0,68,115,H,0,0
2010644606,10LA00069,10,K4201,64,6M,25,K4321,64,2.0,2,06,06,1,0,N,.,030910,68,8,2,1,10.3,1,1,K4606,64,,06,,0,,,,.,NICELAMB TEXEL?,1,1,..,Mat,J,1,,1,1,2,1,1,1.0,83,2010-03-09,0.06,35,118,1,82,180
2010644607,10LA00070,10,K4201,64,6M,25,K4321,64,2.0,2,06,06,1,0,N,.,030910,68,8,2,2,8.3,1,1,K4607,64,,06,6,94,37,,,.,LOOKSLIKETEXEL,1,1,..,Mat,J,2,,0,0,0,1,0,0.0,0,2010-03-09,0.06,0,0,,0,0
D10LA00071,10LA00071,10,X7509,82,99,e13,X6670,82,1.0,1,CS,T3,4,0,N,.,030810,67,0,.,.,0.0,,,.,,,,0,67,27,,,NOLAMBSFOUND,.,.,.,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-08,0.0,0,0,,0,0
D10LA00072,10LA00072,10,H5265,05,88,e19,H4337,05,1.0,1,30,30,4,0,Y,.,030910,68,0,.,2,7.0,,,.,,,,0,68,27,,,NOSCORESTAKEN,.,.,.,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-09,0.072,0,0,,0,0
D10LA00073,10LA00073,10,T2637,45,48,T1,,45,1.0,1,02,02,4,0,Y,.,030510,64,1,.,1,0.0,,,.,,,,1,64,44,,,NOSCORESTAKEN,.,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-05,0.0,0,0,,0,0
D10LA00074,10LA00074,10,H5013,05,88,e16,H3921,05,1.0,1,30,30,4,0,Y,.,030610,65,0,.,,0.0,,,.,,,,0,65,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-06,0.066,0,0,,0,0
D10LA00075,10LA00075,10,H5465,05,88,e18,H4211,05,1.0,1,30,30,4,0,Y,.,030610,65,2,.,,0.0,,,.,,,,0,65,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,2,0,0,0.0,0,2010-03-06,0.047,0,0,,0,0
D10LA00076,10LA00076,10,H5465,05,88,e18,H4211,05,1.0,1,30,30,4,0,Y,.,030610,65,2,.,,0.0,,,.,,,,0,65,27,,,.,NOSEXTAKEN,1,1,..,.,J,2,,0,0,0,0,0,0.0,0,2010-03-06,0.047,0,0,,0,0
D10LA00077,10LA00077,10,X6303,82,99,15,X5725,82,2.0,2,CS,T3,1,0,N,.,030610,65,0,.,,0.0,,,.,,,,0,65,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,CS,J,1,,1,1,1,0,0,0.0,0,2010-03-06,0.0,0,0,,0,0
D10LA00078,10LA00078,10,T2791,45,48,T2,,45,1.0,1,02,02,4,0,Y,.,030610,65,0,.,,0.0,,,.,,,,0,65,27,,,.,NOSEXTAKEN,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-06,0.0,0,0,,0,0
D10LA00079,10LA00079,10,X6267,82,99,9,X6950,82,2.0,2,C3,S3,1,0,N,.,030610,65,0,.,,0.0,,,.,,,,0,65,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,CTS,J,1,,1,1,1,0,0,0.0,0,2010-03-06,0.005,0,0,,0,0
D10LA00080,10LA00080,10,H4847,05,88,e19,H4337,05,1.0,1,30,30,4,0,Y,.,030710,66,2,.,,0.0,,,.,,,,0,66,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,2,0,0,0.0,0,2010-03-07,0.052,0,0,,0,0
D10LA00081,10LA00081,10,H4847,05,88,e19,H4337,05,1.0,1,30,30,4,0,Y,.,030710,66,2,.,,0.0,,,.,,,,0,66,27,,,.,NOSEXTAKEN,1,1,..,.,J,2,,0,0,0,0,0,0.0,0,2010-03-07,0.052,0,0,,0,0
D10LA00082,10LA00082,10,X7226,82,99,e7,X5692,82,1.0,1,SC,T3,4,0,N,.,030710,66,2,.,,0.0,,,.,,,,0,66,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,2,0,0,0.0,0,2010-03-07,0.004,0,0,,0,0
D10LA00083,10LA00083,10,X7226,82,99,e7,X5692,82,1.0,1,SC,T3,4,0,N,.,030710,66,2,.,,0.0,,,.,,,,0,66,27,,,.,NOSEXTAKEN,1,1,..,.,J,2,,0,0,0,0,0,0.0,0,2010-03-07,0.004,0,0,,0,0
D10LA00084,10LA00084,10,T2176,45,48,31,T1486,45,2.0,2,02,02,1,0,N,.,030710,66,2,.,,0.0,,,,,,,0,66,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,2,0,0,0.0,0,2010-03-07,0.053,0,0,,0,0
D10LA00085,10LA00085,10,T2176,45,48,31,T1486,45,2.0,2,02,02,1,0,N,.,030710,66,2,.,,0.0,,,,,,,0,66,27,,,.,NOSEXTAKEN,1,1,..,.,J,2,,0,0,0,0,0,0.0,0,2010-03-07,0.053,0,0,,0,0
D10LA00086,10LA00086,10,T1756,45,48,45,T2322,45,3.0,3,02,02,1,0,Y,.,030710,66,2,.,,0.0,,,.,,,,0,66,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,2,0,0,0.0,0,2010-03-07,0.045,0,0,,0,0
D10LA00087,10LA00087,10,T1756,45,48,45,T2322,45,3.0,3,02,02,1,0,Y,.,030710,66,2,.,,0.0,,,.,,,,0,66,27,,,.,NOSEXTAKEN,1,1,..,.,J,2,,0,0,0,0,0,0.0,0,2010-03-07,0.045,0,0,,0,0
D10LA00088,10LA00088,10,X6227,82,99,BRT,X0000,82,2.0,2,TR,00,5,0,Y,.,030710,66,0,.,,0.0,,,.,,,,0,66,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,HMP,J,1,,1,1,1,0,0,0.0,0,2010-03-07,0.0,0,0,,0,0
D10LA00089,10LA00089,10,H2199,05,88,84,K4203,64,4.0,4,30,06,2,0,Y,.,022510,56,0,.,2,0.0,,,.,,,,0,56,27,,,EUTHNOSCORES,DISSECTED OUT,1,1,..,PTH,J,1,,1,1,1,0,0,0.0,0,2010-02-25,0.0,0,0,,0,0
D10LA00090,10LA00090,10,T2330,45,48,32,T1609,45,2.0,2,02,02,1,0,N,.,030310,62,0,.,,0.0,,,,,,,0,62,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-03,0.03,0,0,,0,0
D10LA00091,10LA00091,10,H4577,05,88,e16,H3921,05,1.0,1,30,30,4,0,Y,.,030310,62,0,.,,0.0,,,.,,,,0,62,27,,,NOSCORESTAKEN,NOSEXTAKEN,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2010-03-03,0.057,0,0,,0,0
