UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,VACC,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL,NOBN
04LA01911,04,90280,09,18,12,R2993,11,5.0,5,07,07,3,2,n,S,041504,106,8,2,1,13.8,1,1,R4527,11,18,07,,0,,,,X BAG,,1,1,..,.,Q,1,ctrl,,1,1,2,1,1,1.0,122,,0.0,0,1,2004-04-15,0.0,2
04LA01912,04,90280,09,18,12,R2993,11,5.0,5,07,07,3,2,n,S,041504,106,8,2,2,12.4,1,1,R4528,11,18,07,3,107,93,,8,,,1,1,..,.,Q,2,ctrl,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.0,2
04LA01913,04,A7509,04,81,14,R3655,11,4.0,4,30,07,3,2,y,S,041504,106,5,3,2,12.3,1,1,X1254,82,00,31,,0,,,,,PNEU.,1,1,..,.,Q,1,ctrl,,1,1,1,1,1,1.0,92,,0.0,0,1,2004-04-15,0.0,1
04LA01914,04,A4653,04,82,25P,A9911,04,7.0,7,30,30,1,0,n,C,041504,106,9,3,2,8.0,1,1,H1328,05,82,30,,0,,,,THIN,,1,1,..,.,Q,1,none,,1,1,3,1,1,1.0,71,,0.0,0,1,2004-04-15,0.046,3
04LA01915,04,A4653,04,82,25P,A9911,04,7.0,7,30,30,1,0,n,C,041504,106,9,3,2,6.5,1,1,H1329,05,82,30,,0,,,,,,1,1,..,.,Q,2,none,,0,0,0,1,1,1.0,57,,0.0,0,1,2004-04-15,0.046,3
04LA01916,04,A4653,04,82,25P,A9911,04,7.0,7,30,30,1,0,n,C,041504,106,9,3,1,6.5,1,1,,,82,30,1,106,44,,,,,1,1,..,.,Q,3,none,,0,0,0,0,0,,,,0.0,0,1,2004-04-15,0.046,3
04LA01917,04,00930,00,18,17,R3362,11,4.0,4,07,43,3,2,n,S,041504,106,8,4,1,12.4,1,1,R4529,11,18,07,,0,,,,,,1,1,..,.,Q,1,vacc,,1,1,2,1,1,1.0,106,,0.0,0,1,2004-04-15,0.018,2
04LA01918,04,00930,00,18,17,R3362,11,4.0,4,07,43,3,2,n,S,041504,106,8,4,1,11.5,1,1,R4530,11,18,07,,0,,,,,,1,1,..,.,Q,2,vacc,,0,0,0,1,1,1.0,92,,0.0,0,1,2004-04-15,0.018,2
04LA01919,04,R2295,11,10,12,R2993,11,3.0,3,07,07,3,2,n,S,041504,106,8,2,2,10.7,1,1,R4531,11,18,07,3,109,93,,8,PNEU.EWE,,6,3,..,.,Q,1,ctrl,,1,1,2,1,0,,,,0.0,0,5,2004-04-15,0.042,2
04LA01920,04,R2295,11,10,12,R2993,11,3.0,3,07,07,3,2,n,S,041504,106,8,2,2,12.0,1,1,R4532,11,18,07,3,110,93,,8,,"FX.RIBS,R.",6,3,..,.,Q,2,ctrl,,0,0,0,1,0,,,,0.0,0,5,2004-04-15,0.042,2
04LA01921,04,T8960,44,ID,43T,T8296,44,2.0,2,02,02,1,I,n,I,041504,106,8,5,1,12.1,1,1,T0121,45,ID,02,,0,,,,FLT.R.,,2,2,..,.,Q,1,none,,1,1,2,1,1,1.0,99,,0.0,0,1,2004-04-15,0.006,2
04LA01922,04,T8960,44,ID,43T,T8296,44,2.0,2,02,02,1,I,n,I,041504,106,8,5,2,9.7,1,1,T0122,45,ID,02,,0,,,,,,2,2,..,.,Q,2,none,,0,0,0,1,1,1.0,84,,0.0,0,1,2004-04-15,0.006,2
04LA01923,04,Z8616,81,00,e.2,Z0000,81,1.0,1,01,97,4,0,y,X,041504,106,0,1,.,0.0,.,.,,,00,20,0,106,27,,,,,4,4,..,.,J,1,none,,1,1,1,0,0,,,,0.0,0,5,2004-04-15,0.0,1
04LA01924,04,T9076,44,42,62,T5505,44,2.0,2,02,02,1,7,n,S,041504,106,5,2,2,12.6,1,1,T0123,45,48,02,,0,,,,THIN + POOR,PNEU.,1,1,..,SPG,Y,1,none,,1,1,1,1,1,1.0,89,,54.0,160,S,2004-04-15,0.005,1
04LA01925,04,A8543,04,84,23P,A9122,04,3.0,3,30,30,1,0,n,C,041504,106,8,2,2,10.1,1,1,H1330,05,82,30,,0,,,,,,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,86,,0.0,0,1,2004-04-15,0.063,2
04LA01926,04,A8543,04,84,23P,A9122,04,3.0,3,30,30,1,0,n,C,041504,106,8,2,2,11.0,1,1,H1331,05,82,30,6,106,14,,,,14.WIND,1,1,..,.,Y,2,none,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.063,2
04LA01927,04,T7885,44,41,44T,T8964,44,4.0,4,02,02,1,0,n,M,041504,106,9,3,1,12.5,1,1,T0124,45,48,02,6,139,23,Z7793,-,,IN WRONG PEN,4,4,..,.,Y,1,none,,1,1,3,1,0,,,,0.0,0,B,2004-04-15,0.057,3
04LA01928,04,T7885,44,41,44T,T8964,44,4.0,4,02,02,1,0,n,M,041504,106,9,3,2,11.5,1,1,T0125,45,48,02,,0,,,,,NICE LAMB,4,4,..,.,Y,2,none,,0,0,0,1,1,1.0,71,,0.0,0,H,2004-04-15,0.057,3
04LA01929,04,T7885,44,41,44T,T8964,44,4.0,4,02,02,1,0,n,M,041504,106,9,3,3,9.5,1,1,T0126,45,48,02,3,107,93,,8,,,4,4,..,.,Y,3,none,,0,0,0,1,0,,,,0.0,0,H,2004-04-15,0.057,3
04LA01930,04,A4913,04,73,13P,A9278,04,6.5,6,30,30,1,0,n,C,041504,106,9,3,2,9.1,1,1,H1332,05,82,30,,0,,,,THIN,,5,4,..,.,Y,1,none,,1,1,3,1,1,1.0,79,,0.0,0,1,2004-04-15,0.031,3
04LA01931,04,A4913,04,73,13P,A9278,04,6.5,6,30,30,1,0,n,C,041504,106,9,3,2,10.2,1,1,H1333,05,82,30,,0,,,,,,5,4,..,.,Y,2,none,,0,0,0,1,1,1.0,83,,0.0,0,1,2004-04-15,0.031,3
04LA01932,04,A4913,04,73,13P,A9278,04,6.5,6,30,30,1,0,n,C,041504,106,9,3,3,8.3,1,1,H1334,05,82,30,3,107,93,,8,,,5,4,..,.,Y,3,none,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.031,3
04LA01933,04,R1453,11,12,12,R2993,11,4.0,4,07,07,3,2,n,S,041504,106,5,4,2,13.6,1,1,R4533,11,18,07,,0,,,,,NICE LAMB,1,1,..,.,Y,1,ctrl,,1,1,1,1,1,1.0,97,,0.0,0,1,2004-04-15,0.046,1
04LA01934,04,T8564,44,42,45T,T8907,44,3.0,3,02,02,1,0,n,M,041504,106,8,3,2,8.8,1,1,T0127,45,48,02,,0,,,,THIN,,2,2,..,.,Y,1,none,,1,1,2,1,1,1.0,59,,0.0,0,1,2004-04-15,0.015,2
04LA01935,04,T8564,44,42,45T,T8907,44,3.0,3,02,02,1,0,n,M,041504,106,8,3,1,10.1,1,1,T0128,45,48,02,,0,,,,,,2,2,..,.,Y,2,none,,0,0,0,1,1,1.0,71,,0.0,0,1,2004-04-15,0.015,2
04LA01936,04,A6849,04,88,13,R3911,11,5.0,5,30,07,3,2,y,S,041504,106,8,3,3,10.8,1,1,X1255,82,00,31,,0,,,,,,2,2,..,.,Y,1,vacc,,1,1,2,1,1,1.0,85,,0.0,0,1,2004-04-15,0.0,2
04LA01937,04,A6849,04,88,13,R3911,11,5.0,5,30,07,3,2,y,S,041504,106,8,3,2,10.5,1,1,X1256,82,00,31,,0,,,,,,2,2,..,.,Y,2,vacc,,0,0,0,1,1,1.0,83,,0.0,0,1,2004-04-15,0.0,2
04LA01938,04,90830,09,88,11P,A9750,04,5.0,5,30,30,1,0,n,C,041504,106,9,3,1,12.1,1,1,H1335,05,82,30,,0,,,,,,2,2,..,.,Y,1,none,,1,1,3,1,1,1.0,96,,0.0,0,1,2004-04-15,0.059,3
04LA01939,04,90830,09,88,11P,A9750,04,5.0,5,30,30,1,0,n,C,041504,106,9,3,2,11.2,1,1,H1336,05,82,30,,0,,,,,,2,2,..,.,Y,2,none,,0,0,0,1,1,1.0,85,,0.0,0,1,2004-04-15,0.059,3
04LA01940,04,90830,09,88,11P,A9750,04,5.0,5,30,30,1,0,n,C,041504,106,9,3,3,3.7,1,1,H1337,05,82,30,3,107,93,,8,,RAT!,2,2,..,.,Y,3,none,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.059,3
04LA01941,04,K0971,64,68,53K,K2454,64,5.0,5,06,06,1,0,n,G,041504,106,8,4,1,12.9,1,1,K3168,64,68,06,,0,,,,,,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,109,,0.0,0,1,2004-04-15,0.029,2
04LA01942,04,K0971,64,68,53K,K2454,64,5.0,5,06,06,1,0,n,G,041504,106,8,4,1,11.7,1,1,K3169,64,68,06,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,100,,0.0,0,1,2004-04-15,0.029,2
04LA01943,04,K2197,64,00,14,R3655,11,2.0,2,05,07,3,2,y,S,041504,106,5,3,2,13.4,1,1,X1257,82,00,09,,0,,,,,,1,1,..,.,Y,1,ctrl,,1,1,1,1,1,1.0,113,,0.0,0,1,2004-04-15,0.0,1
04LA01944,04,A8631,04,81,25P,A9911,04,3.0,3,30,30,1,0,n,C,041504,106,9,3,2,8.7,1,1,H1338,05,82,30,,0,,,,,HAIRY,1,1,..,.,Y,1,none,,1,1,3,1,1,1.0,85,,0.0,0,1,2004-04-15,0.052,3
04LA01945,04,A8631,04,81,25P,A9911,04,3.0,3,30,30,1,0,n,C,041504,106,9,3,3,6.3,1,1,H1339,05,82,30,,0,,,,,HAIRY,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,70,,0.0,0,1,2004-04-15,0.052,3
04LA01946,04,A8631,04,81,25P,A9911,04,3.0,3,30,30,1,0,n,C,041504,106,9,3,2,4.2,1,1,,,82,30,1,106,44,,,,,1,1,..,.,Y,3,none,,0,0,0,0,0,,,,0.0,0,1,2004-04-15,0.052,3
04LA01947,04,K2251,64,68,25,R3660,11,2.0,2,06,07,3,2,y,S,041504,106,5,3,3,14.6,1,1,X1258,82,00,09,,0,,,,,,1,1,..,.,Y,1,ctrl,,1,1,1,1,1,1.0,100,,0.0,0,1,2004-04-15,0.0,1
04LA01948,04,T9326,44,41,62,T5505,44,2.0,2,02,02,1,7,n,S,041504,106,8,3,1,11.4,1,1,T0129,45,48,02,,0,,,,,,1,1,..,SPG,Y,1,none,,1,1,2,1,1,1.0,95,,52.0,160,S,2004-04-15,0.076,2
04LA01949,04,T9326,44,41,62,T5505,44,2.0,2,02,02,1,7,n,S,041504,106,8,3,1,12.7,1,1,T0130,45,48,02,7,160,97,,,,?msg on d160,1,1,..,SPG,Y,2,none,,0,0,0,1,0,,,,0.0,0,S,2004-04-15,0.076,2
04LA01950,04,A8704,04,82,27,R3179,11,3.0,3,30,07,3,2,y,S,041504,106,5,4,1,10.7,1,1,X1259,82,00,31,,0,,,,,,1,1,..,.,Y,1,vacc,,1,1,1,1,1,1.0,91,,0.0,0,1,2004-04-15,0.0,1
04LA01951,04,Z8740,81,00,e.0,Z0000,81,1.0,1,01,97,4,0,y,X,041504,106,5,2,3,12.0,5,1,X1260,82,00,20,6,106,28,K3170,+,,FX.RIBS L.28.54,4,4,..,.,Y,1,none,,1,1,1,1,0,0.5,,,0.0,0,2,2004-04-15,0.0,1
04LA01952,04,R0098,11,13, 4,R3265,11,5.0,5,07,07,2,2,y,C,041504,106,5,4,1,13.6,1,1,R4534,11,18,07,,0,,,,,,1,1,..,DNA,Y,1,vacc,,1,1,1,1,1,1.0,106,,0.0,0,1,2004-04-15,0.035,1
04LA01953,04,T7415,44,42,46T,T8051,44,5.0,5,02,02,1,0,n,M,041504,106,8,3,1,10.8,1,1,T0131,45,48,02,,0,,,,"URI, FEVER",,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,83,,0.0,0,1,2004-04-15,0.02,2
04LA01954,04,T7415,44,42,46T,T8051,44,5.0,5,02,02,1,0,n,M,041504,106,8,3,2,11.6,1,1,T0132,45,48,02,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,83,,0.0,0,1,2004-04-15,0.02,2
04LA01955,04,X0440,82,00,e.1,Z0000,81,1.0,1,31,97,4,0,y,X,041504,106,5,2,2,12.9,5,1,X1261,82,00,81,,0,,,,,,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,98,,0.0,0,1,2004-04-15,0.0,1
04LA01956,04,T9108,44,42,62,T5505,44,2.0,2,02,02,1,7,n,S,041504,106,8,3,1,9.3,1,1,T0133,45,48,02,,0,,,,,,2,2,..,SPG,Y,1,none,,1,1,2,1,1,1.0,80,,49.0,160,S,2004-04-15,0.004,2
04LA01957,04,T9108,44,42,62,T5505,44,2.0,2,02,02,1,7,n,S,041504,106,8,3,2,8.6,1,1,T0134,45,48,02,,0,,,,,,2,2,..,SPG,Y,2,none,,0,0,0,1,1,1.0,74,,45.0,160,S,2004-04-15,0.004,2
04LA01958,04,K1926,64,68,27,R3179,11,3.0,3,06,07,3,2,y,S,041504,106,5,4,3,15.4,1,1,X1262,82,00,09,,0,,,,,,1,1,..,.,Y,1,vacc,,1,1,1,1,1,1.0,122,,0.0,0,H,2004-04-15,0.0,1
04LA01959,04,Z8833,81,00,e.6,K2546,64,1.0,1,80,06,4,7,y,N,041504,106,5,3,2,12.9,1,1,X1263,82,00,86,,0,,,,,,1,1,..,TAY,Y,1,none,,1,1,1,1,1,1.0,126,,0.0,0,T,2004-04-15,0.0,1
04LA01960,04,K2247,64,68,24,R3340,11,2.0,2,06,07,3,2,y,S,041504,106,8,4,2,8.7,1,1,X1264,82,00,09,,0,,,,,,1,1,..,.,Y,1,vacc,,1,1,2,1,1,1.0,71,,0.0,0,1,2004-04-15,0.0,2
04LA01961,04,K2247,64,68,24,R3340,11,2.0,2,06,07,3,2,y,S,041504,106,8,4,3,10.8,2,1,X1265,82,00,09,,0,,,,,BRN.TIPS,1,1,..,.,Y,2,vacc,,0,0,0,1,1,1.0,83,,0.0,0,1,2004-04-15,0.0,2
04LA01962,04,90576,09,18,26,R3543,11,5.0,5,07,07,3,2,n,S,041504,106,8,3,2,9.5,1,1,R4535,11,18,07,,0,,,,,,2,2,..,.,Y,1,vacc,,1,1,2,1,1,1.0,77,,0.0,0,1,2004-04-15,0.036,2
04LA01963,04,90576,09,18,26,R3543,11,5.0,5,07,07,3,2,n,S,041504,106,8,3,2,8.5,1,1,R4536,11,18,07,,0,,,,,,2,2,..,.,Y,2,vacc,,0,0,0,1,1,1.0,73,,0.0,0,1,2004-04-15,0.036,2
04LA01964,04,Z7959,81,97,972,Z6098,81,2.0,2,97,97,1,0,n,.,041504,106,5,3,3,14.3,6,6,X1266,82,97,97,,0,,,,,JAW6,1,1,..,.,Y,1,none,,1,1,1,1,1,1.0,110,,0.0,0,B,2004-04-15,0.044,1
04LA01965,04,Z7912,81,97,972,Z6098,81,2.0,2,97,97,1,0,n,.,041504,106,7,4,1,13.5,6,2,X1267,82,97,97,,0,,,,,NICE LAMB,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,122,,0.0,0,B,2004-04-15,0.099,2
04LA01966,04,Z7912,81,97,972,Z6098,81,2.0,2,97,97,1,0,n,.,041504,106,7,4,1,12.0,6,1,,,97,97,1,106,44,,,,,1,1,..,.,Y,2,none,,0,0,0,0,0,,,,0.0,0,B,2004-04-15,0.099,2
04LA01967,04,T6620,44,41,22,R3800,11,6.0,6,02,07,3,2,y,S,041504,106,8,4,3,11.5,1,1,X1268,82,00,08,,0,,,,,ENTROPION,1,1,..,.,Y,1,ctrl,,1,1,2,1,1,1.0,80,,0.0,0,1,2004-04-15,0.0,2
04LA01968,04,T6620,44,41,22,R3800,11,6.0,6,02,07,3,2,y,S,041504,106,8,4,3,11.9,1,1,X1269,82,00,08,,0,,,,,,1,1,..,.,Y,2,ctrl,,0,0,0,1,1,1.0,62,,0.0,0,1,2004-04-15,0.0,2
04LA01969,04,S9125,10,11,34R,R2600,11,6.0,6,07,43,1,0,n,M,041504,106,8,4,1,11.1,1,1,R4537,11,18,07,,0,,,,NICE EWE,,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,81,,0.0,0,1,2004-04-15,0.041,2
04LA01970,04,S9125,10,11,34R,R2600,11,6.0,6,07,43,1,0,n,M,041504,106,8,4,1,10.6,1,1,R4538,11,18,07,,0,,,,,HAIRY,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,91,,0.0,0,1,2004-04-15,0.041,2
04LA01971,04,Z9174,81,97,973,Z7846,81,1.0,1,97,97,4,0,n,.,041504,106,5,3,1,15.3,6,1,X1270,82,97,97,3,107,93,,8,UTE.PROLAPSE,BIG,2,2,..,.,Y,1,none,,1,1,1,1,0,,,,0.0,0,*,2004-04-15,0.033,1
04LA01972,04,Z8994,81,00,e.0,Z0000,81,1.0,1,01,97,4,0,y,X,041504,106,5,3,3,12.7,5,1,X1271,82,00,20,,0,,,,,BIG,6,2,..,.,Y,1,none,,1,1,1,1,1,1.0,107,,0.0,0,1,2004-04-15,0.0,1
04LA01973,04,R0763,11,13, 4,R3105,11,5.0,5,43,07,2,2,y,C,041504,106,8,4,1,11.8,1,1,R4539,11,18,07,,0,,,,,,1,1,..,DNA,Y,1,vacc,,1,1,2,1,1,1.0,88,,0.0,0,1,2004-04-15,0.026,2
04LA01974,04,R0763,11,13, 4,R3105,11,5.0,5,43,07,2,2,y,C,041504,106,8,4,1,11.0,1,1,R4540,11,18,07,,0,,,,,,1,1,..,DNA,Y,2,vacc,,0,0,0,1,1,1.0,73,,0.0,0,1,2004-04-15,0.026,2
04LA01975,04,K2188,64,68,12,R2993,11,2.0,2,06,07,3,2,y,S,041504,106,5,4,3,14.6,1,1,X1272,82,00,09,6,110,19,,,,,1,1,..,.,Y,1,ctrl,,1,1,1,1,0,,,,0.0,0,5,2004-04-15,0.0,1
04LA01976,04,X0051,82,00,e.7,K2630,64,1.0,1,80,06,4,7,y,N,041504,106,5,2,3,10.0,4,1,X1273,82,00,86,,0,,,,,C4,1,1,..,TAY,Y,1,none,,1,1,1,1,1,1.0,109,,0.0,0,T,2004-04-15,0.0,1
04LA01977,04,R3400,11,18,28,R3081,11,2.0,2,07,43,3,2,n,S,041504,106,8,3,2,11.7,1,1,R4541,11,18,07,,0,,,,,,1,1,..,.,Y,1,ctrl,,1,1,2,1,1,1.0,91,,0.0,0,1,2004-04-15,0.033,2
04LA01978,04,R3400,11,18,28,R3081,11,2.0,2,07,43,3,2,n,S,041504,106,8,3,2,8.3,1,1,R4542,11,18,07,3,111,93,,8,,,1,1,..,.,Y,2,ctrl,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.033,2
04LA01979,04,T9379,44,41,63,T9041,44,2.0,2,02,02,1,7,n,S,041504,106,9,2,2,6.5,1,1,,,48,02,1,106,44,,,,,1,1,..,SPG,J,3,none,,0,0,0,0,0,,,,0.0,0,5,2004-04-15,0.054,3
04LA01980,04,T6510,44,ID,41T,09221,00,6.0,6,02,02,1,I,n,I,041504,106,9,3,2,14.7,1,1,T0135,45,ID,02,,0,,,,THIN,"SCOURS, PNEU.",6,4,..,.,Y,1,none,,1,1,3,1,1,1.0,113,,0.0,0,H,2004-04-15,0.0,3
04LA01981,04,T6510,44,ID,41T,09221,00,6.0,6,02,02,1,I,n,I,041504,106,9,3,3,10.3,1,1,T0136,45,ID,02,3,107,93,,8,,GAUNT,6,4,..,.,Y,2,none,,0,0,0,1,0,,,,0.0,0,H,2004-04-15,0.0,3
04LA01982,04,T6510,44,ID,41T,09221,00,6.0,6,02,02,1,I,n,I,041504,106,9,3,2,11.2,1,1,,,ID,02,1,106,44,,,,,6,4,..,.,Y,3,none,,0,0,0,0,0,,,,0.0,0,H,2004-04-15,0.0,3
04LA01983,04,S8326,10,11,32R,R1667,11,7.0,7,07,43,1,0,n,M,041504,106,8,3,2,10.7,1,1,R4543,11,18,07,,0,,,,,,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,69,,0.0,0,1,2004-04-15,0.028,2
04LA01984,04,S8326,10,11,32R,R1667,11,7.0,7,07,43,1,0,n,M,041504,106,8,3,1,11.4,1,1,R4544,11,18,07,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,87,,0.0,0,1,2004-04-15,0.028,2
04LA01985,04,90283,09,18,14,R3655,11,5.0,5,07,07,3,2,y,S,041504,106,8,4,2,12.0,1,1,R4545,11,18,07,3,112,93,,8,"DEAD,METRITIS",PNEU.SCOURS,1,1,..,.,Y,1,vacc,,1,1,2,1,0,,,,0.0,0,*,2004-04-15,0.0,2
04LA01986,04,90283,09,18,14,R3655,11,5.0,5,07,07,3,2,y,S,041504,106,8,4,3,11.3,1,1,R4546,11,18,07,3,112,93,,8,,,1,1,..,.,Y,2,vacc,,0,0,0,1,0,,,,0.0,0,*,2004-04-15,0.0,2
04LA01987,04,T8313,44,ID,42T,T9073,44,3.0,3,02,02,1,I,n,I,041504,106,8,3,2,12.3,1,1,T0137,45,ID,02,,0,,,,,HAIRY,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,96,,0.0,0,1,2004-04-15,0.034,2
04LA01988,04,T8313,44,ID,42T,T9073,44,3.0,3,02,02,1,I,n,I,041504,106,8,3,2,10.9,1,1,T0138,45,ID,02,3,111,93,,8,,,1,1,..,.,Y,2,none,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.034,2
04LA01989,04,T8992,44,ID,41T,09221,00,2.0,2,02,02,1,I,n,I,041504,106,8,3,2,12.0,1,1,T0139,45,ID,02,,0,,,,,ENTROPION,1,1,..,.,Y,1,none,,1,1,2,1,1,1.0,77,,0.0,0,1,2004-04-15,0.0,2
04LA01990,04,T8992,44,ID,41T,09221,00,2.0,2,02,02,1,I,n,I,041504,106,8,3,1,11.1,1,1,T0140,45,ID,02,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,85,,0.0,0,1,2004-04-15,0.0,2
04LA01991,04,R3646,11,18,12,R2993,11,2.0,2,43,07,3,2,n,S,041504,106,5,3,2,11.8,1,1,R4547,11,18,07,,0,,,,B.L.NICE EWE,4TEATS,1,1,..,.,Y,1,ctrl,,1,1,1,1,1,1.0,91,,0.0,0,1,2004-04-15,0.162,1
04LA01992,04,Z8679,81,00,e.1,Z0000,81,1.0,1,31,97,4,0,y,X,041504,106,5,2,3,11.4,5,1,X1274,82,00,81,,0,,,,,,2,1,..,.,Y,1,none,,1,1,1,1,1,1.0,90,,0.0,0,1,2004-04-15,0.0,1
04LA01993,04,X0185,82,00,e.1,Z0000,81,1.0,1,01,97,4,0,y,X,041504,106,5,2,2,14.2,5,1,X1275,82,00,20,,0,,,,BIG4HER,,6,2,..,.,Y,1,none,,1,1,1,1,1,1.0,87,,0.0,0,1,2004-04-15,0.0,1
04LA01994,04,A5194,04,81,02P,A8647,04,6.0,6,30,30,1,0,n,W,041504,106,9,3,3,10.2,1,1,H1340,05,83,30,3,107,93,,8,,HAIRY,1,1,..,.,Y,1,none,,1,1,3,1,0,,,,0.0,0,1,2004-04-15,0.059,3
04LA01995,04,A5194,04,81,02P,A8647,04,6.0,6,30,30,1,0,n,W,041504,106,9,3,2,11.3,1,1,H1341,05,83,30,,0,,,,,HAIRY,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,83,,0.0,0,1,2004-04-15,0.059,3
04LA01996,04,A5194,04,81,02P,A8647,04,6.0,6,30,30,1,0,n,W,041504,106,9,3,2,9.6,1,1,H1342,05,83,30,,0,,,,,,1,1,..,.,Y,3,none,,0,0,0,1,1,1.0,85,,0.0,0,1,2004-04-15,0.059,3
04LA01997,04,R1441,11,10,33R,R2746,11,4.0,4,43,43,1,0,n,M,041504,106,9,3,2,5.7,1,1,R4548,11,18,07,3,107,93,,8,THIN.RUPT?,HAIRY,1,1,..,.,Y,1,none,,1,1,3,1,0,,,,0.0,0,H,2004-04-15,0.024,3
04LA01998,04,R1441,11,10,33R,R2746,11,4.0,4,43,43,1,0,n,M,041504,106,9,3,2,7.5,1,1,R4549,11,18,07,,0,,,,,,1,1,..,.,Y,2,none,,0,0,0,1,1,1.0,86,,0.0,0,H,2004-04-15,0.024,3
04LA01999,04,R1441,11,10,33R,R2746,11,4.0,4,43,43,1,0,n,M,041504,106,9,3,3,8.7,1,1,R4550,11,18,07,,0,,,,,PNEU.,1,1,..,.,Y,3,none,,0,0,0,1,1,1.0,97,,0.0,0,H,2004-04-15,0.024,3
04LA02000,04,R0042,11,13, 1,R3791,11,5.0,5,07,07,2,2,y,C,041504,106,8,4,2,11.0,1,1,R4551,11,18,07,,0,,,,,,5,3,..,DNA,Y,1,ctrl,,1,1,2,1,1,1.0,100,,0.0,0,1,2004-04-15,0.028,2
04LA02001,04,R0042,11,13, 1,R3791,11,5.0,5,07,07,2,2,y,C,041504,106,8,4,1,10.0,1,1,R4552,11,18,07,6,110,54,,,,FX.RIBS L.PNEU.,5,3,..,DNA,Y,2,ctrl,,0,0,0,1,0,,,,0.0,0,1,2004-04-15,0.028,2
04LA02002,04,K2578,64,68,17,R3362,11,2.0,2,06,43,3,2,y,S,041504,106,5,3,3,15.4,1,1,X1276,82,00,09,,0,,,,,BIG,6,2,..,.,Y,1,ctrl,,1,1,1,1,1,1.0,104,,0.0,0,1,2004-04-15,0.0,1
04LA02003,04,R3417,11,18,34,R3655,11,2.0,2,07,07,2,2,y,N,041504,106,2,1,.,0.0,.,.,,,18,07,0,106,27,,,,BLOB,1,1,..,.,J,1,ctrl,,1,1,2,0,0,,,,0.0,0,5,2004-04-15,0.042,2
04LA02004,04,R3417,11,18,34,R3655,11,2.0,2,07,07,2,2,y,N,041504,106,2,1,.,0.0,.,.,,,18,07,0,106,27,,,,BLOB,1,1,..,.,J,2,ctrl,,0,0,0,0,0,,,,0.0,0,5,2004-04-15,0.042,2
04LA02005,04,R0370,11,13,25,R3660,11,5.0,5,07,07,3,2,n,S,041504,106,8,2,3,9.5,1,1,R4553,11,18,07,3,107,93,,8,L.SPOILED X,,1,1,..,.,J,1,ctrl,,1,1,2,1,0,,,,0.0,0,H,2004-04-15,0.03,2
04LA02006,04,R0370,11,13,25,R3660,11,5.0,5,07,07,3,2,n,S,041504,106,8,2,2,10.0,1,1,R4554,11,18,07,,0,,,,,,1,1,..,.,J,2,ctrl,,0,0,0,1,1,1.0,74,,0.0,0,H,2004-04-15,0.03,2
04LA02007,04,K1123,64,68,53K,K2454,64,4.0,4,06,06,1,0,n,G,041504,106,9,3,2,9.2,1,1,K3170,64,68,06,,0,,Z8740,-,,PNEU.,5,3,..,.,J,1,none,,1,1,3,1,1,0.5,80,,0.0,0,2,2004-04-15,0.017,3
04LA02008,04,K1123,64,68,53K,K2454,64,4.0,4,06,06,1,0,n,G,041504,106,9,3,1,11.0,1,1,K3171,64,68,06,,0,,,,,"SCOURS, PNEU.",5,3,..,.,J,2,none,,0,0,0,1,1,1.0,100,,0.0,0,1,2004-04-15,0.017,3
04LA02009,04,K1123,64,68,53K,K2454,64,4.0,4,06,06,1,0,n,G,041504,106,9,3,1,9.8,1,1,K3172,64,68,06,,0,,,,,,5,3,..,.,J,3,none,,0,0,0,1,1,1.0,92,,0.0,0,1,2004-04-15,0.017,3
