original_id10,hx_id10,birth_year,breed,etag
1943402646,HX00000149,1943,40,2646
1943604239,HX00000150,1943,60,4239
1943604248,HX00000151,1943,60,4248
1943604313,HX00000152,1943,60,4313
1943604335,HX00000153,1943,60,4335
1943604377,HX00000154,1943,60,4377
1943604411,HX00000155,1943,60,4411
1943604435,HX00000156,1943,60,4435
1943604441,HX00000157,1943,60,4441
1943604453,HX00000158,1943,60,4453
1943604497,HX00000159,1943,60,4497
1943604498,HX00000160,1943,60,4498
1943604504,HX00000161,1943,60,4504
1943604509,HX00000162,1943,60,4509
1943604516,HX00000163,1943,60,4516
1943604524,HX00000164,1943,60,4524
1943604536,HX00000165,1943,60,4536
1943604554,HX00000166,1943,60,4554
1943604572,HX00000167,1943,60,4572
1943604574,HX00000168,1943,60,4574
1943604576,HX00000169,1943,60,4576
1943604579,HX00000170,1943,60,4579
1943670986,HX00000171,1943,67,0986
1943670993,HX00000172,1943,67,0993
1943670996,HX00000173,1943,67,0996
1943671002,HX00000174,1943,67,1002
1943671005,HX00000175,1943,67,1005
1943671010,HX00000176,1943,67,1010
1943671019,HX00000177,1943,67,1019
1943671043,HX00000178,1943,67,1043
1943671052,HX00000179,1943,67,1052
1943671055,HX00000180,1943,67,1055
1943671058,HX00000181,1943,67,1058
1943671064,HX00000182,1943,67,1064
1943671081,HX00000183,1943,67,1081
1943671117,HX00000184,1943,67,1117
1943671122,HX00000185,1943,67,1122
1943671145,HX00000186,1943,67,1145
1943680806,HX00000187,1943,68,0806
1943690393,HX00000188,1943,69,0393
1943814094,HX00000189,1943,81,4094
1943814116,HX00000190,1943,81,4116
1943814149,HX00000191,1943,81,4149
1943920079,HX00000192,1943,92,0079
1944101279,HX00000193,1944,10,1279
1944101287,HX00000194,1944,10,1287
1944101295,HX00000195,1944,10,1295
1944111409,HX00000196,1944,11,1409
1944111418,HX00000197,1944,11,1418
1944111431,HX00000198,1944,11,1431
1944111459,HX00000199,1944,11,1459
1944111472,HX00000200,1944,11,1472
1944111484,HX00000201,1944,11,1484
1944111486,HX00000202,1944,11,1486
1944111490,HX00000203,1944,11,1490
1944111499,HX00000204,1944,11,1499
1944111516,HX00000205,1944,11,1516
1944111517,HX00000206,1944,11,1517
1944111523,HX00000207,1944,11,1523
1944111527,HX00000208,1944,11,1527
1944111537,HX00000209,1944,11,1537
1944111546,HX00000210,1944,11,1546
1944111568,HX00000211,1944,11,1568
1944111578,HX00000212,1944,11,1578
1944111604,HX00000213,1944,11,1604
1944111609,HX00000214,1944,11,1609
1944111616,HX00000215,1944,11,1616
1944111630,HX00000216,1944,11,1630
1944136234,HX00000217,1944,13,6234
1944136275,HX00000218,1944,13,6275
1944136285,HX00000219,1944,13,6285
1944136293,HX00000220,1944,13,6293
1944136294,HX00000221,1944,13,6294
1944136295,HX00000222,1944,13,6295
1944136319,HX00000223,1944,13,6319
1944136329,HX00000224,1944,13,6329
1944136335,HX00000225,1944,13,6335
1944136338,HX00000226,1944,13,6338
1944136357,HX00000227,1944,13,6357
1944136359,HX00000228,1944,13,6359
1944136366,HX00000229,1944,13,6366
1944136383,HX00000230,1944,13,6383
1944136388,HX00000231,1944,13,6388
1944136395,HX00000232,1944,13,6395
1944136413,HX00000233,1944,13,6413
1944136446,HX00000234,1944,13,6446
1944136479,HX00000235,1944,13,6479
1944136488,HX00000236,1944,13,6488
1944136528,HX00000237,1944,13,6528
1944136532,HX00000238,1944,13,6532
1944136538,HX00000239,1944,13,6538
1944136542,HX00000240,1944,13,6542
1944136550,HX00000241,1944,13,6550
1944136554,HX00000242,1944,13,6554
1944136561,HX00000243,1944,13,6561
1944136564,HX00000244,1944,13,6564
1944136575,HX00000245,1944,13,6575
1944136590,HX00000246,1944,13,6590
1944136605,HX00000247,1944,13,6605
1944136630,HX00000248,1944,13,6630
1944136658,HX00000249,1944,13,6658
1944136663,HX00000250,1944,13,6663
1944136674,HX00000251,1944,13,6674
1944136677,HX00000252,1944,13,6677
1944136686,HX00000253,1944,13,6686
1944136690,HX00000254,1944,13,6690
1944136708,HX00000255,1944,13,6708
1944136711,HX00000256,1944,13,6711
1944136713,HX00000257,1944,13,6713
1944136716,HX00000258,1944,13,6716
1944136718,HX00000259,1944,13,6718
1944136730,HX00000260,1944,13,6730
1944136738,HX00000261,1944,13,6738
1944136756,HX00000262,1944,13,6756
1944136768,HX00000263,1944,13,6768
1944136783,HX00000264,1944,13,6783
1944136787,HX00000265,1944,13,6787
1944136794,HX00000266,1944,13,6794
1944136802,HX00000267,1944,13,6802
1944136805,HX00000268,1944,13,6805
1944136815,HX00000269,1944,13,6815
1944136816,HX00000270,1944,13,6816
1944136834,HX00000271,1944,13,6834
1944136854,HX00000272,1944,13,6854
1944136868,HX00000273,1944,13,6868
1944136871,HX00000274,1944,13,6871
1944136879,HX00000275,1944,13,6879
1944136881,HX00000276,1944,13,6881
1944136900,HX00000277,1944,13,6900
1944136934,HX00000278,1944,13,6934
1944136955,HX00000279,1944,13,6955
1944136989,HX00000280,1944,13,6989
1944174437,HX00000281,1944,17,4437
1944174447,HX00000282,1944,17,4447
1944174456,HX00000283,1944,17,4456
1944174485,HX00000284,1944,17,4485
1944174519,HX00000285,1944,17,4519
1944174541,HX00000286,1944,17,4541
1944174698,HX00000287,1944,17,4698
1944174712,HX00000288,1944,17,4712
1944174727,HX00000289,1944,17,4727
1944174755,HX00000290,1944,17,4755
1944402655,HX00000291,1944,40,2655
1944402660,HX00000292,1944,40,2660
1944402665,HX00000293,1944,40,2665
1944402670,HX00000294,1944,40,2670
1944402674,HX00000295,1944,40,2674
1944402675,HX00000296,1944,40,2675
1944402704,HX00000297,1944,40,2704
1944402713,HX00000298,1944,40,2713
1944402717,HX00000299,1944,40,2717
1944402748,HX00000300,1944,40,2748
1944402785,HX00000301,1944,40,2785
1944402803,HX00000302,1944,40,2803
1944402817,HX00000303,1944,40,2817
1944402823,HX00000304,1944,40,2823
1944402840,HX00000305,1944,40,2840
1944402877,HX00000306,1944,40,2877
1944402884,HX00000307,1944,40,2884
1944402889,HX00000308,1944,40,2889
1944402890,HX00000309,1944,40,2890
1944402891,HX00000310,1944,40,2891
1944480213,HX00000311,1944,48,0213
1944480216,HX00000312,1944,48,0216
1944480218,HX00000313,1944,48,0218
1944480225,HX00000314,1944,48,0225
1944480227,HX00000315,1944,48,0227
1944480238,HX00000316,1944,48,0238
1944480244,HX00000317,1944,48,0244
1944480248,HX00000318,1944,48,0248
1944480254,HX00000319,1944,48,0254
1944480260,HX00000320,1944,48,0260
1944480267,HX00000321,1944,48,0267
1944480280,HX00000322,1944,48,0280
1944480288,HX00000323,1944,48,0288
1944480289,HX00000324,1944,48,0289
1944480297,HX00000325,1944,48,0297
1944480298,HX00000326,1944,48,0298
1944480306,HX00000327,1944,48,0306
1944480316,HX00000328,1944,48,0316
1944480320,HX00000329,1944,48,0320
1944480327,HX00000330,1944,48,0327
1944480331,HX00000331,1944,48,0331
1944480336,HX00000332,1944,48,0336
1944480338,HX00000333,1944,48,0338
1944480343,HX00000334,1944,48,0343
1944480352,HX00000335,1944,48,0352
1944480355,HX00000336,1944,48,0355
1944480359,HX00000337,1944,48,0359
1944480366,HX00000338,1944,48,0366
1944480367,HX00000339,1944,48,0367
1944604625,HX00000340,1944,60,4625
1944604627,HX00000341,1944,60,4627
1944604629,HX00000342,1944,60,4629
1944604631,HX00000343,1944,60,4631
1944604636,HX00000344,1944,60,4636
1944604651,HX00000345,1944,60,4651
1944604660,HX00000346,1944,60,4660
1944604663,HX00000347,1944,60,4663
1944604670,HX00000348,1944,60,4670
1944604678,HX00000349,1944,60,4678
1944604683,HX00000350,1944,60,4683
1944604685,HX00000351,1944,60,4685
1944604708,HX00000352,1944,60,4708
1944604720,HX00000353,1944,60,4720
1944604740,HX00000354,1944,60,4740
1944604773,HX00000355,1944,60,4773
1944604776,HX00000356,1944,60,4776
1944604791,HX00000357,1944,60,4791
1944604796,HX00000358,1944,60,4796
1944604809,HX00000359,1944,60,4809
1944604814,HX00000360,1944,60,4814
1944604815,HX00000361,1944,60,4815
1944604819,HX00000362,1944,60,4819
1944604827,HX00000363,1944,60,4827
1944604844,HX00000364,1944,60,4844
1944604848,HX00000365,1944,60,4848
1944604849,HX00000366,1944,60,4849
1944604862,HX00000367,1944,60,4862
1944604866,HX00000368,1944,60,4866
1944604873,HX00000369,1944,60,4873
1944604884,HX00000370,1944,60,4884
1944604902,HX00000371,1944,60,4902
1944604930,HX00000372,1944,60,4930
1944604942,HX00000373,1944,60,4942
1944604945,HX00000374,1944,60,4945
1944604946,HX00000375,1944,60,4946
1944604960,HX00000376,1944,60,4960
1944604964,HX00000377,1944,60,4964
1944604968,HX00000378,1944,60,4968
1944604991,HX00000379,1944,60,4991
1944605005,HX00000380,1944,60,5005
1944605038,HX00000381,1944,60,5038
1944671165,HX00000382,1944,67,1165
1944671167,HX00000383,1944,67,1167
1944671183,HX00000384,1944,67,1183
1944671202,HX00000385,1944,67,1202
1944671215,HX00000386,1944,67,1215
1944671221,HX00000387,1944,67,1221
1944671227,HX00000388,1944,67,1227
1944671230,HX00000389,1944,67,1230
1944671235,HX00000390,1944,67,1235
1944671246,HX00000391,1944,67,1246
1944671255,HX00000392,1944,67,1255
1944671263,HX00000393,1944,67,1263
1944671264,HX00000394,1944,67,1264
1944671271,HX00000395,1944,67,1271
1944671272,HX00000396,1944,67,1272
1944671275,HX00000397,1944,67,1275
1944680814,HX00000398,1944,68,0814
1944814216,HX00000399,1944,81,4216
1944814230,HX00000400,1944,81,4230
1944814250,HX00000401,1944,81,4250
1944814265,HX00000402,1944,81,4265
1944814287,HX00000403,1944,81,4287
1944814288,HX00000404,1944,81,4288
1945111661,HX00000405,1945,11,1661
1945111682,HX00000406,1945,11,1682
1945111692,HX00000407,1945,11,1692
1945111701,HX00000408,1945,11,1701
1945111704,HX00000409,1945,11,1704
1945111711,HX00000410,1945,11,1711
1945111713,HX00000411,1945,11,1713
1945111717,HX00000412,1945,11,1717
1945111718,HX00000413,1945,11,1718
1945111727,HX00000414,1945,11,1727
1945111731,HX00000415,1945,11,1731
1945111744,HX00000416,1945,11,1744
1945111745,HX00000417,1945,11,1745
1945111755,HX00000418,1945,11,1755
1945111764,HX00000419,1945,11,1764
1945111771,HX00000420,1945,11,1771
1945111775,HX00000421,1945,11,1775
1945111820,HX00000422,1945,11,1820
1945111827,HX00000423,1945,11,1827
1945111828,HX00000424,1945,11,1828
1945111838,HX00000425,1945,11,1838
1945111839,HX00000426,1945,11,1839
1945111847,HX00000427,1945,11,1847
1945111860,HX00000428,1945,11,1860
1945111872,HX00000429,1945,11,1872
1945111874,HX00000430,1945,11,1874
1945111876,HX00000431,1945,11,1876
1945111878,HX00000432,1945,11,1878
1945111896,HX00000433,1945,11,1896
1945111898,HX00000434,1945,11,1898
1945111901,HX00000435,1945,11,1901
1945111903,HX00000436,1945,11,1903
1945111913,HX00000437,1945,11,1913
1945137028,HX00000438,1945,13,7028
1945137045,HX00000439,1945,13,7045
1945137054,HX00000440,1945,13,7054
1945137071,HX00000441,1945,13,7071
1945137077,HX00000442,1945,13,7077
1945137104,HX00000443,1945,13,7104
1945137110,HX00000444,1945,13,7110
1945137113,HX00000445,1945,13,7113
1945137121,HX00000446,1945,13,7121
1945137126,HX00000447,1945,13,7126
1945137128,HX00000448,1945,13,7128
1945137130,HX00000449,1945,13,7130
1945137140,HX00000450,1945,13,7140
1945137150,HX00000451,1945,13,7150
1945137151,HX00000452,1945,13,7151
1945137167,HX00000453,1945,13,7167
1945137180,HX00000454,1945,13,7180
1945137183,HX00000455,1945,13,7183
1945137187,HX00000456,1945,13,7187
1945137193,HX00000457,1945,13,7193
1945137197,HX00000458,1945,13,7197
1945137199,HX00000459,1945,13,7199
1945137226,HX00000460,1945,13,7226
1945137229,HX00000461,1945,13,7229
1945137233,HX00000462,1945,13,7233
1945137234,HX00000463,1945,13,7234
1945137267,HX00000464,1945,13,7267
1945137272,HX00000465,1945,13,7272
1945137276,HX00000466,1945,13,7276
1945137277,HX00000467,1945,13,7277
1945137283,HX00000468,1945,13,7283
1945137288,HX00000469,1945,13,7288
1945137307,HX00000470,1945,13,7307
1945137313,HX00000471,1945,13,7313
1945137325,HX00000472,1945,13,7325
1945137327,HX00000473,1945,13,7327
1945137338,HX00000474,1945,13,7338
1945137341,HX00000475,1945,13,7341
1945137345,HX00000476,1945,13,7345
1945137346,HX00000477,1945,13,7346
1945137347,HX00000478,1945,13,7347
1945137370,HX00000479,1945,13,7370
1945137374,HX00000480,1945,13,7374
1945137375,HX00000481,1945,13,7375
1945137377,HX00000482,1945,13,7377
1945137404,HX00000483,1945,13,7404
1945137418,HX00000484,1945,13,7418
1945137447,HX00000485,1945,13,7447
1945137472,HX00000486,1945,13,7472
1945137487,HX00000487,1945,13,7487
1945137513,HX00000488,1945,13,7513
1945137516,HX00000489,1945,13,7516
1945137518,HX00000490,1945,13,7518
1945137528,HX00000491,1945,13,7528
1945137530,HX00000492,1945,13,7530
1945137543,HX00000493,1945,13,7543
1945137547,HX00000494,1945,13,7547
1945137563,HX00000495,1945,13,7563
1945137575,HX00000496,1945,13,7575
1945137576,HX00000497,1945,13,7576
1945137583,HX00000498,1945,13,7583
1945137596,HX00000499,1945,13,7596
1945137604,HX00000500,1945,13,7604
1945137607,HX00000501,1945,13,7607
1945137612,HX00000502,1945,13,7612
1945137614,HX00000503,1945,13,7614
1945137619,HX00000504,1945,13,7619
1945137627,HX00000505,1945,13,7627
1945137642,HX00000506,1945,13,7642
1945137644,HX00000507,1945,13,7644
1945137649,HX00000508,1945,13,7649
1945137660,HX00000509,1945,13,7660
1945137661,HX00000510,1945,13,7661
1945137674,HX00000511,1945,13,7674
1945137692,HX00000512,1945,13,7692
1945137702,HX00000513,1945,13,7702
1945137707,HX00000514,1945,13,7707
1945137714,HX00000515,1945,13,7714
1945137725,HX00000516,1945,13,7725
1945137744,HX00000517,1945,13,7744
1945137762,HX00000518,1945,13,7762
1945137765,HX00000519,1945,13,7765
1945137766,HX00000520,1945,13,7766
1945174813,HX00000521,1945,17,4813
1945174826,HX00000522,1945,17,4826
1945174834,HX00000523,1945,17,4834
1945174845,HX00000524,1945,17,4845
1945174865,HX00000525,1945,17,4865
1945174875,HX00000526,1945,17,4875
1945174913,HX00000527,1945,17,4913
1945174914,HX00000528,1945,17,4914
1945174917,HX00000529,1945,17,4917
1945174939,HX00000530,1945,17,4939
1945174947,HX00000531,1945,17,4947
1945174958,HX00000532,1945,17,4958
1945174981,HX00000533,1945,17,4981
1945175016,HX00000534,1945,17,5016
1945175021,HX00000535,1945,17,5021
1945175027,HX00000536,1945,17,5027
1945175030,HX00000537,1945,17,5030
1945175031,HX00000538,1945,17,5031
1945175049,HX00000539,1945,17,5049
1945175056,HX00000540,1945,17,5056
1945175066,HX00000541,1945,17,5066
1945175071,HX00000542,1945,17,5071
1945175099,HX00000543,1945,17,5099
1945175140,HX00000544,1945,17,5140
1945175184,HX00000545,1945,17,5184
1945175192,HX00000546,1945,17,5192
1945175194,HX00000547,1945,17,5194
1945175200,HX00000548,1945,17,5200
1945175226,HX00000549,1945,17,5226
1945175234,HX00000550,1945,17,5234
1945175240,HX00000551,1945,17,5240
1945175246,HX00000552,1945,17,5246
1945175262,HX00000553,1945,17,5262
1945402916,HX00000554,1945,40,2916
1945402924,HX00000555,1945,40,2924
1945402930,HX00000556,1945,40,2930
1945402939,HX00000557,1945,40,2939
1945402945,HX00000558,1945,40,2945
1945402970,HX00000559,1945,40,2970
1945402977,HX00000560,1945,40,2977
1945402999,HX00000561,1945,40,2999
1945403001,HX00000562,1945,40,3001
1945403019,HX00000563,1945,40,3019
1945403023,HX00000564,1945,40,3023
1945403024,HX00000565,1945,40,3024
1945403025,HX00000566,1945,40,3025
1945403041,HX00000567,1945,40,3041
1945403042,HX00000568,1945,40,3042
1945403045,HX00000569,1945,40,3045
1945403052,HX00000570,1945,40,3052
1945403062,HX00000571,1945,40,3062
1945403065,HX00000572,1945,40,3065
1945403075,HX00000573,1945,40,3075
1945403088,HX00000574,1945,40,3088
1945403091,HX00000575,1945,40,3091
1945403093,HX00000576,1945,40,3093
1945403097,HX00000577,1945,40,3097
1945403103,HX00000578,1945,40,3103
1945403104,HX00000579,1945,40,3104
1945403105,HX00000580,1945,40,3105
1945403106,HX00000581,1945,40,3106
1945403108,HX00000582,1945,40,3108
1945403119,HX00000583,1945,40,3119
1945403124,HX00000584,1945,40,3124
1945403125,HX00000585,1945,40,3125
1945403129,HX00000586,1945,40,3129
1945403133,HX00000587,1945,40,3133
1945403149,HX00000588,1945,40,3149
1945403153,HX00000589,1945,40,3153
1945403167,HX00000590,1945,40,3167
1945403171,HX00000591,1945,40,3171
1945403172,HX00000592,1945,40,3172
1945403173,HX00000593,1945,40,3173
1945403177,HX00000594,1945,40,3177
1945403185,HX00000595,1945,40,3185
1945403195,HX00000596,1945,40,3195
1945403218,HX00000597,1945,40,3218
1945480400,HX00000598,1945,48,0400
1945480409,HX00000599,1945,48,0409
1945480421,HX00000600,1945,48,0421
1945480422,HX00000601,1945,48,0422
1945480424,HX00000602,1945,48,0424
1945480425,HX00000603,1945,48,0425
1945480430,HX00000604,1945,48,0430
1945480441,HX00000605,1945,48,0441
1945480443,HX00000606,1945,48,0443
1945480448,HX00000607,1945,48,0448
1945480453,HX00000608,1945,48,0453
1945480471,HX00000609,1945,48,0471
1945480473,HX00000610,1945,48,0473
1945480478,HX00000611,1945,48,0478
1945480484,HX00000612,1945,48,0484
1945480487,HX00000613,1945,48,0487
1945480488,HX00000614,1945,48,0488
1945480490,HX00000615,1945,48,0490
1945480495,HX00000616,1945,48,0495
1945480496,HX00000617,1945,48,0496
1945480510,HX00000618,1945,48,0510
1945480514,HX00000619,1945,48,0514
1945480517,HX00000620,1945,48,0517
1945480521,HX00000621,1945,48,0521
1945480526,HX00000622,1945,48,0526
1945480528,HX00000623,1945,48,0528
1945480530,HX00000624,1945,48,0530
1945480539,HX00000625,1945,48,0539
1945480547,HX00000626,1945,48,0547
1945480550,HX00000627,1945,48,0550
1945480557,HX00000628,1945,48,0557
1945480561,HX00000629,1945,48,0561
1945480570,HX00000630,1945,48,0570
1945480576,HX00000631,1945,48,0576
1945480578,HX00000632,1945,48,0578
1945480584,HX00000633,1945,48,0584
1945480588,HX00000634,1945,48,0588
1945480591,HX00000635,1945,48,0591
1945480599,HX00000636,1945,48,0599
1945480600,HX00000637,1945,48,0600
1945480627,HX00000638,1945,48,0627
1945480634,HX00000639,1945,48,0634
1945480646,HX00000640,1945,48,0646
1945480655,HX00000641,1945,48,0655
1945480656,HX00000642,1945,48,0656
1945480663,HX00000643,1945,48,0663
1945480665,HX00000644,1945,48,0665
1945480666,HX00000645,1945,48,0666
1945480672,HX00000646,1945,48,0672
1945480675,HX00000647,1945,48,0675
1945480680,HX00000648,1945,48,0680
1945480683,HX00000649,1945,48,0683
1945480689,HX00000650,1945,48,0689
1945480690,HX00000651,1945,48,0690
1945480694,HX00000652,1945,48,0694
1945480715,HX00000653,1945,48,0715
1945480731,HX00000654,1945,48,0731
1945480737,HX00000655,1945,48,0737
1945605041,HX00000656,1945,60,5041
1945605054,HX00000657,1945,60,5054
1945605059,HX00000658,1945,60,5059
1945605073,HX00000659,1945,60,5073
1945605086,HX00000660,1945,60,5086
1945605089,HX00000661,1945,60,5089
1945605096,HX00000662,1945,60,5096
1945605098,HX00000663,1945,60,5098
1945605101,HX00000664,1945,60,5101
1945605112,HX00000665,1945,60,5112
1945605121,HX00000666,1945,60,5121
1945605131,HX00000667,1945,60,5131
1945605138,HX00000668,1945,60,5138
1945605146,HX00000669,1945,60,5146
1945605147,HX00000670,1945,60,5147
1945605149,HX00000671,1945,60,5149
1945605167,HX00000672,1945,60,5167
1945605171,HX00000673,1945,60,5171
1945605182,HX00000674,1945,60,5182
1945605186,HX00000675,1945,60,5186
1945605200,HX00000676,1945,60,5200
1945605202,HX00000677,1945,60,5202
1945605205,HX00000678,1945,60,5205
1945605223,HX00000679,1945,60,5223
1945605232,HX00000680,1945,60,5232
1945605239,HX00000681,1945,60,5239
1945605246,HX00000682,1945,60,5246
1945605250,HX00000683,1945,60,5250
1945605264,HX00000684,1945,60,5264
1945605267,HX00000685,1945,60,5267
1945605268,HX00000686,1945,60,5268
1945605280,HX00000687,1945,60,5280
1945605292,HX00000688,1945,60,5292
1945605297,HX00000689,1945,60,5297
1945605333,HX00000690,1945,60,5333
1945605341,HX00000691,1945,60,5341
1945605358,HX00000692,1945,60,5358
1945605367,HX00000693,1945,60,5367
1945605379,HX00000694,1945,60,5379
1945605382,HX00000695,1945,60,5382
1945605384,HX00000696,1945,60,5384
1945605385,HX00000697,1945,60,5385
1945605393,HX00000698,1945,60,5393
1945605403,HX00000699,1945,60,5403
1945605414,HX00000700,1945,60,5414
1945605416,HX00000701,1945,60,5416
1945605423,HX00000702,1945,60,5423
1945605436,HX00000703,1945,60,5436
1945605443,HX00000704,1945,60,5443
1945605462,HX00000705,1945,60,5462
1945605474,HX00000706,1945,60,5474
1945605477,HX00000707,1945,60,5477
1945605480,HX00000708,1945,60,5480
1945605497,HX00000709,1945,60,5497
1945605502,HX00000710,1945,60,5502
1945605511,HX00000711,1945,60,5511
1945605527,HX00000712,1945,60,5527
1945671307,HX00000713,1945,67,1307
1945671317,HX00000714,1945,67,1317
1945671321,HX00000715,1945,67,1321
1945671324,HX00000716,1945,67,1324
1945671325,HX00000717,1945,67,1325
1945671327,HX00000718,1945,67,1327
1945671330,HX00000719,1945,67,1330
1945671339,HX00000720,1945,67,1339
1945671344,HX00000721,1945,67,1344
1945671348,HX00000722,1945,67,1348
1945671350,HX00000723,1945,67,1350
1945671378,HX00000724,1945,67,1378
1945671379,HX00000725,1945,67,1379
1945671390,HX00000726,1945,67,1390
1945671402,HX00000727,1945,67,1402
1945671406,HX00000728,1945,67,1406
1945690395,HX00000729,1945,69,0395
1945814317,HX00000730,1945,81,4317
1945814330,HX00000731,1945,81,4330
1945814338,HX00000732,1945,81,4338
1945814370,HX00000733,1945,81,4370
1945814384,HX00000734,1945,81,4384
1946101375,HX00000735,1946,10,1375
1946101379,HX00000736,1946,10,1379
1946101384,HX00000737,1946,10,1384
1946101624,HX00000738,1946,10,1624
1946101625,HX00000739,1946,10,1625
1946101627,HX00000740,1946,10,1627
1946101628,HX00000741,1946,10,1628
1946101629,HX00000742,1946,10,1629
1946111929,HX00000743,1946,11,1929
1946111935,HX00000744,1946,11,1935
1946111948,HX00000745,1946,11,1948
1946111949,HX00000746,1946,11,1949
1946111972,HX00000747,1946,11,1972
1946111979,HX00000748,1946,11,1979
1946111982,HX00000749,1946,11,1982
1946111996,HX00000750,1946,11,1996
1946111999,HX00000751,1946,11,1999
1946112003,HX00000752,1946,11,2003
1946112005,HX00000753,1946,11,2005
1946112020,HX00000754,1946,11,2020
1946112021,HX00000755,1946,11,2021
1946112036,HX00000756,1946,11,2036
1946112037,HX00000757,1946,11,2037
1946112055,HX00000758,1946,11,2055
1946112057,HX00000759,1946,11,2057
1946112060,HX00000760,1946,11,2060
1946112061,HX00000761,1946,11,2061
1946112088,HX00000762,1946,11,2088
1946112091,HX00000763,1946,11,2091
1946112102,HX00000764,1946,11,2102
1946112107,HX00000765,1946,11,2107
1946112115,HX00000766,1946,11,2115
1946112127,HX00000767,1946,11,2127
1946112129,HX00000768,1946,11,2129
1946112131,HX00000769,1946,11,2131
1946112135,HX00000770,1946,11,2135
1946112146,HX00000771,1946,11,2146
1946112153,HX00000772,1946,11,2153
1946112156,HX00000773,1946,11,2156
1946112173,HX00000774,1946,11,2173
1946112186,HX00000775,1946,11,2186
1946112202,HX00000776,1946,11,2202
1946112207,HX00000777,1946,11,2207
1946137806,HX00000778,1946,13,7806
1946137814,HX00000779,1946,13,7814
1946137815,HX00000780,1946,13,7815
1946137816,HX00000781,1946,13,7816
1946137818,HX00000782,1946,13,7818
1946137825,HX00000783,1946,13,7825
1946137830,HX00000784,1946,13,7830
1946137831,HX00000785,1946,13,7831
1946137841,HX00000786,1946,13,7841
1946137843,HX00000787,1946,13,7843
1946137845,HX00000788,1946,13,7845
1946137855,HX00000789,1946,13,7855
1946137857,HX00000790,1946,13,7857
1946137859,HX00000791,1946,13,7859
1946137861,HX00000792,1946,13,7861
1946137862,HX00000793,1946,13,7862
1946137868,HX00000794,1946,13,7868
1946137869,HX00000795,1946,13,7869
1946137871,HX00000796,1946,13,7871
1946137874,HX00000797,1946,13,7874
1946137879,HX00000798,1946,13,7879
1946137880,HX00000799,1946,13,7880
1946137882,HX00000800,1946,13,7882
1946137887,HX00000801,1946,13,7887
1946137889,HX00000802,1946,13,7889
1946137894,HX00000803,1946,13,7894
1946137895,HX00000804,1946,13,7895
1946137897,HX00000805,1946,13,7897
1946137899,HX00000806,1946,13,7899
1946137903,HX00000807,1946,13,7903
1946137910,HX00000808,1946,13,7910
1946137917,HX00000809,1946,13,7917
1946137918,HX00000810,1946,13,7918
1946137922,HX00000811,1946,13,7922
1946137924,HX00000812,1946,13,7924
1946137925,HX00000813,1946,13,7925
1946137926,HX00000814,1946,13,7926
1946137929,HX00000815,1946,13,7929
1946137943,HX00000816,1946,13,7943
1946137954,HX00000817,1946,13,7954
1946137962,HX00000818,1946,13,7962
1946137964,HX00000819,1946,13,7964
1946137970,HX00000820,1946,13,7970
1946137972,HX00000821,1946,13,7972
1946137974,HX00000822,1946,13,7974
1946137980,HX00000823,1946,13,7980
1946137988,HX00000824,1946,13,7988
1946137989,HX00000825,1946,13,7989
1946137997,HX00000826,1946,13,7997
1946138007,HX00000827,1946,13,8007
1946138008,HX00000828,1946,13,8008
1946138016,HX00000829,1946,13,8016
1946138020,HX00000830,1946,13,8020
1946138031,HX00000831,1946,13,8031
1946138032,HX00000832,1946,13,8032
1946138047,HX00000833,1946,13,8047
1946138058,HX00000834,1946,13,8058
1946138064,HX00000835,1946,13,8064
1946138068,HX00000836,1946,13,8068
1946138069,HX00000837,1946,13,8069
1946138071,HX00000838,1946,13,8071
1946138072,HX00000839,1946,13,8072
1946138074,HX00000840,1946,13,8074
1946138077,HX00000841,1946,13,8077
1946138084,HX00000842,1946,13,8084
1946138094,HX00000843,1946,13,8094
1946138096,HX00000844,1946,13,8096
1946138098,HX00000845,1946,13,8098
1946138106,HX00000846,1946,13,8106
1946138113,HX00000847,1946,13,8113
1946138116,HX00000848,1946,13,8116
1946138142,HX00000849,1946,13,8142
1946138147,HX00000850,1946,13,8147
1946138150,HX00000851,1946,13,8150
1946138155,HX00000852,1946,13,8155
1946138160,HX00000853,1946,13,8160
1946138162,HX00000854,1946,13,8162
1946138165,HX00000855,1946,13,8165
1946138166,HX00000856,1946,13,8166
1946138168,HX00000857,1946,13,8168
1946138169,HX00000858,1946,13,8169
1946138172,HX00000859,1946,13,8172
1946138174,HX00000860,1946,13,8174
1946138176,HX00000861,1946,13,8176
1946138177,HX00000862,1946,13,8177
1946138181,HX00000863,1946,13,8181
1946138211,HX00000864,1946,13,8211
1946138216,HX00000865,1946,13,8216
1946138219,HX00000866,1946,13,8219
1946138223,HX00000867,1946,13,8223
1946138226,HX00000868,1946,13,8226
1946138230,HX00000869,1946,13,8230
1946138236,HX00000870,1946,13,8236
1946138237,HX00000871,1946,13,8237
1946138245,HX00000872,1946,13,8245
1946138246,HX00000873,1946,13,8246
1946138247,HX00000874,1946,13,8247
1946138260,HX00000875,1946,13,8260
1946138269,HX00000876,1946,13,8269
1946138270,HX00000877,1946,13,8270
1946138278,HX00000878,1946,13,8278
1946138279,HX00000879,1946,13,8279
1946138287,HX00000880,1946,13,8287
1946138292,HX00000881,1946,13,8292
1946138294,HX00000882,1946,13,8294
1946138304,HX00000883,1946,13,8304
