UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
12PE00001,12,05,H7412,05,H6281,05,H4017,30,2012057412,2010056281,2008054017,2012057412,2010056281,2008054017,0,0
12PE00002,12,05,H7413,05,H5687,05,H2210,30,2012057413,2010055687,2006052210,2012057413,2010055687,2006052210,0,0
12PE00003,12,05,H7414,05,H5779,05,H5141,30,2012057414,2010055779,2009055141,2012057414,2010055779,2009055141,0,0
12PE00004,12,05,H7415,05,H5779,05,H5141,30,2012057415,2010055779,2009055141,2012057415,2010055779,2009055141,0,0
12PE00005,12,05,H7416,05,H6281,05,H3898,30,2012057416,2010056281,2008053898,2012057416,2010056281,2008053898,0,0
12PE00006,12,05,H7417,05,H6281,05,H3898,30,2012057417,2010056281,2008053898,2012057417,2010056281,2008053898,0,0
12PE00007,12,05,H7418,05,H6281,05,H5634,30,2012057418,2010056281,2010055634,2012057418,2010056281,2010055634,0,0
12PE00008,12,05,H7419,05,H5687,05,H3905,30,2012057419,2010055687,2008053905,2012057419,2010055687,2008053905,0,0
12PE00009,12,05,H7420,05,H5687,05,H3905,30,2012057420,2010055687,2008053905,2012057420,2010055687,2008053905,0,0
12PE00010,12,05,H7421,05,H5779,05,H5866,30,2012057421,2010055779,2010055866,2012057421,2010055779,2010055866,0,0
12PE00011,12,05,H7422,05,H5860,05,H6576,30,2012057422,2010055860,2011056576,2012057422,2010055860,2011056576,0,0
12PE00012,12,05,H7423,00,H6529,05,H4302,30,2012057423,2009006529,2008054302,2012057423,2009006529,2008054302,0,0
12PE00013,12,05,H7424,00,H6529,05,H4302,30,2012057424,2009006529,2008054302,2012057424,2009006529,2008054302,0,0
12PE00014,12,05,H7425,05,H5779,05,H3160,30,2012057425,2010055779,2007053160,2012057425,2010055779,2007053160,0,0
12PE00015,12,05,H7426,05,H5779,05,H3160,30,2012057426,2010055779,2007053160,2012057426,2010055779,2007053160,0,0
12PE00016,12,05,H7427,00,H6529,05,H4831,30,2012057427,2009006529,2009054831,2012057427,2009006529,2009054831,0,0
12PE00017,12,05,H7428,05,H5779,05,H6064,30,2012057428,2010055779,2010056064,2012057428,2010055779,2010056064,0,0
12PE00018,12,05,H7429,05,H5779,05,H4490,30,2012057429,2010055779,2008054490,2012057429,2010055779,2008054490,0,0
12PE00019,12,05,H7430,05,H5779,05,H4490,30,2012057430,2010055779,2008054490,2012057430,2010055779,2008054490,0,0
12PE00020,12,05,H7431,05,H5750,05,H6477,30,2012057431,2010055750,2010056477,2012057431,2010055750,2010056477,0,0
12PE00021,12,05,H7432,05,H5750,05,H6477,30,2012057432,2010055750,2010056477,2012057432,2010055750,2010056477,0,0
12PE00022,12,05,H7433,05,H5750,05,H6477,30,2012057433,2010055750,2010056477,2012057433,2010055750,2010056477,0,0
12PE00023,12,05,H7434,05,H6452,05,H5140,30,2012057434,2010056452,2009055140,2012057434,2010056452,2009055140,0,0
12PE00024,12,05,H7435,05,H6452,05,H5140,30,2012057435,2010056452,2009055140,2012057435,2010056452,2009055140,0,0
12PE00025,12,05,H7436,05,H6281,05,H4936,30,2012057436,2010056281,2009054936,2012057436,2010056281,2009054936,0,0
12PE00026,12,05,H7437,05,H6281,05,H4936,30,2012057437,2010056281,2009054936,2012057437,2010056281,2009054936,0,0
12PE00027,12,05,H7438,00,H6529,05,H4317,30,2012057438,2009006529,2008054317,2012057438,2009006529,2008054317,0,0
12PE00028,12,05,H7439,00,H6529,05,H4317,30,2012057439,2009006529,2008054317,2012057439,2009006529,2008054317,0,0
12PE00029,12,05,H7440,00,H6533,05,H3266,30,2012057440,2009006533,2007053266,2012057440,2009006533,2007053266,0,0
