UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
68PE00001,68116380,65116231,58115060,1968116380,1965116231,1958115060,1968,11,6380,1965,11,6231,1958,11,5060,0,0
68PE00002,68116381,65116231,64116152,1968116381,1965116231,1964116152,1968,11,6381,1965,11,6231,1964,11,6152,0,0
68PE00003,68116382,65116231,62115786,1968116382,1965116231,1962115786,1968,11,6382,1965,11,6231,1962,11,5786,0,0
68PE00004,68116383,65116231,64116122,1968116383,1965116231,1964116122,1968,11,6383,1965,11,6231,1964,11,6122,0,0
68PE00005,68116384,65116231,64116122,1968116384,1965116231,1964116122,1968,11,6384,1965,11,6231,1964,11,6122,0,0
68PE00006,68116385,65116231,63115941,1968116385,1965116231,1963115941,1968,11,6385,1965,11,6231,1963,11,5941,0,0
68PE00007,68116386,65116231,66116270,1968116386,1965116231,1966116270,1968,11,6386,1965,11,6231,1966,11,6270,0,0
68PE00008,68116387,66116255,66116253,1968116387,1966116255,1966116253,1968,11,6387,1966,11,6255,1966,11,6253,0,0
68PE00009,68116388,66116262,64116071,1968116388,1966116262,1964116071,1968,11,6388,1966,11,6262,1964,11,6071,0,0
68PE00010,68116389,65116231,64116136,1968116389,1965116231,1964116136,1968,11,6389,1965,11,6231,1964,11,6136,0,0
68PE00011,68116390,65116231,64116136,1968116390,1965116231,1964116136,1968,11,6390,1965,11,6231,1964,11,6136,0,0
68PE00012,68116391,65116231,64115994,1968116391,1965116231,1964115994,1968,11,6391,1965,11,6231,1964,11,5994,0,0
68PE00013,68116392,65116231,64115994,1968116392,1965116231,1964115994,1968,11,6392,1965,11,6231,1964,11,5994,0,0
68PE00014,68116393,65116231,60115562,1968116393,1965116231,1960115562,1968,11,6393,1965,11,6231,1960,11,5562,0,0
68PE00015,68116394,65116231,66116273,1968116394,1965116231,1966116273,1968,11,6394,1965,11,6231,1966,11,6273,0,0
68PE00016,68116395,66116255,63115923,1968116395,1966116255,1963115923,1968,11,6395,1966,11,6255,1963,11,5923,0,0
68PE00017,68116396,66116255,63115923,1968116396,1966116255,1963115923,1968,11,6396,1966,11,6255,1963,11,5923,0,0
68PE00018,68116397,66116262,64116024,1968116397,1966116262,1964116024,1968,11,6397,1966,11,6262,1964,11,6024,0,0
68PE00019,68116398,65116228,63115911,1968116398,1965116228,1963115911,1968,11,6398,1965,11,6228,1963,11,5911,0,0
68PE00020,68116399,66116283,63115963,1968116399,1966116283,1963115963,1968,11,6399,1966,11,6283,1963,11,5963,0,0
68PE00021,68116400,65116231,62115741,1968116400,1965116231,1962115741,1968,11,6400,1965,11,6231,1962,11,5741,0,0
68PE00022,68116401,65116231,62115736,1968116401,1965116231,1962115736,1968,11,6401,1965,11,6231,1962,11,5736,0,0
68PE00023,68116402,65116231,64116110,1968116402,1965116231,1964116110,1968,11,6402,1965,11,6231,1964,11,6110,0,0
68PE00024,68116403,65116231,64116110,1968116403,1965116231,1964116110,1968,11,6403,1965,11,6231,1964,11,6110,0,0
68PE00025,68116404,65116231,63115920,1968116404,1965116231,1963115920,1968,11,6404,1965,11,6231,1963,11,5920,0,0
68PE00026,68116405,65116231,63115920,1968116405,1965116231,1963115920,1968,11,6405,1965,11,6231,1963,11,5920,0,0
68PE00027,68116406,65116231,66116247,1968116406,1965116231,1966116247,1968,11,6406,1965,11,6231,1966,11,6247,0,0
68PE00028,68149322,64147189,64147390,1968149322,1964147189,1964147390,1968,14,9322,1964,14,7189,1964,14,7390,0,0
68PE00029,68149323,64147189,64147390,1968149323,1964147189,1964147390,1968,14,9323,1964,14,7189,1964,14,7390,0,0
68PE00030,68149324,64147337,66148581,1968149324,1964147337,1966148581,1968,14,9324,1964,14,7337,1966,14,8581,0,0
68PE00031,68149325,65147624,66148517,1968149325,1965147624,1966148517,1968,14,9325,1965,14,7624,1966,14,8517,0,0
68PE00032,68149326,66116255,66148518,1968149326,1966116255,1966148518,1968,14,9326,1966,11,6255,1966,14,8518,0,0
68PE00033,68149327,66116283,66148208,1968149327,1966116283,1966148208,1968,14,9327,1966,11,6283,1966,14,8208,0,0
68PE00034,68149328,66116283,66148208,1968149328,1966116283,1966148208,1968,14,9328,1966,11,6283,1966,14,8208,0,0
68PE00035,68149329,66148257,66148449,1968149329,1966148257,1966148449,1968,14,9329,1966,14,8257,1966,14,8449,0,0
68PE00036,68149330,63147108,66148268,1968149330,1963147108,1966148268,1968,14,9330,1963,14,7108,1966,14,8268,0,0
68PE00037,68149331,63147108,66148268,1968149331,1963147108,1966148268,1968,14,9331,1963,14,7108,1966,14,8268,0,0
68PE00038,68149332,65147945,63146581,1968149332,1965147945,1963146581,1968,14,9332,1965,14,7945,1963,14,6581,0,0
68PE00039,68149333,65147945,63146581,1968149333,1965147945,1963146581,1968,14,9333,1965,14,7945,1963,14,6581,0,0
68PE00040,68149334,63146715,66148454,1968149334,1963146715,1966148454,1968,14,9334,1963,14,6715,1966,14,8454,0,0
