UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
05PE00001,05,05,H1390,04,A9073,05,H0977,30,105051390,102049073,104050977,2005051390,2002049073,2004050977,0,0
05PE00002,05,05,H1391,04,A9073,05,H1153,30,105051391,102049073,104051153,2005051391,2002049073,2004051153,0,0
05PE00003,05,05,H1392,05,P0098,05,H0864,30,105051392,102050098,104050864,2005051392,2002050098,2004050864,0,0
05PE00004,05,05,H1393,04,A9073,05,H1123,30,105051393,102049073,104051123,2005051393,2002049073,2004051123,0,0
05PE00005,05,05,H1394,04,A9073,05,H0987,30,105051394,102049073,104050987,2005051394,2002049073,2004050987,0,0
05PE00006,05,05,H1395,04,A9073,05,H0987,30,105051395,102049073,104050987,2005051395,2002049073,2004050987,0,0
05PE00007,05,05,H1396,04,A9073,05,H1376,30,105051396,102049073,104051376,2005051396,2002049073,2004051376,0,0
05PE00008,05,05,H1397,04,A9073,05,H1376,30,105051397,102049073,104051376,2005051397,2002049073,2004051376,0,0
05PE00009,05,05,H1398,05,P0098,05,H0824,30,105051398,102050098,104050824,2005051398,2002050098,2004050824,0,0
05PE00010,05,05,H1399,05,P0098,05,H0824,30,105051399,102050098,104050824,2005051399,2002050098,2004050824,0,0
05PE00011,05,05,H1400,04,A9073,05,H0761,30,105051400,102049073,104050761,2005051400,2002049073,2004050761,0,0
05PE00012,05,05,H1401,05,P0098,05,H1107,30,105051401,102050098,104051107,2005051401,2002050098,2004051107,0,0
05PE00013,05,05,H1402,05,P0098,05,H0780,30,105051402,102050098,104050780,2005051402,2002050098,2004050780,0,0
05PE00014,05,05,H1403,05,P0098,05,H0780,30,105051403,102050098,104050780,2005051403,2002050098,2004050780,0,0
05PE00015,05,05,H1404,04,A9073,05,H0889,30,105051404,102049073,104050889,2005051404,2002049073,2004050889,0,0
05PE00016,05,05,H1405,04,A9073,05,H0889,30,105051405,102049073,104050889,2005051405,2002049073,2004050889,0,0
05PE00017,05,05,H1406,04,A9073,05,H1187,30,105051406,102049073,104051187,2005051406,2002049073,2004051187,0,0
05PE00018,05,05,H1407,04,A9073,05,H1187,30,105051407,102049073,104051187,2005051407,2002049073,2004051187,0,0
05PE00019,05,05,H1408,05,H0571,05,H1240,30,105051408,103050571,104051240,2005051408,2003050571,2004051240,0,0
05PE00020,05,05,H1409,05,H0571,05,H1240,30,105051409,103050571,104051240,2005051409,2003050571,2004051240,0,0
05PE00021,05,05,H1410,05,H0571,05,H0960,30,105051410,103050571,104050960,2005051410,2003050571,2004050960,0,0
05PE00022,05,05,H1411,05,H0571,05,H0960,30,105051411,103050571,104050960,2005051411,2003050571,2004050960,0,0
05PE00023,05,05,H1412,04,A9073,05,H1095,30,105051412,102049073,104051095,2005051412,2002049073,2004051095,0,0
05PE00024,05,05,H1413,04,A9073,05,H1095,30,105051413,102049073,104051095,2005051413,2002049073,2004051095,0,0
05PE00025,05,05,H1414,04,A9073,05,H1269,30,105051414,102049073,104051269,2005051414,2002049073,2004051269,0,0
05PE00026,05,05,H1415,04,A9073,05,H1269,30,105051415,102049073,104051269,2005051415,2002049073,2004051269,0,0
05PE00027,05,05,H1416,05,H0571,05,H1135,30,105051416,103050571,104051135,2005051416,2003050571,2004051135,0,0
05PE00028,05,05,H1417,05,H0571,05,H1135,30,105051417,103050571,104051135,2005051417,2003050571,2004051135,0,0
05PE00029,05,05,H1418,04,A9073,05,H1336,30,105051418,102049073,104051336,2005051418,2002049073,2004051336,0,0
05PE00030,05,05,H1419,05,H0571,05,H0825,30,105051419,103050571,104050825,2005051419,2003050571,2004050825,0,0
05PE00031,05,05,H1420,05,H0571,05,H0825,30,105051420,103050571,104050825,2005051420,2003050571,2004050825,0,0
05PE00032,05,05,H1421,05,P0098,05,H1121,30,105051421,102050098,104051121,2005051421,2002050098,2004051121,0,0
05PE00033,05,05,H1422,05,P0098,05,H1121,30,105051422,102050098,104051121,2005051422,2002050098,2004051121,0,0
05PE00034,05,05,H1423,05,H0571,05,H1208,30,105051423,103050571,104051208,2005051423,2003050571,2004051208,0,0
05PE00035,05,05,H1424,05,H0571,05,H1208,30,105051424,103050571,104051208,2005051424,2003050571,2004051208,0,0
05PE00036,05,05,H1425,04,A9073,05,H1241,30,105051425,102049073,104051241,2005051425,2002049073,2004051241,0,0
05PE00037,05,05,H1426,05,P0098,05,H0902,30,105051426,102050098,104050902,2005051426,2002050098,2004050902,0,0
05PE00038,05,05,H1427,05,H0571,05,H0988,30,105051427,103050571,104050988,2005051427,2003050571,2004050988,0,0
05PE00039,05,05,H1428,05,H0571,05,H0988,30,105051428,103050571,104050988,2005051428,2003050571,2004050988,0,0
05PE00040,05,05,H1429,05,H0571,05,H1212,30,105051429,103050571,104051212,2005051429,2003050571,2004051212,0,0
05PE00041,05,05,H1430,04,A9073,05,H0873,30,105051430,102049073,104050873,2005051430,2002049073,2004050873,0,0
05PE00042,05,05,H1431,04,A9073,05,H0873,30,105051431,102049073,104050873,2005051431,2002049073,2004050873,0,0
05PE00043,05,05,H1432,05,H0571,05,H1368,30,105051432,103050571,104051368,2005051432,2003050571,2004051368,0,0
05PE00044,05,05,H1433,05,H0571,05,H1368,30,105051433,103050571,104051368,2005051433,2003050571,2004051368,0,0
05PE00045,05,05,H1434,05,P0098,05,H1150,30,105051434,102050098,104051150,2005051434,2002050098,2004051150,0,0
05PE00046,05,05,H1435,05,P0098,05,H0853,30,105051435,102050098,104050853,2005051435,2002050098,2004050853,0,0
05PE00047,05,05,H1436,05,P0098,05,H0853,30,105051436,102050098,104050853,2005051436,2002050098,2004050853,0,0
05PE00048,05,05,H1437,04,A9073,05,H1232,30,105051437,102049073,104051232,2005051437,2002049073,2004051232,0,0
05PE00049,05,05,H1438,05,H0571,05,H1195,30,105051438,103050571,104051195,2005051438,2003050571,2004051195,0,0
05PE00050,05,05,H1439,05,H0571,05,H0951,30,105051439,103050571,104050951,2005051439,2003050571,2004050951,0,0
05PE00051,05,05,H1440,05,H0571,05,H0951,30,105051440,103050571,104050951,2005051440,2003050571,2004050951,0,0
05PE00052,05,05,H1441,04,A9073,05,H1134,30,105051441,102049073,104051134,2005051441,2002049073,2004051134,0,0
05PE00053,05,05,H1442,04,A9073,05,H1303,30,105051442,102049073,104051303,2005051442,2002049073,2004051303,0,0
05PE00054,05,05,H1443,04,A9073,05,H1303,30,105051443,102049073,104051303,2005051443,2002049073,2004051303,0,0
05PE00055,05,05,H1444,04,A9073,05,H1303,30,105051444,102049073,104051303,2005051444,2002049073,2004051303,0,0
05PE00056,05,05,H1445,04,A9073,05,H0850,30,105051445,102049073,104050850,2005051445,2002049073,2004050850,0,0
05PE00057,05,05,H1446,05,H0571,05,H0753,30,105051446,103050571,104050753,2005051446,2003050571,2004050753,0,0
05PE00058,05,05,H1447,05,H0571,05,H0753,30,105051447,103050571,104050753,2005051447,2003050571,2004050753,0,0
05PE00059,05,05,H1448,05,H0571,05,H1338,30,105051448,103050571,104051338,2005051448,2003050571,2004051338,0,0
05PE00060,05,05,H1449,05,H0571,05,H0883,30,105051449,103050571,104050883,2005051449,2003050571,2004050883,0,0
05PE00061,05,05,H1450,05,H0630,05,H0675,30,105051450,103050630,103050675,2005051450,2003050630,2003050675,0,0
05PE00062,05,05,H1451,05,H0630,05,H0675,30,105051451,103050630,103050675,2005051451,2003050630,2003050675,0,0
05PE00063,05,05,H1452,04,A9153,04,A9219,30,105051452,102049153,102049219,2005051452,2002049153,2002049219,0,0
05PE00064,05,05,H1453,05,H0571,05,H1178,30,105051453,103050571,104051178,2005051453,2003050571,2004051178,0,0
05PE00065,05,05,H1454,05,H0571,05,H0979,30,105051454,103050571,104050979,2005051454,2003050571,2004050979,0,0
05PE00066,05,05,H1455,04,A9073,05,H0793,30,105051455,102049073,104050793,2005051455,2002049073,2004050793,0,0
05PE00067,05,05,H1456,05,P0098,05,H1355,30,105051456,102050098,104051355,2005051456,2002050098,2004051355,0,0
05PE00068,05,05,H1457,05,P0098,05,H1355,30,105051457,102050098,104051355,2005051457,2002050098,2004051355,0,0
05PE00069,05,05,H1458,04,A9073,05,H1261,30,105051458,102049073,104051261,2005051458,2002049073,2004051261,0,0
05PE00070,05,05,H1459,05,H0571,05,H0834,30,105051459,103050571,104050834,2005051459,2003050571,2004050834,0,0
05PE00071,05,05,H1460,05,H0571,05,H0834,30,105051460,103050571,104050834,2005051460,2003050571,2004050834,0,0
05PE00072,05,05,H1461,05,H0571,05,H1351,30,105051461,103050571,104051351,2005051461,2003050571,2004051351,0,0
05PE00073,05,05,H1462,05,P0098,05,H0891,30,105051462,102050098,104050891,2005051462,2002050098,2004050891,0,0
05PE00074,05,05,H1463,05,P0098,05,H0891,30,105051463,102050098,104050891,2005051463,2002050098,2004050891,0,0
05PE00075,05,05,H1464,04,A7199,05,H0432,30,105051464,100047199,103050432,2005051464,2000047199,2003050432,0,0
05PE00076,05,05,H1465,05,P0098,05,H0906,30,105051465,102050098,104050906,2005051465,2002050098,2004050906,0,0
05PE00077,05,05,H1466,05,P0098,05,H0906,30,105051466,102050098,104050906,2005051466,2002050098,2004050906,0,0
05PE00078,05,05,H1467,05,P0098,05,H0918,30,105051467,102050098,104050918,2005051467,2002050098,2004050918,0,0
05PE00079,05,05,H1468,05,P0098,05,H1180,30,105051468,102050098,104051180,2005051468,2002050098,2004051180,0,0
05PE00080,05,05,H1469,05,H0571,05,H0833,30,105051469,103050571,104050833,2005051469,2003050571,2004050833,0,0
05PE00081,05,05,H1470,05,H0571,05,H0833,30,105051470,103050571,104050833,2005051470,2003050571,2004050833,0,0
05PE00082,05,05,H1472,05,H0571,05,H0888,30,105051472,103050571,104050888,2005051472,2003050571,2004050888,0,0
05PE00083,05,05,H1473,04,A9232,04,A8851,30,105051473,102049232,101048851,2005051473,2002049232,2001048851,0,0
05PE00084,05,05,H1474,04,A9232,04,A8851,30,105051474,102049232,101048851,2005051474,2002049232,2001048851,0,0
05PE00085,05,05,H1475,04,A9073,05,H1044,30,105051475,102049073,104051044,2005051475,2002049073,2004051044,0,0
05PE00086,05,05,H1476,04,A9073,05,H1044,30,105051476,102049073,104051044,2005051476,2002049073,2004051044,0,0
05PE00087,05,05,H1477,05,H0571,05,H1160,30,105051477,103050571,104051160,2005051477,2003050571,2004051160,0,0
05PE00088,05,05,H1478,05,P0098,05,H1357,30,105051478,102050098,104051357,2005051478,2002050098,2004051357,0,0
05PE00089,05,05,H1479,05,P0098,05,H1357,30,105051479,102050098,104051357,2005051479,2002050098,2004051357,0,0
05PE00090,05,05,H1480,04,A9073,05,H0755,30,105051480,102049073,104050755,2005051480,2002049073,2004050755,0,0
05PE00091,05,05,H1481,04,A9073,05,H1333,30,105051481,102049073,104051333,2005051481,2002049073,2004051333,0,0
05PE00092,05,05,H1482,05,H0571,05,H1169,30,105051482,103050571,104051169,2005051482,2003050571,2004051169,0,0
05PE00093,05,05,H1483,05,H0571,05,H1169,30,105051483,103050571,104051169,2005051483,2003050571,2004051169,0,0
05PE00094,05,05,H1484,04,A8766,05,H0564,30,105051484,101048766,103050564,2005051484,2001048766,2003050564,0,0
05PE00095,05,05,H1485,04,A9088,04,A9841,30,105051485,102049088,102049841,2005051485,2002049088,2002049841,0,0
05PE00096,05,05,H1486,04,A9088,04,A9841,30,105051486,102049088,102049841,2005051486,2002049088,2002049841,0,0
05PE00097,05,05,H1487,04,A9232,04,A8394,30,105051487,102049232,101048394,2005051487,2002049232,2001048394,0,0
05PE00098,05,05,H1488,04,A9232,04,A8394,30,105051488,102049232,101048394,2005051488,2002049232,2001048394,0,0
05PE00099,05,05,H1489,04,A9232,04,A8394,30,105051489,102049232,101048394,2005051489,2002049232,2001048394,0,0
05PE00100,05,05,H1490,04,A7284,04,A9597,30,105051490,100047284,102049597,2005051490,2000047284,2002049597,0,0
05PE00101,05,05,H1491,04,A7284,04,A9597,30,105051491,100047284,102049597,2005051491,2000047284,2002049597,0,0
05PE00102,05,05,H1492,04,A7284,04,A9597,30,105051492,100047284,102049597,2005051492,2000047284,2002049597,0,0
05PE00103,05,05,H1493,04,A8879,05,H0478,30,105051493,101048879,103050478,2005051493,2001048879,2003050478,0,0
05PE00104,05,05,H1494,04,A8879,05,H0478,30,105051494,101048879,103050478,2005051494,2001048879,2003050478,0,0
05PE00105,05,05,H1495,05,H0571,05,H0892,30,105051495,103050571,104050892,2005051495,2003050571,2004050892,0,0
05PE00106,05,05,H1496,05,H0571,05,H0892,30,105051496,103050571,104050892,2005051496,2003050571,2004050892,0,0
05PE00107,05,05,H1497,05,P0098,05,H1019,30,105051497,102050098,104051019,2005051497,2002050098,2004051019,0,0
05PE00108,05,05,H1498,05,P0098,05,H1019,30,105051498,102050098,104051019,2005051498,2002050098,2004051019,0,0
05PE00109,05,05,H1499,04,A9073,05,H1042,30,105051499,102049073,104051042,2005051499,2002049073,2004051042,0,0
05PE00110,05,05,H1500,05,P0098,05,H1369,30,105051500,102050098,104051369,2005051500,2002050098,2004051369,0,0
05PE00111,05,05,H1501,05,P0098,05,H1369,30,105051501,102050098,104051369,2005051501,2002050098,2004051369,0,0
05PE00112,05,05,H1502,04,A7199,05,P0208,30,105051502,100047199,102050208,2005051502,2000047199,2002050208,0,0
05PE00113,05,05,H1503,04,A7199,05,P0208,30,105051503,100047199,102050208,2005051503,2000047199,2002050208,0,0
05PE00114,05,05,H1504,05,H0656,04,A5103,30,105051504,103050656, 98045103,2005051504,2003050656,1998045103,0,0
05PE00115,05,05,H1505,05,H0656,04,A5103,30,105051505,103050656, 98045103,2005051505,2003050656,1998045103,0,0
05PE00116,05,05,H1506,05,H0656,04,A5103,30,105051506,103050656, 98045103,2005051506,2003050656,1998045103,0,0
05PE00117,05,05,H1507,05,H0571,05,H1013,30,105051507,103050571,104051013,2005051507,2003050571,2004051013,0,0
05PE00118,05,05,H1508,05,H0571,05,H1013,30,105051508,103050571,104051013,2005051508,2003050571,2004051013,0,0
05PE00119,05,05,H1509,05,P0098,05,H0877,30,105051509,102050098,104050877,2005051509,2002050098,2004050877,0,0
05PE00120,05,05,H1510,05,P0098,05,H0877,30,105051510,102050098,104050877,2005051510,2002050098,2004050877,0,0
05PE00121,05,05,H1511,05,H0571,05,H1080,30,105051511,103050571,104051080,2005051511,2003050571,2004051080,0,0
05PE00122,05,05,H1512,05,H0571,05,H1080,30,105051512,103050571,104051080,2005051512,2003050571,2004051080,0,0
05PE00123,05,05,H1513,04,A9073,05,H1202,30,105051513,102049073,104051202,2005051513,2002049073,2004051202,0,0
05PE00124,05,05,H1514,05,P0098,05,H1093,30,105051514,102050098,104051093,2005051514,2002050098,2004051093,0,0
05PE00125,05,05,H1515,04,A9073,05,H1058,30,105051515,102049073,104051058,2005051515,2002049073,2004051058,0,0
05PE00126,05,05,H1516,04,A9588,04,A9927,30,105051516,102049588,102049927,2005051516,2002049588,2002049927,0,0
05PE00127,05,05,H1517,04,A9588,04,A9927,30,105051517,102049588,102049927,2005051517,2002049588,2002049927,0,0
05PE00128,05,05,H1518,05,H0630,04,A7265,30,105051518,103050630,100047265,2005051518,2003050630,2000047265,0,0
05PE00129,05,05,H1519,05,H0630,04,A7265,30,105051519,103050630,100047265,2005051519,2003050630,2000047265,0,0
05PE00130,05,05,H1520,04,A9232,05,H0684,30,105051520,102049232,103050684,2005051520,2002049232,2003050684,0,0
05PE00131,05,05,H1521,04,A7199,04,A8505,30,105051521,100047199,101048505,2005051521,2000047199,2001048505,0,0
05PE00132,05,05,H1522,04,A7199,04,A9964,30,105051522,100047199,102049964,2005051522,2000047199,2002049964,0,0
05PE00133,05,05,H1523,04,A7199,04,A9964,30,105051523,100047199,102049964,2005051523,2000047199,2002049964,0,0
05PE00134,05,05,H1524,04,A9232,05,H0439,30,105051524,102049232,103050439,2005051524,2002049232,2003050439,0,0
05PE00135,05,05,H1525,04,A9232,05,H0439,30,105051525,102049232,103050439,2005051525,2002049232,2003050439,0,0
05PE00136,05,05,H1526,04,A9442,04,A7512,30,105051526,102049442,100047512,2005051526,2002049442,2000047512,0,0
