UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
96PE00001,96000000,94041126,95042367,1996000000,1994041126,1995042367,1996,00,0000,1994,04,1126,1995,04,2367,0,0
96PE00002,96042793,94041368,95041971,1996042793,1994041368,1995041971,1996,04,2793,1994,04,1368,1995,04,1971,0,0
96PE00003,96042794,94040708,95042275,1996042794,1994040708,1995042275,1996,04,2794,1994,04,0708,1995,04,2275,0,0
96PE00004,96042795,94040708,95042275,1996042795,1994040708,1995042275,1996,04,2795,1994,04,0708,1995,04,2275,0,0
96PE00005,96042796,94041368,95042535,1996042796,1994041368,1995042535,1996,04,2796,1994,04,1368,1995,04,2535,0,0
96PE00006,96042797,94041368,95042535,1996042797,1994041368,1995042535,1996,04,2797,1994,04,1368,1995,04,2535,0,0
96PE00007,96042798,94041368,95041928,1996042798,1994041368,1995041928,1996,04,2798,1994,04,1368,1995,04,1928,0,0
96PE00008,96042799,94041368,95041951,1996042799,1994041368,1995041951,1996,04,2799,1994,04,1368,1995,04,1951,0,0
96PE00009,96042800,94041264,95042306,1996042800,1994041264,1995042306,1996,04,2800,1994,04,1264,1995,04,2306,0,0
96PE00010,96042801,94041126,95042322,1996042801,1994041126,1995042322,1996,04,2801,1994,04,1126,1995,04,2322,0,0
96PE00011,96042802,94041126,95042322,1996042802,1994041126,1995042322,1996,04,2802,1994,04,1126,1995,04,2322,0,0
96PE00012,96042803,94041368,95042546,1996042803,1994041368,1995042546,1996,04,2803,1994,04,1368,1995,04,2546,0,0
96PE00013,96042804,94041444,95042270,1996042804,1994041444,1995042270,1996,04,2804,1994,04,1444,1995,04,2270,0,0
96PE00014,96042805,94040708,95042243,1996042805,1994040708,1995042243,1996,04,2805,1994,04,0708,1995,04,2243,0,0
96PE00015,96042806,94040708,95042243,1996042806,1994040708,1995042243,1996,04,2806,1994,04,0708,1995,04,2243,0,0
96PE00016,96042807,94444244,95042302,1996042807,1994444244,1995042302,1996,04,2807,1994,44,4244,1995,04,2302,0,0
96PE00017,96042808,94041368,95042358,1996042808,1994041368,1995042358,1996,04,2808,1994,04,1368,1995,04,2358,0,0
96PE00018,96042809,94040708,95041936,1996042809,1994040708,1995041936,1996,04,2809,1994,04,0708,1995,04,1936,0,0
96PE00019,96042810,94040708,95041936,1996042810,1994040708,1995041936,1996,04,2810,1994,04,0708,1995,04,1936,0,0
96PE00020,96042811,94041368,95042075,1996042811,1994041368,1995042075,1996,04,2811,1994,04,1368,1995,04,2075,0,0
96PE00021,96042812,94444345,95042327,1996042812,1994444345,1995042327,1996,04,2812,1994,44,4345,1995,04,2327,0,0
96PE00022,96042813,94444345,95042327,1996042813,1994444345,1995042327,1996,04,2813,1994,44,4345,1995,04,2327,0,0
96PE00023,96042814,94041368,95041903,1996042814,1994041368,1995041903,1996,04,2814,1994,04,1368,1995,04,1903,0,0
96PE00024,96042815,94041368,95041903,1996042815,1994041368,1995041903,1996,04,2815,1994,04,1368,1995,04,1903,0,0
96PE00025,96042816,94041368,95042050,1996042816,1994041368,1995042050,1996,04,2816,1994,04,1368,1995,04,2050,0,0
96PE00026,96042817,94041368,95042050,1996042817,1994041368,1995042050,1996,04,2817,1994,04,1368,1995,04,2050,0,0
96PE00027,96042818,94444244,95042365,1996042818,1994444244,1995042365,1996,04,2818,1994,44,4244,1995,04,2365,0,0
96PE00028,96042819,94444244,95042365,1996042819,1994444244,1995042365,1996,04,2819,1994,44,4244,1995,04,2365,0,0
96PE00029,96042820,94040708,95042523,1996042820,1994040708,1995042523,1996,04,2820,1994,04,0708,1995,04,2523,0,0
96PE00030,96042821,94040708,95042523,1996042821,1994040708,1995042523,1996,04,2821,1994,04,0708,1995,04,2523,0,0
96PE00031,96042822,94444244,95042402,1996042822,1994444244,1995042402,1996,04,2822,1994,44,4244,1995,04,2402,0,0
96PE00032,96042823,94041368,95041918,1996042823,1994041368,1995041918,1996,04,2823,1994,04,1368,1995,04,1918,0,0
96PE00033,96042824,94041368,95042162,1996042824,1994041368,1995042162,1996,04,2824,1994,04,1368,1995,04,2162,0,0
96PE00034,96042825,94040708,95042017,1996042825,1994040708,1995042017,1996,04,2825,1994,04,0708,1995,04,2017,0,0
96PE00035,96042826,94041368,95042233,1996042826,1994041368,1995042233,1996,04,2826,1994,04,1368,1995,04,2233,0,0
96PE00036,96042827,94040708,95041909,1996042827,1994040708,1995041909,1996,04,2827,1994,04,0708,1995,04,1909,0,0
96PE00037,96042828,94040987,95042277,1996042828,1994040987,1995042277,1996,04,2828,1994,04,0987,1995,04,2277,0,0
96PE00038,96042829,94444367,95042323,1996042829,1994444367,1995042323,1996,04,2829,1994,44,4367,1995,04,2323,0,0
96PE00039,96042830,94444367,95042323,1996042830,1994444367,1995042323,1996,04,2830,1994,44,4367,1995,04,2323,0,0
96PE00040,96042831,94040708,95041866,1996042831,1994040708,1995041866,1996,04,2831,1994,04,0708,1995,04,1866,0,0
96PE00041,96042832,94040708,95041927,1996042832,1994040708,1995041927,1996,04,2832,1994,04,0708,1995,04,1927,0,0
96PE00042,96042833,94041567,94041535,1996042833,1994041567,1994041535,1996,04,2833,1994,04,1567,1994,04,1535,0,0
96PE00043,96042834,94041399,91036769,1996042834,1994041399,1991036769,1996,04,2834,1994,04,1399,1991,03,6769,0,0
96PE00044,96042835,94041399,91036769,1996042835,1994041399,1991036769,1996,04,2835,1994,04,1399,1991,03,6769,0,0
96PE00045,96042836,94041399,91036769,1996042836,1994041399,1991036769,1996,04,2836,1994,04,1399,1991,03,6769,0,0
96PE00046,96042837,94040708,95041919,1996042837,1994040708,1995041919,1996,04,2837,1994,04,0708,1995,04,1919,0,0
96PE00047,96042838,94040708,95042079,1996042838,1994040708,1995042079,1996,04,2838,1994,04,0708,1995,04,2079,0,0
96PE00048,96042839,94041423,91036630,1996042839,1994041423,1991036630,1996,04,2839,1994,04,1423,1991,03,6630,0,0
96PE00049,96042840,94041444,95042510,1996042840,1994041444,1995042510,1996,04,2840,1994,04,1444,1995,04,2510,0,0
96PE00050,96042841,94040708,95041796,1996042841,1994040708,1995041796,1996,04,2841,1994,04,0708,1995,04,1796,0,0
