UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
80PE00001,80020016,79018776,78017086,1980020016,1979018776,1978017086,1980,02,0016,1979,01,8776,1978,01,7086,0,0
80PE00002,80020025,79018776,78017252,1980020025,1979018776,1978017252,1980,02,0025,1979,01,8776,1978,01,7252,0,0
80PE00003,80020031,79018685,72011459,1980020031,1979018685,1972011459,1980,02,0031,1979,01,8685,1972,01,1459,0,0
80PE00004,80020032,79018685,72011459,1980020032,1979018685,1972011459,1980,02,0032,1979,01,8685,1972,01,1459,0,0
80PE00005,80020036,75014274,75013710,1980020036,1975014274,1975013710,1980,02,0036,1975,01,4274,1975,01,3710,0,0
80PE00006,80020037,78017018,78017007,1980020037,1978017018,1978017007,1980,02,0037,1978,01,7018,1978,01,7007,0,0
80PE00007,80020038,78017018,78017269,1980020038,1978017018,1978017269,1980,02,0038,1978,01,7018,1978,01,7269,0,0
80PE00008,80020039,78017323,77015943,1980020039,1978017323,1977015943,1980,02,0039,1978,01,7323,1977,01,5943,0,0
80PE00009,80020042,79018675,78017131,1980020042,1979018675,1978017131,1980,02,0042,1979,01,8675,1978,01,7131,0,0
80PE00010,80020043,79018675,78017131,1980020043,1979018675,1978017131,1980,02,0043,1979,01,8675,1978,01,7131,0,0
80PE00011,80020044,79018675,77015570,1980020044,1979018675,1977015570,1980,02,0044,1979,01,8675,1977,01,5570,0,0
80PE00012,80020045,79018675,77015570,1980020045,1979018675,1977015570,1980,02,0045,1979,01,8675,1977,01,5570,0,0
80PE00013,80020047,75014274,74012836,1980020047,1975014274,1974012836,1980,02,0047,1975,01,4274,1974,01,2836,0,0
80PE00014,80020048,75014274,74012836,1980020048,1975014274,1974012836,1980,02,0048,1975,01,4274,1974,01,2836,0,0
