UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
82PE00001,82022989,80020354,76014627,1982022989,1980020354,1976014627,1982,02,2989,1980,02,0354,1976,01,4627,0,0
82PE00002,82022990,80020354,76014627,1982022990,1980020354,1976014627,1982,02,2990,1980,02,0354,1976,01,4627,0,0
82PE00003,82022996,81021430,80020228,1982022996,1981021430,1980020228,1982,02,2996,1981,02,1430,1980,02,0228,0,0
82PE00004,82022997,81021430,76014555,1982022997,1981021430,1976014555,1982,02,2997,1981,02,1430,1976,01,4555,0,0
82PE00005,82022998,81021430,76014555,1982022998,1981021430,1976014555,1982,02,2998,1981,02,1430,1976,01,4555,0,0
82PE00006,82023000,80020354,77015764,1982023000,1980020354,1977015764,1982,02,3000,1980,02,0354,1977,01,5764,0,0
82PE00007,82023001,80020354,77015764,1982023001,1980020354,1977015764,1982,02,3001,1980,02,0354,1977,01,5764,0,0
82PE00008,82023002,81021407,79018472,1982023002,1981021407,1979018472,1982,02,3002,1981,02,1407,1979,01,8472,0,0
82PE00009,82023003,81021407,79018472,1982023003,1981021407,1979018472,1982,02,3003,1981,02,1407,1979,01,8472,0,0
82PE00010,82023004,75014274,74012974,1982023004,1975014274,1974012974,1982,02,3004,1975,01,4274,1974,01,2974,0,0
82PE00011,82023005,75014274,74012974,1982023005,1975014274,1974012974,1982,02,3005,1975,01,4274,1974,01,2974,0,0
82PE00012,82023006,80020123,79018627,1982023006,1980020123,1979018627,1982,02,3006,1980,02,0123,1979,01,8627,0,0
82PE00013,82023007,80020123,79018627,1982023007,1980020123,1979018627,1982,02,3007,1980,02,0123,1979,01,8627,0,0
82PE00014,82023008,80020354,79018535,1982023008,1980020354,1979018535,1982,02,3008,1980,02,0354,1979,01,8535,0,0
82PE00015,82023009,81021554,79018738,1982023009,1981021554,1979018738,1982,02,3009,1981,02,1554,1979,01,8738,0,0
82PE00016,82023010,81021554,79018738,1982023010,1981021554,1979018738,1982,02,3010,1981,02,1554,1979,01,8738,0,0
82PE00017,82023011,80020123,79018748,1982023011,1980020123,1979018748,1982,02,3011,1980,02,0123,1979,01,8748,0,0
82PE00018,82023012,81021643,78017076,1982023012,1981021643,1978017076,1982,02,3012,1981,02,1643,1978,01,7076,0,0
82PE00019,82023013,81021643,78017076,1982023013,1981021643,1978017076,1982,02,3013,1981,02,1643,1978,01,7076,0,0
82PE00020,82023014,81021554,76014975,1982023014,1981021554,1976014975,1982,02,3014,1981,02,1554,1976,01,4975,0,0
82PE00021,82023015,81021643,77015656,1982023015,1981021643,1977015656,1982,02,3015,1981,02,1643,1977,01,5656,0,0
82PE00022,82023016,81021643,77015656,1982023016,1981021643,1977015656,1982,02,3016,1981,02,1643,1977,01,5656,0,0
82PE00023,82023017,80020371,78017210,1982023017,1980020371,1978017210,1982,02,3017,1980,02,0371,1978,01,7210,0,0
82PE00024,82023018,80020371,78017210,1982023018,1980020371,1978017210,1982,02,3018,1980,02,0371,1978,01,7210,0,0
82PE00025,82023019,81021554,77015598,1982023019,1981021554,1977015598,1982,02,3019,1981,02,1554,1977,01,5598,0,0
82PE00026,82023020,81021554,77015598,1982023020,1981021554,1977015598,1982,02,3020,1981,02,1554,1977,01,5598,0,0
82PE00027,82023021,80020123,78017159,1982023021,1980020123,1978017159,1982,02,3021,1980,02,0123,1978,01,7159,0,0
82PE00028,82023022,81021554,77015734,1982023022,1981021554,1977015734,1982,02,3022,1981,02,1554,1977,01,5734,0,0
82PE00029,82023023,81021554,77015734,1982023023,1981021554,1977015734,1982,02,3023,1981,02,1554,1977,01,5734,0,0
82PE00030,82023024,80020354,80020120,1982023024,1980020354,1980020120,1982,02,3024,1980,02,0354,1980,02,0120,0,0
82PE00031,82023025,80020354,80020120,1982023025,1980020354,1980020120,1982,02,3025,1980,02,0354,1980,02,0120,0,0
82PE00032,82023027,81021554,80020444,1982023027,1981021554,1980020444,1982,02,3027,1981,02,1554,1980,02,0444,0,0
82PE00033,82023028,81021554,80020444,1982023028,1981021554,1980020444,1982,02,3028,1981,02,1554,1980,02,0444,0,0
82PE00034,82023029,80020123,78017041,1982023029,1980020123,1978017041,1982,02,3029,1980,02,0123,1978,01,7041,0,0
82PE00035,82023030,80020123,78017041,1982023030,1980020123,1978017041,1982,02,3030,1980,02,0123,1978,01,7041,0,0
82PE00036,82023033,80020326,76014578,1982023033,1980020326,1976014578,1982,02,3033,1980,02,0326,1976,01,4578,0,0
82PE00037,82023034,80020326,76014578,1982023034,1980020326,1976014578,1982,02,3034,1980,02,0326,1976,01,4578,0,0
82PE00038,82023035,80020326,76014578,1982023035,1980020326,1976014578,1982,02,3035,1980,02,0326,1976,01,4578,0,0
82PE00039,82023036,80020123,80020342,1982023036,1980020123,1980020342,1982,02,3036,1980,02,0123,1980,02,0342,0,0
82PE00040,82023037,80020123,80020342,1982023037,1980020123,1980020342,1982,02,3037,1980,02,0123,1980,02,0342,0,0
82PE00041,82023038,80020123,76014716,1982023038,1980020123,1976014716,1982,02,3038,1980,02,0123,1976,01,4716,0,0
82PE00042,82023039,80020123,76014716,1982023039,1980020123,1976014716,1982,02,3039,1980,02,0123,1976,01,4716,0,0
82PE00043,82023040,80020326,79018542,1982023040,1980020326,1979018542,1982,02,3040,1980,02,0326,1979,01,8542,0,0
82PE00044,82023041,80020326,79018412,1982023041,1980020326,1979018412,1982,02,3041,1980,02,0326,1979,01,8412,0,0
82PE00045,82023042,80020326,79018412,1982023042,1980020326,1979018412,1982,02,3042,1980,02,0326,1979,01,8412,0,0
82PE00046,82023043,81021407,76014557,1982023043,1981021407,1976014557,1982,02,3043,1981,02,1407,1976,01,4557,0,0
82PE00047,82023044,81021407,80020298,1982023044,1981021407,1980020298,1982,02,3044,1981,02,1407,1980,02,0298,0,0
82PE00048,82023045,81021407,80020298,1982023045,1981021407,1980020298,1982,02,3045,1981,02,1407,1980,02,0298,0,0
82PE00049,82023046,81021643,79018529,1982023046,1981021643,1979018529,1982,02,3046,1981,02,1643,1979,01,8529,0,0
82PE00050,82023047,81021643,79018529,1982023047,1981021643,1979018529,1982,02,3047,1981,02,1643,1979,01,8529,0,0
82PE00051,82023048,80020123,77015987,1982023048,1980020123,1977015987,1982,02,3048,1980,02,0123,1977,01,5987,0,0
82PE00052,82023050,81021643,80020316,1982023050,1981021643,1980020316,1982,02,3050,1981,02,1643,1980,02,0316,0,0
82PE00053,82023051,81021643,80020316,1982023051,1981021643,1980020316,1982,02,3051,1981,02,1643,1980,02,0316,0,0
82PE00054,82023052,80020371,77015777,1982023052,1980020371,1977015777,1982,02,3052,1980,02,0371,1977,01,5777,0,0
82PE00055,82023053,80020371,77015777,1982023053,1980020371,1977015777,1982,02,3053,1980,02,0371,1977,01,5777,0,0
82PE00056,82023054,81021430,78017166,1982023054,1981021430,1978017166,1982,02,3054,1981,02,1430,1978,01,7166,0,0
82PE00057,82023055,81021430,78017166,1982023055,1981021430,1978017166,1982,02,3055,1981,02,1430,1978,01,7166,0,0
82PE00058,82023056,75014274,74013092,1982023056,1975014274,1974013092,1982,02,3056,1975,01,4274,1974,01,3092,0,0
82PE00059,82023057,75014274,74013092,1982023057,1975014274,1974013092,1982,02,3057,1975,01,4274,1974,01,3092,0,0
82PE00060,82023058,75014274,74013092,1982023058,1975014274,1974013092,1982,02,3058,1975,01,4274,1974,01,3092,0,0
82PE00061,82023059,81021430,79018394,1982023059,1981021430,1979018394,1982,02,3059,1981,02,1430,1979,01,8394,0,0
82PE00062,82023060,81021430,79018394,1982023060,1981021430,1979018394,1982,02,3060,1981,02,1430,1979,01,8394,0,0
82PE00063,82023061,81021430,79018394,1982023061,1981021430,1979018394,1982,02,3061,1981,02,1430,1979,01,8394,0,0
82PE00064,82023062,81021643,79018476,1982023062,1981021643,1979018476,1982,02,3062,1981,02,1643,1979,01,8476,0,0
82PE00065,82023063,81021643,79018476,1982023063,1981021643,1979018476,1982,02,3063,1981,02,1643,1979,01,8476,0,0
82PE00066,82023064,81021407,76014898,1982023064,1981021407,1976014898,1982,02,3064,1981,02,1407,1976,01,4898,0,0
82PE00067,82023065,81021407,76014898,1982023065,1981021407,1976014898,1982,02,3065,1981,02,1407,1976,01,4898,0,0
82PE00068,82023066,80020123,76014768,1982023066,1980020123,1976014768,1982,02,3066,1980,02,0123,1976,01,4768,0,0
82PE00069,82023067,80020123,76014768,1982023067,1980020123,1976014768,1982,02,3067,1980,02,0123,1976,01,4768,0,0
82PE00070,82023068,81021430,77015969,1982023068,1981021430,1977015969,1982,02,3068,1981,02,1430,1977,01,5969,0,0
82PE00071,82023069,81021430,77015969,1982023069,1981021430,1977015969,1982,02,3069,1981,02,1430,1977,01,5969,0,0
82PE00072,82023070,80020326,80020384,1982023070,1980020326,1980020384,1982,02,3070,1980,02,0326,1980,02,0384,0,0
82PE00073,82023072,80020371,80020288,1982023072,1980020371,1980020288,1982,02,3072,1980,02,0371,1980,02,0288,0,0
82PE00074,82023073,80020371,80020288,1982023073,1980020371,1980020288,1982,02,3073,1980,02,0371,1980,02,0288,0,0
82PE00075,82023074,80020326,79018386,1982023074,1980020326,1979018386,1982,02,3074,1980,02,0326,1979,01,8386,0,0
82PE00076,82023075,80020326,79018386,1982023075,1980020326,1979018386,1982,02,3075,1980,02,0326,1979,01,8386,0,0
82PE00077,82023076,81021554,78017131,1982023076,1981021554,1978017131,1982,02,3076,1981,02,1554,1978,01,7131,0,0
82PE00078,82023077,81021554,78017131,1982023077,1981021554,1978017131,1982,02,3077,1981,02,1554,1978,01,7131,0,0
82PE00079,82023078,81021643,75013822,1982023078,1981021643,1975013822,1982,02,3078,1981,02,1643,1975,01,3822,0,0
82PE00080,82023079,81021643,75013822,1982023079,1981021643,1975013822,1982,02,3079,1981,02,1643,1975,01,3822,0,0
82PE00081,82023080,80020354,79018551,1982023080,1980020354,1979018551,1982,02,3080,1980,02,0354,1979,01,8551,0,0
82PE00082,82023081,80020354,79018551,1982023081,1980020354,1979018551,1982,02,3081,1980,02,0354,1979,01,8551,0,0
