UID,LAMBID,SIREID,DAMID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
02PE01204,102050098, 99046911, 99046668,02,05,P0098,04,A6911,04,A6668,30,2002050098,1999046911,1999046668,0,0
02PE01205,102050099,100047302, 95042017,02,05,P0099,04,A7302,04,A2017,30,2002050099,2000047302,1995042017,0,0
02PE01206,102050100,100047302, 95042017,02,05,P0100,04,A7302,04,A2017,30,2002050100,2000047302,1995042017,0,0
02PE01207,102050101,100047302, 95042017,02,05,P0101,04,A7302,04,A2017,30,2002050101,2000047302,1995042017,0,0
02PE01208,102050102,100047302, 95042017,02,05,P0102,04,A7302,04,A2017,30,2002050102,2000047302,1995042017,0,0
02PE01209,102050103, 99046642,101048695,02,05,P0103,04,A6642,04,A8695,30,2002050103,1999046642,2001048695,0,0
02PE01210,102050104, 99046642,101048695,02,05,P0104,04,A6642,04,A8695,30,2002050104,1999046642,2001048695,0,0
02PE01211,102050105,100047302, 95042128,02,05,P0105,04,A7302,04,A2128,30,2002050105,2000047302,1995042128,0,0
02PE01212,102050106,100047302, 95042128,02,05,P0106,04,A7302,04,A2128,30,2002050106,2000047302,1995042128,0,0
02PE01213,102050107, 99046853, 98045927,02,05,P0107,04,A6853,04,A5927,30,2002050107,1999046853,1998045927,0,0
02PE01214,102050108, 99046853, 98045927,02,05,P0108,04,A6853,04,A5927,30,2002050108,1999046853,1998045927,0,0
02PE01215,102050109, 99046853, 98045927,02,05,P0109,04,A6853,04,A5927,30,2002050109,1999046853,1998045927,0,0
02PE01216,102050110, 99046853, 98045927,02,05,P0110,04,A6853,04,A5927,30,2002050110,1999046853,1998045927,0,0
02PE01217,102050111, 99046761,101048521,02,05,P0111,04,A6761,04,A8521,73,2002050111,1999046761,2001048521,0,0
02PE01218,102050112,100047760, 97044462,02,05,P0112,04,A7760,04,A4462,30,2002050112,2000047760,1997044462,0,0
02PE01219,102050113,100047760, 97044462,02,05,P0113,04,A7760,04,A4462,30,2002050113,2000047760,1997044462,0,0
02PE01220,102050114,100047760, 97044462,02,05,P0114,04,A7760,04,A4462,30,2002050114,2000047760,1997044462,0,0
02PE01221,102050115,100047738, 96043604,02,05,P0115,04,A7738,04,A3604,30,2002050115,2000047738,1996043604,0,0
02PE01222,102050116,100047738, 96043604,02,05,P0116,04,A7738,04,A3604,30,2002050116,2000047738,1996043604,0,0
02PE01223,102050117, 99046853, 98045833,02,05,P0117,04,A6853,04,A5833,30,2002050117,1999046853,1998045833,0,0
02PE01224,102050118, 99046853, 98045833,02,05,P0118,04,A6853,04,A5833,30,2002050118,1999046853,1998045833,0,0
02PE01225,102050119,100816945,101048851,02,05,P0119,81,Z6945,04,A8851,80,2002050119,2000816945,2001048851,0,0
02PE01226,102050120,100047738, 98045674,02,05,P0120,04,A7738,04,A5674,30,2002050120,2000047738,1998045674,0,0
02PE01227,102050121,100047738, 98045674,02,05,P0121,04,A7738,04,A5674,30,2002050121,2000047738,1998045674,0,0
02PE01228,102050122, 97044203,101048622,02,05,P0122,04,A4203,04,A8622,72,2002050122,1997044203,2001048622,0,0
02PE01229,102050123, 97044203,101048622,02,05,P0123,04,A4203,04,A8622,72,2002050123,1997044203,2001048622,0,0
02PE01230,102050124, 99046911,100047059,02,05,P0124,04,A6911,04,A7059,30,2002050124,1999046911,2000047059,0,0
02PE01231,102050125,100047355, 96043248,02,05,P0125,04,A7355,04,A3248,30,2002050125,2000047355,1996043248,0,0
02PE01232,102050126,100047355, 96043248,02,05,P0126,04,A7355,04,A3248,30,2002050126,2000047355,1996043248,0,0
02PE01233,102050127,100047355, 96043248,02,05,P0127,04,A7355,04,A3248,30,2002050127,2000047355,1996043248,0,0
02PE01234,102050128, 99046529,100000100,02,05,P0128,04,A6529,00,00100,30,2002050128,1999046529,2000000100,0,0
02PE01235,102050129,100047760, 99046233,02,05,P0129,04,A7760,04,A6233,30,2002050129,2000047760,1999046233,0,0
02PE01236,102050130,100047760, 99046233,02,05,P0130,04,A7760,04,A6233,30,2002050130,2000047760,1999046233,0,0
02PE01237,102050131,101048325, 99090952,02,05,P0131,04,A8325,09,90952,30,2002050131,2001048325,1999090952,0,0
02PE01238,102050132,101048325, 99090952,02,05,P0132,04,A8325,09,90952,30,2002050132,2001048325,1999090952,0,0
02PE01239,102050133, 99046563,101817333,02,05,P0133,04,A6563,81,Z7333,80,2002050133,1999046563,2001817333,0,0
02PE01240,102050134, 99046563,101817333,02,05,P0134,04,A6563,81,Z7333,80,2002050134,1999046563,2001817333,0,0
02PE01241,102050135, 99046529, 99046285,02,05,P0135,04,A6529,04,A6285,30,2002050135,1999046529,1999046285,0,0
02PE01242,102050136, 99046529, 99046285,02,05,P0136,04,A6529,04,A6285,30,2002050136,1999046529,1999046285,0,0
02PE01243,102050137,101048325, 99046435,02,05,P0137,04,A8325,04,A6435,30,2002050137,2001048325,1999046435,0,0
02PE01244,102050138,101048325, 99046435,02,05,P0138,04,A8325,04,A6435,30,2002050138,2001048325,1999046435,0,0
02PE01245,102050139,100047882, 97814488,02,05,P0139,04,A7882,81,Z4488,80,2002050139,2000047882,1997814488,0,0
02PE01246,102050140,100047882, 97814488,02,05,P0140,04,A7882,81,Z4488,80,2002050140,2000047882,1997814488,0,0
02PE01247,102050141,100047882, 97814488,02,05,P0141,04,A7882,81,Z4488,80,2002050141,2000047882,1997814488,0,0
02PE01248,102050142,100047355, 97814505,02,05,P0142,04,A7355,81,Z4505,80,2002050142,2000047355,1997814505,0,0
02PE01249,102050143,100047355, 97814505,02,05,P0143,04,A7355,81,Z4505,80,2002050143,2000047355,1997814505,0,0
02PE01250,102050144,100047355, 97814505,02,05,P0144,04,A7355,81,Z4505,80,2002050144,2000047355,1997814505,0,0
02PE01251,102050145,100047199, 98045836,02,05,P0145,04,A7199,04,A5836,30,2002050145,2000047199,1998045836,0,0
02PE01252,102050146,100047199, 98045836,02,05,P0146,04,A7199,04,A5836,30,2002050146,2000047199,1998045836,0,0
02PE01253,102050147,100047284, 98045500,02,05,P0147,04,A7284,04,A5500,30,2002050147,2000047284,1998045500,0,0
02PE01254,102050148,100047284, 98045500,02,05,P0148,04,A7284,04,A5500,30,2002050148,2000047284,1998045500,0,0
02PE01255,102050149, 99046934, 95042257,02,05,P0149,04,A6934,04,A2257,30,2002050149,1999046934,1995042257,0,0
02PE01256,102050150, 99046934, 95042257,02,05,P0150,04,A6934,04,A2257,30,2002050150,1999046934,1995042257,0,0
02PE01257,102050151,100047302, 98045364,02,05,P0151,04,A7302,04,A5364,30,2002050151,2000047302,1998045364,0,0
02PE01258,102050152,100047302, 98045364,02,05,P0152,04,A7302,04,A5364,30,2002050152,2000047302,1998045364,0,0
02PE01259,102050153,100047302, 98045364,02,05,P0153,04,A7302,04,A5364,30,2002050153,2000047302,1998045364,0,0
02PE01260,102050154, 99046925,101048207,02,05,P0154,04,A6925,04,A8207,30,2002050154,1999046925,2001048207,0,0
02PE01261,102050155, 99046925,101048207,02,05,P0155,04,A6925,04,A8207,30,2002050155,1999046925,2001048207,0,0
02PE01262,102050156, 99046501, 98008423,02,05,P0156,04,A6501,00, 8423,30,2002050156,1999046501,1998008423,0,0
02PE01263,102050157, 99046501, 98008423,02,05,P0157,04,A6501,00, 8423,30,2002050157,1999046501,1998008423,0,0
02PE01264,102050158, 99046761,101048813,02,05,P0158,04,A6761,04,A8813,30,2002050158,1999046761,2001048813,0,0
02PE01265,102050159, 99046761,101048813,02,05,P0159,04,A6761,04,A8813,30,2002050159,1999046761,2001048813,0,0
02PE01266,102050160, 99046853, 97044777,02,05,P0160,04,A6853,04,A4777,30,2002050160,1999046853,1997044777,0,0
02PE01267,102050161, 99046853, 97044777,02,05,P0161,04,A6853,04,A4777,30,2002050161,1999046853,1997044777,0,0
02PE01268,102050162, 99046853, 97044777,02,05,P0162,04,A6853,04,A4777,30,2002050162,1999046853,1997044777,0,0
02PE01269,102050163, 99046853, 97044777,02,05,P0163,04,A6853,04,A4777,30,2002050163,1999046853,1997044777,0,0
02PE01270,102050164, 99046853, 95042730,02,05,P0164,04,A6853,04,A2730,30,2002050164,1999046853,1995042730,0,0
02PE01271,102050165, 99046853, 95042730,02,05,P0165,04,A6853,04,A2730,30,2002050165,1999046853,1995042730,0,0
02PE01272,102050166, 99046911,100047449,02,05,P0166,04,A6911,04,A7449,30,2002050166,1999046911,2000047449,0,0
02PE01273,102050167, 99046641,100047288,02,05,P0167,04,A6641,04,A7288,30,2002050167,1999046641,2000047288,0,0
02PE01274,102050168, 99046641,100047288,02,05,P0168,04,A6641,04,A7288,30,2002050168,1999046641,2000047288,0,0
02PE01275,102050169, 99046641,100047288,02,05,P0169,04,A6641,04,A7288,30,2002050169,1999046641,2000047288,0,0
02PE01276,102050170,100047638, 99046947,02,05,P0170,04,A7638,04,A6947,30,2002050170,2000047638,1999046947,0,0
02PE01277,102050171,100047638, 99046947,02,05,P0171,04,A7638,04,A6947,30,2002050171,2000047638,1999046947,0,0
02PE01278,102050172,100816945,101048688,02,05,P0172,81,Z6945,04,A8688,80,2002050172,2000816945,2001048688,0,0
02PE01279,102050173, 99046853, 98045783,02,05,P0173,04,A6853,04,A5783,30,2002050173,1999046853,1998045783,0,0
02PE01280,102050174, 99046853, 97044399,02,05,P0174,04,A6853,04,A4399,30,2002050174,1999046853,1997044399,0,0
02PE01281,102050175, 99046853, 97044399,02,05,P0175,04,A6853,04,A4399,30,2002050175,1999046853,1997044399,0,0
02PE01282,102050176, 99046853, 97044399,02,05,P0176,04,A6853,04,A4399,30,2002050176,1999046853,1997044399,0,0
02PE01283,102050177,101048325, 96042848,02,05,P0177,04,A8325,04,A2848,30,2002050177,2001048325,1996042848,0,0
02PE01284,102050178,101048325, 96042848,02,05,P0178,04,A8325,04,A2848,30,2002050178,2001048325,1996042848,0,0
02PE01285,102050179,101048325, 96042848,02,05,P0179,04,A8325,04,A2848,30,2002050179,2001048325,1996042848,0,0
02PE01286,102050180,101048325, 97044857,02,05,P0180,04,A8325,04,A4857,30,2002050180,2001048325,1997044857,0,0
02PE01287,102050181,101048325, 97044857,02,05,P0181,04,A8325,04,A4857,30,2002050181,2001048325,1997044857,0,0
02PE01288,102050182,100047199, 98045116,02,05,P0182,04,A7199,04,A5116,30,2002050182,2000047199,1998045116,0,0
02PE01289,102050183,100047199, 98045116,02,05,P0183,04,A7199,04,A5116,30,2002050183,2000047199,1998045116,0,0
02PE01290,102050184,100047199, 98045116,02,05,P0184,04,A7199,04,A5116,30,2002050184,2000047199,1998045116,0,0
02PE01291,102050185,100047226, 99046588,02,05,P0185,04,A7226,04,A6588,30,2002050185,2000047226,1999046588,0,0
02PE01292,102050186,100047226, 99046588,02,05,P0186,04,A7226,04,A6588,30,2002050186,2000047226,1999046588,0,0
02PE01293,102050187,100047226, 99046588,02,05,P0187,04,A7226,04,A6588,30,2002050187,2000047226,1999046588,0,0
02PE01294,102050188, 99046853, 97044715,02,05,P0188,04,A6853,04,A4715,30,2002050188,1999046853,1997044715,0,0
02PE01295,102050189, 99046853, 97044715,02,05,P0189,04,A6853,04,A4715,30,2002050189,1999046853,1997044715,0,0
02PE01296,102050190, 99046853, 97044715,02,05,P0190,04,A6853,04,A4715,30,2002050190,1999046853,1997044715,0,0
02PE01297,102050191, 99046853, 97044715,02,05,P0191,04,A6853,04,A4715,30,2002050191,1999046853,1997044715,0,0
02PE01298,102050192,100047199, 99090694,02,05,P0192,04,A7199,09,90694,30,2002050192,2000047199,1999090694,0,0
02PE01299,102050193,100047199, 99090694,02,05,P0193,04,A7199,09,90694,30,2002050193,2000047199,1999090694,0,0
02PE01300,102050194,100047199, 99090694,02,05,P0194,04,A7199,09,90694,30,2002050194,2000047199,1999090694,0,0
02PE01301,102050195, 99046501, 99090743,02,05,P0195,04,A6501,09,90743,30,2002050195,1999046501,1999090743,0,0
02PE01302,102050196, 99046216, 96042919,02,05,P0196,04,A6216,04,A2919,30,2002050196,1999046216,1996042919,0,0
02PE01303,102050197,100047199, 96042986,02,05,P0197,04,A7199,04,A2986,30,2002050197,2000047199,1996042986,0,0
02PE01304,102050198,100047199, 96042986,02,05,P0198,04,A7199,04,A2986,30,2002050198,2000047199,1996042986,0,0
02PE01305,102050199, 97044203,101048413,02,05,P0199,04,A4203,04,A8413,72,2002050199,1997044203,2001048413,0,0
02PE01306,102050200,100047302, 99046310,02,05,P0200,04,A7302,04,A6310,30,2002050200,2000047302,1999046310,0,0
02PE01307,102050201,100047302, 99046310,02,05,P0201,04,A7302,04,A6310,30,2002050201,2000047302,1999046310,0,0
02PE01308,102050202,101048325, 96043952,02,05,P0202,04,A8325,04,A3952,30,2002050202,2001048325,1996043952,0,0
02PE01309,102050203,101048325, 96043952,02,05,P0203,04,A8325,04,A3952,30,2002050203,2001048325,1996043952,0,0
02PE01310,102050204,101048325, 96043952,02,05,P0204,04,A8325,04,A3952,30,2002050204,2001048325,1996043952,0,0
02PE01311,102050205, 99046642,101048290,02,05,P0205,04,A6642,04,A8290,73,2002050205,1999046642,2001048290,0,0
02PE01312,102050206,100047355, 99046108,02,05,P0206,04,A7355,04,A6108,30,2002050206,2000047355,1999046108,0,0
02PE01313,102050207,100047355, 99046108,02,05,P0207,04,A7355,04,A6108,30,2002050207,2000047355,1999046108,0,0
02PE01314,102050208,100047355, 99046108,02,05,P0208,04,A7355,04,A6108,30,2002050208,2000047355,1999046108,0,0
02PE01315,102050209, 99046998, 99046898,02,05,P0209,04,A6998,04,A6898,30,2002050209,1999046998,1999046898,0,0
02PE01316,102050210, 99046998, 99046898,02,05,P0210,04,A6998,04,A6898,30,2002050210,1999046998,1999046898,0,0
02PE01317,102050211, 97044203,101048757,02,05,P0211,04,A4203,04,A8757,72,2002050211,1997044203,2001048757,0,0
02PE01318,102050212, 97044203,101048757,02,05,P0212,04,A4203,04,A8757,72,2002050212,1997044203,2001048757,0,0
02PE01319,102050213,100047786, 99046493,02,05,P0213,04,A7786,04,A6493,30,2002050213,2000047786,1999046493,0,0
02PE01320,102050214,100047786, 99046493,02,05,P0214,04,A7786,04,A6493,30,2002050214,2000047786,1999046493,0,0
02PE01321,102050215,100047786, 99046493,02,05,P0215,04,A7786,04,A6493,30,2002050215,2000047786,1999046493,0,0
02PE01322,102050216,100047506, 99046999,02,05,P0216,04,A7506,04,A6999,30,2002050216,2000047506,1999046999,0,0
02PE01323,102050217,100047506, 99046999,02,05,P0217,04,A7506,04,A6999,30,2002050217,2000047506,1999046999,0,0
02PE01324,102050218, 99046853, 99046295,02,05,P0218,04,A6853,04,A6295,30,2002050218,1999046853,1999046295,0,0
02PE01325,102050219, 99046641, 99046849,02,05,P0219,04,A6641,04,A6849,30,2002050219,1999046641,1999046849,0,0
02PE01326,102050220, 99046641, 99046849,02,05,P0220,04,A6641,04,A6849,30,2002050220,1999046641,1999046849,0,0
02PE01327,102050221, 99046641, 99046849,02,05,P0221,04,A6641,04,A6849,30,2002050221,1999046641,1999046849,0,0
02PE01328,102050222,100047882,100048062,02,05,P0222,04,A7882,04,A8062,30,2002050222,2000047882,2000048062,0,0
02PE01329,102050223,100047882,100048062,02,05,P0223,04,A7882,04,A8062,30,2002050223,2000047882,2000048062,0,0
02PE01330,102050224, 99046529,100047069,02,05,P0224,04,A6529,04,A7069,30,2002050224,1999046529,2000047069,0,0
02PE01331,102050225, 99046529,100047069,02,05,P0225,04,A6529,04,A7069,30,2002050225,1999046529,2000047069,0,0
02PE01332,102050226, 99046529,100047069,02,05,P0226,04,A6529,04,A7069,30,2002050226,1999046529,2000047069,0,0
02PE01333,102050227,100047786, 98045320,02,05,P0227,04,A7786,04,A5320,30,2002050227,2000047786,1998045320,0,0
02PE01334,102050228,100047786, 98045320,02,05,P0228,04,A7786,04,A5320,30,2002050228,2000047786,1998045320,0,0
02PE01335,102050229,100047786, 98045320,02,05,P0229,04,A7786,04,A5320,30,2002050229,2000047786,1998045320,0,0
02PE01336,102050230, 99046501, 99046379,02,05,P0230,04,A6501,04,A6379,30,2002050230,1999046501,1999046379,0,0
02PE01337,102050231, 99046501, 99046379,02,05,P0231,04,A6501,04,A6379,30,2002050231,1999046501,1999046379,0,0
02PE01338,102050232, 99046501, 99046379,02,05,P0232,04,A6501,04,A6379,30,2002050232,1999046501,1999046379,0,0
02PE01339,102050233, 97044142,101048704,02,05,P0233,04,A4142,04,A8704,72,2002050233,1997044142,2001048704,0,0
02PE01340,102050234, 97044142,101048704,02,05,P0234,04,A4142,04,A8704,72,2002050234,1997044142,2001048704,0,0
02PE01341,102050235,100047598, 99046628,02,05,P0235,04,A7598,04,A6628,30,2002050235,2000047598,1999046628,0,0
02PE01342,102050236,100047598, 99046628,02,05,P0236,04,A7598,04,A6628,30,2002050236,2000047598,1999046628,0,0
02PE01343,102050237, 99046529, 98045873,02,05,P0237,04,A6529,04,A5873,30,2002050237,1999046529,1998045873,0,0
02PE01344,102050238, 99046529, 98045873,02,05,P0238,04,A6529,04,A5873,30,2002050238,1999046529,1998045873,0,0
02PE01345,102050239, 99046998, 97044241,02,05,P0239,04,A6998,04,A4241,30,2002050239,1999046998,1997044241,0,0
02PE01346,102050240, 99046563,101048460,02,05,P0240,04,A6563,04,A8460,30,2002050240,1999046563,2001048460,0,0
02PE01347,102050241,100047638, 99046300,02,05,P0241,04,A7638,04,A6300,30,2002050241,2000047638,1999046300,0,0
02PE01348,102050242,100047638, 99046300,02,05,P0242,04,A7638,04,A6300,30,2002050242,2000047638,1999046300,0,0
02PE01349,102050243, 99046216, 99047016,02,05,P0243,04,A6216,04,A7016,30,2002050243,1999046216,1999047016,0,0
02PE01350,102050244, 99046216, 99047016,02,05,P0244,04,A6216,04,A7016,30,2002050244,1999046216,1999047016,0,0
02PE01351,102050245, 99046216, 99047016,02,05,P0245,04,A6216,04,A7016,30,2002050245,1999046216,1999047016,0,0
02PE01352,102050246,100047760, 99090626,02,05,P0246,04,A7760,09,90626,30,2002050246,2000047760,1999090626,0,0
02PE01353,102050247,100047760, 99090626,02,05,P0247,04,A7760,09,90626,30,2002050247,2000047760,1999090626,0,0
02PE01354,102050248, 97044142,101048702,02,05,P0248,04,A4142,04,A8702,72,2002050248,1997044142,2001048702,0,0
02PE01355,102050249,100047226,100047259,02,05,P0249,04,A7226,04,A7259,30,2002050249,2000047226,2000047259,0,0
02PE01356,102050250,100047226,100047259,02,05,P0250,04,A7226,04,A7259,30,2002050250,2000047226,2000047259,0,0
02PE01357,102050251,100047133,100047157,02,05,P0251,04,A7133,04,A7157,30,2002050251,2000047133,2000047157,0,0
02PE01358,102050252,100047133,100047157,02,05,P0252,04,A7133,04,A7157,30,2002050252,2000047133,2000047157,0,0
02PE01359,102050253,100047133,100047157,02,05,P0253,04,A7133,04,A7157,30,2002050253,2000047133,2000047157,0,0
02PE01360,102050254,100047760, 98045463,02,05,P0254,04,A7760,04,A5463,30,2002050254,2000047760,1998045463,0,0
02PE01361,102050255,100047760, 98045463,02,05,P0255,04,A7760,04,A5463,30,2002050255,2000047760,1998045463,0,0
02PE01362,102050256,100047302, 99046686,02,05,P0256,04,A7302,04,A6686,30,2002050256,2000047302,1999046686,0,0
02PE01363,102050257,100047302, 99046686,02,05,P0257,04,A7302,04,A6686,30,2002050257,2000047302,1999046686,0,0
02PE01364,102050258,100047355, 98045050,02,05,P0258,04,A7355,04,A5050,30,2002050258,2000047355,1998045050,0,0
02PE01365,102050259,100047355, 98045050,02,05,P0259,04,A7355,04,A5050,30,2002050259,2000047355,1998045050,0,0
02PE01366,102050260,100047760, 97044762,02,05,P0260,04,A7760,04,A4762,30,2002050260,2000047760,1997044762,0,0
02PE01367,102050261,100047760, 97044762,02,05,P0261,04,A7760,04,A4762,30,2002050261,2000047760,1997044762,0,0
02PE01368,102050262,100047355, 97044133,02,05,P0262,04,A7355,04,A4133,30,2002050262,2000047355,1997044133,0,0
02PE01369,102050263,100047355, 97044133,02,05,P0263,04,A7355,04,A4133,30,2002050263,2000047355,1997044133,0,0
02PE01370,102050264, 99046853, 98045324,02,05,P0264,04,A6853,04,A5324,30,2002050264,1999046853,1998045324,0,0
02PE01371,102050265, 99046853, 98045324,02,05,P0265,04,A6853,04,A5324,30,2002050265,1999046853,1998045324,0,0
02PE01372,102050266, 99046853, 98045324,02,05,P0266,04,A6853,04,A5324,30,2002050266,1999046853,1998045324,0,0
02PE01373,102050267,100047760, 96043734,02,05,P0267,04,A7760,04,A3734,30,2002050267,2000047760,1996043734,0,0
02PE01374,102050268,100047760, 96043734,02,05,P0268,04,A7760,04,A3734,30,2002050268,2000047760,1996043734,0,0
02PE01375,102050269, 99046934, 96043275,02,05,P0269,04,A6934,04,A3275,30,2002050269,1999046934,1996043275,0,0
02PE01376,102050270, 99046934, 96043275,02,05,P0270,04,A6934,04,A3275,30,2002050270,1999046934,1996043275,0,0
02PE01377,102050271, 99046853, 96043270,02,05,P0271,04,A6853,04,A3270,30,2002050271,1999046853,1996043270,0,0
02PE01378,102050272, 99046853, 96043270,02,05,P0272,04,A6853,04,A3270,30,2002050272,1999046853,1996043270,0,0
02PE01379,102050273,100047302, 95041903,02,05,P0273,04,A7302,04,A1903,30,2002050273,2000047302,1995041903,0,0
02PE01380,102050274,100047302, 95041903,02,05,P0274,04,A7302,04,A1903,30,2002050274,2000047302,1995041903,0,0
02PE01381,102050275,100047302, 95041903,02,05,P0275,04,A7302,04,A1903,30,2002050275,2000047302,1995041903,0,0
02PE01382,102050276, 97044142,101048752,02,05,P0276,04,A4142,04,A8752,72,2002050276,1997044142,2001048752,0,0
02PE01383,102050277, 97044142,101048752,02,05,P0277,04,A4142,04,A8752,72,2002050277,1997044142,2001048752,0,0
02PE01384,102050278, 99046911, 97044180,02,05,P0278,04,A6911,04,A4180,72,2002050278,1999046911,1997044180,0,0
02PE01385,102050279, 99046911, 97044180,02,05,P0279,04,A6911,04,A4180,72,2002050279,1999046911,1997044180,0,0
02PE01386,102050280, 99046911, 97044180,02,05,P0280,04,A6911,04,A4180,72,2002050280,1999046911,1997044180,0,0
02PE01387,102050281,101048325, 99046323,02,05,P0281,04,A8325,04,A6323,30,2002050281,2001048325,1999046323,0,0
02PE01388,102050282,100047199, 97044501,02,05,P0282,04,A7199,04,A4501,30,2002050282,2000047199,1997044501,0,0
02PE01389,102050283,100047199, 97044501,02,05,P0283,04,A7199,04,A4501,30,2002050283,2000047199,1997044501,0,0
02PE01390,102050284,100047760, 97044872,02,05,P0284,04,A7760,04,A4872,30,2002050284,2000047760,1997044872,0,0
02PE01391,102050285,100047760, 97044872,02,05,P0285,04,A7760,04,A4872,30,2002050285,2000047760,1997044872,0,0
02PE01392,102050286,100047882, 96043297,02,05,P0286,04,A7882,04,A3297,30,2002050286,2000047882,1996043297,0,0
02PE01393,102050287,100047882, 96043297,02,05,P0287,04,A7882,04,A3297,30,2002050287,2000047882,1996043297,0,0
02PE01394,102050288,100047882, 96043297,02,05,P0288,04,A7882,04,A3297,30,2002050288,2000047882,1996043297,0,0
02PE01395,102050289,100047302,100047675,02,05,P0289,04,A7302,04,A7675,30,2002050289,2000047302,2000047675,0,0
02PE01396,102050290,100047302,100047675,02,05,P0290,04,A7302,04,A7675,30,2002050290,2000047302,2000047675,0,0
02PE01397,102050291,100047760, 97044222,02,05,P0291,04,A7760,04,A4222,30,2002050291,2000047760,1997044222,0,0
02PE01398,102050292,100047760, 97044222,02,05,P0292,04,A7760,04,A4222,30,2002050292,2000047760,1997044222,0,0
02PE01399,102050293, 99046934,100047245,02,05,P0293,04,A6934,04,A7245,30,2002050293,1999046934,2000047245,0,0
02PE01400,102050294,100047760, 96043671,02,05,P0294,04,A7760,04,A3671,30,2002050294,2000047760,1996043671,0,0
02PE01401,102050295,100047760, 96043671,02,05,P0295,04,A7760,04,A3671,30,2002050295,2000047760,1996043671,0,0
02PE01402,102050296,101048325, 95042696,02,05,P0296,04,A8325,04,A2696,30,2002050296,2001048325,1995042696,0,0
02PE01403,102050297,100047302,100047731,02,05,P0297,04,A7302,04,A7731,30,2002050297,2000047302,2000047731,0,0
02PE01404,102050298,100047302,100047731,02,05,P0298,04,A7302,04,A7731,30,2002050298,2000047302,2000047731,0,0
02PE01405,102050299, 99046761,101048228,02,05,P0299,04,A6761,04,A8228,80,2002050299,1999046761,2001048228,0,0
02PE01406,102050300, 99046761,101048228,02,05,P0300,04,A6761,04,A8228,80,2002050300,1999046761,2001048228,0,0
02PE01407,102050301,100047284, 97044596,02,05,P0301,04,A7284,04,A4596,30,2002050301,2000047284,1997044596,0,0
02PE01408,102050302,100047284, 97044596,02,05,P0302,04,A7284,04,A4596,30,2002050302,2000047284,1997044596,0,0
02PE01409,102050303,100047284, 97044596,02,05,P0303,04,A7284,04,A4596,30,2002050303,2000047284,1997044596,0,0
02PE01410,102050304,100047882, 97044110,02,05,P0304,04,A7882,04,A4110,72,2002050304,2000047882,1997044110,0,0
02PE01411,102050305,100047882, 97044110,02,05,P0305,04,A7882,04,A4110,72,2002050305,2000047882,1997044110,0,0
02PE01412,102050306,100047882, 97044110,02,05,P0306,04,A7882,04,A4110,72,2002050306,2000047882,1997044110,0,0
02PE01413,102050307, 99046529,100047495,02,05,P0307,04,A6529,04,A7495,30,2002050307,1999046529,2000047495,0,0
02PE01414,102050308, 99046529,100047495,02,05,P0308,04,A6529,04,A7495,30,2002050308,1999046529,2000047495,0,0
02PE01415,102050309, 99046827,101048742,02,05,P0309,04,A6827,04,A8742,30,2002050309,1999046827,2001048742,0,0
02PE01416,102050310, 99046827,101048742,02,05,P0310,04,A6827,04,A8742,30,2002050310,1999046827,2001048742,0,0
02PE01417,102050311, 99046934, 98045632,02,05,P0311,04,A6934,04,A5632,30,2002050311,1999046934,1998045632,0,0
02PE01418,102050312, 99046934, 98045632,02,05,P0312,04,A6934,04,A5632,30,2002050312,1999046934,1998045632,0,0
02PE01419,102050313,100047506, 99046902,02,05,P0313,04,A7506,04,A6902,30,2002050313,2000047506,1999046902,0,0
02PE01420,102050314,100047506, 99046902,02,05,P0314,04,A7506,04,A6902,30,2002050314,2000047506,1999046902,0,0
02PE01421,102050315, 99046911, 98045957,02,05,P0315,04,A6911,04,A5957,30,2002050315,1999046911,1998045957,0,0
02PE01422,102050316, 99046911, 98045957,02,05,P0316,04,A6911,04,A5957,30,2002050316,1999046911,1998045957,0,0
02PE01423,102050317, 99046911, 98045957,02,05,P0317,04,A6911,04,A5957,30,2002050317,1999046911,1998045957,0,0
02PE01424,102050318, 99046642,101048855,02,05,P0318,04,A6642,04,A8855,73,2002050318,1999046642,2001048855,0,0
02PE01425,102050319,100047738, 98045070,02,05,P0319,04,A7738,04,A5070,30,2002050319,2000047738,1998045070,0,0
02PE01426,102050320, 97044203,101048884,02,05,P0320,04,A4203,04,A8884,72,2002050320,1997044203,2001048884,0,0
02PE01427,102050321,100047882, 97814355,02,05,P0321,04,A7882,81,Z4355,80,2002050321,2000047882,1997814355,0,0
02PE01428,102050322,100047882, 97814355,02,05,P0322,04,A7882,81,Z4355,80,2002050322,2000047882,1997814355,0,0
02PE01429,102050323,100047199, 99090684,02,05,P0323,04,A7199,09,90684,30,2002050323,2000047199,1999090684,0,0
02PE01430,102050324,100047199, 99090684,02,05,P0324,04,A7199,09,90684,30,2002050324,2000047199,1999090684,0,0
02PE01431,102050325, 99046563,101048416,02,05,P0325,04,A6563,04,A8416,30,2002050325,1999046563,2001048416,0,0
02PE01432,102050326,100047199, 97044598,02,05,P0326,04,A7199,04,A4598,30,2002050326,2000047199,1997044598,0,0
02PE01433,102050327,100047199, 97044598,02,05,P0327,04,A7199,04,A4598,30,2002050327,2000047199,1997044598,0,0
