UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
17PE00001,17,05,H9579,05,H8715,05,H8519,30,2017059579,2014058715,2014058519,2017059579,2014058715,2014058519,0,0
17PE00002,17,05,H9580,05,H8715,05,H8519,30,2017059580,2014058715,2014058519,2017059580,2014058715,2014058519,0,0
17PE00003,17,05,H9581,05,H8894,05,H7991,30,2017059581,2015058894,2013057991,2017059581,2015058894,2013057991,0,0
17PE00004,17,05,H9582,05,H8894,05,H7991,30,2017059582,2015058894,2013057991,2017059582,2015058894,2013057991,0,0
17PE00005,17,05,H9583,05,H9065,05,H9007,30,2017059583,2015059065,2015059007,2017059583,2015059065,2015059007,0,0
17PE00006,17,05,H9584,05,H9233,05,H8300,30,2017059584,2015059233,2013058300,2017059584,2015059233,2013058300,0,0
17PE00007,17,05,H9585,05,H9233,05,H8300,30,2017059585,2015059233,2013058300,2017059585,2015059233,2013058300,0,0
17PE00008,17,05,H9586,05,H8840,05,H5696,30,2017059586,2015058840,2010055696,2017059586,2015058840,2010055696,0,0
17PE00009,17,05,H9587,05,H8787,05,H9292,30,2017059587,2014058787,2016059292,2017059587,2014058787,2016059292,0,0
17PE00010,17,05,H9588,05,H8787,05,H9292,30,2017059588,2014058787,2016059292,2017059588,2014058787,2016059292,0,0
17PE00011,17,05,H9589,05,H9130,05,H8516,30,2017059589,2015059130,2014058516,2017059589,2015059130,2014058516,0,0
17PE00012,17,05,H9590,05,H9130,05,H8516,30,2017059590,2015059130,2014058516,2017059590,2015059130,2014058516,0,0
17PE00013,17,05,H9591,05,H8787,05,H9378,30,2017059591,2014058787,2016059378,2017059591,2014058787,2016059378,0,0
17PE00014,17,05,H9592,05,H8787,05,H9378,30,2017059592,2014058787,2016059378,2017059592,2014058787,2016059378,0,0
17PE00015,17,05,H9593,05,H8840,05,H6597,30,2017059593,2015058840,2011056597,2017059593,2015058840,2011056597,0,0
17PE00016,17,05,H9594,05,H8840,05,H6597,30,2017059594,2015058840,2011056597,2017059594,2015058840,2011056597,0,0
17PE00017,17,05,H9595,05,H8840,05,H6597,30,2017059595,2015058840,2011056597,2017059595,2015058840,2011056597,0,0
17PE00018,17,05,H9596,05,H8840,05,H6597,30,2017059596,2015058840,2011056597,2017059596,2015058840,2011056597,0,0
17PE00019,17,05,H9597,05,H9130,05,H8933,30,2017059597,2015059130,2015058933,2017059597,2015059130,2015058933,0,0
17PE00020,17,05,H9598,05,H9130,05,H8933,30,2017059598,2015059130,2015058933,2017059598,2015059130,2015058933,0,0
17PE00021,17,05,H9599,05,H8787,05,H9332,30,2017059599,2014058787,2016059332,2017059599,2014058787,2016059332,0,0
17PE00022,17,05,H9600,05,H8715,05,H8545,30,2017059600,2014058715,2014058545,2017059600,2014058715,2014058545,0,0
17PE00023,17,05,H9601,05,H8715,05,H8545,30,2017059601,2014058715,2014058545,2017059601,2014058715,2014058545,0,0
17PE00024,17,05,H9602,05,H9065,05,H8602,30,2017059602,2015059065,2014058602,2017059602,2015059065,2014058602,0,0
17PE00025,17,05,H9603,05,H9065,05,H8602,30,2017059603,2015059065,2014058602,2017059603,2015059065,2014058602,0,0
17PE00026,17,05,H9604,05,H9065,05,H8602,30,2017059604,2015059065,2014058602,2017059604,2015059065,2014058602,0,0
17PE00027,17,05,H9605,05,H8787,05,H9516,30,2017059605,2014058787,2016059516,2017059605,2014058787,2016059516,0,0
17PE00028,17,05,H9606,05,H8787,05,H9317,30,2017059606,2014058787,2016059317,2017059606,2014058787,2016059317,0,0
17PE00029,17,05,H9607,05,H8840,05,H6094,30,2017059607,2015058840,2010056094,2017059607,2015058840,2010056094,0,0
