UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
15PE00001,15,05,H8832,05,H8376,05,H7848,30,2015058832,2013058376,2012057848,2015058832,2013058376,2012057848,0,0
15PE00002,15,05,H8833,05,H8376,05,H7848,30,2015058833,2013058376,2012057848,2015058833,2013058376,2012057848,0,0
15PE00003,15,05,H8834,05,H8376,05,H7848,30,2015058834,2013058376,2012057848,2015058834,2013058376,2012057848,0,0
15PE00004,15,05,H8835,05,H7479,05,H7516,30,2015058835,2012057479,2012057516,2015058835,2012057479,2012057516,0,0
15PE00005,15,05,H8836,05,H7479,05,H7516,30,2015058836,2012057479,2012057516,2015058836,2012057479,2012057516,0,0
15PE00006,15,05,H8837,05,H8210,05,H8410,30,2015058837,2013058210,2013058410,2015058837,2013058210,2013058410,0,0
15PE00007,15,05,H8838,05,H8210,05,H8410,30,2015058838,2013058210,2013058410,2015058838,2013058210,2013058410,0,0
15PE00008,15,05,H8839,05,H7479,05,H5994,30,2015058839,2012057479,2010055994,2015058839,2012057479,2010055994,0,0
15PE00009,15,05,H8840,05,H8376,05,H5730,30,2015058840,2013058376,2010055730,2015058840,2013058376,2010055730,0,0
15PE00010,15,05,H8841,05,H8376,05,H5730,30,2015058841,2013058376,2010055730,2015058841,2013058376,2010055730,0,0
15PE00011,15,05,H8842,05,H8376,05,H5730,30,2015058842,2013058376,2010055730,2015058842,2013058376,2010055730,0,0
15PE00012,15,05,H8843,05,H8210,05,H6432,30,2015058843,2013058210,2010056432,2015058843,2013058210,2010056432,0,0
15PE00013,15,05,H8844,05,H8210,05,H6432,30,2015058844,2013058210,2010056432,2015058844,2013058210,2010056432,0,0
15PE00014,15,05,H8845,05,H8210,05,H7946,30,2015058845,2013058210,2013057946,2015058845,2013058210,2013057946,0,0
15PE00015,15,05,H8846,05,H8210,05,H7946,30,2015058846,2013058210,2013057946,2015058846,2013058210,2013057946,0,0
15PE00016,15,05,H8847,05,H8210,05,H7946,30,2015058847,2013058210,2013057946,2015058847,2013058210,2013057946,0,0
15PE00017,15,05,H8848,05,H8210,05,H7946,30,2015058848,2013058210,2013057946,2015058848,2013058210,2013057946,0,0
15PE00018,15,05,H8849,05,H8376,05,H8302,30,2015058849,2013058376,2013058302,2015058849,2013058376,2013058302,0,0
15PE00019,15,05,H8850,05,H8376,05,H8302,30,2015058850,2013058376,2013058302,2015058850,2013058376,2013058302,0,0
15PE00020,15,05,H8851,05,H8061,05,H8209,30,2015058851,2013058061,2013058209,2015058851,2013058061,2013058209,0,0
