UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
04PE00001,04,05,H0745,04,A9750,04,A4801,30,104050745,102049750, 97044801,2004050745,2002049750,1997044801,0,0
04PE00002,04,05,H0746,04,A8647,09,90684,30,104050746,101048647, 99090684,2004050746,2001048647,1999090684,0,0
04PE00003,04,05,H0747,04,A8647,09,90684,30,104050747,101048647, 99090684,2004050747,2001048647,1999090684,0,0
04PE00004,04,05,H0748,04,A8647,04,A8752,30,104050748,101048647,101048752,2004050748,2001048647,2001048752,0,0
04PE00005,04,05,H0749,04,A9232,04,A8456,30,104050749,102049232,101048456,2004050749,2002049232,2001048456,0,0
04PE00006,04,05,H0750,04,A9232,04,A8456,30,104050750,102049232,101048456,2004050750,2002049232,2001048456,0,0
04PE00007,04,05,H0751,04,A9232,04,A8456,30,104050751,102049232,101048456,2004050751,2002049232,2001048456,0,0
04PE00008,04,05,H0752,04,A9963,04,A5770,30,104050752,102049963, 98045770,2004050752,2002049963,1998045770,0,0
04PE00009,04,05,H0753,04,A9963,04,A5770,30,104050753,102049963, 98045770,2004050753,2002049963,1998045770,0,0
04PE00010,04,05,H0754,04,A9963,04,A7609,30,104050754,102049963,100047609,2004050754,2002049963,2000047609,0,0
04PE00011,04,05,H0755,04,A9963,04,A7609,30,104050755,102049963,100047609,2004050755,2002049963,2000047609,0,0
04PE00012,04,05,H0756,04,A9963,04,A7609,30,104050756,102049963,100047609,2004050756,2002049963,2000047609,0,0
04PE00013,04,05,H0757,04,A9750,04,A9235,30,104050757,102049750,102049235,2004050757,2002049750,2002049235,0,0
04PE00014,04,05,H0758,04,A8647,05,P0076,30,104050758,101048647,102050076,2004050758,2001048647,2002050076,0,0
04PE00015,04,05,H0759,04,A8647,05,P0076,30,104050759,101048647,102050076,2004050759,2001048647,2002050076,0,0
04PE00016,04,05,H0760,04,A7284,04,A9964,30,104050760,100047284,102049964,2004050760,2000047284,2002049964,0,0
