UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
54PE00001,54609969,52000000,52608890,1954609969,US00528890,1952608890,1954,60,9969,1952,00,0000,1952,60,8890,0,0
54PE00002,54481961,52940000,52481958,1954481961,US94521958,1952481958,1954,48,1961,1952,94,0000,1952,48,1958,0,0
54PE00003,54481962,52940000,52481958,1954481962,US94521958,1952481958,1954,48,1962,1952,94,0000,1952,48,1958,0,0
54PE00004,54481967,52940000,52481959,1954481967,US94521959,1952481959,1954,48,1967,1952,94,0000,1952,48,1959,0,0
54PE00005,54481964,52940000,52481959,1954481964,US94521959,1952481959,1954,48,1964,1952,94,0000,1952,48,1959,0,0
54PE00006,54481965,52940000,52481960,1954481965,US94521960,1952481960,1954,48,1965,1952,94,0000,1952,48,1960,0,0
54PE00007,54481966,52940000,52481960,1954481966,US94521960,1952481960,1954,48,1966,1952,94,0000,1952,48,1960,0,0
54PE00008,54101708,52000000,48139480,1954101708,US00529480,HX00001867,1954,10,1708,1952,00,0000,1948,13,9480,0,1
54PE00009,54101709,52000000,48139480,1954101709,US00529480,HX00001867,1954,10,1709,1952,00,0000,1948,13,9480,0,1
54PE00010,54101787,52000000,51131660,1954101787,US00521660,1951131660,1954,10,1787,1952,00,0000,1951,13,1660,0,0
54PE00011,54101788,52000000,51131660,1954101788,US00521660,1951131660,1954,10,1788,1952,00,0000,1951,13,1660,0,0
54PE00012,54101791,52000000,49176017,1954101791,US00526017,HX00002723,1954,10,1791,1952,00,0000,1949,17,6017,0,1
54PE00013,54481945,52600000,47112369,1954481945,US60522369,HX00001194,1954,48,1945,1952,60,0000,1947,11,2369,0,1
54PE00014,54481946,52600000,47112369,1954481946,US60522369,HX00001194,1954,48,1946,1952,60,0000,1947,11,2369,0,1
54PE00015,54481940,52600000,51113385,1954481940,US60523385,1951113385,1954,48,1940,1952,60,0000,1951,11,3385,0,0
