UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
24PE00001,24,06,A2052,06,A1164,05,H9974,30,2024062052,2021061164,2018059974,2024062052,2021061164,2018059974,0,0
24PE00002,24,06,A2053,06,A1235,06,A1119,30,2024062053,2021061235,2021061119,2024062053,2021061235,2021061119,0,0
24PE00003,24,06,A2054,06,A1538,06,A0970,30,2024062054,2022061538,2020060970,2024062054,2022061538,2020060970,0,0
24PE00004,24,06,A2055,06,A1538,06,A0970,30,2024062055,2022061538,2020060970,2024062055,2022061538,2020060970,0,0
24PE00005,24,06,A2056,06,A1231,05,H9980,30,2024062056,2021061231,2018059980,2024062056,2021061231,2018059980,0,0
24PE00006,24,06,A2057,06,A1231,05,H9980,30,2024062057,2021061231,2018059980,2024062057,2021061231,2018059980,0,0
24PE00007,24,06,A2058,06,A1191,06,A1508,30,2024062058,2021061191,2022061508,2024062058,2021061191,2022061508,0,0
24PE00008,24,06,A2059,06,A1191,06,A1508,30,2024062059,2021061191,2022061508,2024062059,2021061191,2022061508,0,0
24PE00009,24,06,A2060,06,A1191,06,A1508,30,2024062060,2021061191,2022061508,2024062060,2021061191,2022061508,0,0
24PE00010,24,06,A2061,06,A1231,06,A1193,30,2024062061,2021061231,2021061193,2024062061,2021061231,2021061193,0,0
24PE00011,24,06,A2062,06,A1231,06,A1193,30,2024062062,2021061231,2021061193,2024062062,2021061231,2021061193,0,0
24PE00012,24,06,A2063,06,A1231,06,A1193,30,2024062063,2021061231,2021061193,2024062063,2021061231,2021061193,0,0
24PE00013,24,06,A2064,06,A1191,06,A1678,30,2024062064,2021061191,2022061678,2024062064,2021061191,2022061678,0,0
24PE00014,24,06,A2065,06,A1624,06,A1851,30,2024062065,2022061624,2023061851,2024062065,2022061624,2023061851,0,0
24PE00015,24,06,A2066,06,A1624,06,A1851,30,2024062066,2022061624,2023061851,2024062066,2022061624,2023061851,0,0
24PE00016,24,06,A2067,06,A1235,06,A1754,30,2024062067,2021061235,2022061754,2024062067,2021061235,2022061754,0,0
24PE00017,24,06,A2068,06,A1235,06,A1754,30,2024062068,2021061235,2022061754,2024062068,2021061235,2022061754,0,0
24PE00018,24,06,A2069,06,A1235,06,A1548,30,2024062069,2021061235,2022061548,2024062069,2021061235,2022061548,0,0
24PE00019,24,06,A2070,06,A1235,06,A1548,30,2024062070,2021061235,2022061548,2024062070,2021061235,2022061548,0,0
24PE00020,24,06,A2071,06,A1235,06,A1548,30,2024062071,2021061235,2022061548,2024062071,2021061235,2022061548,0,0
24PE00021,24,06,A2072,06,A1579,06,A1157,30,2024062072,2022061579,2021061157,2024062072,2022061579,2021061157,0,0
24PE00022,24,06,A2073,06,A1579,06,A1157,30,2024062073,2022061579,2021061157,2024062073,2022061579,2021061157,0,0
24PE00023,24,06,A2074,06,A1579,06,A1157,30,2024062074,2022061579,2021061157,2024062074,2022061579,2021061157,0,0
24PE00024,24,06,A2075,06,A1231,05,H9648,30,2024062075,2021061231,2017059648,2024062075,2021061231,2017059648,0,0
24PE00025,24,06,A2076,06,A1231,05,H9648,30,2024062076,2021061231,2017059648,2024062076,2021061231,2017059648,0,0
24PE00026,24,06,A2077,06,A1231,05,H9648,30,2024062077,2021061231,2017059648,2024062077,2021061231,2017059648,0,0
24PE00027,24,06,A2078,06,A1481,06,A2031,30,2024062078,2022061481,2023062031,2024062078,2022061481,2023062031,0,0
24PE00028,24,06,A2079,06,A1481,06,A2031,30,2024062079,2022061481,2023062031,2024062079,2022061481,2023062031,0,0
24PE00029,24,06,A2080,06,A1761,06,A1514,30,2024062080,2022061761,2022061514,2024062080,2022061761,2022061514,0,0
