UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
85PE00001,85027815,84027286,80020169,1985027815,1984027286,1980020169,1985,02,7815,1984,02,7286,1980,02,0169,0,0
85PE00002,85027816,84027286,80020169,1985027816,1984027286,1980020169,1985,02,7816,1984,02,7286,1980,02,0169,0,0
85PE00003,85027817,84027004,83025098,1985027817,1984027004,1983025098,1985,02,7817,1984,02,7004,1983,02,5098,0,0
85PE00004,85027818,84027004,83025098,1985027818,1984027004,1983025098,1985,02,7818,1984,02,7004,1983,02,5098,0,0
85PE00005,85027819,84027319,79018765,1985027819,1984027319,1979018765,1985,02,7819,1984,02,7319,1979,01,8765,0,0
85PE00006,85027820,84027319,79018765,1985027820,1984027319,1979018765,1985,02,7820,1984,02,7319,1979,01,8765,0,0
85PE00007,85027821,84027319,79018765,1985027821,1984027319,1979018765,1985,02,7821,1984,02,7319,1979,01,8765,0,0
85PE00008,85027822,84027319,82023163,1985027822,1984027319,1982023163,1985,02,7822,1984,02,7319,1982,02,3163,0,0
85PE00009,85027823,84027319,82023163,1985027823,1984027319,1982023163,1985,02,7823,1984,02,7319,1982,02,3163,0,0
85PE00010,85027824,83025169,82023190,1985027824,1983025169,1982023190,1985,02,7824,1983,02,5169,1982,02,3190,0,0
85PE00011,85027825,83025169,82023190,1985027825,1983025169,1982023190,1985,02,7825,1983,02,5169,1982,02,3190,0,0
85PE00012,85027826,83025169,82023190,1985027826,1983025169,1982023190,1985,02,7826,1983,02,5169,1982,02,3190,0,0
85PE00013,85027827,83020000,84027054,1985027827,US02837054,1984027054,1985,02,7827,1983,02,0000,1984,02,7054,0,0
85PE00014,85027828,83020000,84026946,1985027828,US02836946,1984026946,1985,02,7828,1983,02,0000,1984,02,6946,0,0
