UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YR,LAMB_BRD,LAMB_ETAG,SIRE_YR,SIRE_BRD,SIRE_ETAG,DAM_YR,DAM_BRD,DAM_ETAG
50PE00676,50130986,47139015,46138406,1950130986,1947139015,1946138406,50,13,0986,47,13,9015,46,13,8406
50PE00677,50131312,47139015,47139123,1950131312,1947139015,1947139123,50,13,1312,47,13,9015,47,13,9123
50PE00678,50130815,47139015,48139311,1950130815,1947139015,1948139311,50,13,0815,47,13,9015,48,13,9311
50PE00679,50130980,47139015,48139346,1950130980,1947139015,1948139346,50,13,0980,47,13,9015,48,13,9346
50PE00680,50131212,47139015,48139504,1950131212,1947139015,1948139504,50,13,1212,47,13,9015,48,13,9504
50PE00681,50130764,47139015,48139604,1950130764,1947139015,1948139604,50,13,0764,47,13,9015,48,13,9604
50PE00682,50131300,47139015,48139653,1950131300,1947139015,1948139653,50,13,1300,47,13,9015,48,13,9653
50PE00683,50131452,47139015,48139681,1950131452,1947139015,1948139681,50,13,1452,47,13,9015,48,13,9681
50PE00684,50130766,47139015,48139694,1950130766,1947139015,1948139694,50,13,0766,47,13,9015,48,13,9694
50PE00685,50131437,47139015,48139733,1950131437,1947139015,1948139733,50,13,1437,47,13,9015,48,13,9733
50PE00686,50131462,47139015,48139866,1950131462,1947139015,1948139866,50,13,1462,47,13,9015,48,13,9866
50PE00687,50131449,47139035,47139184,1950131449,1947139035,1947139184,50,13,1449,47,13,9035,47,13,9184
50PE00688,50131427,47139035,43135916,1950131427,1947139035,1943135916,50,13,1427,47,13,9035,43,13,5916
50PE00689,50131428,47139035,43135916,1950131428,1947139035,1943135916,50,13,1428,47,13,9035,43,13,5916
50PE00690,50130757,47139035,45137180,1950130757,1947139035,1945137180,50,13,0757,47,13,9035,45,13,7180
50PE00691,50131470,47139035,46138016,1950131470,1947139035,1946138016,50,13,1470,47,13,9035,46,13,8016
50PE00692,50131450,47139035,46138155,1950131450,1947139035,1946138155,50,13,1450,47,13,9035,46,13,8155
50PE00693,50131471,47139035,46138216,1950131471,1947139035,1946138216,50,13,1471,47,13,9035,46,13,8216
50PE00694,50131444,47139035,46138292,1950131444,1947139035,1946138292,50,13,1444,47,13,9035,46,13,8292
50PE00695,50131080,47139075,41134291,1950131080,1947139075,1941134291,50,13,1080,47,13,9075,41,13,4291
50PE00696,50131051,47139075,42135350,1950131051,1947139075,1942135350,50,13,1051,47,13,9075,42,13,5350
50PE00697,50131052,47139075,42135350,1950131052,1947139075,1942135350,50,13,1052,47,13,9075,42,13,5350
50PE00698,50131055,47139075,45137596,1950131055,1947139075,1945137596,50,13,1055,47,13,9075,45,13,7596
50PE00699,50131056,47139075,45137596,1950131056,1947139075,1945137596,50,13,1056,47,13,9075,45,13,7596
50PE00700,50131226,47139075,46138064,1950131226,1947139075,1946138064,50,13,1226,47,13,9075,46,13,8064
50PE00701,50131087,47139075,46138514,1950131087,1947139075,1946138514,50,13,1087,47,13,9075,46,13,8514
50PE00702,50131362,47139075,47139069,1950131362,1947139075,1947139069,50,13,1362,47,13,9075,47,13,9069
50PE00703,50131422,47139075,48139329,1950131422,1947139075,1948139329,50,13,1422,47,13,9075,48,13,9329
50PE00704,50131099,47139075,48139451,1950131099,1947139075,1948139451,50,13,1099,47,13,9075,48,13,9451
50PE00705,50131413,47139075,48139651,1950131413,1947139075,1948139651,50,13,1413,47,13,9075,48,13,9651
50PE00706,50131400,47139115,42135157,1950131400,1947139115,1942135157,50,13,1400,47,13,9115,42,13,5157
50PE00707,50131401,47139115,42135157,1950131401,1947139115,1942135157,50,13,1401,47,13,9115,42,13,5157
50PE00708,50131111,47139115,43135918,1950131111,1947139115,1943135918,50,13,1111,47,13,9115,43,13,5918
50PE00709,50131112,47139115,43135918,1950131112,1947139115,1943135918,50,13,1112,47,13,9115,43,13,5918
50PE00710,50131208,47139115,43136149,1950131208,1947139115,1943136149,50,13,1208,47,13,9115,43,13,6149
50PE00711,50131209,47139115,43136149,1950131209,1947139115,1943136149,50,13,1209,47,13,9115,43,13,6149
50PE00712,50131284,47139115,44136900,1950131284,1947139115,1944136900,50,13,1284,47,13,9115,44,13,6900
50PE00713,50131285,47139115,44136900,1950131285,1947139115,1944136900,50,13,1285,47,13,9115,44,13,6900
50PE00714,50131310,47139115,45137054,1950131310,1947139115,1945137054,50,13,1310,47,13,9115,45,13,7054
50PE00715,50131311,47139115,45137054,1950131311,1947139115,1945137054,50,13,1311,47,13,9115,45,13,7054
50PE00716,50131384,47139115,45137614,1950131384,1947139115,1945137614,50,13,1384,47,13,9115,45,13,7614
50PE00717,50131313,47139115,45137660,1950131313,1947139115,1945137660,50,13,1313,47,13,9115,45,13,7660
50PE00718,50131314,47139115,45137660,1950131314,1947139115,1945137660,50,13,1314,47,13,9115,45,13,7660
50PE00719,50131317,47139115,46138172,1950131317,1947139115,1946138172,50,13,1317,47,13,9115,46,13,8172
50PE00720,50131183,47139115,46138246,1950131183,1947139115,1946138246,50,13,1183,47,13,9115,46,13,8246
50PE00721,50131296,47139115,46138247,1950131296,1947139115,1946138247,50,13,1296,47,13,9115,46,13,8247
50PE00722,50131224,47139115,46138305,1950131224,1947139115,1946138305,50,13,1224,47,13,9115,46,13,8305
50PE00723,50131063,47139115,46138388,1950131063,1947139115,1946138388,50,13,1063,47,13,9115,46,13,8388
50PE00724,50131123,47139115,47138700,1950131123,1947139115,1947138700,50,13,1123,47,13,9115,47,13,8700
50PE00725,50131376,47139115,47138733,1950131376,1947139115,1947138733,50,13,1376,47,13,9115,47,13,8733
50PE00726,50131069,47139115,47138767,1950131069,1947139115,1947138767,50,13,1069,47,13,9115,47,13,8767
50PE00727,50131472,47139115,48139244,1950131472,1947139115,1948139244,50,13,1472,47,13,9115,48,13,9244
50PE00728,50131407,47139115,48139245,1950131407,1947139115,1948139245,50,13,1407,47,13,9115,48,13,9245
50PE00729,50131439,47139115,48139257,1950131439,1947139115,1948139257,50,13,1439,47,13,9115,48,13,9257
50PE00730,50130846,47139115,48139331,1950130846,1947139115,1948139331,50,13,0846,47,13,9115,48,13,9331
50PE00731,50131158,47139115,48139716,1950131158,1947139115,1948139716,50,13,1158,47,13,9115,48,13,9716
50PE00732,50131363,47139115,48139725,1950131363,1947139115,1948139725,50,13,1363,47,13,9115,48,13,9725
50PE00733,50131216,47139115,48139788,1950131216,1947139115,1948139788,50,13,1216,47,13,9115,48,13,9788
50PE00734,50130813,47139115,48139826,1950130813,1947139115,1948139826,50,13,0813,47,13,9115,48,13,9826
50PE00735,50131229,47139115,48139867,1950131229,1947139115,1948139867,50,13,1229,47,13,9115,48,13,9867
50PE00736,50131410,47139115,48139897,1950131410,1947139115,1948139897,50,13,1410,47,13,9115,48,13,9897
50PE00737,50131411,47139115,48139897,1950131411,1947139115,1948139897,50,13,1411,47,13,9115,48,13,9897
50PE00738,50130803,47139115,48139912,1950130803,1947139115,1948139912,50,13,0803,47,13,9115,48,13,9912
50PE00739,50131033,48139262,43135953,1950131033,1948139262,1943135953,50,13,1033,48,13,9262,43,13,5953
50PE00740,50131034,48139262,43135953,1950131034,1948139262,1943135953,50,13,1034,48,13,9262,43,13,5953
50PE00741,50131219,48139262,44136528,1950131219,1948139262,1944136528,50,13,1219,48,13,9262,44,13,6528
50PE00742,50130987,48139262,44136989,1950130987,1948139262,1944136989,50,13,0987,48,13,9262,44,13,6989
50PE00743,50130795,48139262,45137193,1950130795,1948139262,1945137193,50,13,0795,48,13,9262,45,13,7193
50PE00744,50130796,48139262,45137193,1950130796,1948139262,1945137193,50,13,0796,48,13,9262,45,13,7193
50PE00745,50130895,48139262,45137528,1950130895,1948139262,1945137528,50,13,0895,48,13,9262,45,13,7528
50PE00746,50130896,48139262,45137528,1950130896,1948139262,1945137528,50,13,0896,48,13,9262,45,13,7528
50PE00747,50131263,48139262,46137894,1950131263,1948139262,1946137894,50,13,1263,48,13,9262,46,13,7894
50PE00748,50130771,48139262,46138098,1950130771,1948139262,1946138098,50,13,0771,48,13,9262,46,13,8098
50PE00749,50130772,48139262,46138098,1950130772,1948139262,1946138098,50,13,0772,48,13,9262,46,13,8098
50PE00750,50131252,48139262,46138332,1950131252,1948139262,1946138332,50,13,1252,48,13,9262,46,13,8332
50PE00751,50131091,48139262,46138448,1950131091,1948139262,1946138448,50,13,1091,48,13,9262,46,13,8448
50PE00752,50131092,48139262,46138448,1950131092,1948139262,1946138448,50,13,1092,48,13,9262,46,13,8448
50PE00753,50131203,48139262,46138452,1950131203,1948139262,1946138452,50,13,1203,48,13,9262,46,13,8452
50PE00754,50131288,48139262,47138594,1950131288,1948139262,1947138594,50,13,1288,48,13,9262,47,13,8594
50PE00755,50130838,48139262,47139044,1950130838,1948139262,1947139044,50,13,0838,48,13,9262,47,13,9044
50PE00756,50131383,48139262,47139072,1950131383,1948139262,1947139072,50,13,1383,48,13,9262,47,13,9072
50PE00757,50130820,48139262,47139130,1950130820,1948139262,1947139130,50,13,0820,48,13,9262,47,13,9130
50PE00758,50130821,48139262,47139130,1950130821,1948139262,1947139130,50,13,0821,48,13,9262,47,13,9130
50PE00759,50131144,48139262,48139297,1950131144,1948139262,1948139297,50,13,1144,48,13,9262,48,13,9297
50PE00760,50131221,48139262,48139298,1950131221,1948139262,1948139298,50,13,1221,48,13,9262,48,13,9298
50PE00761,50131242,48139262,48139332,1950131242,1948139262,1948139332,50,13,1242,48,13,9262,48,13,9332
50PE00762,50131082,48139262,48139460,1950131082,1948139262,1948139460,50,13,1082,48,13,9262,48,13,9460
50PE00763,50131083,48139262,48139478,1950131083,1948139262,1948139478,50,13,1083,48,13,9262,48,13,9478
50PE00764,50131393,48139262,48139577,1950131393,1948139262,1948139577,50,13,1393,48,13,9262,48,13,9577
50PE00765,50131200,48139262,48139874,1950131200,1948139262,1948139874,50,13,1200,48,13,9262,48,13,9874
50PE00766,50131325,48139262,48139930,1950131325,1948139262,1948139930,50,13,1325,48,13,9262,48,13,9930
50PE00767,50130794,48139263,43135678,1950130794,1948139263,1943135678,50,13,0794,48,13,9263,43,13,5678
50PE00768,50130833,48139263,43135822,1950130833,1948139263,1943135822,50,13,0833,48,13,9263,43,13,5822
50PE00769,50130944,48139263,44136295,1950130944,1948139263,1944136295,50,13,0944,48,13,9263,44,13,6295
50PE00770,50130945,48139263,44136295,1950130945,1948139263,1944136295,50,13,0945,48,13,9263,44,13,6295
50PE00771,50130960,48139263,44136561,1950130960,1948139263,1944136561,50,13,0960,48,13,9263,44,13,6561
50PE00772,50130961,48139263,44136561,1950130961,1948139263,1944136561,50,13,0961,48,13,9263,44,13,6561
50PE00773,50131084,48139263,45137338,1950131084,1948139263,1945137338,50,13,1084,48,13,9263,45,13,7338
50PE00774,50131357,48139263,45137516,1950131357,1948139263,1945137516,50,13,1357,48,13,9263,45,13,7516
50PE00775,50131358,48139263,45137516,1950131358,1948139263,1945137516,50,13,1358,48,13,9263,45,13,7516
50PE00776,50130824,48139263,46137868,1950130824,1948139263,1946137868,50,13,0824,48,13,9263,46,13,7868
50PE00777,50130825,48139263,46137868,1950130825,1948139263,1946137868,50,13,0825,48,13,9263,46,13,7868
50PE00778,50130778,48139263,46138176,1950130778,1948139263,1946138176,50,13,0778,48,13,9263,46,13,8176
50PE00779,50130822,48139263,46138294,1950130822,1948139263,1946138294,50,13,0822,48,13,9263,46,13,8294
50PE00780,50130870,48139263,47138613,1950130870,1948139263,1947138613,50,13,0870,48,13,9263,47,13,8613
50PE00781,50130769,48139263,47138632,1950130769,1948139263,1947138632,50,13,0769,48,13,9263,47,13,8632
50PE00782,50130770,48139263,47138632,1950130770,1948139263,1947138632,50,13,0770,48,13,9263,47,13,8632
50PE00783,50131256,48139263,47138833,1950131256,1948139263,1947138833,50,13,1256,48,13,9263,47,13,8833
50PE00784,50130915,48139263,48139614,1950130915,1948139263,1948139614,50,13,0915,48,13,9263,48,13,9614
50PE00785,50130929,48139263,48139800,1950130929,1948139263,1948139800,50,13,0929,48,13,9263,48,13,9800
50PE00786,50131421,48139263,48139830,1950131421,1948139263,1948139830,50,13,1421,48,13,9263,48,13,9830
50PE00787,50131392,48139263,48139909,1950131392,1948139263,1948139909,50,13,1392,48,13,9263,48,13,9909
50PE00788,50131182,48139263,43174003,1950131182,1948139263,1943174003,50,13,1182,48,13,9263,43,17,4003
50PE00789,50131268,48139270,42134836,1950131268,1948139270,1942134836,50,13,1268,48,13,9270,42,13,4836
50PE00790,50130840,48139270,42135372,1950130840,1948139270,1942135372,50,13,0840,48,13,9270,42,13,5372
50PE00791,50130966,48139270,43135882,1950130966,1948139270,1943135882,50,13,0966,48,13,9270,43,13,5882
50PE00792,50130967,48139270,43135882,1950130967,1948139270,1943135882,50,13,0967,48,13,9270,43,13,5882
50PE00793,50130856,48139270,44136335,1950130856,1948139270,1944136335,50,13,0856,48,13,9270,44,13,6335
50PE00794,50130736,48139270,44136395,1950130736,1948139270,1944136395,50,13,0736,48,13,9270,44,13,6395
50PE00795,50131167,48139270,44136542,1950131167,1948139270,1944136542,50,13,1167,48,13,9270,44,13,6542
50PE00796,50131334,48139270,45137307,1950131334,1948139270,1945137307,50,13,1334,48,13,9270,45,13,7307
50PE00797,50130927,48139270,45137576,1950130927,1948139270,1945137576,50,13,0927,48,13,9270,45,13,7576
50PE00798,50130789,48139270,45137583,1950130789,1948139270,1945137583,50,13,0789,48,13,9270,45,13,7583
50PE00799,50130790,48139270,45137583,1950130790,1948139270,1945137583,50,13,0790,48,13,9270,45,13,7583
50PE00800,50131347,48139270,45137607,1950131347,1948139270,1945137607,50,13,1347,48,13,9270,45,13,7607
50PE00801,50130851,48139270,46138113,1950130851,1948139270,1946138113,50,13,0851,48,13,9270,46,13,8113
50PE00802,50131331,48139270,46138237,1950131331,1948139270,1946138237,50,13,1331,48,13,9270,46,13,8237
50PE00803,50131101,48139270,46138335,1950131101,1948139270,1946138335,50,13,1101,48,13,9270,46,13,8335
50PE00804,50131102,48139270,46138335,1950131102,1948139270,1946138335,50,13,1102,48,13,9270,46,13,8335
50PE00805,50131013,48139270,46138495,1950131013,1948139270,1946138495,50,13,1013,48,13,9270,46,13,8495
50PE00806,50131217,48139270,47138631,1950131217,1948139270,1947138631,50,13,1217,48,13,9270,47,13,8631
50PE00807,50131205,48139270,47139023,1950131205,1948139270,1947139023,50,13,1205,48,13,9270,47,13,9023
50PE00808,50130943,48139270,48139784,1950130943,1948139270,1948139784,50,13,0943,48,13,9270,48,13,9784
50PE00809,50130852,48139360,42135179,1950130852,1948139360,1942135179,50,13,0852,48,13,9360,42,13,5179
50PE00810,50131072,48139360,44136663,1950131072,1948139360,1944136663,50,13,1072,48,13,9360,44,13,6663
50PE00811,50131073,48139360,44136663,1950131073,1948139360,1944136663,50,13,1073,48,13,9360,44,13,6663
50PE00812,50130842,48139360,45137229,1950130842,1948139360,1945137229,50,13,0842,48,13,9360,45,13,7229
50PE00813,50131196,48139360,45137627,1950131196,1948139360,1945137627,50,13,1196,48,13,9360,45,13,7627
50PE00814,50131197,48139360,45137627,1950131197,1948139360,1945137627,50,13,1197,48,13,9360,45,13,7627
50PE00815,50131323,48139360,46137871,1950131323,1948139360,1946137871,50,13,1323,48,13,9360,46,13,7871
50PE00816,50131324,48139360,46137871,1950131324,1948139360,1946137871,50,13,1324,48,13,9360,46,13,7871
50PE00817,50130874,48139360,46138211,1950130874,1948139360,1946138211,50,13,0874,48,13,9360,46,13,8211
50PE00818,50131009,48139360,46138463,1950131009,1948139360,1946138463,50,13,1009,48,13,9360,46,13,8463
50PE00819,50131010,48139360,46138463,1950131010,1948139360,1946138463,50,13,1010,48,13,9360,46,13,8463
50PE00820,50131169,48139360,46138485,1950131169,1948139360,1946138485,50,13,1169,48,13,9360,46,13,8485
50PE00821,50130853,48139360,46138517,1950130853,1948139360,1946138517,50,13,0853,48,13,9360,46,13,8517
50PE00822,50130739,48139360,47138702,1950130739,1948139360,1947138702,50,13,0739,48,13,9360,47,13,8702
50PE00823,50130887,48139360,47138749,1950130887,1948139360,1947138749,50,13,0887,48,13,9360,47,13,8749
50PE00824,50130893,48139360,47138785,1950130893,1948139360,1947138785,50,13,0893,48,13,9360,47,13,8785
50PE00825,50131213,48139360,47138907,1950131213,1948139360,1947138907,50,13,1213,48,13,9360,47,13,8907
50PE00826,50130908,48139360,48139230,1950130908,1948139360,1948139230,50,13,0908,48,13,9360,48,13,9230
50PE00827,50131128,48139360,48139347,1950131128,1948139360,1948139347,50,13,1128,48,13,9360,48,13,9347
50PE00828,50131346,48139360,48139455,1950131346,1948139360,1948139455,50,13,1346,48,13,9360,48,13,9455
50PE00829,50131453,48139360,48139647,1950131453,1948139360,1948139647,50,13,1453,48,13,9360,48,13,9647
50PE00830,50130921,48139360,48139871,1950130921,1948139360,1948139871,50,13,0921,48,13,9360,48,13,9871
50PE00831,50131168,48139360,48139880,1950131168,1948139360,1948139880,50,13,1168,48,13,9360,48,13,9880
50PE00832,50130738,48139360,48139885,1950130738,1948139360,1948139885,50,13,0738,48,13,9360,48,13,9885
50PE00833,50130968,48139360,48139904,1950130968,1948139360,1948139904,50,13,0968,48,13,9360,48,13,9904
50PE00834,50131035,48139389,41133934,1950131035,1948139389,1941133934,50,13,1035,48,13,9389,41,13,3934
50PE00835,50131036,48139389,41133934,1950131036,1948139389,1941133934,50,13,1036,48,13,9389,41,13,3934
50PE00836,50130774,48139389,44136357,1950130774,1948139389,1944136357,50,13,0774,48,13,9389,44,13,6357
50PE00837,50131002,48139389,45137045,1950131002,1948139389,1945137045,50,13,1002,48,13,9389,45,13,7045
50PE00838,50131003,48139389,45137045,1950131003,1948139389,1945137045,50,13,1003,48,13,9389,45,13,7045
50PE00839,50131320,48139389,45137283,1950131320,1948139389,1945137283,50,13,1320,48,13,9389,45,13,7283
50PE00840,50131321,48139389,45137283,1950131321,1948139389,1945137283,50,13,1321,48,13,9389,45,13,7283
50PE00841,50131336,48139389,45137472,1950131336,1948139389,1945137472,50,13,1336,48,13,9389,45,13,7472
50PE00842,50131337,48139389,45137472,1950131337,1948139389,1945137472,50,13,1337,48,13,9389,45,13,7472
50PE00843,50131107,48139389,45137649,1950131107,1948139389,1945137649,50,13,1107,48,13,9389,45,13,7649
50PE00844,50131108,48139389,45137649,1950131108,1948139389,1945137649,50,13,1108,48,13,9389,45,13,7649
50PE00845,50131316,48139389,46137895,1950131316,1948139389,1946137895,50,13,1316,48,13,9389,46,13,7895
50PE00846,50131121,48139389,46138008,1950131121,1948139389,1946138008,50,13,1121,48,13,9389,46,13,8008
50PE00847,50131202,48139389,46138424,1950131202,1948139389,1946138424,50,13,1202,48,13,9389,46,13,8424
50PE00848,50131028,48139389,47138736,1950131028,1948139389,1947138736,50,13,1028,48,13,9389,47,13,8736
50PE00849,50131005,48139389,47138801,1950131005,1948139389,1947138801,50,13,1005,48,13,9389,47,13,8801
50PE00850,50131259,48139389,47138819,1950131259,1948139389,1947138819,50,13,1259,48,13,9389,47,13,8819
50PE00851,50131465,48139389,47138961,1950131465,1948139389,1947138961,50,13,1465,48,13,9389,47,13,8961
50PE00852,50131466,48139389,47138961,1950131466,1948139389,1947138961,50,13,1466,48,13,9389,47,13,8961
50PE00853,50130969,48139389,47139017,1950130969,1948139389,1947139017,50,13,0969,48,13,9389,47,13,9017
50PE00854,50131047,48139389,47139087,1950131047,1948139389,1947139087,50,13,1047,48,13,9389,47,13,9087
50PE00855,50131403,48139389,47139141,1950131403,1948139389,1947139141,50,13,1403,48,13,9389,47,13,9141
50PE00856,50130905,48139389,48139410,1950130905,1948139389,1948139410,50,13,0905,48,13,9389,48,13,9410
50PE00857,50131438,48139389,48139865,1950131438,1948139389,1948139865,50,13,1438,48,13,9389,48,13,9865
50PE00858,50131461,48139389,48139889,1950131461,1948139389,1948139889,50,13,1461,48,13,9389,48,13,9889
50PE00859,50131292,48139432,43135479,1950131292,1948139432,1943135479,50,13,1292,48,13,9432,43,13,5479
50PE00860,50131021,48139432,46137825,1950131021,1948139432,1946137825,50,13,1021,48,13,9432,46,13,7825
50PE00861,50131029,48139432,46137857,1950131029,1948139432,1946137857,50,13,1029,48,13,9432,46,13,7857
50PE00862,50131442,48139432,46138084,1950131442,1948139432,1946138084,50,13,1442,48,13,9432,46,13,8084
50PE00863,50130734,48139432,46138142,1950130734,1948139432,1946138142,50,13,0734,48,13,9432,46,13,8142
50PE00864,50131170,48139432,47139169,1950131170,1948139432,1947139169,50,13,1170,48,13,9432,47,13,9169
50PE00865,50131436,48139432,48139252,1950131436,1948139432,1948139252,50,13,1436,48,13,9432,48,13,9252
50PE00866,50131412,48139432,48139380,1950131412,1948139432,1948139380,50,13,1412,48,13,9432,48,13,9380
50PE00867,50130941,48139432,48139433,1950130941,1948139432,1948139433,50,13,0941,48,13,9432,48,13,9433
50PE00868,50131467,48139432,48139524,1950131467,1948139432,1948139524,50,13,1467,48,13,9432,48,13,9524
50PE00869,50130866,48139539,42134807,1950130866,1948139539,1942134807,50,13,0866,48,13,9539,42,13,4807
50PE00870,50130867,48139539,42134807,1950130867,1948139539,1942134807,50,13,0867,48,13,9539,42,13,4807
50PE00871,50131093,48139539,43135783,1950131093,1948139539,1943135783,50,13,1093,48,13,9539,43,13,5783
50PE00872,50131094,48139539,43135783,1950131094,1948139539,1943135783,50,13,1094,48,13,9539,43,13,5783
50PE00873,50130809,48139539,44136366,1950130809,1948139539,1944136366,50,13,0809,48,13,9539,44,13,6366
50PE00874,50130810,48139539,44136366,1950130810,1948139539,1944136366,50,13,0810,48,13,9539,44,13,6366
50PE00875,50131001,48139539,44136716,1950131001,1948139539,1944136716,50,13,1001,48,13,9539,44,13,6716
50PE00876,50131109,48139539,44136881,1950131109,1948139539,1944136881,50,13,1109,48,13,9539,44,13,6881
50PE00877,50131110,48139539,44136881,1950131110,1948139539,1944136881,50,13,1110,48,13,9539,44,13,6881
50PE00878,50130983,48139539,45137233,1950130983,1948139539,1945137233,50,13,0983,48,13,9539,45,13,7233
50PE00879,50131396,48139539,45137345,1950131396,1948139539,1945137345,50,13,1396,48,13,9539,45,13,7345
50PE00880,50131397,48139539,45137345,1950131397,1948139539,1945137345,50,13,1397,48,13,9539,45,13,7345
50PE00881,50130958,48139539,45137642,1950130958,1948139539,1945137642,50,13,0958,48,13,9539,45,13,7642
50PE00882,50130959,48139539,45137642,1950130959,1948139539,1945137642,50,13,0959,48,13,9539,45,13,7642
50PE00883,50131204,48139539,45137762,1950131204,1948139539,1945137762,50,13,1204,48,13,9539,45,13,7762
50PE00884,50130947,48139539,46137869,1950130947,1948139539,1946137869,50,13,0947,48,13,9539,46,13,7869
50PE00885,50130948,48139539,46137869,1950130948,1948139539,1946137869,50,13,0948,48,13,9539,46,13,7869
50PE00886,50130886,48139539,46137887,1950130886,1948139539,1946137887,50,13,0886,48,13,9539,46,13,7887
50PE00887,50130861,48139539,46137964,1950130861,1948139539,1946137964,50,13,0861,48,13,9539,46,13,7964
50PE00888,50131222,48139539,46138166,1950131222,1948139539,1946138166,50,13,1222,48,13,9539,46,13,8166
50PE00889,50131189,48139539,46138245,1950131189,1948139539,1946138245,50,13,1189,48,13,9539,46,13,8245
50PE00890,50131184,48139539,46138361,1950131184,1948139539,1946138361,50,13,1184,48,13,9539,46,13,8361
50PE00891,50131136,48139539,47138621,1950131136,1948139539,1947138621,50,13,1136,48,13,9539,47,13,8621
50PE00892,50130936,48139539,47138622,1950130936,1948139539,1947138622,50,13,0936,48,13,9539,47,13,8622
50PE00893,50131124,48139539,47138685,1950131124,1948139539,1947138685,50,13,1124,48,13,9539,47,13,8685
50PE00894,50131244,48139539,47138761,1950131244,1948139539,1947138761,50,13,1244,48,13,9539,47,13,8761
50PE00895,50130942,48139539,47138770,1950130942,1948139539,1947138770,50,13,0942,48,13,9539,47,13,8770
50PE00896,50131215,48139539,47138873,1950131215,1948139539,1947138873,50,13,1215,48,13,9539,47,13,8873
50PE00897,50130883,48139539,47138906,1950130883,1948139539,1947138906,50,13,0883,48,13,9539,47,13,8906
50PE00898,50131192,48139539,47138952,1950131192,1948139539,1947138952,50,13,1192,48,13,9539,47,13,8952
50PE00899,50131198,48139539,47138972,1950131198,1948139539,1947138972,50,13,1198,48,13,9539,47,13,8972
50PE00900,50131199,48139539,47138972,1950131199,1948139539,1947138972,50,13,1199,48,13,9539,47,13,8972
50PE00901,50130973,48139539,47139098,1950130973,1948139539,1947139098,50,13,0973,48,13,9539,47,13,9098
50PE00902,50130872,48139539,48139401,1950130872,1948139539,1948139401,50,13,0872,48,13,9539,48,13,9401
50PE00903,50131458,48139539,48139440,1950131458,1948139539,1948139440,50,13,1458,48,13,9539,48,13,9440
50PE00904,50131100,48139539,48139596,1950131100,1948139539,1948139596,50,13,1100,48,13,9539,48,13,9596
50PE00905,50130892,48139539,48139679,1950130892,1948139539,1948139679,50,13,0892,48,13,9539,48,13,9679
50PE00906,50130978,48139539,48139706,1950130978,1948139539,1948139706,50,13,0978,48,13,9539,48,13,9706
50PE00907,50130911,48139552,42135252,1950130911,1948139552,1942135252,50,13,0911,48,13,9552,42,13,5252
50PE00908,50130996,48139552,44136532,1950130996,1948139552,1944136532,50,13,0996,48,13,9552,44,13,6532
50PE00909,50130997,48139552,44136532,1950130997,1948139552,1944136532,50,13,0997,48,13,9552,44,13,6532
50PE00910,50131399,48139552,44136554,1950131399,1948139552,1944136554,50,13,1399,48,13,9552,44,13,6554
50PE00911,50131046,48139552,44136879,1950131046,1948139552,1944136879,50,13,1046,48,13,9552,44,13,6879
50PE00912,50131024,48139552,45137346,1950131024,1948139552,1945137346,50,13,1024,48,13,9552,45,13,7346
50PE00913,50131161,48139552,45137347,1950131161,1948139552,1945137347,50,13,1161,48,13,9552,45,13,7347
50PE00914,50131162,48139552,45137347,1950131162,1948139552,1945137347,50,13,1162,48,13,9552,45,13,7347
50PE00915,50130827,48139552,45137563,1950130827,1948139552,1945137563,50,13,0827,48,13,9552,45,13,7563
50PE00916,50130828,48139552,45137563,1950130828,1948139552,1945137563,50,13,0828,48,13,9552,45,13,7563
50PE00917,50131098,48139552,46137903,1950131098,1948139552,1946137903,50,13,1098,48,13,9552,46,13,7903
50PE00918,50131291,48139552,46138177,1950131291,1948139552,1946138177,50,13,1291,48,13,9552,46,13,8177
50PE00919,50131430,48139552,46138428,1950131430,1948139552,1946138428,50,13,1430,48,13,9552,46,13,8428
50PE00920,50131431,48139552,46138428,1950131431,1948139552,1946138428,50,13,1431,48,13,9552,46,13,8428
50PE00921,50131290,48139552,47138545,1950131290,1948139552,1947138545,50,13,1290,48,13,9552,47,13,8545
50PE00922,50131230,48139552,47138558,1950131230,1948139552,1947138558,50,13,1230,48,13,9552,47,13,8558
50PE00923,50130981,48139552,47138673,1950130981,1948139552,1947138673,50,13,0981,48,13,9552,47,13,8673
50PE00924,50131426,48139552,47138917,1950131426,1948139552,1947138917,50,13,1426,48,13,9552,47,13,8917
50PE00925,50131260,48139552,47138937,1950131260,1948139552,1947138937,50,13,1260,48,13,9552,47,13,8937
50PE00926,50130951,48139552,47139067,1950130951,1948139552,1947139067,50,13,0951,48,13,9552,47,13,9067
50PE00927,50131235,48139552,47139122,1950131235,1948139552,1947139122,50,13,1235,48,13,9552,47,13,9122
50PE00928,50131027,48139552,48139344,1950131027,1948139552,1948139344,50,13,1027,48,13,9552,48,13,9344
50PE00929,50131173,48139552,48139369,1950131173,1948139552,1948139369,50,13,1173,48,13,9552,48,13,9369
50PE00930,50131395,48139552,48139485,1950131395,1948139552,1948139485,50,13,1395,48,13,9552,48,13,9485
50PE00931,50131272,48139552,48139774,1950131272,1948139552,1948139774,50,13,1272,48,13,9552,48,13,9774
50PE00932,50131149,48139552,48139775,1950131149,1948139552,1948139775,50,13,1149,48,13,9552,48,13,9775
