UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
23PE00001,23,06,A1768,06,A1026,06,A1169,30,2023061768,2020061026,2021061169,2023061768,2020061026,2021061169,0,0
23PE00002,23,06,A1769,06,A1026,06,A1169,30,2023061769,2020061026,2021061169,2023061769,2020061026,2021061169,0,0
23PE00003,23,06,A1770,06,A1235,06,A0970,30,2023061770,2021061235,2020060970,2023061770,2021061235,2020060970,0,0
23PE00004,23,06,A1771,06,A1235,06,A0970,30,2023061771,2021061235,2020060970,2023061771,2021061235,2020060970,0,0
23PE00005,23,06,A1772,06,A1026,06,A1127,30,2023061772,2020061026,2021061127,2023061772,2020061026,2021061127,0,0
23PE00006,23,06,A1773,06,A1026,06,A1127,30,2023061773,2020061026,2021061127,2023061773,2020061026,2021061127,0,0
23PE00007,23,06,A1774,06,A1126,06,A1057,30,2023061774,2021061126,2021061057,2023061774,2021061126,2021061057,0,0
23PE00008,23,06,A1775,06,A1126,06,A1057,30,2023061775,2021061126,2021061057,2023061775,2021061126,2021061057,0,0
23PE00009,23,06,A1776,06,A1209,06,A1306,30,2023061776,2021061209,2021061306,2023061776,2021061209,2021061306,0,0
23PE00010,23,06,A1777,06,A1209,06,A1306,30,2023061777,2021061209,2021061306,2023061777,2021061209,2021061306,0,0
23PE00011,23,06,A1778,06,A1291,06,A0389,30,2023061778,2021061291,2019060389,2023061778,2021061291,2019060389,0,0
23PE00012,23,06,A1779,06,A1291,06,A0389,30,2023061779,2021061291,2019060389,2023061779,2021061291,2019060389,0,0
23PE00013,23,06,A1780,06,A1291,06,A0389,30,2023061780,2021061291,2019060389,2023061780,2021061291,2019060389,0,0
23PE00014,23,06,A1781,06,A1126,06,A0309,30,2023061781,2021061126,2018060309,2023061781,2021061126,2018060309,0,0
23PE00015,23,06,A1782,06,A1126,06,A0309,30,2023061782,2021061126,2018060309,2023061782,2021061126,2018060309,0,0
23PE00016,23,06,A1783,06,A1126,06,A0309,30,2023061783,2021061126,2018060309,2023061783,2021061126,2018060309,0,0
23PE00017,23,06,A1784,06,A1201,05,H9393,30,2023061784,2021061201,2016059393,2023061784,2021061201,2016059393,0,0
23PE00018,23,06,A1785,06,A1201,05,H9393,30,2023061785,2021061201,2016059393,2023061785,2021061201,2016059393,0,0
23PE00019,23,06,A1786,06,A1201,05,H9393,30,2023061786,2021061201,2016059393,2023061786,2021061201,2016059393,0,0
23PE00020,23,06,A1787,06,A1235,06,A0175,30,2023061787,2021061235,2018060175,2023061787,2021061235,2018060175,0,0
23PE00021,23,06,A1788,06,A1235,06,A0175,30,2023061788,2021061235,2018060175,2023061788,2021061235,2018060175,0,0
23PE00022,23,06,A1789,06,A1235,06,A1320,30,2023061789,2021061235,2021061320,2023061789,2021061235,2021061320,0,0
