UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
13PE00001,13,05,H7938,05,H7324,05,H7656,30,2013057938,2011057324,2012057656,2013057938,2011057324,2012057656,0,0
13PE00002,13,05,H7939,05,H5936,05,H7497,30,2013057939,2010055936,2012057497,2013057939,2010055936,2012057497,0,0
13PE00003,13,05,H7940,05,H5936,05,H7497,39,2013057940,2010055936,2012057497,2013057940,2010055936,2012057497,0,0
13PE00004,13,05,H7941,05,H6969,05,H4451,30,2013057941,2011056969,2008054451,2013057941,2011056969,2008054451,0,0
13PE00005,13,05,H7942,05,H5934,05,H6539,30,2013057942,2010055934,2011056539,2013057942,2010055934,2011056539,0,0
13PE00006,13,05,H7943,05,H5934,05,H6539,30,2013057943,2010055934,2011056539,2013057943,2010055934,2011056539,0,0
13PE00007,13,05,H7944,00,H7410,05,H5682,30,2013057944,2011007410,2010055682,2013057944,2011007410,2010055682,0,0
13PE00008,13,05,H7945,05,H5934,05,H3898,30,2013057945,2010055934,2008053898,2013057945,2010055934,2008053898,0,0
13PE00009,13,05,H7946,05,H5934,05,H3898,30,2013057946,2010055934,2008053898,2013057946,2010055934,2008053898,0,0
13PE00010,13,05,H7947,05,H6952,05,H6955,30,2013057947,2011056952,2011056955,2013057947,2011056952,2011056955,0,0
13PE00011,13,05,H7948,05,H6952,05,H6955,30,2013057948,2011056952,2011056955,2013057948,2011056952,2011056955,0,0
13PE00012,13,05,H7949,05,H6777,05,H3905,30,2013057949,2011056777,2008053905,2013057949,2011056777,2008053905,0,0
13PE00013,13,05,H7950,05,H6777,05,H3905,30,2013057950,2011056777,2008053905,2013057950,2011056777,2008053905,0,0
13PE00014,13,05,H7951,05,H5934,05,H5520,30,2013057951,2010055934,2009055520,2013057951,2010055934,2009055520,0,0
13PE00015,13,05,H7952,05,H5934,05,H5520,30,2013057952,2010055934,2009055520,2013057952,2010055934,2009055520,0,0
13PE00016,13,05,H7953,05,H6969,05,H6349,30,2013057953,2011056969,2010056349,2013057953,2011056969,2010056349,0,0
13PE00017,13,05,H7954,05,H6039,05,H7623,30,2013057954,2010056039,2012057623,2013057954,2010056039,2012057623,0,0
13PE00018,13,05,H7955,00,H7410,05,H5036,30,2013057955,2011007410,2009055036,2013057955,2011007410,2009055036,0,0
13PE00019,13,05,H7956,05,H6952,05,H6859,30,2013057956,2011056952,2011056859,2013057956,2011056952,2011056859,0,0
13PE00020,13,05,H7957,05,H6777,05,H5102,30,2013057957,2011056777,2009055102,2013057957,2011056777,2009055102,0,0
13PE00021,13,05,H7958,05,H6777,05,H5102,30,2013057958,2011056777,2009055102,2013057958,2011056777,2009055102,0,0
13PE00022,13,05,H7959,05,H7199,05,H3638,30,2013057959,2011057199,2007053638,2013057959,2011057199,2007053638,0,0
13PE00023,13,05,H7960,05,H7199,05,H3638,30,2013057960,2011057199,2007053638,2013057960,2011057199,2007053638,0,0
13PE00024,13,05,H7961,05,H6969,05,H5140,30,2013057961,2011056969,2009055140,2013057961,2011056969,2009055140,0,0
13PE00025,13,05,H7962,05,H6777,05,H4448,30,2013057962,2011056777,2008054448,2013057962,2011056777,2008054448,0,0
13PE00026,13,05,H7963,05,H6777,05,H4448,30,2013057963,2011056777,2008054448,2013057963,2011056777,2008054448,0,0
13PE00027,13,05,H7964,00,H7410,05,H6364,30,2013057964,2011007410,2010056364,2013057964,2011007410,2010056364,0,0
13PE00028,13,05,H7965,00,H7410,05,H6364,30,2013057965,2011007410,2010056364,2013057965,2011007410,2010056364,0,0
13PE00029,13,05,H7966,00,H7410,05,H5662,30,2013057966,2011007410,2010055662,2013057966,2011007410,2010055662,0,0
13PE00030,13,05,H7967,00,H7410,05,H5662,30,2013057967,2011007410,2010055662,2013057967,2011007410,2010055662,0,0
13PE00031,13,05,H7968,05,H6952,05,H6821,30,2013057968,2011056952,2011056821,2013057968,2011056952,2011056821,0,0
13PE00032,13,05,H7969,05,H6952,05,H6821,30,2013057969,2011056952,2011056821,2013057969,2011056952,2011056821,0,0
13PE00033,13,05,H7970,05,H6952,05,H6821,30,2013057970,2011056952,2011056821,2013057970,2011056952,2011056821,0,0
13PE00034,13,05,H7971,05,H7150,05,H7426,30,2013057971,2011057150,2012057426,2013057971,2011057150,2012057426,0,0
13PE00035,13,05,H7972,05,H6969,05,H5693,30,2013057972,2011056969,2010055693,2013057972,2011056969,2010055693,0,0
13PE00036,13,05,H7973,05,H6969,05,H5693,30,2013057973,2011056969,2010055693,2013057973,2011056969,2010055693,0,0
13PE00037,13,05,H7974,05,H7199,05,H7386,30,2013057974,2011057199,2011057386,2013057974,2011057199,2011057386,0,0
13PE00038,13,05,H7975,05,H7199,05,H7386,30,2013057975,2011057199,2011057386,2013057975,2011057199,2011057386,0,0
13PE00039,13,05,H7976,05,H7199,05,H2194,30,2013057976,2011057199,2006052194,2013057976,2011057199,2006052194,0,0
13PE00040,13,05,H7977,05,H6952,05,H7399,30,2013057977,2011056952,2011057399,2013057977,2011056952,2011057399,0,0
13PE00041,13,05,H7978,05,H6039,05,H7537,30,2013057978,2010056039,2012057537,2013057978,2010056039,2012057537,0,0
13PE00042,13,05,H7979,05,H7324,05,H7567,30,2013057979,2011057324,2012057567,2013057979,2011057324,2012057567,0,0
13PE00043,13,05,H7980,00,H7410,05,H7200,30,2013057980,2011007410,2011057200,2013057980,2011007410,2011057200,0,0
13PE00044,13,05,H7981,00,H7410,05,H7200,30,2013057981,2011007410,2011057200,2013057981,2011007410,2011057200,0,0
13PE00045,13,05,H7982,05,H5936,05,H7843,30,2013057982,2010055936,2012057843,2013057982,2010055936,2012057843,0,0
13PE00046,13,05,H7983,05,H5936,05,H7843,30,2013057983,2010055936,2012057843,2013057983,2010055936,2012057843,0,0
13PE00047,13,05,H7984,05,H5936,05,H7436,30,2013057984,2010055936,2012057436,2013057984,2010055936,2012057436,0,0
13PE00048,13,05,H7985,05,H5936,05,H7436,30,2013057985,2010055936,2012057436,2013057985,2010055936,2012057436,0,0
13PE00049,13,05,H7986,05,H7199,05,H3491,30,2013057986,2011057199,2007053491,2013057986,2011057199,2007053491,0,0
13PE00050,13,05,H7987,05,H7199,05,H3491,30,2013057987,2011057199,2007053491,2013057987,2011057199,2007053491,0,0
13PE00051,13,05,H7988,05,H5934,05,H5295,30,2013057988,2010055934,2009055295,2013057988,2010055934,2009055295,0,0
13PE00052,13,05,H7989,05,H5934,05,H5295,30,2013057989,2010055934,2009055295,2013057989,2010055934,2009055295,0,0
13PE00053,13,05,H7990,05,H7199,05,H6755,30,2013057990,2011057199,2011056755,2013057990,2011057199,2011056755,0,0
13PE00054,13,05,H7991,05,H5934,05,H7207,30,2013057991,2010055934,2011057207,2013057991,2010055934,2011057207,0,0
13PE00055,13,05,H7992,00,H7410,05,H5998,30,2013057992,2011007410,2010055998,2013057992,2011007410,2010055998,0,0
13PE00056,13,05,H7993,00,H7410,05,H5998,30,2013057993,2011007410,2010055998,2013057993,2011007410,2010055998,0,0
