UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
14PE00001,14,05,H8462,05,H7881,05,H8054,30,2014058462,2012057881,2013058054,2014058462,2012057881,2013058054,0,0
14PE00002,14,05,H8463,05,H7783,05,H6755,30,2014058463,2012057783,2011056755,2014058463,2012057783,2011056755,0,0
14PE00003,14,05,H8464,05,H7881,05,H7947,30,2014058464,2012057881,2013057947,2014058464,2012057881,2013057947,0,0
14PE00004,14,05,H8465,05,H7881,05,H8389,30,2014058465,2012057881,2013058389,2014058465,2012057881,2013058389,0,0
14PE00005,14,05,H8466,05,H7881,05,H8389,30,2014058466,2012057881,2013058389,2014058466,2012057881,2013058389,0,0
14PE00006,14,05,H8467,00,H7410,05,H4017,30,2014058467,2011007410,2008054017,2014058467,2011007410,2008054017,0,0
14PE00007,14,05,H8468,00,H7410,05,H4017,30,2014058468,2011007410,2008054017,2014058468,2011007410,2008054017,0,0
14PE00008,14,05,H8469,00,H7410,05,H4017,30,2014058469,2011007410,2008054017,2014058469,2011007410,2008054017,0,0
14PE00009,14,05,H8470,00,H7410,05,H7426,30,2014058470,2011007410,2012057426,2014058470,2011007410,2012057426,0,0
14PE00010,14,05,H8471,00,H7410,05,H7426,30,2014058471,2011007410,2012057426,2014058471,2011007410,2012057426,0,0
14PE00011,14,05,H8472,05,H5934,05,H7405,30,2014058472,2010055934,2011057405,2014058472,2010055934,2011057405,0,0
14PE00012,14,05,H8473,05,H7508,05,H4114,30,2014058473,2012057508,2008054114,2014058473,2012057508,2008054114,0,0
14PE00013,14,05,H8474,05,H7881,05,H8310,30,2014058474,2012057881,2013058310,2014058474,2012057881,2013058310,0,0
14PE00014,14,05,H8475,00,H7410,05,H7436,30,2014058475,2011007410,2012057436,2014058475,2011007410,2012057436,0,0
14PE00015,14,05,H8476,00,H7410,05,H7436,30,2014058476,2011007410,2012057436,2014058476,2011007410,2012057436,0,0
14PE00016,14,05,H8477,05,H7835,05,H6601,30,2014058477,2012057835,2011056601,2014058477,2012057835,2011056601,0,0
14PE00017,14,05,H8478,05,H7835,05,H6601,30,2014058478,2012057835,2011056601,2014058478,2012057835,2011056601,0,0
14PE00018,14,05,H8479,05,H7543,05,H8301,30,2014058479,2012057543,2013058301,2014058479,2012057543,2013058301,0,0
