UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
81PE00001,81021404,79018640,77015594,1981021404,1979018640,1977015594,1981,02,1404,1979,01,8640,1977,01,5594,0,0
81PE00002,81021405,79018640,77015594,1981021405,1979018640,1977015594,1981,02,1405,1979,01,8640,1977,01,5594,0,0
81PE00003,81021406,75014274,75014104,1981021406,1975014274,1975014104,1981,02,1406,1975,01,4274,1975,01,4104,0,0
81PE00004,81021407,75014274,75014104,1981021407,1975014274,1975014104,1981,02,1407,1975,01,4274,1975,01,4104,0,0
81PE00005,81021408,80020353,77015598,1981021408,1980020353,1977015598,1981,02,1408,1980,02,0353,1977,01,5598,0,0
81PE00006,81021409,80020353,77015598,1981021409,1980020353,1977015598,1981,02,1409,1980,02,0353,1977,01,5598,0,0
81PE00007,81021410,75014274,72011474,1981021410,1975014274,1972011474,1981,02,1410,1975,01,4274,1972,01,1474,0,0
81PE00008,81021411,80020353,78017375,1981021411,1980020353,1978017375,1981,02,1411,1980,02,0353,1978,01,7375,0,0
81PE00009,81021412,80020353,78017375,1981021412,1980020353,1978017375,1981,02,1412,1980,02,0353,1978,01,7375,0,0
81PE00010,81021413,79018776,77015687,1981021413,1979018776,1977015687,1981,02,1413,1979,01,8776,1977,01,5687,0,0
81PE00011,81021414,75014274,74012993,1981021414,1975014274,1974012993,1981,02,1414,1975,01,4274,1974,01,2993,0,0
81PE00012,81021415,75014274,74012993,1981021415,1975014274,1974012993,1981,02,1415,1975,01,4274,1974,01,2993,0,0
81PE00013,81021416,80020353,78017066,1981021416,1980020353,1978017066,1981,02,1416,1980,02,0353,1978,01,7066,0,0
81PE00014,81021417,80020353,78017066,1981021417,1980020353,1978017066,1981,02,1417,1980,02,0353,1978,01,7066,0,0
81PE00015,81021418,80020183,79018433,1981021418,1980020183,1979018433,1981,02,1418,1980,02,0183,1979,01,8433,0,0
81PE00016,81021419,80020183,79018433,1981021419,1980020183,1979018433,1981,02,1419,1980,02,0183,1979,01,8433,0,0
81PE00017,81021420,79018493,79018386,1981021420,1979018493,1979018386,1981,02,1420,1979,01,8493,1979,01,8386,0,0
81PE00018,81021421,79018493,79018386,1981021421,1979018493,1979018386,1981,02,1421,1979,01,8493,1979,01,8386,0,0
81PE00019,81021423,79018502,78017101,1981021423,1979018502,1978017101,1981,02,1423,1979,01,8502,1978,01,7101,0,0
81PE00020,81021424,79018502,78017101,1981021424,1979018502,1978017101,1981,02,1424,1979,01,8502,1978,01,7101,0,0
81PE00021,81021425,80020353,78017076,1981021425,1980020353,1978017076,1981,02,1425,1980,02,0353,1978,01,7076,0,0
81PE00022,81021426,80020353,78017076,1981021426,1980020353,1978017076,1981,02,1426,1980,02,0353,1978,01,7076,0,0
81PE00023,81021427,79018776,79018748,1981021427,1979018776,1979018748,1981,02,1427,1979,01,8776,1979,01,8748,0,0
81PE00024,81021428,79018776,79018748,1981021428,1979018776,1979018748,1981,02,1428,1979,01,8776,1979,01,8748,0,0
81PE00025,81021429,79018502,79018412,1981021429,1979018502,1979018412,1981,02,1429,1979,01,8502,1979,01,8412,0,0
81PE00026,81021430,80020353,78017131,1981021430,1980020353,1978017131,1981,02,1430,1980,02,0353,1978,01,7131,0,0
81PE00027,81021431,80020353,78017131,1981021431,1980020353,1978017131,1981,02,1431,1980,02,0353,1978,01,7131,0,0
81PE00028,81021432,80020353,78017131,1981021432,1980020353,1978017131,1981,02,1432,1980,02,0353,1978,01,7131,0,0
81PE00029,81021433,79018640,78017161,1981021433,1979018640,1978017161,1981,02,1433,1979,01,8640,1978,01,7161,0,0
81PE00030,81021434,79018640,78017161,1981021434,1979018640,1978017161,1981,02,1434,1979,01,8640,1978,01,7161,0,0
81PE00031,81021435,80020183,76014684,1981021435,1980020183,1976014684,1981,02,1435,1980,02,0183,1976,01,4684,0,0
81PE00032,81021436,80020183,76014684,1981021436,1980020183,1976014684,1981,02,1436,1980,02,0183,1976,01,4684,0,0
81PE00033,81021437,80020371,76014975,1981021437,1980020371,1976014975,1981,02,1437,1980,02,0371,1976,01,4975,0,0
81PE00034,81021440,75014274,74013245,1981021440,1975014274,1974013245,1981,02,1440,1975,01,4274,1974,01,3245,0,0
81PE00035,81021441,75014274,74013245,1981021441,1975014274,1974013245,1981,02,1441,1975,01,4274,1974,01,3245,0,0
81PE00036,81021442,75014274,74013245,1981021442,1975014274,1974013245,1981,02,1442,1975,01,4274,1974,01,3245,0,0
81PE00037,81021443,79018776,79018379,1981021443,1979018776,1979018379,1981,02,1443,1979,01,8776,1979,01,8379,0,0
81PE00038,81021444,79018776,79018379,1981021444,1979018776,1979018379,1981,02,1444,1979,01,8776,1979,01,8379,0,0
81PE00039,81021445,80020183,78017077,1981021445,1980020183,1978017077,1981,02,1445,1980,02,0183,1978,01,7077,0,0
81PE00040,81021446,80020183,78017077,1981021446,1980020183,1978017077,1981,02,1446,1980,02,0183,1978,01,7077,0,0
81PE00041,81021447,80020371,77015736,1981021447,1980020371,1977015736,1981,02,1447,1980,02,0371,1977,01,5736,0,0
81PE00042,81021448,75014274,75013790,1981021448,1975014274,1975013790,1981,02,1448,1975,01,4274,1975,01,3790,0,0
81PE00043,81021449,75014274,75013790,1981021449,1975014274,1975013790,1981,02,1449,1975,01,4274,1975,01,3790,0,0
