UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID,ID10,SIREID10,DAMID10,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
25PE00001,25,06,A2381,06,A0000,06,A2135,30,2025062381,         0,2024062135,2025062381,US06252135,2024062135,0,0
25PE00002,25,06,A2382,06,A1761,06,A1853,30,2025062382,2022061761,2023061853,2025062382,2022061761,2023061853,0,0
25PE00003,25,06,A2383,06,A1481,06,A1900,30,2025062383,2022061481,2023061900,2025062383,2022061481,2023061900,0,0
25PE00004,25,06,A2384,06,A1481,06,A1900,30,2025062384,2022061481,2023061900,2025062384,2022061481,2023061900,0,0
25PE00005,25,06,A2385,06,A2025,06,A0761,30,2025062385,2023062025,2020060761,2025062385,2023062025,2020060761,0,0
25PE00006,25,06,A2386,06,A2025,06,A0761,30,2025062386,2023062025,2020060761,2025062386,2023062025,2020060761,0,0
25PE00007,25,06,A2387,06,A2025,06,A0761,30,2025062387,2023062025,2020060761,2025062387,2023062025,2020060761,0,0
25PE00008,25,06,A2388,06,A1865,06,A0733,30,2025062388,2023061865,2020060733,2025062388,2023061865,2020060733,0,0
25PE00009,25,06,A2389,06,A1865,06,A0733,30,2025062389,2023061865,2020060733,2025062389,2023061865,2020060733,0,0
25PE00010,25,06,A2390,06,A1865,06,A0733,30,2025062390,2023061865,2020060733,2025062390,2023061865,2020060733,0,0
25PE00011,25,06,A2391,06,A1865,06,A0733,30,2025062391,2023061865,2020060733,2025062391,2023061865,2020060733,0,0
25PE00012,25,06,A2392,06,A2013,06,A1849,30,2025062392,2023062013,2023061849,2025062392,2023062013,2023061849,0,0
25PE00013,25,06,A2393,06,A2013,06,A1849,30,2025062393,2023062013,2023061849,2025062393,2023062013,2023061849,0,0
25PE00014,25,06,A2394,06,A0000,06,A2206,30,2025062394,         0,2024062206,2025062394,US06252206,2024062206,0,0
25PE00015,25,06,A2395,06,A1579,06,A0970,30,2025062395,2022061579,2020060970,2025062395,2022061579,2020060970,0,0
25PE00016,25,06,A2396,06,A1579,06,A0970,30,2025062396,2022061579,2020060970,2025062396,2022061579,2020060970,0,0
25PE00017,25,06,A2397,06,A1579,06,A0970,30,2025062397,2022061579,2020060970,2025062397,2022061579,2020060970,0,0
25PE00018,25,06,A2398,06,A2020,06,A1883,30,2025062398,2023062020,2023061883,2025062398,2023062020,2023061883,0,0
25PE00019,25,06,A2399,06,A2020,06,A1883,30,2025062399,2023062020,2023061883,2025062399,2023062020,2023061883,0,0
25PE00020,25,06,A2400,06,A2020,06,A1883,30,2025062400,2023062020,2023061883,2025062400,2023062020,2023061883,0,0
25PE00021,25,06,A2401,06,A1481,06,A1965,30,2025062401,2022061481,2023061965,2025062401,2022061481,2023061965,0,0
25PE00022,25,06,A2402,06,A1481,06,A1965,30,2025062402,2022061481,2023061965,2025062402,2022061481,2023061965,0,0
25PE00023,25,06,A2403,06,A1538,06,A1805,30,2025062403,2022061538,2023061805,2025062403,2022061538,2023061805,0,0
25PE00024,25,06,A2404,06,A1538,06,A1805,30,2025062404,2022061538,2023061805,2025062404,2022061538,2023061805,0,0
25PE00025,25,06,A2405,06,A2013,06,A1468,30,2025062405,2023062013,2022061468,2025062405,2023062013,2022061468,0,0
25PE00026,25,06,A2406,06,A2013,06,A1468,30,2025062406,2023062013,2022061468,2025062406,2023062013,2022061468,0,0
25PE00027,25,06,A2407,06,A1761,06,A1648,30,2025062407,2022061761,2022061648,2025062407,2022061761,2022061648,0,0
25PE00028,25,06,A2408,06,A1761,06,A1648,30,2025062408,2022061761,2022061648,2025062408,2022061761,2022061648,0,0
25PE00029,25,06,A2409,06,A1761,06,A1648,30,2025062409,2022061761,2022061648,2025062409,2022061761,2022061648,0,0
25PE00030,25,06,A2410,06,A1865,06,A1678,30,2025062410,2023061865,2022061678,2025062410,2023061865,2022061678,0,0
25PE00031,25,06,A2411,06,A1865,06,A1678,30,2025062411,2023061865,2022061678,2025062411,2023061865,2022061678,0,0
25PE00032,25,06,A2412,06,A2020,06,A1514,30,2025062412,2023062020,2022061514,2025062412,2023062020,2022061514,0,0
25PE00033,25,06,A2413,06,A2020,06,A1514,30,2025062413,2023062020,2022061514,2025062413,2023062020,2022061514,0,0
25PE00034,25,06,A2414,06,A2020,06,A1514,30,2025062414,2023062020,2022061514,2025062414,2023062020,2022061514,0,0
25PE00035,25,06,A2415,06,A2020,06,A1850,30,2025062415,2023062020,2023061850,2025062415,2023062020,2023061850,0,0
25PE00036,25,06,A2416,06,A2020,06,A1850,30,2025062416,2023062020,2023061850,2025062416,2023062020,2023061850,0,0
25PE00037,25,06,A2417,06,A2020,06,A1850,30,2025062417,2023062020,2023061850,2025062417,2023062020,2023061850,0,0
25PE00038,25,06,A2418,06,A1538,06,A1582,30,2025062418,2022061538,2022061582,2025062418,2022061538,2022061582,0,0
25PE00039,25,06,A2419,06,A1538,06,A1582,30,2025062419,2022061538,2022061582,2025062419,2022061538,2022061582,0,0
25PE00040,25,06,A2420,06,A2013,06,A1665,30,2025062420,2023062013,2022061665,2025062420,2023062013,2022061665,0,0
25PE00041,25,06,A2421,06,A2013,06,A1665,30,2025062421,2023062013,2022061665,2025062421,2023062013,2022061665,0,0
25PE00042,25,06,A2422,06,A1865,05,H9310,30,2025062422,2023061865,2016059310,2025062422,2023061865,2016059310,0,0
25PE00043,25,06,A2423,06,A1865,05,H9310,30,2025062423,2023061865,2016059310,2025062423,2023061865,2016059310,0,0
25PE00044,25,06,A2424,06,A1761,05,H9899,30,2025062424,2022061761,2017059899,2025062424,2022061761,2017059899,0,0
25PE00045,25,06,A2425,06,A1761,05,H9899,30,2025062425,2022061761,2017059899,2025062425,2022061761,2017059899,0,0
25PE00046,25,06,A2426,06,A1761,05,H9899,30,2025062426,2022061761,2017059899,2025062426,2022061761,2017059899,0,0
25PE00047,25,06,A2427,06,A2020,06,A1837,30,2025062427,2023062020,2023061837,2025062427,2023062020,2023061837,0,0
25PE00048,25,06,A2428,06,A2020,06,A1837,30,2025062428,2023062020,2023061837,2025062428,2023062020,2023061837,0,0
25PE00049,25,06,A2429,06,A2013,06,A1706,30,2025062429,2023062013,2022061706,2025062429,2023062013,2022061706,0,0
25PE00050,25,06,A2430,06,A1538,06,A1754,30,2025062430,2022061538,2022061754,2025062430,2022061538,2022061754,0,0
25PE00051,25,06,A2431,06,A1538,06,A1754,30,2025062431,2022061538,2022061754,2025062431,2022061538,2022061754,0,0
25PE00052,25,06,A2432,06,A1538,06,A1754,30,2025062432,2022061538,2022061754,2025062432,2022061538,2022061754,0,0
25PE00053,25,06,A2433,06,A2025,06,A1450,30,2025062433,2023062025,2021061450,2025062433,2023062025,2021061450,0,0
25PE00054,25,06,A2434,06,A2025,06,A1450,30,2025062434,2023062025,2021061450,2025062434,2023062025,2021061450,0,0
25PE00055,25,06,A2435,06,A2025,06,A1450,30,2025062435,2023062025,2021061450,2025062435,2023062025,2021061450,0,0
25PE00056,25,06,A2436,06,A1579,06,A1536,30,2025062436,2022061579,2022061536,2025062436,2022061579,2022061536,0,0
25PE00057,25,06,A2437,06,A1579,06,A1536,30,2025062437,2022061579,2022061536,2025062437,2022061579,2022061536,0,0
25PE00058,25,06,A2438,06,A1579,06,A1536,30,2025062438,2022061579,2022061536,2025062438,2022061579,2022061536,0,0
25PE00059,25,06,A2439,06,A2025,06,A0533,30,2025062439,2023062025,2019060533,2025062439,2023062025,2019060533,0,0
25PE00060,25,06,A2440,06,A2025,06,A0533,30,2025062440,2023062025,2019060533,2025062440,2023062025,2019060533,0,0
25PE00061,25,06,A2441,06,A2025,06,A0533,30,2025062441,2023062025,2019060533,2025062441,2023062025,2019060533,0,0
25PE00062,25,06,A2442,06,A1761,06,A1408,30,2025062442,2022061761,2021061408,2025062442,2022061761,2021061408,0,0
25PE00063,25,06,A2443,06,A1761,06,A1408,30,2025062443,2022061761,2021061408,2025062443,2022061761,2021061408,0,0
25PE00064,25,06,A2444,06,A1761,06,A1408,30,2025062444,2022061761,2021061408,2025062444,2022061761,2021061408,0,0
25PE00065,25,06,A2445,06,A1761,06,A1408,30,2025062445,2022061761,2021061408,2025062445,2022061761,2021061408,0,0
25PE00066,25,06,A2446,06,A1579,06,A1771,30,2025062446,2022061579,2023061771,2025062446,2022061579,2023061771,0,0
25PE00067,25,06,A2447,06,A1579,06,A1771,30,2025062447,2022061579,2023061771,2025062447,2022061579,2023061771,0,0
25PE00068,25,06,A2448,06,A1579,06,A1130,30,2025062448,2022061579,2021061130,2025062448,2022061579,2021061130,0,0
25PE00069,25,06,A2449,06,A1579,06,A1130,30,2025062449,2022061579,2021061130,2025062449,2022061579,2021061130,0,0
25PE00070,25,06,A2450,06,A2020,06,A1846,30,2025062450,2023062020,2023061846,2025062450,2023062020,2023061846,0,0
25PE00071,25,06,A2451,06,A2020,06,A1846,30,2025062451,2023062020,2023061846,2025062451,2023062020,2023061846,0,0
25PE00072,25,06,A2452,06,A1865,06,A1907,30,2025062452,2023061865,2023061907,2025062452,2023061865,2023061907,0,0
25PE00073,25,06,A2453,06,A1865,06,A1907,30,2025062453,2023061865,2023061907,2025062453,2023061865,2023061907,0,0
25PE00074,25,06,A2454,06,A2025,06,A1516,30,2025062454,2023062025,2022061516,2025062454,2023062025,2022061516,0,0
25PE00075,25,06,A2455,06,A2025,06,A1516,30,2025062455,2023062025,2022061516,2025062455,2023062025,2022061516,0,0
25PE00076,25,06,A2456,06,A1865,06,A0816,30,2025062456,2023061865,2020060816,2025062456,2023061865,2020060816,0,0
25PE00077,25,06,A2457,06,A1865,06,A0816,30,2025062457,2023061865,2020060816,2025062457,2023061865,2020060816,0,0
25PE00078,25,06,A2458,06,A1865,06,A0816,30,2025062458,2023061865,2020060816,2025062458,2023061865,2020060816,0,0
25PE00079,25,06,A2459,06,A1761,06,A0907,30,2025062459,2022061761,2020060907,2025062459,2022061761,2020060907,0,0
25PE00080,25,06,A2460,06,A1761,06,A0907,30,2025062460,2022061761,2020060907,2025062460,2022061761,2020060907,0,0
25PE00081,25,06,A2461,06,A1761,06,A0907,30,2025062461,2022061761,2020060907,2025062461,2022061761,2020060907,0,0
25PE00082,25,06,A2462,06,A1761,06,A1826,30,2025062462,2022061761,2023061826,2025062462,2022061761,2023061826,0,0
25PE00083,25,06,A2463,06,A1761,06,A1826,30,2025062463,2022061761,2023061826,2025062463,2022061761,2023061826,0,0
25PE00084,25,06,A2464,06,A2025,06,A1283,30,2025062464,2023062025,2021061283,2025062464,2023062025,2021061283,0,0
25PE00085,25,06,A2465,06,A1481,06,A1476,30,2025062465,2022061481,2022061476,2025062465,2022061481,2022061476,0,0
25PE00086,25,06,A2466,06,A1481,06,A1476,30,2025062466,2022061481,2022061476,2025062466,2022061481,2022061476,0,0
25PE00087,25,06,A2467,06,A0000,06,A2216,30,2025062467,         0,2024062216,2025062467,US06252216,2024062216,0,0
25PE00088,25,06,A2468,06,A1481,06,A0327,30,2025062468,2022061481,2018060327,2025062468,2022061481,2018060327,0,0
25PE00089,25,06,A2469,06,A1481,06,A0327,30,2025062469,2022061481,2018060327,2025062469,2022061481,2018060327,0,0
25PE00090,25,06,A2470,06,A1481,06,A0327,30,2025062470,2022061481,2018060327,2025062470,2022061481,2018060327,0,0
25PE00091,25,06,A2471,06,A1481,06,A0327,30,2025062471,2022061481,2018060327,2025062471,2022061481,2018060327,0,0
25PE00092,25,06,A2472,06,A0000,06,A2299,30,2025062472,         0,2024062299,2025062472,US06252299,2024062299,0,0
25PE00093,25,06,A2473,06,A2020,06,A1824,30,2025062473,2023062020,2023061824,2025062473,2023062020,2023061824,0,0
25PE00094,25,06,A2474,06,A2020,06,A1824,30,2025062474,2023062020,2023061824,2025062474,2023062020,2023061824,0,0
