UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
57PE00001,57101991,54114150,53101792,1957101991,1954114150,1953101792,1957,10,1991,1954,11,4150,1953,10,1792,0,0
57PE00002,57101992,54114150,53101792,1957101992,1954114150,1953101792,1957,10,1992,1954,11,4150,1953,10,1792,0,0
57PE00003,57101993,54141575,54101760,1957101993,1954141575,1954101760,1957,10,1993,1954,14,1575,1954,10,1760,0,0
57PE00004,57101994,52140396,55101835,1957101994,1952140396,1955101835,1957,10,1994,1952,14,0396,1955,10,1835,0,0
57PE00005,57101995,55114375,55101869,1957101995,1955114375,1955101869,1957,10,1995,1955,11,4375,1955,10,1869,0,0
57PE00006,57101996,55142504,48101638,1957101996,1955142504,HX00001693,1957,10,1996,1955,14,2504,1948,10,1638,0,1
57PE00007,57101997,55114409,53101794,1957101997,1955114409,1953101794,1957,10,1997,1955,11,4409,1953,10,1794,0,0
57PE00008,57101998,55142724,52101671,1957101998,1955142724,1952101671,1957,10,1998,1955,14,2724,1952,10,1671,0,0
57PE00009,57101999,55142724,52101671,1957101999,1955142724,1952101671,1957,10,1999,1955,14,2724,1952,10,1671,0,0
57PE00010,57102000,52140396,54101728,1957102000,1952140396,1954101728,1957,10,2000,1952,14,0396,1954,10,1728,0,0
57PE00011,57102001,55142756,52101688,1957102001,1955142756,1952101688,1957,10,2001,1955,14,2756,1952,10,1688,0,0
57PE00012,57102002,55114375,54101731,1957102002,1955114375,1954101731,1957,10,2002,1955,11,4375,1954,10,1731,0,0
57PE00013,57102003,55114458,55101888,1957102003,1955114458,1955101888,1957,10,2003,1955,11,4458,1955,10,1888,0,0
57PE00014,57102004,56142916,55101874,1957102004,1956142916,1955101874,1957,10,2004,1956,14,2916,1955,10,1874,0,0
57PE00015,57102005,55142516,53101793,1957102005,1955142516,1953101793,1957,10,2005,1955,14,2516,1953,10,1793,0,0
57PE00016,57102006,55142516,53101793,1957102006,1955142516,1953101793,1957,10,2006,1955,14,2516,1953,10,1793,0,0
57PE00017,57102007,55114375,54101789,1957102007,1955114375,1954101789,1957,10,2007,1955,11,4375,1954,10,1789,0,0
57PE00018,57102008,56114654,55101857,1957102008,1956114654,1955101857,1957,10,2008,1956,11,4654,1955,10,1857,0,0
57PE00019,57102009,55142776,55101885,1957102009,1955142776,1955101885,1957,10,2009,1955,14,2776,1955,10,1885,0,0
57PE00020,57102010,54141575,55101829,1957102010,1954141575,1955101829,1957,10,2010,1954,14,1575,1955,10,1829,0,0
57PE00021,57102011,53141470,54101758,1957102011,1953141470,1954101758,1957,10,2011,1953,14,1470,1954,10,1758,0,0
57PE00022,57102012,55114520,55101873,1957102012,1955114520,1955101873,1957,10,2012,1955,11,4520,1955,10,1873,0,0
57PE00023,57102013,55142461,54101778,1957102013,1955142461,1954101778,1957,10,2013,1955,14,2461,1954,10,1778,0,0
57PE00024,57102014,55142756,52101655,1957102014,1955142756,1952101655,1957,10,2014,1955,14,2756,1952,10,1655,0,0
57PE00025,57102015,55142756,52101655,1957102015,1955142756,1952101655,1957,10,2015,1955,14,2756,1952,10,1655,0,0
57PE00026,57102016,55142516,51101646,1957102016,1955142516,1951101646,1957,10,2016,1955,14,2516,1951,10,1646,0,0
57PE00027,57102017,53141470,55101822,1957102017,1953141470,1955101822,1957,10,2017,1953,14,1470,1955,10,1822,0,0
57PE00028,57102018,55114411,52101691,1957102018,1955114411,1952101691,1957,10,2018,1955,11,4411,1952,10,1691,0,0
57PE00029,57102019,55142724,52101676,1957102019,1955142724,1952101676,1957,10,2019,1955,14,2724,1952,10,1676,0,0
57PE00030,57102020,55142724,52101697,1957102020,1955142724,1952101697,1957,10,2020,1955,14,2724,1952,10,1697,0,0
57PE00031,57102021,55142756,52101653,1957102021,1955142756,1952101653,1957,10,2021,1955,14,2756,1952,10,1653,0,0
57PE00032,57102022,55142374,54101759,1957102022,1955142374,1954101759,1957,10,2022,1955,14,2374,1954,10,1759,0,0
57PE00033,57102023,55114377,52101659,1957102023,1955114377,1952101659,1957,10,2023,1955,11,4377,1952,10,1659,0,0
57PE00034,57102024,55114377,52101659,1957102024,1955114377,1952101659,1957,10,2024,1955,11,4377,1952,10,1659,0,0
57PE00035,57102025,55142504,52101696,1957102025,1955142504,1952101696,1957,10,2025,1955,14,2504,1952,10,1696,0,0
57PE00036,57102026,55114458,54101733,1957102026,1955114458,1954101733,1957,10,2026,1955,11,4458,1954,10,1733,0,0
57PE00037,57102027,55142406,55101828,1957102027,1955142406,1955101828,1957,10,2027,1955,14,2406,1955,10,1828,0,0
57PE00038,57102028,55142516,52101673,1957102028,1955142516,1952101673,1957,10,2028,1955,14,2516,1952,10,1673,0,0
57PE00039,57102029,55142504,52101658,1957102029,1955142504,1952101658,1957,10,2029,1955,14,2504,1952,10,1658,0,0
57PE00040,57102030,55142756,52101672,1957102030,1955142756,1952101672,1957,10,2030,1955,14,2756,1952,10,1672,0,0
57PE00041,57102031,55142756,52101672,1957102031,1955142756,1952101672,1957,10,2031,1955,14,2756,1952,10,1672,0,0
57PE00042,57102032,55114377,52101689,1957102032,1955114377,1952101689,1957,10,2032,1955,11,4377,1952,10,1689,0,0
57PE00043,57102033,55142461,55101854,1957102033,1955142461,1955101854,1957,10,2033,1955,14,2461,1955,10,1854,0,0
57PE00044,57102034,55142374,55101827,1957102034,1955142374,1955101827,1957,10,2034,1955,14,2374,1955,10,1827,0,0
57PE00045,57102035,52140603,54101719,1957102035,1952140603,1954101719,1957,10,2035,1952,14,0603,1954,10,1719,0,0
57PE00046,57102036,55114377,52101706,1957102036,1955114377,1952101706,1957,10,2036,1955,11,4377,1952,10,1706,0,0
57PE00047,57102037,55142406,54101743,1957102037,1955142406,1954101743,1957,10,2037,1955,14,2406,1954,10,1743,0,0
57PE00048,57102038,52140396,54101762,1957102038,1952140396,1954101762,1957,10,2038,1952,14,0396,1954,10,1762,0,0
57PE00049,57102039,55142516,52101687,1957102039,1955142516,1952101687,1957,10,2039,1955,14,2516,1952,10,1687,0,0
57PE00050,57102040,56142916,54101757,1957102040,1956142916,1954101757,1957,10,2040,1956,14,2916,1954,10,1757,0,0
57PE00051,57102041,55114411,52101694,1957102041,1955114411,1952101694,1957,10,2041,1955,11,4411,1952,10,1694,0,0
57PE00052,57102042,54114150,52101690,1957102042,1954114150,1952101690,1957,10,2042,1954,11,4150,1952,10,1690,0,0
57PE00053,57102043,55142374,54101710,1957102043,1955142374,1954101710,1957,10,2043,1955,14,2374,1954,10,1710,0,0
57PE00054,57102044,54114150,52101663,1957102044,1954114150,1952101663,1957,10,2044,1954,11,4150,1952,10,1663,0,0
57PE00055,57102045,54114150,52101663,1957102045,1954114150,1952101663,1957,10,2045,1954,11,4150,1952,10,1663,0,0
57PE00056,57102046,55142583,55101844,1957102046,1955142583,1955101844,1957,10,2046,1955,14,2583,1955,10,1844,0,0
57PE00057,57102047,55114409,52101668,1957102047,1955114409,1952101668,1957,10,2047,1955,11,4409,1952,10,1668,0,0
57PE00058,57102048,55142435,54101756,1957102048,1955142435,1954101756,1957,10,2048,1955,14,2435,1954,10,1756,0,0
57PE00059,57102049,55142406,55101821,1957102049,1955142406,1955101821,1957,10,2049,1955,14,2406,1955,10,1821,0,0
57PE00060,57102050,54114150,52101695,1957102050,1954114150,1952101695,1957,10,2050,1954,11,4150,1952,10,1695,0,0
57PE00061,57102051,54114150,52101695,1957102051,1954114150,1952101695,1957,10,2051,1954,11,4150,1952,10,1695,0,0
57PE00062,57102052,55142724,52101666,1957102052,1955142724,1952101666,1957,10,2052,1955,14,2724,1952,10,1666,0,0
57PE00063,57102053,55114409,52101701,1957102053,1955114409,1952101701,1957,10,2053,1955,11,4409,1952,10,1701,0,0
57PE00064,57102054,55114411,52101682,1957102054,1955114411,1952101682,1957,10,2054,1955,11,4411,1952,10,1682,0,0
57PE00065,57102055,55114411,52101682,1957102055,1955114411,1952101682,1957,10,2055,1955,11,4411,1952,10,1682,0,0
57PE00066,57102056,55114411,52101702,1957102056,1955114411,1952101702,1957,10,2056,1955,11,4411,1952,10,1702,0,0
57PE00067,57102057,55114411,52101702,1957102057,1955114411,1952101702,1957,10,2057,1955,11,4411,1952,10,1702,0,0
57PE00068,57102058,53141470,52101650,1957102058,1953141470,1952101650,1957,10,2058,1953,14,1470,1952,10,1650,0,0
57PE00069,57102059,55114409,52101685,1957102059,1955114409,1952101685,1957,10,2059,1955,11,4409,1952,10,1685,0,0
57PE00070,57102060,55114409,52101685,1957102060,1955114409,1952101685,1957,10,2060,1955,11,4409,1952,10,1685,0,0
57PE00071,57102061,55114458,55101816,1957102061,1955114458,1955101816,1957,10,2061,1955,11,4458,1955,10,1816,0,0
57PE00072,57102062,52140603,54101781,1957102062,1952140603,1954101781,1957,10,2062,1952,14,0603,1954,10,1781,0,0
57PE00073,57102063,54141575,51101647,1957102063,1954141575,1951101647,1957,10,2063,1954,14,1575,1951,10,1647,0,0
57PE00074,57102064,54141575,51101647,1957102064,1954141575,1951101647,1957,10,2064,1954,14,1575,1951,10,1647,0,0
57PE00075,57102065,55114520,55101803,1957102065,1955114520,1955101803,1957,10,2065,1955,11,4520,1955,10,1803,0,0
57PE00076,57102066,52140603,55101868,1957102066,1952140603,1955101868,1957,10,2066,1952,14,0603,1955,10,1868,0,0
57PE00077,57102067,55142583,51101644,1957102067,1955142583,1951101644,1957,10,2067,1955,14,2583,1951,10,1644,0,0
57PE00078,57102068,55142583,54101766,1957102068,1955142583,1954101766,1957,10,2068,1955,14,2583,1954,10,1766,0,0
57PE00079,57102069,54141596,54101724,1957102069,1954141596,1954101724,1957,10,2069,1954,14,1596,1954,10,1724,0,0
57PE00080,57102070,55142435,55101817,1957102070,1955142435,1955101817,1957,10,2070,1955,14,2435,1955,10,1817,0,0
57PE00081,57102071,55114377,52101692,1957102071,1955114377,1952101692,1957,10,2071,1955,11,4377,1952,10,1692,0,0
57PE00082,57102072,55114377,52101692,1957102072,1955114377,1952101692,1957,10,2072,1955,11,4377,1952,10,1692,0,0
57PE00083,57102073,56142916,55101806,1957102073,1956142916,1955101806,1957,10,2073,1956,14,2916,1955,10,1806,0,0
57PE00084,57102074,55142435,55101887,1957102074,1955142435,1955101887,1957,10,2074,1955,14,2435,1955,10,1887,0,0
57PE00085,57102075,55142776,55101812,1957102075,1955142776,1955101812,1957,10,2075,1955,14,2776,1955,10,1812,0,0
57PE00086,57114830,55114520,50113262,1957114830,1955114520,1950113262,1957,11,4830,1955,11,4520,1950,11,3262,0,0
57PE00087,57114831,55114520,50113262,1957114831,1955114520,1950113262,1957,11,4831,1955,11,4520,1950,11,3262,0,0
57PE00088,57114832,55114375,52113628,1957114832,1955114375,1952113628,1957,11,4832,1955,11,4375,1952,11,3628,0,0
57PE00089,57114833,55114375,52113628,1957114833,1955114375,1952113628,1957,11,4833,1955,11,4375,1952,11,3628,0,0
57PE00090,57114834,54114150,53113910,1957114834,1954114150,1953113910,1957,11,4834,1954,11,4150,1953,11,3910,0,0
57PE00091,57114835,54114110,53114061,1957114835,1954114110,1953114061,1957,11,4835,1954,11,4110,1953,11,4061,0,0
57PE00092,57114836,55114458,52113731,1957114836,1955114458,1952113731,1957,11,4836,1955,11,4458,1952,11,3731,0,0
57PE00093,57114837,54114110,53114036,1957114837,1954114110,1953114036,1957,11,4837,1954,11,4110,1953,11,4036,0,0
57PE00094,57114838,55114375,53113828,1957114838,1955114375,1953113828,1957,11,4838,1955,11,4375,1953,11,3828,0,0
57PE00095,57114839,54114110,53113953,1957114839,1954114110,1953113953,1957,11,4839,1954,11,4110,1953,11,3953,0,0
57PE00096,57114840,54114110,53113953,1957114840,1954114110,1953113953,1957,11,4840,1954,11,4110,1953,11,3953,0,0
57PE00097,57114841,54114179,52113728,1957114841,1954114179,1952113728,1957,11,4841,1954,11,4179,1952,11,3728,0,0
57PE00098,57114842,56114654,54114241,1957114842,1956114654,1954114241,1957,11,4842,1956,11,4654,1954,11,4241,0,0
57PE00099,57114843,55114520,53113965,1957114843,1955114520,1953113965,1957,11,4843,1955,11,4520,1953,11,3965,0,0
57PE00100,57114844,54114179,55114594,1957114844,1954114179,1955114594,1957,11,4844,1954,11,4179,1955,11,4594,0,0
57PE00101,57114845,54114110,50113178,1957114845,1954114110,1950113178,1957,11,4845,1954,11,4110,1950,11,3178,0,0
57PE00102,57114846,54114110,50113178,1957114846,1954114110,1950113178,1957,11,4846,1954,11,4110,1950,11,3178,0,0
57PE00103,57114847,54114110,55114590,1957114847,1954114110,1955114590,1957,11,4847,1954,11,4110,1955,11,4590,0,0
57PE00104,57114848,54114179,54114180,1957114848,1954114179,1954114180,1957,11,4848,1954,11,4179,1954,11,4180,0,0
57PE00105,57114849,54114169,55114447,1957114849,1954114169,1955114447,1957,11,4849,1954,11,4169,1955,11,4447,0,0
57PE00106,57114850,54114169,53113961,1957114850,1954114169,1953113961,1957,11,4850,1954,11,4169,1953,11,3961,0,0
57PE00107,57114851,54114179,54114142,1957114851,1954114179,1954114142,1957,11,4851,1954,11,4179,1954,11,4142,0,0
57PE00108,57114852,54114169,54114134,1957114852,1954114169,1954114134,1957,11,4852,1954,11,4169,1954,11,4134,0,0
57PE00109,57114853,54114150,49112913,1957114853,1954114150,HX00002458,1957,11,4853,1954,11,4150,1949,11,2913,0,1
57PE00110,57114854,55114520,54114195,1957114854,1955114520,1954114195,1957,11,4854,1955,11,4520,1954,11,4195,0,0
57PE00111,57114855,54114150,54114285,1957114855,1954114150,1954114285,1957,11,4855,1954,11,4150,1954,11,4285,0,0
57PE00112,57114856,54114110,50113124,1957114856,1954114110,1950113124,1957,11,4856,1954,11,4110,1950,11,3124,0,0
57PE00113,57114857,54114169,54114103,1957114857,1954114169,1954114103,1957,11,4857,1954,11,4169,1954,11,4103,0,0
57PE00114,57114858,54114328,53113950,1957114858,1954114328,1953113950,1957,11,4858,1954,11,4328,1953,11,3950,0,0
57PE00115,57114859,54114150,51113458,1957114859,1954114150,1951113458,1957,11,4859,1954,11,4150,1951,11,3458,0,0
57PE00116,57114860,54114150,51113458,1957114860,1954114150,1951113458,1957,11,4860,1954,11,4150,1951,11,3458,0,0
57PE00117,57114861,54114328,54114335,1957114861,1954114328,1954114335,1957,11,4861,1954,11,4328,1954,11,4335,0,0
57PE00118,57114862,55114458,53113963,1957114862,1955114458,1953113963,1957,11,4862,1955,11,4458,1953,11,3963,0,0
57PE00119,57114863,54114110,55114441,1957114863,1954114110,1955114441,1957,11,4863,1954,11,4110,1955,11,4441,0,0
57PE00120,57114864,55114375,54114334,1957114864,1955114375,1954114334,1957,11,4864,1955,11,4375,1954,11,4334,0,0
57PE00121,57114865,55114520,55114437,1957114865,1955114520,1955114437,1957,11,4865,1955,11,4520,1955,11,4437,0,0
57PE00122,57114866,56114654,50113256,1957114866,1956114654,1950113256,1957,11,4866,1956,11,4654,1950,11,3256,0,0
57PE00123,57114867,56114654,50113256,1957114867,1956114654,1950113256,1957,11,4867,1956,11,4654,1950,11,3256,0,0
57PE00124,57114868,54114150,53114045,1957114868,1954114150,1953114045,1957,11,4868,1954,11,4150,1953,11,4045,0,0
57PE00125,57114869,54114150,52113670,1957114869,1954114150,1952113670,1957,11,4869,1954,11,4150,1952,11,3670,0,0
57PE00126,57114870,55114377,51113344,1957114870,1955114377,1951113344,1957,11,4870,1955,11,4377,1951,11,3344,0,0
57PE00127,57114871,54114110,54114201,1957114871,1954114110,1954114201,1957,11,4871,1954,11,4110,1954,11,4201,0,0
57PE00128,57114872,54114110,54114201,1957114872,1954114110,1954114201,1957,11,4872,1954,11,4110,1954,11,4201,0,0
57PE00129,57114873,54114328,51113495,1957114873,1954114328,1951113495,1957,11,4873,1954,11,4328,1951,11,3495,0,0
57PE00130,57114874,54114110,54114279,1957114874,1954114110,1954114279,1957,11,4874,1954,11,4110,1954,11,4279,0,0
57PE00131,57114875,55114520,55114462,1957114875,1955114520,1955114462,1957,11,4875,1955,11,4520,1955,11,4462,0,0
57PE00132,57114876,55114520,50113098,1957114876,1955114520,1950113098,1957,11,4876,1955,11,4520,1950,11,3098,0,0
57PE00133,57114877,55114520,50113098,1957114877,1955114520,1950113098,1957,11,4877,1955,11,4520,1950,11,3098,0,0
57PE00134,57114878,55114375,51113471,1957114878,1955114375,1951113471,1957,11,4878,1955,11,4375,1951,11,3471,0,0
57PE00135,57114879,54114150,55114405,1957114879,1954114150,1955114405,1957,11,4879,1954,11,4150,1955,11,4405,0,0
57PE00136,57114880,55114377,53113887,1957114880,1955114377,1953113887,1957,11,4880,1955,11,4377,1953,11,3887,0,0
57PE00137,57114881,54114169,51113346,1957114881,1954114169,1951113346,1957,11,4881,1954,11,4169,1951,11,3346,0,0
