UID,LAMB,SIRE,DAM,ID10,SIREID10,DAMID10,LAMB_YYYY,LAMB_BRD,LAMB_ETAG,SIRE_YYYY,SIRE_BRD,SIRE_ETAG,DAM_YYYY,DAM_BRD,DAM_ETAG,SIRE_PRE_CUTOFF,DAM_PRE_CUTOFF
91PE00001,91000001,89970000,86801019,1991000001,US97891019,1986801019,1991,00,0001,1989,97,0000,1986,80,1019,0,0
91PE00002,91000002,89970000,88805736,1991000002,US97895736,1988805736,1991,00,0002,1989,97,0000,1988,80,5736,0,0
91PE00003,91000003,89970000,88806523,1991000003,US97896523,1988806523,1991,00,0003,1989,97,0000,1988,80,6523,0,0
91PE00004,91000004,89970000,87805283,1991000004,US97895283,1987805283,1991,00,0004,1989,97,0000,1987,80,5283,0,0
91PE00005,91000005,89970000,86801019,1991000005,US97891019,1986801019,1991,00,0005,1989,97,0000,1986,80,1019,0,0
91PE00006,91000006,89970000,87805283,1991000006,US97895283,1987805283,1991,00,0006,1989,97,0000,1987,80,5283,0,0
91PE00007,91000007,89970000,87804589,1991000007,US97894589,1987804589,1991,00,0007,1989,97,0000,1987,80,4589,0,0
91PE00008,91000008,89970000,88805736,1991000008,US97895736,1988805736,1991,00,0008,1989,97,0000,1988,80,5736,0,0
91PE00009,91000009,89970000,87804589,1991000009,US97894589,1987804589,1991,00,0009,1989,97,0000,1987,80,4589,0,0
91PE00010,91000010,89970000,88805821,1991000010,US97895821,1988805821,1991,00,0010,1989,97,0000,1988,80,5821,0,0
91PE00011,91000011,89970000,88806471,1991000011,US97896471,1988806471,1991,00,0011,1989,97,0000,1988,80,6471,0,0
91PE00012,91000012,89970000,87803710,1991000012,US97893710,1987803710,1991,00,0012,1989,97,0000,1987,80,3710,0,0
91PE00013,91000013,89970000,85948930,1991000013,US97898930,1985948930,1991,00,0013,1989,97,0000,1985,94,8930,0,0
91PE00014,91000014,89970000,85949848,1991000014,US97899848,1985949848,1991,00,0014,1989,97,0000,1985,94,9848,0,0
91PE00015,91000015,89970000,86800906,1991000015,US97890906,1986800906,1991,00,0015,1989,97,0000,1986,80,0906,0,0
91PE00016,91000016,89970000,86802466,1991000016,US97892466,1986802466,1991,00,0016,1989,97,0000,1986,80,2466,0,0
91PE00017,91000017,89970000,88806560,1991000017,US97896560,1988806560,1991,00,0017,1989,97,0000,1988,80,6560,0,0
91PE00018,91000018,89970000,87804727,1991000018,US97894727,1987804727,1991,00,0018,1989,97,0000,1987,80,4727,0,0
91PE00019,91000019,89970000,88807682,1991000019,US97897682,1988807682,1991,00,0019,1989,97,0000,1988,80,7682,0,0
91PE00020,91000020,89970000,87803710,1991000020,US97893710,1987803710,1991,00,0020,1989,97,0000,1987,80,3710,0,0
91PE00021,91000021,89970000,85948930,1991000021,US97898930,1985948930,1991,00,0021,1989,97,0000,1985,94,8930,0,0
91PE00022,91000022,89970000,88807682,1991000022,US97897682,1988807682,1991,00,0022,1989,97,0000,1988,80,7682,0,0
91PE00023,91000023,89970000,88806471,1991000023,US97896471,1988806471,1991,00,0023,1989,97,0000,1988,80,6471,0,0
91PE00024,91000024,89970000,87804608,1991000024,US97894608,1987804608,1991,00,0024,1989,97,0000,1987,80,4608,0,0
91PE00025,91000025,89970000,85949848,1991000025,US97899848,1985949848,1991,00,0025,1989,97,0000,1985,94,9848,0,0
91PE00026,91000026,89970000,88806560,1991000026,US97896560,1988806560,1991,00,0026,1989,97,0000,1988,80,6560,0,0
91PE00027,91000027,89970000,88806800,1991000027,US97896800,1988806800,1991,00,0027,1989,97,0000,1988,80,6800,0,0
91PE00028,91000028,89970000,88807654,1991000028,US97897654,1988807654,1991,00,0028,1989,97,0000,1988,80,7654,0,0
91PE00029,91000029,89970000,88806000,1991000029,US97896000,1988806000,1991,00,0029,1989,97,0000,1988,80,6000,0,0
91PE00030,91000030,89970000,86800906,1991000030,US97890906,1986800906,1991,00,0030,1989,97,0000,1986,80,0906,0,0
91PE00031,91000031,89970000,88807701,1991000031,US97897701,1988807701,1991,00,0031,1989,97,0000,1988,80,7701,0,0
91PE00032,91000032,89970000,88807654,1991000032,US97897654,1988807654,1991,00,0032,1989,97,0000,1988,80,7654,0,0
91PE00033,91000033,89970000,88806800,1991000033,US97896800,1988806800,1991,00,0033,1989,97,0000,1988,80,6800,0,0
91PE00034,91000034,89970000,87803506,1991000034,US97893506,1987803506,1991,00,0034,1989,97,0000,1987,80,3506,0,0
91PE00035,91000035,89970000,87804608,1991000035,US97894608,1987804608,1991,00,0035,1989,97,0000,1987,80,4608,0,0
91PE00036,91000036,89970000,87803506,1991000036,US97893506,1987803506,1991,00,0036,1989,97,0000,1987,80,3506,0,0
91PE00037,91000037,89970000,87803905,1991000037,US97893905,1987803905,1991,00,0037,1989,97,0000,1987,80,3905,0,0
