UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
14IN00001,2007053266,H3266,05,H3266,07,2,88,1,30,03,H1159,05,H0873,05,7,,,1,.,1,.,148,0,0,,01,0907,L,,,7.0,SRS.MORE,Life,,0,1,,0.044,,2014
14IN00002,2007053345,H3345,05,H3345,07,2,88,1,30,03,H1159,05,A9359,04,7,,,1,.,1,.,115,136,2,,93,1023,L,13,1,7.0,4TEATS,Life,,13518,1,,0.059,,2014
14IN00003,2007053499,H3499,05,H3499,07,2,88,1,30,03,H1159,05,A8198,04,7,,,1,.,1,.,152,154,2,,,,L,17,1,7.0,4TEATS,Life,,0,1,,0.057,,2014
14IN00004,2007053552,H3552,05,H3552,07,2,88,1,30,03,H1159,05,H0834,05,7,,,3,OVX,D,Y,177,179,1,,93,0924,L,,,7.0,ExcessCull,Life,,13374,1,,0.051,,2014
14IN00005,2008053857,H3857,05,H3857,08,2,88,1,30,P08,H2362,05,H0652,05,,,,1,.,2,,214,208,2,,,,,14,1,6.0,LONG TEATS,,,0,1,,0.053,,2014
14IN00006,2008053898,H3898,05,H3898,08,2,82,1,30,P04,H2290,05,H1822,05,,,,1,.,1,,133,143,2,,,,,18,1,6.0,.,,,0,1,,0.045,,2014
14IN00007,2008053905,H3905,05,H3905,08,2,88,1,30,P01,H1600,05,H2439,05,,,,1,.,1,,115,138,2,,,,,16,1,6.0,SNOTTY.INC.RE,,,0,1,,0.037,,2014
14IN00008,2008053934,H3934,05,H3934,08,2,88,1,30,P08,H2362,05,H2230,05,,,,1,.,1,,174,176,2,,93,1023,,15,1,6.0,SRS.MORE,,,13547,1,,0.059,,2014
14IN00009,2008054017,H4017,05,H4017,08,2,84,1,30,P02,H1852,05,A9458,04,,,,1,.,1,,136,155,2,,,,,17,1,6.0,.,,,0,1,,0.041,,2014
14IN00010,2008054100,H4100,05,H4100,08,2,82,1,30,P06,H2601,05,H1333,05,,,,3,.,1,,143,147,2,,93,1023,,,,6.0,WARTS,,,13528,1,,0.042,,2014
14IN01822,2013832066,Z2066,83,Z2066,13,1,,1,00,V2,Z0785,83,T2418,45,,,,1,VAL,Y,,181,0,0,,,,,,,1.0,50BRN,,,,5,,0.0,,2014
14IN01823,2013832120,Z2120,83,Z2120,13,2,,1,33,BRT,K0000,64,H4017,05,,,,3,BRT,D,,138,152,1,,93,0924,,,,1.0,ExcessCull,,,13321,1,,0.0,,2014
14IN01824,2013832177,Z2177,83,Z2177,13,2,,1,33,BRT,K0000,64,H2245,05,0,,,3,BTG,H,,151,160,2,,93,1023,,,,1.0,H.,,,13552,1,,0.0,,2014
14IN01825,2013832188,Z2188,83,Z2188,13,2,,1,33,BRT,K0000,64,H3708,05,7,,,3,BTG,H,,132,151,2,,93,1023,,,,1.0,.,,,13589,1,,0.0,,2014
14IN01826,2013832222,Z2222,83,Z2222,13,2,,1,33,BRT,K0000,64,H3981,05,,,,6,BRT,,,0,0,0,,13,0110,,,,1.0,Unspecif.Pred,,,,1,,0.0,,2014
14IN01827,2013832224,Z2224,83,Z2224,13,2,,1,33,BRT,K0000,64,H3812,05,,,,3,BRT,D,,134,160,1,,93,0924,,,,1.0,ExcessCull,,,13327,1,,0.0,,2014
14IN01828,2013832231,Z2231,83,Z2231,13,2,,1,33,BRT,K0000,64,H3458,05,7,,,3,BTG,D,,126,157,1,,93,0924,,,,1.0,ExcessCull,,,13366,1,,0.0,,2014
14IN01829,2013832233,Z2233,83,Z2233,13,2,,1,33,BRT,K0000,64,H1747,05,0,,,3,BTG,D,,141,157,1,,93,0924,,,,1.0,ExcessCull,,,13394,1,,0.0,,2014
14IN01830,2013832240,Z2240,83,Z2240,13,2,,1,33,BRT,K0000,64,H3146,05,7,,,3,BTG,D,,129,163,1,,93,0924,,,,1.0,ExcessCull,,,13318,1,,0.0,,2014
14IN01831,2013832249,Z2249,83,Z2249,13,2,,1,33,BRT,K0000,64,H1610,05,7,,,3,BTG,D,,113,141,1,,93,0924,,,,1.0,ExcessCull,,,13365,1,,0.0,,2014
