UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
15IN00001,2007053499,H3499,05,H3499,07,2,88,1,30,03,H1159,05,A8198,04,7,,,3,.,1,.,164,150,2,,93,1027,L,,,8.0,XdOld,Life,,13687,1,,0.057,,2015
15IN00002,2008053857,H3857,05,H3857,08,2,88,1,30,P08,H2362,05,H0652,05,,,,3,.,H,,198,183,3,,93,1027,,,,7.0,XdOld,,,13713,1,,0.053,,2015
15IN00003,2008053898,H3898,05,H3898,08,2,82,1,30,P04,H2290,05,H1822,05,,,,3,.,1,,0,135,2,,93,1027,,,,7.0,XdOld,,,13743,1,,0.045,,2015
15IN00004,2008053905,H3905,05,H3905,08,2,88,1,30,P01,H1600,05,H2439,05,,,,3,.,2,,144,136,2,,93,1027,,,,7.0,XdOld,,,13695,1,,0.037,,2015
15IN00005,2008054017,H4017,05,H4017,08,2,84,1,30,P02,H1852,05,A9458,04,,,,3,.,1,,166,158,2,,93,1027,,,,7.0,XdOld,,,13744,1,,0.041,,2015
15IN00006,2008054114,H4114,05,H4114,08,2,83,1,30,P04,H2290,05,A8223,04,,,,3,.,D,,196,184,2,,93,1027,,,,7.0,XdOld,,,13696,1,,0.037,,2015
15IN00007,2008054277,H4277,05,H4277,08,2,83,1,30,P07,H2507,05,H1610,05,,,,3,.,1,,156,151,2,,93,1027,,,,7.0,XdOld,,,13693,1,,0.043,,2015
15IN00008,2008054333,H4333,05,H4333,08,2,88,1,30,p12,H1063,05,H3179,05,,,,3,BLD,1,,156,157,2,,93,1027,,,,7.0,XdOld,,,13755,1,,0.055,,2015
15IN00009,2008054399,H4399,05,H4399,08,2,88,1,30,P01,H1600,05,H2687,05,,,,3,.,1,,156,163,2,,93,1027,,,,7.0,XdOld,,Albmn,13761,1,,0.049,,2015
15IN00010,2008054499,H4499,05,H4499,08,2,88,1,30,p34,H1704,05,H3268,05,,,,3,BLD,1,,171,162,3,,93,1027,,,,7.0,XdOld,,,13784,1,,0.05,,2015
15IN01639,2014003216,Z3216,00,Z3216,14,1,,1,SM,,,,,,,,,1,,,,,160,,,,,,,,1.0,,,,,5,4216/14081,0.0,,2015
15IN01640,2014003217,Z3217,00,Z3217,14,1,,1,SM,,,,,,,,,1,,,,,172,,,,,,,,1.0,,,,,5,14165,0.0,,2015
15IN01641,2013000739,S0739,00,S0739,13,1,,1,42,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,,1,35431NVR70794,0.0,,2015
15IN01642,2013000740,S0740,00,S0740,13,1,,1,41,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,,1,31485NVR70769,0.0,,2015
15IN01643,2013000741,S0741,00,S0741,13,1,,1,41,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,,1,31527,0.0,,2015
15IN01644,2014000742,S0742,00,S0742,14,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,1.0,,,,,1,RT-24/92/4381,0.0,,2015
15IN01645,2014000743,S0743,00,S0743,14,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,1.0,,,,,1,4248/4-120,0.0,,2015
15IN01646,2014006300,T6300,00,T6300,14,1,,1,02,,,,,,,,,1,,,,,,,,,,,,,1.0,,,,,1,4280/MTAH4845,0.0,,2015
15IN01647,2014006301,T6301,00,T6301,14,1,,1,02,,,,,,,,,1,,,,,,,,,,,,,1.0,,,,,1,2337/MT0527,0.0,,2015
15IN01648,2013006302,T6302,00,T6302,13,1,,1,02,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,,1,1709/95839,0.0,,2015
