UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
10IN00001,0,00001,00,00001,08,1,,,Tx,,,,,,,,,,,M,,0,0,0,,,,,,,2.0,Tx,,,0,,,0.0,,2010
10IN00002,0,00026,00,00026,07,1,,,07,,,,,,,,,3,,M,,0,0,0,,93,0304,,,,3.0,B. ovis pos.,,,0,,,0.0,,2010
10IN00003,0,00027,00,00027,08,1,,,Tx,,,,,,,,,3,,M,,0,0,0,,93,0115,,,,2.0,B. ovis pos.,,,0,,,0.0,,2010
10IN00004,0,00091,00,00091,08,1,,,Tx,,,,,,,,,,,M,,0,0,0,,,,,,,2.0,Tx,,,0,,,0.0,,2010
10IN00005,0,00639,00,00639,06,1,00,1,Tx,,,,,,0,,,,.,M,.,0,0,0,,,,.,,,4.0,SMALL,Term,,0,1,OR59,0.0,,2010
10IN00006,2007000647,00647,00,00647,07,1,,,30,,,,,,,,,3,,M,,0,0,0,,93,0304,,,,3.0,B. ovis pos.,,,0,,,0.0,,2010
10IN00007,2007000712,00712,00,00712,07,1,,,30,,,,,,,,,3,,M,,0,0,0,,93,0115,,,,3.0,B. ovis pos.,,,0,,,0.0,,2010
10IN00008,2007000740,00740,00,00740,07,1,,,30,,,,,,,,,,,M,,0,0,0,,,,,,,3.0,Purchased,,,0,,,0.0,,2010
10IN00009,2003303022,03022,30,03022,03,2,00,2,33,FL-,K0000,64,A6732,04,7,,,3,RN,T,.,0,188,2,,93,1019,X,,,6.5,,CxP,Albmn,9930,1,,0.0,,2010
10IN00010,2003303058,03058,30,03058,03,2,00,2,33,FL-,K0000,64,A8751,04,7,,,6,RN,T,.,0,0,0,,09,0324,X,,,6.5,TRM CSECTION,CxP,Albmn,0,1,,0.0,,2010
10IN03580,2008826620,X6620,82,X6620,08,2,,1,CR,06,K3132,64,R6081,11,0,,,O,OVX,D,,,,,,,,.,Ovx,O,2.0,HereFor2011,,,0,1,,0.0,,2010
10IN03581,2008826453,X6453,82,X6453,08,2,,1,SR,16,   451,00,R3288,11,0,,,7,TRM,,,,,,,97,0425,.,,,2.0,1ST BORN,,Spurge,0,5,,0.0,,2010
10IN03582,2009827462,X7462,82,X7462,09,1,,1,TC,14,  249,00,K3597,64,0,,,1,Mat,,,132,,,,,,M,,,1.0,.,,,0,1,,0.0,,2010
10IN03583,0,00251,00,00251,08,1,,1,30,,,,,,,,,1,,M,,,,,,,,,,,2.0,Purchased,,,,,,0.0,,2010
10IN03584,0,00071,00,00071,08,1,,1,07,,,,,,,,,1,,M,,,,,,,,,,,2.0,Purchased,,,,,,0.0,,2010
10IN03585,0,20247,00,20247,08,1,,1,RW,,,,,,,,,1,,M,,,,,,,,,,,2.0,,,,,,,0.0,,2010
10IN03586,0,20353,00,20353,08,1,,1,RW,,,,,,,,,1,,M,,,,,,,,,,,2.0,,,,,,,0.0,,2010
10IN03587,0,20388,00,20388,08,1,,1,RW,,,,,,,,,1,,M,,,,,,,,,,,2.0,,,,,,,0.0,,2010
10IN03588,0,20454,00,20454,08,1,,1,RW,,,,,,,,,1,,M,,,,,,,,,,,2.0,,,,,,,0.0,,2010
10IN03589,0,20645,00,20645,08,1,,1,RW,,,,,,,,,1,,M,,,,,,,,,,,2.0,,,,,,,0.0,,2010
