UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
08IN00001,2000000116,00116,00,00116,00,2,18,1,07,L-3,S9348,10,91072,09,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.02,OVX,2008
08IN00002,2000000148,00148,00,00148,00,2,18,1,07,L-3,S9348,10,90386,09,0,,,3,.,1,.,0,0,0,,93,0326,.,,3,8.0,L.SPOILED,Ramb,,7880,1,,0.0,AI-JA,2008
08IN00003,2000000197,00197,00,00197,00,2,18,1,07,L-2,S9600,10,90220,09,0,,,1,.,1,.,148,198,2,,93,1029,.,,1,8.0,DYSTOCIA,Ramb,,8486,1,,0.0,,2008
08IN00004,2000000483,00483,00,00483,00,2,18,1,07,L11,S9264,10,6149,00,2,,,3,OVX,5,.,0,0,0,X,93,1029,X,,O,8.0,"F2, OVX",Ovx,,8313,1,,0.0,OVX,2008
08IN00005,2000000545,00545,00,00545,00,2,18,1,07,L13,S9801,10,50161,00,0,,,7,.,1,.,0,0,0,,97,0125,.,,1,8.0,NICE,Ramb,,0,1,,0.0,,2008
08IN00006,2000000571,00571,00,00571,00,2,18,1,43,L31,S9526,10,S8106,10,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,OVX,Ovx,,0,1,,0.033,OVX,2008
08IN00007,2000000589,00589,00,00589,00,2,6T,1,06,L03,00143,00,K8280,63,0,JAR,,3,Ter,2,.,0,0,0,,93,0326,T,,3,8.0,DYSTOCIA,Colu,,7909,1,,0.0,AI-JA,2008
08IN00008,2000000657,00657,00,00657,00,2,88,1,30,L46,A5515,04,8362,00,0,,,3,.,5,.,0,0,0,,93,0326,.,,3,8.0,LTS,Poly,,7849,1,,0.067,AI-JA,2008
08IN00009,2000000677,00677,00,00677,00,2,18,1,07,L33,S9451,10,S6406,10,0,,,1,.,2,.,154,192,5,,93,1029,.,,1,8.0,LUMP IN BAG,Ramb,,8462,1,,0.042,,2008
08IN00010,2000000678,00678,00,00678,00,2,18,1,07,L33,S9451,10,S6406,10,2,,,6,OVX,5,.,0,0,0,X,42,0416,X,,O,8.0,"F2, OVX",Ovx,,0,1,,0.042,OVX,2008
08IN03424,0,00451,00,00451,06,1,,1,97,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03425,0,00535,00,00535,06,1,,1,06,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03426,0,00625,00,00625,06,1,,1,97,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03427,0,06137,00,06137,06,1,,1,Tx,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03428,0,07027,00,07027,06,1,,1,Tx,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03429,0,07621,00,07621,06,1,,1,TS,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03430,0,07622,00,07622,06,1,,1,TS,,,,,,,,,1,,M,,0,0,0,,,,,,,2.0,,,,0,,,,,
08IN03431,2007116693,R6693,11,R6693,07,2,18,1,07,36,R6058,11,R5616,11,0,,,1,,,,0,0,0,,,,,57,2,1.0,,Ramb,,0,1,,,,2008
08IN03432,,00661,00,00661,06,1,,,97,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,0,,,,,2007
08IN03433,,00477,00,00477,06,1,,,06,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,0,,,,,2007
