UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
22IN00001,2018060009,A0009,06,A0009,18,2,,1,30,41,H9486,05,H9504,05,0,,,1,RED,2,,244,212,4,,,0707,,,,4.0,LambedInJuly,,,,1,,0.034,,2022
22IN00002,2018060049,A0049,06,A0049,18,2,,1,30,39,H9361,05,H9357,05,0,,,1,RED,1,,151,183,2,,,,,,,4.0,.,,,,1,,0.037,,2022
22IN00003,2018060059,A0059,06,A0059,18,2,,1,30,41,H9486,05,H9325,05,7,,,1,RED,D,,183,185,2,,,,,,,4.0,.,,,,1,,0.037,,2022
22IN00004,2018060073,A0073,06,A0073,18,2,,1,30,38,H9294,05,H9149,05,,,,3,RED,1,,244,240,2,,93,1013,,,,4.0,X Warts,EC,,16102,1,,0.027,,2022
22IN00005,2018060103,A0103,06,A0103,18,2,,1,30,e14,H9384,05,H9833,05,,,,1,,2,,205,205,2,,,,,,,4.0,ScoursTx,,,,1,,0.027,,2022
22IN00006,2018060106,A0106,06,A0106,18,2,,1,30,39,H9361,05,H8927,05,0,,,1,RED,1,,158,167,3,,,,,,,4.0,.,,,,1,,0.044,,2022
22IN00007,2018060110,A0110,06,A0110,18,2,,1,30,40,H9420,05,H8876,05,0,,,1,RED,2,,177,197,2,,,,,,,4.0,CHUNKYMILKRS,,,,1,,0.027,,2022
22IN00008,2018060164,A0164,06,A0164,18,2,,1,30,41,H9486,05,H9497,05,,,,1,RED,1,,188,186,2,,,,,,,4.0,.,,,,1,,0.031,,2022
22IN00009,2018060175,A0175,06,A0175,18,2,,1,30,40,H9420,05,H8694,05,0,,,1,TX,2,,171,179,2,,,,,,,4.0,WARTS,,,,1,,0.029,,2022
22IN00010,2018060184,A0184,06,A0184,18,2,,1,30,e11,H9065,05,H9754,05,0,,,1,,1,,176,173,2,,,,,,,4.0,.,,,,1,,0.039,,2022
22IN02325,2020000336,Y0336,00,Y0336,20,2,,1,Kt,,,,,,,,,1,,,,,,,,,,,,,2.0,,,,,,NE23202008387,,,2022
22IN02326,2019000337,Y0337,00,Y0337,19,2,,1,Kt,,,,,,,,,1,,,,,,,,,,,,,3.0,,,,,,NE23201908130,,,2022
22IN02327,2019000338,Y0338,00,Y0338,19,2,,1,Kt,,,,,,,,,1,,,,,,,,,,,,,3.0,,,,,,NE23201908343,,,2022
22IN02328,2021000339,Y0339,00,Y0339,21,2,,1,Kt,,,,,,,,,6,,,,,,,,01,1213,,,,1.0,,,,,,NE23202108208,,,2022
22IN02329,2021000340,Y0340,00,Y0340,21,2,,1,Kt,,,,,,,,,1,,,,,,,,,,,,,1.0,,,,,,NE23202108388,,,2022
22IN02330,2020000341,Y0341,00,Y0341,20,2,,1,Kt,,,,,,,,,1,,,,,,,,,,,,,2.0,Abscess,,,,,NE23202008450,,,2022
22IN02331,2021000324,Y0342,00,Y0342,21,2,,1,Kt,,,,,,,,,1,,,,,,,,,,,,,1.0,,,,,,NE23202108319,,,2022
22IN02332,2020000343,Y0343,00,Y0343,20,2,,1,Kt,,,,,,,,,6,,,,,,,,66,0915,,,,2.0,V.Poor,,,,,NE23202008084,,,2022
22IN02333,2021000344,Y0344,00,Y0344,21,2,,1,Kt,,,,,,,,,6,,,,,,,,66,0915,,,,1.0,V.Poor,,,,,NE23202108056,,,2022
22IN02334,2021000345,Y0345,00,Y0345,21,2,,1,Kt,,,,,,,,,6,,,,,,,,66,0915,,,,1.0,V.Poor,,,,,NE23202108067,,,2022
