UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
13IN00001,2005051393,H1393,05,H1393,05,2,88,1,30,e10,A9073,04,H1123,05,0,,,3,.,D,.,179,197,2,,93,1029,.,,,8.0,,Poly,,12939,1,,0.061,,2013
13IN00002,2005051520,H1520,05,H1520,05,2,83,1,30,04P,A9232,04,H0684,05,0,,,3,Flw,2,.,214,207,2,,93,1029,.,,,8.0,,Poly,,12831,1,,0.047,,2013
13IN00003,2005051525,H1525,05,H1525,05,2,83,1,30,04P,A9232,04,H0439,05,7,,,6,.,,.,0,0,0,,09,0325,L,,,8.0,DEAD,Life,Albmn,0,1,,0.056,,2013
13IN00004,2005051585,H1585,05,H1585,05,2,82,1,30,22P,A8879,04,A7259,04,7,,,3,.,H,.,186,174,2,,93,1029,L,,,8.0,LAME RT.F.LEG,Life,,12777,1,,0.049,,2013
13IN00005,2005051610,H1610,05,H1610,05,2,83,1,30,02P,A7896,04,A8780,04,7,,,3,.,H,.,171,164,2,,93,1029,L,,,8.0,OUT OF DRYS,Life,,12698,1,,0.034,,2013
13IN00006,2005051627,H1627,05,H1627,05,2,82,1,30,26P,A9153,04,A8371,04,7,,,3,.,2,.,156,157,2,,93,1029,L,,,8.0,INCR.RR<>INC.,Life,Albmn,12679,1,,0.05,,2013
13IN00007,2005051747,H1747,05,H1747,05,2,82,1,30,26P,A9153,04,A9683,04,0,,,3,Ctl,H,.,206,173,2,,93,1029,.,,,8.0,TOO BIG,Poly,,12763,1,,0.071,,2013
13IN00008,2005051761,H1761,05,H1761,05,2,82,1,30,15P,A8766,04,A8916,04,7,,,3,.,D,.,167,192,3,,93,1029,L,,,8.0,WARTS,Life,,12852,1,,0.072,,2013
13IN00009,2005051806,H1806,05,H1806,05,2,82,1,30,25P,A9897,04,A8522,04,0,,,3,Ctl,D,.,172,187,1,,93,1029,.,,,8.0,LAME RF ',Poly,,12916,1,,0.054,,2013
13IN00010,2005051809,H1809,05,H1809,05,2,82,1,30,24P,A9088,04,90687,09,7,,,3,.,H,.,213,173,3,,93,1029,L,,,8.0,NICE EWE,Life,,12767,1,,0.042,,2013
13IN03044,2012831399,Z1399,83,Z1399,12,2,,1,CM,e6,X8686,82,Z0029,83,0,,,1,.,D,,130,172,1,,,,,4,1,1.0,BR.EAR.TIPS.E,,,,2,,0.025,,2013
13IN03045,2012831424,Z1424,83,Z1424,12,2,,1,CM,e6,X8686,82,X9915,82,0,,,1,.,D,,103,153,1,,,,,4,1,1.0,SCOURS,,,,1,,0.027,,2013
13IN03046,2012831448,Z1448,83,Z1448,12,2,,1,CM,e6,X8686,82,Z0246,83,0,,,1,.,D,,110,157,2,,,,,3,1,1.0,MYO AA,,,,1,,0.025,,2013
13IN03047,2009055244,H5244,05,H5244,09,2,,1,30,31, 7142,00,H1223,05,,,,5,MP,,,0,0,0,,95,0110,,,,4.0,SeleniumStudy,,,11240,1,,0.0,,2012
13IN03048,2010700112,L0112,70,L0112,10,2,,1,PC,3,X3521,82,X7088,82,0,,,5,,,,0,0,0,,95,0110,.,,,2.0,SeleniumStudy,,,11283,5,,0.003,,2012
13IN03049,2009117963,R7963,11,R7963,09,2,,1,07,60,R6996,11,R6203,11,,,,5,,,,0,0,0,,95,0110,,,,3.0,SeleniumStudy,,,11259,1,,0.034,,2012
13IN03050,2008452331,T2331,45,T2331,08,2,48,1,02,T56,T1203,45,T0805,45,,,,5,.,,,0,0,0,,95,0110,,,,4.0,SeleniumStudy,,,11317,1,,0.031,,2012
13IN03051,2009827631,X7631,82,X7631,09,2,,1,T3,14,  249,00,X4487,82,,,,5,,,,0,0,0,,95,0110,,,,3.0,SeleniumStudy,,,11321,5,,0.0,,2012
13IN03052,2010828539,X8539,82,X8539,10,2,,1,CM,20,X6217,82,K4251,64,0,,,5,,,,0,0,0,,95,0110,.,,,2.0,SeleniumStudy,,,11275,1,,0.014,,2012
13IN03053,2011700534,L0534,70,L0534,11,2,,1,PC,e6,X7237,82,X8714,82,0,,,5,.,,,0,0,0,,95,0110,.,,,1.0,SeleniumStudy,,,11242,2,,0.016,,2012
