UID,LAMB,SIRE,DAM
84PE00001,84025699,82020000,81021821
84PE00002,84025700,82020000,81020956
84PE00003,84025701,82020000,81020956
84PE00004,84025702,82020000,80019932
84PE00005,84025703,82020000,80020468
84PE00006,84025704,82020000,80020468
84PE00007,84025705,82020000,81021963
84PE00008,84025706,82020000,82022259
84PE00009,84025707,82020000,82022294
84PE00010,84025708,82020000,82022496
84PE00011,84025709,82020000,80019501
84PE00012,84025710,82020000,80019677
84PE00013,84025711,82020000,80019677
84PE00014,84025712,82020000,79017830
84PE00015,84025713,82020000,79017830
84PE00016,84025714,82020000,79017830
84PE00017,84025715,82020000,79017642
84PE00018,84025716,82020000,80020015
84PE00019,84025717,82020000,80020015
84PE00020,84025718,82020000,81020962
84PE00021,84025719,82020000,82022347
84PE00022,84025720,82020000,82022347
84PE00023,84025721,82020000,82022295
84PE00024,84025722,82020000,82022295
84PE00025,84025723,82020000,81021225
84PE00026,84025724,82020000,81021225
84PE00027,84025725,82020000,81021225
84PE00028,84025726,82020000,82022910
84PE00029,84025727,82020000,82022910
84PE00030,84025728,82020000,81021967
84PE00031,84025729,82020000,81021967
84PE00032,84025730,82020000,82022148
84PE00033,84025731,82020000,79018336
84PE00034,84025732,82020000,79018336
84PE00035,84025733,82020000,81020715
84PE00036,84025734,82020000,81020715
84PE00037,84025735,82020000,80019266
84PE00038,84025736,82020000,80019266
84PE00039,84025737,82020000,78016667
84PE00040,84025738,82020000,78016667
84PE00041,84025739,82020000,81020911
84PE00042,84025740,82020000,81020911
84PE00043,84025741,82020000,81020911
84PE00044,84025742,82020000,82022374
84PE00045,84025743,82020000,82022374
84PE00046,84025744,82020000,82022623
84PE00047,84025745,82020000,81020963
84PE00048,84025746,82020000,81020963
84PE00049,84025747,82020000,80019394
84PE00050,84025748,82020000,80019394
84PE00051,84025749,82020000,81021959
84PE00052,84025750,82020000,81021959
84PE00053,84025751,82020000,79018251
84PE00054,84025752,82020000,79018251
84PE00055,84025753,82020000,80019556
84PE00056,84025754,82020000,80019556
84PE00057,84025755,82020000,81020934
84PE00058,84025756,82020000,81020934
84PE00059,84025757,82020000,81020934
84PE00060,84025758,82020000,81020803
84PE00061,84025759,82020000,81020803
84PE00062,84025760,82020000,80019575
84PE00063,84025761,82020000,80019575
84PE00064,84025762,82020000,80019575
84PE00065,84025763,82020000,79017637
84PE00066,84025764,82020000,82023826
84PE00067,84025765,82020000,82023826
84PE00068,84025766,82020000,81021111
84PE00069,84025767,82020000,81021111
