UID,LAMB,SIRE,DAM
71PE00001,71116495,69116408,64116105
71PE00002,71116496,69116452,69116434
71PE00003,71116497,69116408,67116314
71PE00004,71116498,69116408,64116100
71PE00005,71116499,69116452,68116386
71PE00006,71116500,69116452,67116305
71PE00007,71116501,69116408,69116411
71PE00008,71116502,69116408,62115766
71PE00009,71116503,69116408,64116024
71PE00010,71116504,69116408,64116024
71PE00011,71116505,69116452,69116435
71PE00012,71116506,69116452,62115741
71PE00013,71116507,69116452,62115741
71PE00014,71116508,69116452,63115970
71PE00015,71116509,69116408,69116432
71PE00016,71116510,69116408,69116425
71PE00017,71116511,69116408,69116427
71PE00018,71116512,69116452,60115562
71PE00019,71116513,69116452,60115562
71PE00020,71116514,69116452,66116273
71PE00021,71116515,69116408,69116440
71PE00022,71116516,69116408,69116417
71PE00023,71116517,69116408,64116088
71PE00024,71116518,69116452,63115941
71PE00025,71116519,69116408,64115979
71PE00026,71116520,69116408,64115979
71PE00027,71116521,69116408,69116438
71PE00028,71116522,69116408,69116437
71PE00029,71116523,69116452,69116422
71PE00030,71116524,69116408,62115794
71PE00031,71116525,69116408,62115794
71PE00032,71116526,69116408,69116447
71PE00033,71116527,69116452,69116414
71PE00034,71116528,69116452,69116421
71PE00035,71116529,69116408,64116071
71PE00036,71116530,69116408,64116071
71PE00037,71116531,69116408,65116185
71PE00038,71116532,69116408,65116204
71PE00039,71116533,69116408,65116204
71PE00040,71116534,69116452,66116270
71PE00041,71116535,69116452,64116122
71PE00042,71116536,69116452,64116122
71PE00043,71116537,69116408,67116334
71PE00044,71116538,69116408,66116259
71PE00045,71116539,69116408,66116259
71PE00046,71116540,69116452,66116247
71PE00047,71116541,69116452,68116401
71PE00048,71116542,69116408,69116444
71PE00049,71149872,69149818,69149795
71PE00050,71149873,69149818,64147394
71PE00051,71149874,69149818,64147394
71PE00052,71149875,69149818,69149794
71PE00053,71149876,69149818,64147393
71PE00054,71149877,69149818,64147393
71PE00055,71149878,69149818,69149811
71PE00056,71149879,69149808,68149727
71PE00057,71149880,69149808,68149727
71PE00058,71149881,69149808,68149408
71PE00059,71149882,69149818,69149826
71PE00060,71149883,69149818,69149834
71PE00061,71149884,69149818,67149177
71PE00062,71149885,69149818,64147268
71PE00063,71149886,69149818,64147268
71PE00064,71149887,69149808,66148231
71PE00065,71149888,69149808,65147997
71PE00066,71149889,69149818,61145801
71PE00067,71149890,69149808,66148329
71PE00068,71149891,69149808,64147451
71PE00069,71149892,69149808,69149836
71PE00070,71149893,69149808,61145992
71PE00071,71149894,69149808,66148330
71PE00072,71149895,69149808,66148330
71PE00073,71149896,69149818,68149503
71PE00074,71149897,69149808,64147325
71PE00075,71149898,69149808,64147487
71PE00076,71149899,69149808,69149823
71PE00077,71149900,69149818,67148949
71PE00078,71149901,69149818,68149322
71PE00079,71149902,69149818,68149342
71PE00080,71149903,69149818,69149812
71PE00081,71149904,69149818,69149796
71PE00082,71149905,69149808,66148156
71PE00083,71149906,69149808,66148156
71PE00084,71149907,69149808,69149806
71PE00085,71149908,69149808,69149816
71PE00086,71149909,69149818,60145210
71PE00087,71149910,69149808,63146609
71PE00088,71149911,69149808,68149440
71PE00089,71149912,69149808,68149440
71PE00090,71149913,69149818,64147460
71PE00091,71149914,69149818,64147460
71PE00092,71149915,69149818,64147460
71PE00093,71149916,69149808,67149065
71PE00094,71149917,69149818,68149563
71PE00095,71149918,69149818,68149671
71PE00096,71149919,69149808,69149817
71PE00097,71149920,69149808,69149817
71PE00098,71149921,69149808,67148922
71PE00099,71149922,69149818,68149564
71PE00100,71149923,69149808,68149595
71PE00101,71149924,69149818,69149792
71PE00102,71149925,69149818,67149081
71PE00103,71149926,69149808,67149041
71PE00104,71149927,69149808,67149041
71PE00105,71149928,69149808,64147307
71PE00106,71149929,69149808,64147307
71PE00107,71149930,69149818,69149800
71PE00108,71149931,69149808,68149604
71PE00109,71149932,69149818,68149621
71PE00110,71149933,69149808,69149801
71PE00111,71149934,69149808,68149680
71PE00112,71149935,69149808,67148795
71PE00113,71149936,69149808,67148795
71PE00114,71149937,69149818,64147368
71PE00115,71185184,69183452,68116395
71PE00116,71185185,69183452,68116395
71PE00117,71185186,69183491,66148738
71PE00118,71185187,69183999,67148888
71PE00119,71185188,70184742,69183752
71PE00120,71185189,69183452,68149618
71PE00121,71185190,69183452,68149618
71PE00122,71185191,69183789,68149456
71PE00123,71185192,69183368,67182890
71PE00124,71185193,69183452,65147582
71PE00125,71185194,69183452,65147582
71PE00126,71185195,69183681,68149347
71PE00127,71185196,69183654,65182267
71PE00128,71185197,69183654,65182267
71PE00129,71185198,69183528,69183809
71PE00130,71185199,69183406,69183317
71PE00131,71185200,69183452,67149153
71PE00132,71185201,69183452,67149153
71PE00133,71185202,69183406,68149782
71PE00134,71185203,69183406,68149782
71PE00135,71185204,69183926,69184089
71PE00136,71185205,69183516,65147937
71PE00137,71185206,69183396,69184049
71PE00138,71185207,69183396,69184049
71PE00139,71185208,69183681,68149617
71PE00140,71185209,69183452,65148041
71PE00141,71185210,69183789,65147626
71PE00142,71185211,69183528,66148611
71PE00143,71185212,69183528,66148611
71PE00144,71185213,69183396,69183565
71PE00145,71185214,69183926,69183339
71PE00146,71185215,69183789,63146552
71PE00147,71185216,69183402,66116298
71PE00148,71185217,69183402,66116298
71PE00149,71185218,69183382,68149410
71PE00150,71185219,69183382,68149410
71PE00151,71185220,69183528,65116180
71PE00152,71185221,69183999,66116244
71PE00153,71185222,70184742,69183492
71PE00154,71185223,70184742,69183492
71PE00155,71185224,69183396,66148710
71PE00156,71185225,70184970,69183808
71PE00157,71185226,70184449,67149264
71PE00158,71185227,70184449,67149264
71PE00159,71185228,69183564,68183078
71PE00160,71185229,69183654,67182909
71PE00161,71185230,69183654,67182909
71PE00162,71185231,70184172,65147907
71PE00163,71185232,70184172,65147907
71PE00164,71185233,69183406,67149216
71PE00165,71185234,69183406,67149216
71PE00166,71185235,69183382,69183851
71PE00167,71185236,69183382,66148559
71PE00168,71185237,69183382,66148559
71PE00169,71185238,69183844,69183717
71PE00170,71185239,69183844,69183717
71PE00171,71185240,69183402,69183794
71PE00172,71185241,69183402,69183794
71PE00173,71185242,69183844,69183601
71PE00174,71185243,69183999,65147642
71PE00175,71185244,69183999,65147642
71PE00176,71185245,69183491,69183573
71PE00177,71185246,69183730,67182847
71PE00178,71185247,69183730,67182847
71PE00179,71185248,70184970,67149057
71PE00180,71185249,70184172,68149646
71PE00181,71185250,69183621,66182386
71PE00182,71185251,69183406,65148054
71PE00183,71185252,69183406,65148054
71PE00184,71185253,69183491,67149111
71PE00185,71185254,69183491,67149111
71PE00186,71185255,69183402,65147981
71PE00187,71185256,69183402,65147981
71PE00188,71185257,69183844,65147974
71PE00189,71185258,69183844,65147974
71PE00190,71185259,69183926,66148632
71PE00191,71185260,69183926,66148632
71PE00192,71185261,69183491,66148184
71PE00193,71185262,69183491,66148184
71PE00194,71185263,69183681,68149412
71PE00195,71185264,69183654,67182984
