UID,LAMB,SIRE,DAM
93PE00001,93039663,91030000,91036509
93PE00002,93039664,91037706,92038970
93PE00003,93039665,91037706,92038970
93PE00004,93039666,91036784,91036914
93PE00005,93039667,91037600,91036485
93PE00006,93039668,91037600,91036485
93PE00007,93039670,91030000,89033678
93PE00008,93039671,91030000,89033678
93PE00009,93039672,91030000,89033678
93PE00010,93039673,91037600,91036567
93PE00011,93039674,91037042,91036730
93PE00012,93039675,91036874,91036807
93PE00013,93039676,91036874,91036807
93PE00014,93039677,91030000,90034734
93PE00015,93039678,91036874,91037290
93PE00016,93039679,91037324,89033960
93PE00017,93039680,91037324,89033960
93PE00018,93039681,91037324,89033960
93PE00019,93039682,91030000,91036759
93PE00020,93039683,91030000,91036759
93PE00021,93039684,91037600,91036996
93PE00022,93039685,91036784,90035499
93PE00023,93039686,91036784,90035499
93PE00024,93039687,91037600,90035612
93PE00025,93039688,91037600,91036862
93PE00026,93039689,91037011,91037133
93PE00027,93039690,91030000,90035729
93PE00028,93039691,91030000,90035729
93PE00029,93039692,91030000,88032226
93PE00030,93039693,91036734,91036858
93PE00031,93039694,91036734,91036858
93PE00032,93039695,91036853,92039333
93PE00033,93039696,91030000,91036966
93PE00034,93039697,91030000,91036966
93PE00035,93039698,91036840,88031876
93PE00036,93039699,91036840,88031876
93PE00037,93039700,91036840,88031876
93PE00038,93039701,91036849,90035202
93PE00039,93039702,91036784,89033377
93PE00040,93039703,91036734,91036518
93PE00041,93039704,91036734,91036518
93PE00042,93039705,91036874,90035263
93PE00043,93039706,91036874,90035263
93PE00044,93039707,91036853,92038517
93PE00045,93039708,91036853,92038517
93PE00046,93039709,91037011,89033838
93PE00047,93039710,91037011,89033838
93PE00048,93039711,91037011,89033838
93PE00049,93039712,91037239,90034703
93PE00050,93039713,91037239,90034703
93PE00051,93039714,91037803,91037036
93PE00052,93039715,91037600,91036629
93PE00053,93039716,91037600,91036629
93PE00054,93039717,91036773,91037726
93PE00055,93039718,91036773,91037726
93PE00056,93039719,91030000,90034752
93PE00057,93039720,91036840,91036939
93PE00058,93039721,91036840,91036939
93PE00059,93039722,91037239,90035004
93PE00060,93039723,91037239,90035004
93PE00061,93039724,91037239,90035004
93PE00062,93039725,91037239,90035004
93PE00063,93039726,91037706,92038461
93PE00064,93039727,91030000,90035390
93PE00065,93039728,91030000,90035390
93PE00066,93039729,91030000,90034762
93PE00067,93039730,91030000,90034762
93PE00068,93039731,91030000,90035266
93PE00069,93039732,91030000,90035266
93PE00070,93039733,91037011,87031632
93PE00071,93039734,91037011,87031632
93PE00072,93039735,91036849,90035609
93PE00073,93039736,91036849,90035609
93PE00074,93039737,91037239,87031735
93PE00075,93039738,91037239,87031735
93PE00076,93039739,91030000,89034211
93PE00077,93039740,91030000,89034211
93PE00078,93039741,91030000,89034211
93PE00079,93039742,91037600,90035743
93PE00080,93039743,91037600,90035743
93PE00081,93039744,91037704,89033777
93PE00082,93039745,91037704,89033777
93PE00083,93039746,91036874,90035080
93PE00084,93039747,91036874,90035080
93PE00085,93039748,91037704,88032306
93PE00086,93039749,91037704,88032306
93PE00087,93039750,91036734,88032355
93PE00088,93039751,91036734,88032355
93PE00089,93039752,91030000,90035624
93PE00090,93039753,91030000,90035624
93PE00091,93039754,91030000,89033725
93PE00092,93039755,91030000,89033725
93PE00093,93039756,91030000,91036836
93PE00094,93039757,91030000,91036836
93PE00095,93039758,91036756,90035045
93PE00096,93039759,91036756,90035045
93PE00097,93039760,91030000,88031886
93PE00098,93039761,91036840,89033909
93PE00099,93039762,91036840,89033909
93PE00100,93039763,91030000,91037079
93PE00101,93039764,91030000,91037333
93PE00102,93039765,91030000,91037333
93PE00103,93039766,91036849,88032348
93PE00104,93039767,91036849,88032348
93PE00105,93039768,91036849,88032348
93PE00106,93039769,91036756,90035045
93PE00107,93039770,91030000,90035823
93PE00108,93039771,91030000,90035823
93PE00109,93039773,91030000,91037368
93PE00110,93039774,91030000,90035368
93PE00111,93039775,91030000,91037191
93PE00112,93039776,91030000,91037191
93PE00113,93039777,91036784,90035701
93PE00114,93039778,91036784,90035701
93PE00115,93039779,91030000,89033811
