UID,LAMB,SIRE,DAM
74PE00001,74116696,72000000,68149690
74PE00002,74116697,72116549,72116581
74PE00003,74116698,72149980,69149792
74PE00004,74116699,72116549,69116422
74PE00005,74116700,72149980,68149350
74PE00006,74116701,72149980,68149350
74PE00007,74116702,72116549,68116391
74PE00008,74116703,72149980,71149878
74PE00009,74116704,72116549,64116122
74PE00010,74116705,72116549,71116499
74PE00011,74116706,72149966,71149935
74PE00012,74116707,72149980,71149885
74PE00013,74116708,72149980,72149978
74PE00014,74116709,72149980,72149987
74PE00015,74116710,72149980,68149322
74PE00016,74116711,72149980,68149322
74PE00017,74116712,72116549,71116514
74PE00018,74116713,72116549,66116247
74PE00019,74116714,72149980,67149081
74PE00020,74116715,72149966,69149801
74PE00021,74116716,72149966,72149982
74PE00022,74116717,72149980,69149800
74PE00023,74116718,72116549,72116597
74PE00024,74116719,72116549,72116597
74PE00025,74116720,72116549,70116459
74PE00026,74116721,72149980,72149972
74PE00027,74116722,72149980,69149795
74PE00028,74116723,72116549,69116433
74PE00029,74116724,72116549,69116414
74PE00030,74116725,72149966,69149816
74PE00031,74116726,72149966,70149853
74PE00032,74116727,72149966,70149853
74PE00033,74116728,72149980,67149177
74PE00034,74116729,72116549,71116508
74PE00035,74116730,72116591,72116595
74PE00036,74116731,72149980,69149812
74PE00037,74116732,72149980,69149812
74PE00038,74116733,72149980,71149901
74PE00039,74116734,72149966,64147487
74PE00040,74116735,72149980,72149938
74PE00041,74116736,72149966,68149604
74PE00042,74116737,72149966,65147997
74PE00043,74116738,72149966,70149857
74PE00044,74116739,72116549,72116545
74PE00045,74116740,72149966,67149041
74PE00046,74116741,72149966,67149041
74PE00047,74116742,72149966,68149727
74PE00048,74116743,72149966,68149727
74PE00049,74116744,72116549,70116480
74PE00050,74116745,72149966,70149849
74PE00051,74116746,72149966,72149970
74PE00052,74116747,72116549,71116523
74PE00053,74116748,72149966,71149928
74PE00054,74116749,72149966,71149928
74PE00055,74116750,72149966,70149867
74PE00056,74116751,72116549,71116513
74PE00057,74116752,72116591,70116463
74PE00058,74116753,72116549,69116435
74PE00059,74116754,72116549,72116582
74PE00060,74116755,72149980,70149870
74PE00061,74116756,72116549,69116420
74PE00062,74116757,72149980,69149826
74PE00063,74116758,72149966,71149894
74PE00064,74116759,72149966,71149894
74PE00065,74116760,72149966,69149806
74PE00066,74116761,72149966,69149806
74PE00067,74116762,72149966,72149956
74PE00068,74116763,72149966,70149842
74PE00069,74116764,72149966,70149842
74PE00070,74116765,72116549,68116401
74PE00071,74116766,72116549,68116386
74PE00072,74116767,72149966,71149887
74PE00073,74116768,72149966,71149933
74PE00074,74116769,72149980,68149563
74PE00075,74116770,72149980,71149924
74PE00076,74116771,72149966,68149776
74PE00077,74116772,72149966,68149776
74PE00078,74116773,72116549,68116384
74PE00079,74116774,72149966,70149866
74PE00080,74116775,72149966,71149891
74PE00081,74116776,72149966,71149891
74PE00082,74116777,72116591,69116411
74PE00083,74188008,73187644,70184537
74PE00084,74188009,72186482,72186622
74PE00085,74188010,72186482,72186622
74PE00086,74188011,73187349,71185266
74PE00087,74188012,73187357,72186934
74PE00088,74188013,73187357,72186934
74PE00089,74188014,72186901,72186541
74PE00090,74188015,72186901,72186541
74PE00091,74188016,73187378,68149365
74PE00092,74188017,73187378,68149365
74PE00093,74188018,73909270,70184825
74PE00094,74188019,73909270,70184825
74PE00095,74188020,73187349,71185719
74PE00096,74188021,73187349,72186333
74PE00097,74188022,73187378,69183871
74PE00098,74188023,73187378,69183871
74PE00099,74188024,73187590,68149646
74PE00100,74188025,73187590,68149646
74PE00101,74188026,73187378,67148938
74PE00102,74188027,73187485,69183565
74PE00103,74188028,73187590,72186993
74PE00104,74188029,73187485,70184826
74PE00105,74188030,73187485,70184826
74PE00106,74188031,73187784,70184152
74PE00107,74188032,73187784,70184152
74PE00108,74188033,72186482,70184495
74PE00109,74188034,72186482,70184495
74PE00110,74188035,72186482,67182716
74PE00111,74188036,72186482,67182716
74PE00112,74188037,72186905,67182732
74PE00113,74188038,72186905,67182732
74PE00114,74188039,73187485,71185368
74PE00115,74188040,72186482,68183124
74PE00116,74188041,72186482,68183124
74PE00117,74188042,73187784,72186410
74PE00118,74188043,72186343,72186534
74PE00119,74188044,72186855,71186145
74PE00120,74188045,72186855,71186145
74PE00121,74188046,73187405,71185226
74PE00122,74188047,73187405,71185226
74PE00123,74188048,72186901,71186139
74PE00124,74188049,72186613,70184697
74PE00125,74188050,73187586,71186062
74PE00126,74188051,73187586,71186062
74PE00127,74188052,73187349,72186986
74PE00128,74188053,73187644,68149427
74PE00129,74188054,73187644,68149427
74PE00130,74188055,72186901,70185024
74PE00131,74188056,72186901,70185024
74PE00132,74188057,73187349,72186578
74PE00133,74188058,72186747,70184858
74PE00134,74188059,72186747,70184858
74PE00135,74188060,72186901,68183037
74PE00136,74188061,72186901,68183037
74PE00137,74188062,73187784,71185909
74PE00138,74188063,73187784,71185282
74PE00139,74188064,73187784,71185282
74PE00140,74188065,73187357,69183931
74PE00141,74188066,73187357,69183931
74PE00142,74188067,73187784,70184839
74PE00143,74188068,73187784,70184839
74PE00144,74188069,72186613,71185561
74PE00145,74188070,72186613,71185561
74PE00146,74188071,73187586,69183758
74PE00147,74188072,73187586,69183758
74PE00148,74188073,73187590,70185128
74PE00149,74188074,73187590,70185128
74PE00150,74188075,72187087,71186134
74PE00151,74188076,72187087,71186134
74PE00152,74188077,72186901,71185356
74PE00153,74188078,72186901,71185356
74PE00154,74188079,72186858,70184717
74PE00155,74188080,73187349,70184767
74PE00156,74188081,73187349,70184767
74PE00157,74188082,72186901,71185592
74PE00158,74188083,72186901,71185592
74PE00159,74188084,72186901,67182691
74PE00160,74188085,72186901,67182691
74PE00161,74188086,72186370,71185686
74PE00162,74188087,72186939,70184206
74PE00163,74188088,72186901,71185761
74PE00164,74188089,73187349,69183964
74PE00165,74188090,73187349,69183964
74PE00166,74188091,73187378,71185799
74PE00167,74188092,72186343,67182665
74PE00168,74188093,72186343,67182665
74PE00169,74188094,72186371,68183140
74PE00170,74188095,72186482,71185676
74PE00171,74188096,72186482,71185676
74PE00172,74188097,72186583,69183456
74PE00173,74188098,73187405,71185829
74PE00174,74188099,72186343,67182836
74PE00175,74188100,72186343,67182836
74PE00176,74188101,73187485,67149127
74PE00177,74188102,73187485,67149127
