UID,LAMB,SIRE,DAM
69PE00001,69116407,66116255,67116314
69PE00002,69116408,66116255,64116088
69PE00003,69116409,66116255,64116088
69PE00004,69116410,66116255,64116105
69PE00005,69116411,66116255,62115766
69PE00006,69116412,65116231,62115786
69PE00007,69116413,65116231,62115786
69PE00008,69116414,65116231,63115970
69PE00009,69116415,66116255,66116259
69PE00010,69116416,66116255,61115602
69PE00011,69116417,66116255,61115602
69PE00012,69116418,66116255,62115825
69PE00013,69116419,66116255,62115825
69PE00014,69116420,65116231,64116152
69PE00015,69116421,65116231,62115741
69PE00016,69116422,65116231,62115741
69PE00017,69116423,66116255,64115979
69PE00018,69116424,66116255,64115979
69PE00019,69116425,66116255,61115634
69PE00020,69116426,66116255,61115634
69PE00021,69116427,66116255,64116103
69PE00022,69116428,66116255,64116103
69PE00023,69116429,66116255,64116024
69PE00024,69116430,66116255,64116024
69PE00025,69116431,66116255,61115635
69PE00026,69116432,66116255,61115635
69PE00027,69116433,65116231,66116270
69PE00028,69116434,65116231,64116122
69PE00029,69116435,65116231,64116122
69PE00030,69116436,66116255,64116150
69PE00031,69116437,66116255,64116150
69PE00032,69116438,66116255,64116071
69PE00033,69116439,66116255,62115794
69PE00034,69116440,66116255,62115794
69PE00035,69116441,65116231,63115920
69PE00036,69116442,65116231,58115060
69PE00037,69116443,65116231,58115060
69PE00038,69116444,66116255,64116010
69PE00039,69116445,65116231,64116110
69PE00040,69116446,65116231,64116110
69PE00041,69116447,66116255,67116334
69PE00042,69116448,66116255,67116334
69PE00043,69116449,65116231,67116305
69PE00044,69116450,65116231,63115941
69PE00045,69116451,65116231,66116273
69PE00046,69116452,65116231,66116247
69PE00047,69116453,66116255,60115500
69PE00048,69149790,64147189,64147393
69PE00049,69149791,64147189,64147393
69PE00050,69149792,64147189,64147268
69PE00051,69149793,64147189,67149177
69PE00052,69149794,64147189,64147390
69PE00053,69149795,64147189,60145210
69PE00054,69149796,64147189,60145210
69PE00055,69149797,64147189,67148861
69PE00056,69149798,65148099,64147451
69PE00057,69149799,65148099,64147451
69PE00058,69149800,64147189,66148287
69PE00059,69149801,65148099,63146609
69PE00060,69149802,64147189,67149081
69PE00061,69149803,65148099,66148329
69PE00062,69149804,65148099,66148157
69PE00063,69149805,65148099,64147325
69PE00064,69149806,65148099,64147325
69PE00065,69149807,65148099,59144924
69PE00066,69149808,65148099,59144924
69PE00067,69149809,65148099,62146282
69PE00068,69149810,65148099,62146282
69PE00069,69149811,64147189,64147460
69PE00070,69149812,64147189,64147460
69PE00071,69149813,65148099,65147998
69PE00072,69149814,65148099,66148330
69PE00073,69149815,65148099,64147307
69PE00074,69149816,65148099,64147307
69PE00075,69149817,65148099,67149041
69PE00076,69149818,64147189,64147368
69PE00077,69149819,65148099,60145408
69PE00078,69149820,65148099,60145408
69PE00079,69149821,65148099,61145992
69PE00080,69149822,65148099,65147997
69PE00081,69149823,65148099,65147997
69PE00082,69149824,65148099,65147997
69PE00083,69149825,64147189,64147394
69PE00084,69149826,64147189,64147394
69PE00085,69149827,65148099,66148231
69PE00086,69149828,64147189,62146527
69PE00087,69149829,65148099,64147397
69PE00088,69149830,65148099,64147397
69PE00089,69149831,64147189,61145801
69PE00090,69149832,65148099,64147487
69PE00091,69149833,65148099,64147487
69PE00092,69149834,64147189,67148949
69PE00093,69149835,65148099,67148795
69PE00094,69149836,65148099,67149065
69PE00095,69183312,66182419,67182652
69PE00096,69183313,65181975,64181763
69PE00097,69183314,65181975,64181763
69PE00098,69183315,63181390,67148888
69PE00099,69183316,65182006,67149107
69PE00100,69183317,65182006,66116244
69PE00101,69183318,67182946,67148803
69PE00102,69183319,67182720,66182560
69PE00103,69183320,66182306,66148263
69PE00104,69183321,67182662,66148307
69PE00105,69183322,67182662,66148307
69PE00106,69183323,65182286,64181743
69PE00107,69183324,65182286,64181743
69PE00108,69183325,67182662,66116271
69PE00109,69183326,65182006,67149060
69PE00110,69183327,67182662,67148960
69PE00111,69183328,67182662,67148960
69PE00112,69183329,65182286,64181691
69PE00113,69183330,65182286,64181691
69PE00114,69183331,66182306,66148699
69PE00115,69183332,66182306,66148699
69PE00116,69183333,62181132,66148410
69PE00117,69183334,62181132,66148410
69PE00118,69183335,65182286,67182744
69PE00119,69183336,65182286,67182744
69PE00120,69183337,65182006,66148661
69PE00121,69183338,66182419,64181733
69PE00122,69183339,63181332,66148632
69PE00123,69183340,63181332,66148632
69PE00124,69183341,67182957,67182992
69PE00125,69183342,67182957,67182992
69PE00126,69183343,63181390,66148160
69PE00127,69183344,63181390,66148160
69PE00128,69183345,63181390,66148450
69PE00129,69183346,63181390,66148450
69PE00130,69183347,65182006,67148866
69PE00131,69183348,65181975,65181982
69PE00132,69183349,66182306,63146887
69PE00133,69183350,65182286,67182708
69PE00134,69183351,65182286,67182708
69PE00135,69183352,66182306,63146728
69PE00136,69183353,63181332,66116276
69PE00137,69183354,65181975,66182356
69PE00138,69183355,65181975,66182356
69PE00139,69183356,67182701,67182890
69PE00140,69183357,67182701,67182890
69PE00141,69183358,67182772,67148814
69PE00142,69183359,67182888,62181253
69PE00143,69183360,67182888,62181253
69PE00144,69183361,65181975,67182984
69PE00145,69183362,65181975,67182984
69PE00146,69183363,67182837,61180854
69PE00147,69183364,67182837,61180854
69PE00148,69183365,65182286,67182896
69PE00149,69183366,63181332,63146850
69PE00150,69183367,63181332,63146850
69PE00151,69183368,67182873,66182389
