UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
11PE00001,11,05,H6535,05,H5434,05,H5884,30,2011056535,2009055434,2010055884
11PE00002,11,05,H6536,05,H5285,05,H6289,30,2011056536,2009055285,2010056289
11PE00003,11,05,H6537,05,H4871,05,H5843,30,2011056537,2009054871,2010055843
11PE00004,11,05,H6538,05,H4871,05,H5843,30,2011056538,2009054871,2010055843
11PE00005,11,05,H6539,05,H5285,05,H5696,30,2011056539,2009055285,2010055696
11PE00006,11,05,H6540,05,H5183,05,H6368,30,2011056540,2009055183,2010056368
11PE00007,11,05,H6541,05,H5183,05,H6368,30,2011056541,2009055183,2010056368
11PE00008,11,05,H6542,05,H5434,05,H5557,30,2011056542,2009055434,2010055557
11PE00009,11,05,H6543,05,H4871,05,H5793,30,2011056543,2009054871,2010055793
11PE00010,11,05,H6544,05,H4871,05,H5793,30,2011056544,2009054871,2010055793
11PE00011,11,05,H6545,05,H5434,05,H5570,30,2011056545,2009055434,2010055570
11PE00012,11,05,H6546,05,H5154,05,H5605,30,2011056546,2009055154,2010055605
11PE00013,11,05,H6547,05,H5183,05,H6221,30,2011056547,2009055183,2010056221
11PE00014,11,05,H6548,05,H5183,05,H6221,30,2011056548,2009055183,2010056221
11PE00015,11,05,H6549,05,H4871,05,H5830,30,2011056549,2009054871,2010055830
11PE00016,11,05,H6550,05,H5285,05,H5842,30,2011056550,2009055285,2010055842
11PE00017,11,05,H6551,05,H5285,05,H5842,30,2011056551,2009055285,2010055842
11PE00018,11,05,H6552,05,H5154,05,H5979,30,2011056552,2009055154,2010055979
11PE00019,11,05,H6553,05,H4871,05,H6223,30,2011056553,2009054871,2010056223
11PE00020,11,05,H6554,05,H4871,05,H6223,30,2011056554,2009054871,2010056223
11PE00021,11,05,H6555,05,H4663,05,H3572,30,2011056555,2009054663,2007053572
11PE00022,11,05,H6556,05,H4663,05,H3572,30,2011056556,2009054663,2007053572
11PE00023,11,05,H6557,05,H5136,05,H3210,30,2011056557,2009055136,2007053210
11PE00024,11,05,H6558,05,H5136,05,H3210,30,2011056558,2009055136,2007053210
11PE00025,11,05,H6559,05,H5136,05,H3210,30,2011056559,2009055136,2007053210
11PE00026,11,05,H6560,05,H5136,05,H3210,30,2011056560,2009055136,2007053210
11PE00027,11,05,H6561,05,H5110,05,H4519,30,2011056561,2009055110,2008054519
11PE00028,11,05,H6562,05,H5110,05,H4519,30,2011056562,2009055110,2008054519
11PE00029,11,05,H6563,05,H4871,05,H5917,30,2011056563,2009054871,2010055917
11PE00030,11,05,H6564,05,H5142,05,H1393,30,2011056564,2009055142,2005051393
11PE00031,11,05,H6565,05,H5142,05,H1393,30,2011056565,2009055142,2005051393
11PE00032,11,05,H6566,05,H5142,05,H1393,30,2011056566,2009055142,2005051393
11PE00033,11,05,H6567,05,H5136,05,H5140,30,2011056567,2009055136,2009055140
11PE00034,11,05,H6568,05,H5136,05,H5140,30,2011056568,2009055136,2009055140
11PE00035,11,05,H6569,05,H4663,05,H3085,30,2011056569,2009054663,2007053085
11PE00036,11,05,H6570,05,H4663,05,H3085,30,2011056570,2009054663,2007053085
11PE00037,11,05,H6571,05,H4663,05,H3085,30,2011056571,2009054663,2007053085
