UID,LAMB,SIRE,DAM
90PE00001,90034689,88032086,89033335
90PE00002,90034690,88032086,89033335
90PE00003,90034691,88031927,89034047
90PE00004,90034692,88031927,89034047
90PE00005,90034693,88032370,89033953
90PE00006,90034694,88032086,89033652
90PE00007,90034695,88032502,89033833
90PE00008,90034696,88032502,89033833
90PE00009,90034697,88032062,89033390
90PE00010,90034698,88032086,89033909
90PE00011,90034699,88031910,89033433
90PE00012,90034700,88032502,89033831
90PE00013,90034701,88032502,89033831
90PE00014,90034702,88031910,89034071
90PE00015,90034703,88031910,89034071
90PE00016,90034704,88032127,89033859
90PE00017,90034705,88032502,89033385
90PE00018,90034706,88031910,89033852
90PE00019,90034707,88032003,89034280
90PE00020,90034708,88032003,89034280
90PE00021,90034709,88032003,89034280
90PE00022,90034710,88032127,89033771
90PE00023,90034711,88032003,89033357
90PE00024,90034712,88032003,89033357
90PE00025,90034713,88032502,89033598
90PE00026,90034714,88032502,89033598
90PE00027,90034715,88032062,89033793
90PE00028,90034716,88032370,89034062
90PE00029,90034717,88032370,89034062
90PE00030,90034718,88032370,89033376
90PE00031,90034719,88032370,89033376
90PE00032,90034720,88032086,89033715
90PE00033,90034721,88032086,89033715
90PE00034,90034722,88032003,89033954
90PE00035,90034723,88032003,89033954
90PE00036,90034724,88032086,89034018
90PE00037,90034725,88032086,89034018
90PE00038,90034726,88031910,89033338
90PE00039,90034727,88031910,89033338
90PE00040,90034728,88031927,89033572
90PE00041,90034729,88031927,89033572
90PE00042,90034730,88032502,89033606
90PE00043,90034731,88032086,89033891
90PE00044,90034732,88032086,89033891
90PE00045,90034733,88032502,89033631
90PE00046,90034734,88032502,89033631
90PE00047,90034735,88032086,89033369
90PE00048,90034736,88032086,89033369
90PE00049,90034737,88032502,89034197
90PE00050,90034738,88032502,89034197
90PE00051,90034739,88032370,89034341
90PE00052,90034740,88032370,89034341
90PE00053,90034741,88032086,89033701
90PE00054,90034742,88032086,89033701
90PE00055,90034743,88031910,89033612
90PE00056,90034744,88031910,89033363
90PE00057,90034745,88032127,89033407
90PE00058,90034746,88032127,89033407
90PE00059,90034747,88031927,89034085
90PE00060,90034748,88031910,89033410
90PE00061,90034749,88031910,89033410
90PE00062,90034750,88032003,89033843
90PE00063,90034751,88031921,87031118
90PE00064,90034752,88031921,87031118
90PE00065,90034753,88031921,87031118
90PE00066,90034754,88032502,89033557
90PE00067,90034755,88032409,88032355
90PE00068,90034756,88032409,88032355
90PE00069,90034757,88031910,89034303
90PE00070,90034758,88032370,89034084
90PE00071,90034759,88032370,89034084
90PE00072,90034760,88032086,89033678
90PE00073,90034761,88032086,89033678
90PE00074,90034762,88032502,89033401
90PE00075,90034763,88032502,89033401
90PE00076,90034764,88032003,89033722
90PE00077,90034765,88032062,89033515
90PE00078,90034766,88032062,89033515
90PE00079,90034767,88032127,89034160
90PE00080,90034768,88031927,89033866
90PE00081,90034769,88031927,89033866
90PE00082,90034770,88032062,89033370
90PE00083,90034771,88032086,89033984
90PE00084,90034772,88031927,89033344
90PE00085,90034773,88032062,89033977
90PE00086,90034774,88032062,89033977
90PE00087,90034775,88032370,89033721
90PE00088,90034776,88031927,89034024
90PE00089,90034777,88032062,89033370
90PE00090,90034778,88032062,89034277
90PE00091,90034779,88032062,89034277
90PE00092,90034780,88032062,89033861
90PE00093,90034781,88032062,89033861
90PE00094,90034782,88032502,89034266
90PE00095,90034783,88032502,89034266
90PE00096,90034784,88031927,89033761
90PE00097,90034785,88031927,89033761
90PE00098,90034786,88032502,89034211
90PE00099,90034787,88032502,89034211
90PE00100,90034788,88032086,89033946
90PE00101,90034789,88032086,89033959
90PE00102,90034790,88032502,89033857
90PE00103,90034791,88032127,89033516
90PE00104,90034792,88032127,89033516
90PE00105,90034793,88032086,89033959
90PE00106,90034794,88032370,89034001
90PE00107,90034795,88032370,89034001
90PE00108,90034796,88032411,85028300
90PE00109,90034797,88032411,85028300
90PE00110,90034798,88032409,88032140
90PE00111,90034799,88032409,88032140
90PE00112,90034800,88031910,89033495
90PE00113,90034801,88032003,89033804
90PE00114,90034802,88032003,89033804
90PE00115,90034803,88032062,89033939
90PE00116,90034804,88031910,89033840
90PE00117,90034805,88031910,89033840
90PE00118,90034806,88032370,89034246
90PE00119,90034807,88032502,89033938
90PE00120,90034808,88032502,89033938
90PE00121,90034809,88032018,86029223
90PE00122,90034810,88032018,86029223
90PE00123,90034811,88032411,88032061
90PE00124,90034812,88032411,88032061
90PE00125,90034813,88032086,89033945
90PE00126,90034814,88031910,89033412
90PE00127,90034815,88032158,83025155
90PE00128,90034816,88032502,89033429
90PE00129,90034817,88031927,89034106
90PE00130,90034818,88031927,89034106
90PE00131,90034819,88031910,89033879
90PE00132,90034820,88032524,88032335
90PE00133,90034821,88032524,88032335
90PE00134,90034822,88032371,84026799
90PE00135,90034823,88032371,84026799
90PE00136,90034824,88032502,89033373
90PE00137,90034825,88032062,89033703
90PE00138,90034826,88032003,89034209
90PE00139,90034827,88032003,89034209
90PE00140,90034828,88031927,89033435
90PE00141,90034829,88032370,89033512
90PE00142,90034830,88031927,89034335
90PE00143,90034831,88031927,89034335
90PE00144,90034832,88032003,89033775
90PE00145,90034833,88032003,89033448
90PE00146,90034834,88032502,89033725
90PE00147,90034835,88032502,89033725
90PE00148,90034836,88032524,84027274
90PE00149,90034837,88032086,89033445
90PE00150,90034838,88031927,89033681
90PE00151,90034839,88032127,89033710
90PE00152,90034840,88032502,89034401
90PE00153,90034841,88032502,89034401
90PE00154,90034842,88032370,89033644
90PE00155,90034843,88032411,84027796
90PE00156,90034844,88032411,84027796
90PE00157,90034845,88032502,89033873
90PE00158,90034846,88031987,86029125
90PE00159,90034847,88032124,84026714
90PE00160,90034848,88032124,84026714
90PE00161,90034849,88032124,84026714
90PE00162,90034850,88032018,88032056
90PE00163,90034851,88032018,88032056
90PE00164,90034852,88032272,87031084
90PE00165,90034853,88032370,89033827
90PE00166,90034854,88032370,89033827
90PE00167,90034855,88032158,88032263
