UID,LAMB,SIRE,DAM
54PE00001,54609969,52000000,52608890
54PE00002,54481961,52940000,52481958
54PE00003,54481962,52940000,52481958
54PE00004,54481967,52940000,52481959
54PE00005,54481964,52940000,52481959
54PE00006,54481965,52940000,52481960
54PE00007,54481966,52940000,52481960
54PE00008,54101708,52000000,48139480
54PE00009,54101709,52000000,48139480
54PE00010,54101787,52000000,51131660
54PE00011,54101788,52000000,51131660
54PE00012,54101791,52000000,49176017
54PE00013,54481945,52600000,47112369
54PE00014,54481946,52600000,47112369
54PE00015,54481940,52600000,51113385
54PE00016,54481941,52600000,50130923
54PE00017,54481955,52600000,50131398
54PE00018,54481956,52600000,50131398
54PE00019,54481957,52600000,51131802
54PE00020,54481947,52600000,52140365
54PE00021,54481943,52600000,52140652
54PE00022,54481948,52600000,52140737
54PE00023,54481942,52600000,52140757
54PE00024,54481951,52600000,48175676
54PE00025,54481952,52600000,48175676
54PE00026,54481944,52600000,48175693
54PE00027,54481949,52600000,50176396
54PE00028,54481950,52600000,50176396
54PE00029,54481953,52600000,51176727
54PE00030,54481954,52600000,51176727
54PE00031,54114098,51113302,47112407
54PE00032,54114099,51113302,47112407
54PE00033,54114326,51113302,48112546
54PE00034,54114327,51113302,48112546
54PE00035,54114261,51113302,49113015
54PE00036,54114262,51113302,49113015
54PE00037,54114124,51113302,50113242
54PE00038,54177612,51113302,49176099
54PE00039,54177613,51113302,49176099
54PE00040,54177595,51113302,50176339
54PE00041,54177585,51113302,50176385
54PE00042,54177586,51113302,50176385
54PE00043,54177884,51113302,51176597
54PE00044,54177885,51113302,51176597
54PE00045,54114340,51113446,47112397
54PE00046,54114341,51113446,47112397
54PE00047,54114122,51113446,48112584
54PE00048,54114123,51113446,48112584
54PE00049,54114190,51113446,48112640
54PE00050,54114191,51113446,48112640
54PE00051,54114333,51113446,49112836
54PE00052,54114260,51113446,49112869
54PE00053,54114219,51113446,49112871
54PE00054,54114220,51113446,49112871
54PE00055,54114212,51113446,49112882
54PE00056,54114172,51113446,49112926
54PE00057,54114173,51113446,49112926
54PE00058,54114200,51113446,49112931
54PE00059,54114201,51113446,49112931
54PE00060,54114273,51113446,49113014
54PE00061,54114274,51113446,49113014
54PE00062,54114347,51113446,50113080
54PE00063,54114266,51113446,50113081
54PE00064,54114330,51113446,50113124
54PE00065,54114110,51113446,50113178
54PE00066,54114265,51113446,51113299
54PE00067,54114300,51113446,51113301
54PE00068,54114182,51113446,51113420
54PE00069,54114356,51113446,51113456
54PE00070,54114357,51113446,51113456
54PE00071,54114349,51113446,51113544
54PE00072,54114174,51113446,51113577
54PE00073,54114175,51113446,51113577
54PE00074,54114125,51113446,52113622
54PE00075,54114279,51113446,52113730
54PE00076,54114226,51113457,47112418
54PE00077,54114227,51113457,47112418
