UID,LAMB,SIRE,DAM
64PE00001,64102631,62000000,62615382
64PE00002,64115977,62115785,61115619
64PE00003,64115978,62115785,61115619
64PE00004,64115979,62115771,61115674
64PE00005,64115980,59115229,61115617
64PE00006,64115981,61115699,57114886
64PE00007,64115982,62115771,57114999
64PE00008,64115983,62115771,59115335
64PE00009,64115984,62115771,59115335
64PE00010,64115985,62115780,60115514
64PE00011,64115986,62115780,60115514
64PE00012,64115987,62115771,58115128
64PE00013,64115988,62115785,62115741
64PE00014,64115989,62115785,62115741
64PE00015,64115990,62115819,61115698
64PE00016,64115991,59115229,58115186
64PE00017,64115992,59115229,60115545
64PE00018,64115993,59115229,60115545
64PE00019,64115994,62115785,57114967
64PE00020,64115995,62115785,57114967
64PE00021,64115996,62115780,57114836
64PE00022,64115997,62115780,62115813
64PE00023,64115998,60115477,60115555
64PE00024,64115999,62115819,60115551
64PE00025,64116000,62115819,60115551
64PE00026,64116001,62115806,55114389
64PE00027,64116002,62115806,55114389
64PE00028,64116003,61115699,58115077
64PE00029,64116004,62115819,61115703
64PE00030,64116005,61115699,61115716
64PE00031,64116006,62115819,58115214
64PE00032,64116007,62115819,58115214
64PE00033,64116008,60115477,62115762
64PE00034,64116009,62115771,62115794
64PE00035,64116010,62115771,62115794
64PE00036,64116011,62115819,62115841
64PE00037,64116012,62115819,62115841
64PE00038,64116013,62115819,54114199
64PE00039,64116014,62115785,62115773
64PE00040,64116015,62115819,62115809
64PE00041,64116016,62115819,62115809
64PE00042,64116017,62115819,59115405
64PE00043,64116018,62115819,59115405
64PE00044,64116019,62115771,62115825
64PE00045,64116020,62115819,59115300
64PE00046,64116021,62115819,59115300
64PE00047,64116022,59115229,62115776
64PE00048,64116023,62115771,61115634
64PE00049,64116024,62115771,61115634
64PE00050,64116025,61115699,55114514
64PE00051,64116026,60115477,59115330
64PE00052,64116027,60115477,59115330
64PE00053,64116028,61115699,57114928
64PE00054,64116029,61115699,57114928
64PE00055,64116030,62115806,60115524
64PE00056,64116031,62115771,60115500
64PE00057,64116032,61115699,60115434
64PE00058,64116033,61115699,60115434
64PE00059,64116034,62115819,59115388
64PE00060,64116035,62115771,59115337
64PE00061,64116036,62115771,59115337
64PE00062,64116037,62115806,62115777
64PE00063,64116038,62115785,59115291
64PE00064,64116039,62115819,62115844
64PE00065,64116040,62115819,62115844
64PE00066,64116041,61115699,59115397
64PE00067,64116042,62115785,59115235
64PE00068,64116043,62115806,60115417
64PE00069,64116044,62115806,60115417
64PE00070,64116045,62115785,59115253
64PE00071,64116046,59115229,62115769
64PE00072,64116047,62115819,60115503
64PE00073,64116048,62115819,60115503
64PE00074,64116049,62115785,60115566
64PE00075,64116050,62115806,58115098
64PE00076,64116051,62115806,58115098
64PE00077,64116052,59115229,59115262
64PE00078,64116053,59115229,59115262
64PE00079,64116054,62115819,62115852
64PE00080,64116055,62115819,62115852
64PE00081,64116056,61115699,56114756
64PE00082,64116057,62115785,61115614
64PE00083,64116058,62115780,57114932
64PE00084,64116059,60115477,61115631
64PE00085,64116060,62115780,62115733
64PE00086,64116061,62115785,61115613
64PE00087,64116062,62115785,61115613
64PE00088,64116063,61115699,61115727
64PE00089,64116064,62115771,62115814
64PE00090,64116065,59115229,57114895
64PE00091,64116066,59115229,57114895
64PE00092,64116067,60115477,56114693
64PE00093,64116068,60115477,56114693
64PE00094,64116069,62115806,61115620
64PE00095,64116070,61115699,54114227
64PE00096,64116071,62115771,60115445
64PE00097,64116072,62115771,60115445
64PE00098,64116073,59115229,61115591
64PE00099,64116074,59115229,60115506
64PE00100,64116075,59115229,60115506
64PE00101,64116076,60115477,59115287
64PE00102,64116077,60115477,59115287
64PE00103,64116078,62115780,59115226
64PE00104,64116079,59115229,59115273
64PE00105,64116080,62115806,60115424
64PE00106,64116081,62115771,62115760
64PE00107,64116082,62115806,61115640
64PE00108,64116083,62115819,59115410
64PE00109,64116084,62115819,59115410
64PE00110,64116085,62115771,62115766
64PE00111,64116086,62115780,59115265
64PE00112,64116087,62115780,59115265
64PE00113,64116088,62115771,59115333
64PE00114,64116089,62115771,59115333
64PE00115,64116090,62115819,61115645
64PE00116,64116091,62115819,61115645
64PE00117,64116092,62115806,61115653
64PE00118,64116093,62115806,61115649
64PE00119,64116094,59115229,54114361
64PE00120,64116095,59115229,54114361
64PE00121,64116096,60115477,61115691
64PE00122,64116097,62115785,58115060
64PE00123,64116098,62115780,60115498
64PE00124,64116099,62115780,60115498
64PE00125,64116100,62115771,61115602
64PE00126,64116101,60115477,56114697
64PE00127,64116102,60115477,56114697
64PE00128,64116103,62115771,60115501
64PE00129,64116104,62115771,60115501
64PE00130,64116105,62115771,56114777
64PE00131,64116106,61115699,58115085
64PE00132,64116107,62115806,60115418
64PE00133,64116108,62115806,60115418
64PE00134,64116109,62115785,58115167
