UID,LAMB,SIRE,DAM
80PE00001,80020016,79018776,78017086
80PE00002,80020025,79018776,78017252
80PE00003,80020031,79018685,72011459
80PE00004,80020032,79018685,72011459
80PE00005,80020036,75014274,75013710
80PE00006,80020037,78017018,78017007
80PE00007,80020038,78017018,78017269
80PE00008,80020039,78017323,77015943
80PE00009,80020042,79018675,78017131
80PE00010,80020043,79018675,78017131
80PE00011,80020044,79018675,77015570
80PE00012,80020045,79018675,77015570
80PE00013,80020047,75014274,74012836
80PE00014,80020048,75014274,74012836
80PE00015,80020049,75014274,74012836
80PE00016,80020050,75014274,74012836
80PE00017,80020051,79018675,76014605
80PE00018,80020052,79018675,76014605
80PE00019,80020053,79018776,78016980
80PE00020,80020054,75014274,74012844
80PE00021,80020055,75014274,75014104
80PE00022,80020056,75014274,75014104
80PE00023,80020057,75014274,75014104
80PE00024,80020058,75013809,73012200
80PE00025,80020059,79018685,77015667
80PE00026,80020060,79018685,77015667
80PE00027,80020062,79018675,76014557
80PE00028,80020063,79018675,76014557
80PE00029,80020064,78017323,76014943
80PE00030,80020065,78017323,76014943
80PE00031,80020066,78017323,76014943
80PE00032,80020067,79018675,74013181
80PE00033,80020068,79018675,74013181
80PE00034,80020069,79018685,78017371
80PE00035,80020072,75013809,73012183
80PE00036,80020073,75013809,73012183
80PE00037,80020074,75013809,73012183
80PE00038,80020077,79018776,76014644
80PE00039,80020078,79018776,76014644
80PE00040,80020080,79018675,78017167
80PE00041,80020081,79018675,78017167
80PE00042,80020082,79018685,78017282
80PE00043,80020083,79018685,77015815
80PE00044,80020084,79018685,77015815
80PE00045,80020086,79018675,78017097
80PE00046,80020087,79018675,78017097
80PE00047,80020088,75014274,74012993
80PE00048,80020089,75013809,75013791
80PE00049,80020090,75013809,75013791
80PE00050,80020091,78017323,78017038
80PE00051,80020093,78017018,76014656
80PE00052,80020094,75013809,75014073
80PE00053,80020096,75013809,73012640
80PE00054,80020097,75013809,73012640
80PE00055,80020098,75013809,73012640
80PE00056,80020099,75013809,73012640
80PE00057,80020100,79018675,76014803
80PE00058,80020101,79018675,76014803
80PE00059,80020102,79018675,73012415
80PE00060,80020103,79018675,73012415
80PE00061,80020104,79018675,73012415
80PE00062,80020106,78017068,78017105
80PE00063,80020107,79018685,78017244
80PE00064,80020108,79018685,78017244
80PE00065,80020109,78017068,75014328
80PE00066,80020110,78017068,77015574
80PE00067,80020111,78017068,77015574
80PE00068,80020115,78017018,78017034
80PE00069,80020117,79018776,78017030
80PE00070,80020118,75014274,75014124
80PE00071,80020119,75014274,75014124
80PE00072,80020120,78017068,78017159
80PE00073,80020121,78017323,73012452
80PE00074,80020122,75013809,74013245
80PE00075,80020123,75013809,74013245
80PE00076,80020124,78017068,76014717
80PE00077,80020125,78017068,76014717
80PE00078,80020126,79018675,77015666
80PE00079,80020127,79018675,77015842
80PE00080,80020128,79018675,77015842
80PE00081,80020129,78017323,76014716
80PE00082,80020130,78017323,76014716
80PE00083,80020131,79018685,76014947
80PE00084,80020133,79018675,76014675
80PE00085,80020134,79018675,76014675
80PE00086,80020135,78017018,78017189
80PE00087,80020136,78017018,78017189
80PE00088,80020138,78017018,77015585
80PE00089,80020139,78017018,77015585
80PE00090,80020140,78017018,78017093
80PE00091,80020141,78017018,78017093
80PE00092,80020142,78017068,76014948
80PE00093,80020143,78017068,76014948
80PE00094,80020144,75013809,75013862
80PE00095,80020145,78017018,77015671
80PE00096,80020146,78017018,77015671
80PE00097,80020147,75014274,72011611
80PE00098,80020148,75014274,72011611
80PE00099,80020149,75014274,72011611
80PE00100,80020151,79018776,78017076
80PE00101,80020152,79018776,78017076
80PE00102,80020153,75014274,72011277
80PE00103,80020154,75014274,72011277
80PE00104,80020155,79018675,76015092
80PE00105,80020156,79018675,76015092
80PE00106,80020157,75013809,75013874
80PE00107,80020160,78017068,77015594
80PE00108,80020161,78017068,77015594
80PE00109,80020162,78017068,77015594
80PE00110,80020167,75014274,73012465
80PE00111,80020168,75014274,73012465
80PE00112,80020169,75014274,73012465
80PE00113,80020172,78017323,72011384
80PE00114,80020174,78017323,74013419
80PE00115,80020175,78017323,74013419
80PE00116,80020176,78017323,72011339
80PE00117,80020177,78017323,78016995
80PE00118,80020178,78017323,78016995
80PE00119,80020180,75014274,74013444
80PE00120,80020181,75014274,74013444
80PE00121,80020182,75014274,74012974
80PE00122,80020183,75014274,74012974
80PE00123,80020184,75014274,74012974
80PE00124,80020185,78017068,78017014
80PE00125,80020186,78017018,77015622
80PE00126,80020187,79018776,77015837
80PE00127,80020188,79018776,77015837
80PE00128,80020189,78017018,77015764
80PE00129,80020190,78017018,77015764
80PE00130,80020191,75013809,74012840
80PE00131,80020192,75013809,74012840
80PE00132,80020193,75014274,75013784
80PE00133,80020194,75014274,75013784
80PE00134,80020195,75014274,75013784
80PE00135,80020196,78017323,77015573
80PE00136,80020197,78017323,77015573
80PE00137,80020198,75014274,75013795
80PE00138,80020199,75014274,75013795
80PE00139,80020200,75014274,75013795
80PE00140,80020201,78017018,76015078
80PE00141,80020202,78017018,76015078
80PE00142,80020206,78017068,78017300
80PE00143,80020207,78017068,78017300
80PE00144,80020208,75014274,75014131
80PE00145,80020209,75014274,75014131
80PE00146,80020210,79018685,77016123
80PE00147,80020211,79018685,77016123
80PE00148,80020212,79018685,77016123
80PE00149,80020213,79018776,78017196
80PE00150,80020214,79018675,78017275
80PE00151,80020215,79018675,78017275
80PE00152,80020216,78017323,77016164
80PE00153,80020217,78017323,77016079
80PE00154,80020218,78017323,77016079
80PE00155,80020219,79018776,78017302
80PE00156,80020220,79018776,78017302
80PE00157,80020221,79018776,75014438
80PE00158,80020222,79018776,75014438
80PE00159,80020223,79018776,76014684
80PE00160,80020224,79018776,76014684
80PE00161,80020225,75014274,71010634
80PE00162,80020226,78017018,78017210
80PE00163,80020227,78017018,78017210
80PE00164,80020228,79018685,77015969
80PE00165,80020229,79018685,77015969
80PE00166,80020230,78017018,77016138
80PE00167,80020231,78017018,77016138
80PE00168,80020232,78017018,77016138
80PE00169,80020233,78017323,76014989
80PE00170,80020234,78017323,76014989
80PE00171,80020236,78017323,78017071
80PE00172,80020237,78017323,78017071
80PE00173,80020238,78017323,78017020
80PE00174,80020239,79018675,72011562
80PE00175,80020240,79018675,72011562
80PE00176,80020241,79018675,72011562
80PE00177,80020242,79018776,75013822
80PE00178,80020243,79018776,75013822
80PE00179,80020244,79018776,75013822
80PE00180,80020245,79018685,78017074
80PE00181,80020246,79018685,78017074
80PE00182,80020247,78017068,77015897
80PE00183,80020248,78017068,77015897
80PE00184,80020249,79018776,72011381
80PE00185,80020250,79018685,76014610
80PE00186,80020251,79018685,76014610
80PE00187,80020252,78017018,76015027
80PE00188,80020253,78017018,76015027
80PE00189,80020254,78017018,72011541
80PE00190,80020255,78017018,72011541
80PE00191,80020256,78017018,78017293
80PE00192,80020257,79018776,77015598
80PE00193,80020258,79018776,77015598
80PE00194,80020259,79018776,77015598
80PE00195,80020260,79018685,78017066
80PE00196,80020261,75013809,74013318
80PE00197,80020262,78017068,74012957
80PE00198,80020263,78017068,74012957
80PE00199,80020264,79018685,76014635
80PE00200,80020265,79018685,76014635
80PE00201,80020266,79018776,76014806
80PE00202,80020267,79018776,76014806
80PE00203,80020268,79018675,76014975
80PE00204,80020269,79018675,76014975
80PE00205,80020270,79018675,76014975
80PE00206,80020271,79018776,78017166
80PE00207,80020272,79018776,78017166
80PE00208,80020273,79018776,76014920
80PE00209,80020274,79018776,76014920
80PE00210,80020275,78017018,78017331
80PE00211,80020276,78017018,78017331
80PE00212,80020277,79018776,78017044
80PE00213,80020278,79018776,78017044
80PE00214,80020279,78017018,76014861
80PE00215,80020280,78017018,76014861
80PE00216,80020281,79018685,74013359
80PE00217,80020282,78017018,78017041
80PE00218,80020283,78017018,78017041
80PE00219,80020284,79018776,76014568
80PE00220,80020285,79018776,76014568
80PE00221,80020286,79018776,76014568
80PE00222,80020288,75013809,71010519
80PE00223,80020289,75013809,71010519
80PE00224,80020290,79018685,76014685
80PE00225,80020291,79018685,76014685
80PE00226,80020292,79018685,76014685
80PE00227,80020294,79018685,78017016
80PE00228,80020295,79018685,78017016
80PE00229,80020296,79018685,78017016
80PE00230,80020297,79018675,77015834
80PE00231,80020298,79018675,77015834
80PE00232,80020299,79018685,77015578
80PE00233,80020300,79018685,77015578
80PE00234,80020301,79018685,77015578
80PE00235,80020302,78017018,78017319
80PE00236,80020303,78017018,78017319
80PE00237,80020304,78017018,77015940
80PE00238,80020305,78017018,77015940
80PE00239,80020306,79018685,76015077
80PE00240,80020307,79018675,77015591
80PE00241,80020308,79018675,77015591
80PE00242,80020309,79018675,77015591
80PE00243,80020312,79018776,77015729
80PE00244,80020313,79018776,77015729
80PE00245,80020314,79018776,77015729
80PE00246,80020315,79018685,76014555
80PE00247,80020316,79018685,76014555
80PE00248,80020317,78017018,77015802
80PE00249,80020318,78017018,77015802
80PE00250,80020319,78017323,77015884
80PE00251,80020320,78017323,77015884
80PE00252,80020321,78017018,77015987
80PE00253,80020322,78017018,77015987
80PE00254,80020323,75014274,72011329
