UID,LAMB,SIRE,DAM
73PE00001,73116601,71116524,65116204
73PE00002,73116602,71116524,65116204
73PE00003,73116603,71116524,69116440
73PE00004,73116604,71116524,69116440
73PE00005,73116605,71149877,71149914
73PE00006,73116606,71149877,64147393
73PE00007,73116607,71149877,71149925
73PE00008,73116608,71149877,68149350
73PE00009,73116609,71116524,70116460
73PE00010,73116610,71116524,70116474
73PE00011,73116611,71116524,70116486
73PE00012,73116612,71116535,64116122
73PE00013,73116613,71116524,71116510
73PE00014,73116614,71149877,69149812
73PE00015,73116615,71116535,69116414
73PE00016,73116616,71149877,67148949
73PE00017,73116617,71116524,71116531
73PE00018,73116618,71116535,69116420
73PE00019,73116619,71149877,68149503
73PE00020,73116620,71116535,68116386
73PE00021,73116621,71149877,68149621
73PE00022,73116622,71149877,69149826
73PE00023,73116623,71149877,69149826
73PE00024,73116624,71116524,71116495
73PE00025,73116625,71116524,64116088
73PE00026,73116626,71116524,64116088
73PE00027,73116627,71116524,70116484
73PE00028,73116628,71116535,70116480
73PE00029,73116629,71116535,70116480
73PE00030,73116630,71149877,67149177
73PE00031,73116631,71149877,67149177
73PE00032,73116632,71149877,69149811
73PE00033,73116633,71116524,69116432
73PE00034,73116634,71149877,68149564
73PE00035,73116635,71149877,69149792
73PE00036,73116636,71116535,62115741
73PE00037,73116637,71116535,62115741
73PE00038,73116638,71149877,67149081
73PE00039,73116639,71149877,69149834
73PE00040,73116640,71149877,69149794
73PE00041,73116641,71116524,67116334
73PE00042,73116642,71116524,69116437
73PE00043,73116643,71116524,69116437
73PE00044,73116644,71116535,63115970
73PE00045,73116645,71149877,71149913
73PE00046,73116646,71116524,69116427
73PE00047,73116647,71116535,70116459
73PE00048,73116648,71149877,69149795
73PE00049,73116649,71116524,69116438
73PE00050,73116650,71116524,66116259
73PE00051,73116651,71149877,71149924
73PE00052,73116652,71116535,68116406
73PE00053,73116653,71116535,66116247
73PE00054,73116654,71116535,71116499
