UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
22PE00001,22,06,A1467,06,A1026,06,A0668,30,2022061467,2020061026,2019060668
22PE00002,22,06,A1468,06,A1026,06,A0668,30,2022061468,2020061026,2019060668
22PE00003,22,06,A1469,06,A1026,06,A0668,30,2022061469,2020061026,2019060668
22PE00004,22,06,A1470,06,A0947,05,H9754,30,2022061470,2020060947,2017059754
22PE00005,22,06,A1471,06,A0786,06,A0654,30,2022061471,2020060786,2019060654
22PE00006,22,06,A1472,06,A0786,06,A0654,30,2022061472,2020060786,2019060654
22PE00007,22,06,A1473,06,A0459,06,A0437,30,2022061473,2019060459,2019060437
22PE00008,22,06,A1474,06,A0459,06,A0437,30,2022061474,2019060459,2019060437
22PE00009,22,06,A1475,06,A0459,06,A0437,30,2022061475,2019060459,2019060437
22PE00010,22,06,A1476,06,A0786,06,A0456,30,2022061476,2020060786,2019060456
22PE00011,22,06,A1477,06,A0786,06,A0456,30,2022061477,2020060786,2019060456
22PE00012,22,06,A1478,06,A0678,06,A0287,30,2022061478,2019060678,2018060287
22PE00013,22,06,A1479,06,A0678,06,A0287,30,2022061479,2019060678,2018060287
22PE00014,22,06,A1480,06,A0678,06,A0287,30,2022061480,2019060678,2018060287
22PE00015,22,06,A1481,06,A0459,06,A0498,30,2022061481,2019060459,2019060498
22PE00016,22,06,A1482,06,A0459,06,A0498,30,2022061482,2019060459,2019060498
22PE00017,22,06,A1483,06,A0851,06,A0741,30,2022061483,2020060851,2020060741
22PE00018,22,06,A1484,06,A0851,06,A0741,30,2022061484,2020060851,2020060741
22PE00019,22,06,A1485,06,A0786,06,A0850,30,2022061485,2020060786,2020060850
22PE00020,22,06,A1486,06,A0786,06,A0850,30,2022061486,2020060786,2020060850
22PE00021,22,06,A1487,06,A0786,06,A0850,30,2022061487,2020060786,2020060850
22PE00022,22,06,A1488,06,A0786,06,A0850,30,2022061488,2020060786,2020060850
22PE00023,22,06,A1489,06,A1026,06,A1008,30,2022061489,2020061026,2020061008
22PE00024,22,06,A1490,06,A1026,06,A1008,30,2022061490,2020061026,2020061008
22PE00025,22,06,A1491,06,A0678,06,A0607,30,2022061491,2019060678,2019060607
22PE00026,22,06,A1492,06,A0678,06,A0607,30,2022061492,2019060678,2019060607
22PE00027,22,06,A1493,06,A0678,06,A0607,30,2022061493,2019060678,2019060607
22PE00028,22,06,A1494,06,A0947,06,A0389,30,2022061494,2020060947,2019060389
22PE00029,22,06,A1495,06,A0947,06,A0389,30,2022061495,2020060947,2019060389
22PE00030,22,06,A1496,06,A0947,06,A0389,30,2022061496,2020060947,2019060389
22PE00031,22,06,A1497,06,A0947,05,H9994,30,2022061497,2020060947,2018059994
22PE00032,22,06,A1498,06,A0947,05,H9994,30,2022061498,2020060947,2018059994
22PE00033,22,06,A1499,06,A0947,05,H9833,30,2022061499,2020060947,2017059833
22PE00034,22,06,A1500,06,A0947,05,H9833,30,2022061500,2020060947,2017059833
22PE00035,22,06,A1501,06,A0947,05,H9833,30,2022061501,2020060947,2017059833
22PE00036,22,06,A1502,06,A0851,06,A0861,30,2022061502,2020060851,2020060861
22PE00037,22,06,A1503,06,A0851,06,A0861,30,2022061503,2020060851,2020060861
22PE00038,22,06,A1504,06,A0459,06,A0435,30,2022061504,2019060459,2019060435
22PE00039,22,06,A1505,06,A0459,06,A0435,30,2022061505,2019060459,2019060435
22PE00040,22,06,A1506,06,A0459,06,A0435,30,2022061506,2019060459,2019060435
22PE00041,22,06,A1507,06,A0459,05,H9317,30,2022061507,2019060459,2016059317
22PE00042,22,06,A1508,06,A0459,05,H9317,30,2022061508,2019060459,2016059317
22PE00043,22,06,A1509,06,A0678,06,A0970,30,2022061509,2019060678,2020060970
22PE00044,22,06,A1510,06,A0678,06,A0970,30,2022061510,2019060678,2020060970
22PE00045,22,06,A1511,06,A0947,05,H8927,30,2022061511,2020060947,2015058927
22PE00046,22,06,A1512,06,A0947,05,H8927,30,2022061512,2020060947,2015058927
22PE00047,22,06,A1513,06,A0459,06,A0899,30,2022061513,2019060459,2020060899
22PE00048,22,06,A1514,06,A0459,06,A0535,30,2022061514,2019060459,2019060535
22PE00049,22,06,A1515,06,A0459,06,A0535,30,2022061515,2019060459,2019060535
22PE00050,22,06,A1516,06,A0678,05,H9341,30,2022061516,2019060678,2016059341
22PE00051,22,06,A1517,06,A0678,05,H9341,30,2022061517,2019060678,2016059341
22PE00052,22,06,A1518,06,A0792,05,H9448,30,2022061518,2020060792,2016059448
22PE00053,22,06,A1519,06,A0792,05,H9448,30,2022061519,2020060792,2016059448
22PE00054,22,06,A1520,06,A1026,05,H8931,30,2022061520,2020061026,2015058931
22PE00055,22,06,A1521,06,A1026,05,H8931,30,2022061521,2020061026,2015058931
22PE00056,22,06,A1522,06,A0786,05,H9846,30,2022061522,2020060786,2017059846
22PE00057,22,06,A1523,06,A0786,05,H9846,30,2022061523,2020060786,2017059846
22PE00058,22,06,A1524,06,A0786,05,H9846,30,2022061524,2020060786,2017059846
