UID,LAMB,SIRE,DAM
66PE00001,66053392,61614658,64419657
66PE00002,66116239,63115965,64116105
66PE00003,66116240,62115806,64116150
66PE00004,66116241,64116021,61115698
66PE00005,66116242,64116021,61115698
66PE00006,66116243,64116031,62115817
66PE00007,66116244,64116031,60115524
66PE00008,66116245,64115981,62115786
66PE00009,66116246,64116036,64116024
66PE00010,66116247,64116109,59115243
66PE00011,66116248,63115965,56114713
66PE00012,66116249,62115806,61115634
66PE00013,66116250,62115806,61115634
66PE00014,66116251,64115981,58115083
66PE00015,66116252,64115981,58115083
66PE00016,66116253,64116042,56114756
66PE00017,66116254,64116042,56114756
66PE00018,66116255,64116031,64116019
66PE00019,66116256,64116042,60115456
66PE00020,66116257,64115986,62115850
66PE00021,66116258,64116036,59115335
66PE00022,66116259,64116036,59115335
66PE00023,66116260,64116075,64115991
66PE00024,66116261,64116075,64115991
66PE00025,66116262,64116031,61115635
66PE00026,66116263,64116109,64116122
66PE00027,66116264,64116042,61115619
66PE00028,66116265,64115981,60115562
66PE00029,66116266,64115981,60115562
66PE00030,66116267,64116075,61115638
66PE00031,66116268,64116075,61115638
66PE00032,66116269,64116109,61115625
66PE00033,66116270,64116109,61115625
66PE00034,66116271,64116042,62115863
66PE00035,66116272,64116027,61115633
66PE00036,66116273,64116042,64116110
66PE00037,66116274,64115981,64116033
66PE00038,66116275,63115965,64115979
66PE00039,66116276,62115806,64116010
66PE00040,66116277,64116084,59115388
66PE00041,66116278,64116084,59115388
66PE00042,66116279,64116095,54114361
66PE00043,66116280,64116095,54114361
66PE00044,66116281,64115986,64116099
66PE00045,66116282,62115780,63115973
66PE00046,66116283,62115780,63115973
66PE00047,66116284,62115780,58115132
66PE00048,66116285,63115965,61115602
66PE00049,66116286,64116042,59115241
66PE00050,66116287,64115998,56114697
66PE00051,66116288,63115965,62115839
66PE00052,66116289,63115965,62115839
66PE00053,66116290,64115998,61115667
66PE00054,66116291,64116095,64116052
66PE00055,66116292,64116109,60115542
66PE00056,66116293,64116084,61115683
66PE00057,66116294,64116036,61115589
66PE00058,66116295,64116036,61115589
66PE00059,66116296,63115965,61115594
66PE00060,66116297,64116031,64116147
66PE00061,66116298,64116036,62115838
66PE00062,66116299,64115998,64116068
66PE00063,66116300,64115998,64116068
66PE00064,66116301,64116027,64116026
66PE00065,66116302,64115981,58115167
66PE00066,66148120,64116042,61146096
66PE00067,66148121,64116021,64147390
66PE00068,66148122,64116021,64147390
66PE00069,66148123,64147128,56143106
66PE00070,66148124,64116075,62146335
66PE00071,66148125,64116075,62146335
66PE00072,66148126,64147128,61145999
66PE00073,66148127,64147128,61145999
66PE00074,66148128,64116075,60145180
66PE00075,66148129,64116075,60145180
66PE00076,66148130,64116109,64147222
66PE00077,66148131,64147414,61145879
66PE00078,66148132,63115965,59144822
66PE00079,66148133,63115965,59144822
66PE00080,66148134,62146414,61145997
66PE00081,66148135,64147224,64147212
66PE00082,66148136,62146529,62146308
66PE00083,66148137,64147184,58115037
66PE00084,66148138,63146579,64147297
66PE00085,66148139,64147337,64116071
66PE00086,66148140,65147765,57143488
