UID,LAMBID,SIREID,DAMID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM
00PE00001,00000001,97044849,99090071,00,00,00001,04,A4849,09,90071
00PE00002,00000002,97044849,99090005,00,00,00002,04,A4849,09,90005
00PE00003,00000003,98008036,99090333,00,00,00003,00, 8036,09,90333
00PE00004,00000004,98008036,99090333,00,00,00004,00, 8036,09,90333
00PE00005,00000005,98008036,99091149,00,00,00005,00, 8036,09,91149
00PE00006,00000006,98008036,99091149,00,00,00006,00, 8036,09,91149
00PE00007,00000007,97044849,99090833,00,00,00007,04,A4849,09,90833
00PE00008,00000008,98109166,99090256,00,00,00008,10,S9166,09,90256
00PE00009,00000009,98109166,99090256,00,00,00009,10,S9166,09,90256
00PE00010,00000010,98008036,99090035,00,00,00010,00, 8036,09,90035
00PE00011,00000011,98440000,99090114,00,00,00011,44,T0000,09,90114
00PE00012,00000012,97044849,99090684,00,00,00012,04,A4849,09,90684
00PE00013,00000013,97044849,99090679,00,00,00013,04,A4849,09,90679
00PE00014,00000014,97044849,99090694,00,00,00014,04,A4849,09,90694
00PE00015,00000015,98440000,99091429,00,00,00015,44,T0000,09,91429
00PE00016,00000016,97044849,99090745,00,00,00016,04,A4849,09,90745
00PE00017,00000017,97044849,99090745,00,00,00017,04,A4849,09,90745
00PE00018,00000018,98008036,99090375,00,00,00018,00, 8036,09,90375
00PE00019,00000019,98008036,99090375,00,00,00019,00, 8036,09,90375
00PE00020,00000020,98109348,99091265,00,00,00020,10,S9348,09,91265
00PE00021,00000021,98440000,99090080,00,00,00021,44,T0000,09,90080
00PE00022,00000022,98440000,99090080,00,00,00022,44,T0000,09,90080
00PE00023,00000023,97044849,99090006,00,00,00023,04,A4849,09,90006
00PE00024,00000024,98440000,99815907,00,00,00024,44,T0000,81,Z5907
00PE00025,00000025,98440000,99815907,00,00,00025,44,T0000,81,Z5907
00PE00026,00000026,98440000,99090146,00,00,00026,44,T0000,09,90146
00PE00027,00000027,98440000,99090146,00,00,00027,44,T0000,09,90146
00PE00028,00000028,98008036,99090589,00,00,00028,00, 8036,09,90589
00PE00029,00000029,98008036,99090589,00,00,00029,00, 8036,09,90589
00PE00030,00000030,98008036,99091268,00,00,00030,00, 8036,09,91268
00PE00031,00000031,98440000,99090111,00,00,00031,44,T0000,09,90111
00PE00032,00000032,98440000,99090101,00,00,00032,44,T0000,09,90101
00PE00033,00000033,98008036,99090044,00,00,00033,00, 8036,09,90044
00PE00034,00000034,98008036,99090044,00,00,00034,00, 8036,09,90044
00PE00035,00000035,98440000,99090065,00,00,00035,44,T0000,09,90065
00PE00036,00000036,98440000,99815888,00,00,00036,44,T0000,81,Z5888
00PE00037,00000037,98440000,99815888,00,00,00037,44,T0000,81,Z5888
00PE00038,00000038,98440000,99815923,00,00,00038,44,T0000,81,Z5923
00PE00039,00000039,98008036,99091089,00,00,00039,00, 8036,09,91089
00PE00040,00000040,98440000,99090127,00,00,00040,44,T0000,09,90127
00PE00041,00000041,98440000,99816056,00,00,00041,44,T0000,81,Z6056
00PE00042,00000042,98008036,99090567,00,00,00042,00, 8036,09,90567
00PE00043,00000043,98008036,99090567,00,00,00043,00, 8036,09,90567
00PE00044,00000044,97044849,99090748,00,00,00044,04,A4849,09,90748
00PE00045,00000045,97044849,99090748,00,00,00045,04,A4849,09,90748
00PE00046,00000046,98109600,99090365,00,00,00046,10,S9600,09,90365
00PE00047,00000047,98008036,99091084,00,00,00047,00, 8036,09,91084
00PE00048,00000048,98008036,99091084,00,00,00048,00, 8036,09,91084
00PE00049,00000049,98008036,99090870,00,00,00049,00, 8036,09,90870
00PE00050,00000050,98008036,99090626,00,00,00050,00, 8036,09,90626
00PE00051,00000051,98440000,99815947,00,00,00051,44,T0000,81,Z5947
00PE00052,00000052,98440000,99815947,00,00,00052,44,T0000,81,Z5947
00PE00053,00000053,98440000,99090156,00,00,00053,44,T0000,09,90156
00PE00054,00000054,98109600,99090233,00,00,00054,10,S9600,09,90233
00PE00055,00000055,98440000,99815982,00,00,00055,44,T0000,81,Z5982
00PE00056,00000056,97044849,99090053,00,00,00056,04,A4849,09,90053
00PE00057,00000057,98440000,99091420,00,00,00057,44,T0000,09,91420
00PE00058,00000058,98440000,99090074,00,00,00058,44,T0000,09,90074
00PE00059,00000059,98440000,99090074,00,00,00059,44,T0000,09,90074
00PE00060,00000060,98440000,99815930,00,00,00060,44,T0000,81,Z5930
00PE00061,00000061,98440000,99090100,00,00,00061,44,T0000,09,90100
00PE00062,00000062,97044849,99090059,00,00,00062,04,A4849,09,90059
00PE00063,00000063,97044849,99090059,00,00,00063,04,A4849,09,90059
00PE00064,00000064,98440000,99816031,00,00,00064,44,T0000,81,Z6031
00PE00065,00000065,98008036,99090516,00,00,00065,00, 8036,09,90516
00PE00066,00000066,98008036,99090516,00,00,00066,00, 8036,09,90516
00PE00067,00000067,98440000,99090089,00,00,00067,44,T0000,09,90089
00PE00068,00000068,97044849,99090518,00,00,00068,04,A4849,09,90518
00PE00069,00000069,97044849,99090518,00,00,00069,04,A4849,09,90518
00PE00070,00000070,98440000,99090945,00,00,00070,44,T0000,09,90945
00PE00071,00000071,98440000,99815849,00,00,00071,44,T0000,81,Z5849
00PE00072,00000072,98008036,99091208,00,00,00072,00, 8036,09,91208
00PE00073,00000073,98008036,99091208,00,00,00073,00, 8036,09,91208
00PE00074,00000074,98440000,99815854,00,00,00074,44,T0000,81,Z5854
00PE00075,00000075,98440000,99815984,00,00,00075,44,T0000,81,Z5984
00PE00076,00000076,97044849,99090046,00,00,00076,04,A4849,09,90046
00PE00077,00000077,97044849,99090046,00,00,00077,04,A4849,09,90046
00PE00078,00000078,97044849,99090908,00,00,00078,04,A4849,09,90908
00PE00079,00000079,97044849,99090908,00,00,00079,04,A4849,09,90908
00PE00080,00000080,98008036,99091054,00,00,00080,00, 8036,09,91054
00PE00081,00000081,98008036,99091054,00,00,00081,00, 8036,09,91054
00PE00082,00000082,98109600,99091295,00,00,00082,10,S9600,09,91295
00PE00083,00000083,98109166,99090317,00,00,00083,10,S9166,09,90317
00PE00084,00000084,98109166,99090317,00,00,00084,10,S9166,09,90317
00PE00085,00000085,98008036,99090015,00,00,00085,00, 8036,09,90015
00PE00086,00000086,98440000,99090116,00,00,00086,44,T0000,09,90116
00PE00087,00000087,98440000,99090109,00,00,00087,44,T0000,09,90109
00PE00088,00000088,97044849,99090953,00,00,00088,04,A4849,09,90953
00PE00089,00000089,98008036,99090743,00,00,00089,00, 8036,09,90743
00PE00090,00000090,98008036,99090743,00,00,00090,00, 8036,09,90743
00PE00091,00000091,98109348,99090337,00,00,00091,10,S9348,09,90337
00PE00092,00000092,98440000,99090136,00,00,00092,44,T0000,09,90136
00PE00093,00000093,98440000,99090136,00,00,00093,44,T0000,09,90136
00PE00094,00000094,98440000,99090061,00,00,00094,44,T0000,09,90061
00PE00095,00000095,98440000,99090061,00,00,00095,44,T0000,09,90061
00PE00096,00000096,98109348,99090327,00,00,00096,10,S9348,09,90327
00PE00097,00000097,98640335,99090913,00,00,00097,64,K0335,09,90913
00PE00098,00000098,98440000,99091426,00,00,00098,44,T0000,09,91426
00PE00099,00000099,97044849,99091090,00,00,00099,04,A4849,09,91090
00PE00100,00000100,97044849,99091090,00,00,00100,04,A4849,09,91090
00PE00101,00000101,97044849,99090022,00,00,00101,04,A4849,09,90022
00PE00102,00000102,97044849,99090022,00,00,00102,04,A4849,09,90022
00PE00103,00000103,98109348,99090216,00,00,00103,10,S9348,09,90216
00PE00104,00000104,98440000,99090135,00,00,00104,44,T0000,09,90135
00PE00105,00000105,98440000,99090062,00,00,00105,44,T0000,09,90062
00PE00106,00000106,97044849,99090869,00,00,00106,04,A4849,09,90869
00PE00107,00000107,97044849,99090869,00,00,00107,04,A4849,09,90869
00PE00108,00000108,98440000,99815985,00,00,00108,44,T0000,81,Z5985
00PE00109,00000109,98440000,99815985,00,00,00109,44,T0000,81,Z5985
00PE00110,00000110,98440000,99090086,00,00,00110,44,T0000,09,90086
00PE00111,00000111,98440000,99090086,00,00,00111,44,T0000,09,90086
00PE00112,00000112,98109166,99090342,00,00,00112,10,S9166,09,90342
00PE00113,00000113,98109348,99090278,00,00,00113,10,S9348,09,90278
00PE00114,00000114,98109600,99090205,00,00,00114,10,S9600,09,90205
00PE00115,00000115,98109600,99090205,00,00,00115,10,S9600,09,90205
00PE00116,00000116,98109348,99091072,00,00,00116,10,S9348,09,91072
00PE00117,00000117,97044849,99091030,00,00,00117,04,A4849,09,91030
00PE00118,00000118,97044849,99091030,00,00,00118,04,A4849,09,91030
00PE00119,00000119,98440000,99091432,00,00,00119,44,T0000,09,91432
00PE00120,00000120,98008036,99090800,00,00,00120,00, 8036,09,90800
00PE00121,00000121,98008036,99090800,00,00,00121,00, 8036,09,90800
00PE00122,00000122,98109166,99090259,00,00,00122,10,S9166,09,90259
00PE00123,00000123,98440000,99091457,00,00,00123,44,T0000,09,91457
00PE00124,00000124,98109600,99090257,00,00,00124,10,S9600,09,90257
00PE00125,00000125,98640335,99090992,00,00,00125,64,K0335,09,90992
00PE00126,00000126,98640335,99090992,00,00,00126,64,K0335,09,90992
00PE00127,00000127,98008036,99090687,00,00,00127,00, 8036,09,90687
00PE00128,00000128,98008036,99090687,00,00,00128,00, 8036,09,90687
00PE00129,00000129,98109348,99090805,00,00,00129,10,S9348,09,90805
00PE00130,00000130,97044849,99091180,00,00,00130,04,A4849,09,91180
00PE00131,00000131,97044849,99091180,00,00,00131,04,A4849,09,91180
00PE00132,00000132,98008036,99090545,00,00,00132,00, 8036,09,90545
00PE00133,00000133,98008036,99090545,00,00,00133,00, 8036,09,90545
00PE00134,00000134,98109166,99090231,00,00,00134,10,S9166,09,90231
00PE00135,00000135,98109166,99090231,00,00,00135,10,S9166,09,90231
00PE00136,00000136,98109166,99090370,00,00,00136,10,S9166,09,90370
00PE00137,00000137,98440000,99090112,00,00,00137,44,T0000,09,90112
00PE00138,00000138,98008036,99090597,00,00,00138,00, 8036,09,90597
00PE00139,00000139,98008036,99090597,00,00,00139,00, 8036,09,90597
00PE00140,00000140,98109600,99090558,00,00,00140,10,S9600,09,90558
00PE00141,00000141,98008036,99090685,00,00,00141,00, 8036,09,90685
00PE00142,00000142,97044849,99090880,00,00,00142,04,A4849,09,90880
00PE00143,00000143,98008036,99090791,00,00,00143,00, 8036,09,90791
00PE00144,00000144,98008036,99090791,00,00,00144,00, 8036,09,90791
00PE00145,00000145,98109166,99090191,00,00,00145,10,S9166,09,90191
00PE00146,00000146,98109166,99090191,00,00,00146,10,S9166,09,90191
00PE00147,00000147,98440000,99090051,00,00,00147,44,T0000,09,90051
00PE00148,00000148,98109348,99090386,00,00,00148,10,S9348,09,90386
00PE00149,00000149,98440000,99815989,00,00,00149,44,T0000,81,Z5989
00PE00150,00000150,98109600,99090239,00,00,00150,10,S9600,09,90239
00PE00151,00000151,98109600,99090239,00,00,00151,10,S9600,09,90239
00PE00152,00000152,98640335,99091143,00,00,00152,64,K0335,09,91143
00PE00153,00000153,98640335,99091143,00,00,00153,64,K0335,09,91143
00PE00154,00000154,98008036,99090844,00,00,00154,00, 8036,09,90844
00PE00155,00000155,98440000,99091489,00,00,00155,44,T0000,09,91489
00PE00156,00000156,98008036,99091174,00,00,00156,00, 8036,09,91174
00PE00157,00000157,98008036,99090952,00,00,00157,00, 8036,09,90952
00PE00158,00000158,98109348,99091058,00,00,00158,10,S9348,09,91058
00PE00159,00000159,98109166,99091257,00,00,00159,10,S9166,09,91257
00PE00160,00000160,98109166,99090883,00,00,00160,10,S9166,09,90883
00PE00161,00000161,97044849,99090830,00,00,00161,04,A4849,09,90830
00PE00162,00000162,97044849,99090830,00,00,00162,04,A4849,09,90830
00PE00163,00000163,98109166,99090292,00,00,00163,10,S9166,09,90292
00PE00164,00000164,98640335,99091046,00,00,00164,64,K0335,09,91046
00PE00165,00000165,98440000,99090158,00,00,00165,44,T0000,09,90158
00PE00166,00000166,98440000,99090158,00,00,00166,44,T0000,09,90158
00PE00167,00000167,98109166,99090719,00,00,00167,10,S9166,09,90719
00PE00168,00000168,98440000,99816004,00,00,00168,44,T0000,81,Z6004
00PE00169,00000169,98109348,99090250,00,00,00169,10,S9348,09,90250
00PE00170,00000170,98440000,99816050,00,00,00170,44,T0000,81,Z6050
00PE00171,00000171,98008036,99090528,00,00,00171,00, 8036,09,90528
00PE00172,00000172,98440000,99090947,00,00,00172,44,T0000,09,90947
00PE00173,00000173,98440000,99091453,00,00,00173,44,T0000,09,91453
00PE00174,00000174,98109600,99090262,00,00,00174,10,S9600,09,90262
00PE00175,00000175,98109600,99090262,00,00,00175,10,S9600,09,90262
00PE00176,00000176,98440000,99090078,00,00,00176,44,T0000,09,90078
00PE00177,00000177,98008036,99091125,00,00,00177,00, 8036,09,91125
00PE00178,00000178,98008036,99091125,00,00,00178,00, 8036,09,91125
00PE00179,00000179,98109600,99090335,00,00,00179,10,S9600,09,90335
00PE00180,00000180,98109600,99090335,00,00,00180,10,S9600,09,90335
00PE00181,00000181,98109166,99090767,00,00,00181,10,S9166,09,90767
00PE00182,00000182,98109600,99090276,00,00,00182,10,S9600,09,90276
00PE00183,00000183,98109166,99090018,00,00,00183,10,S9166,09,90018
00PE00184,00000184,98440000,99091271,00,00,00184,44,T0000,09,91271
00PE00185,00000185,98440000,99090785,00,00,00185,44,T0000,09,90785
00PE00186,00000186,98640335,99091281,00,00,00186,64,K0335,09,91281
00PE00187,00000187,98109166,99090753,00,00,00187,10,S9166,09,90753
00PE00188,00000188,98109600,99090281,00,00,00188,10,S9600,09,90281
00PE00189,00000189,98109600,99090281,00,00,00189,10,S9600,09,90281
00PE00190,00000190,97044849,99091219,00,00,00190,04,A4849,09,91219
00PE00191,00000191,98109348,99090925,00,00,00191,10,S9348,09,90925
00PE00192,00000192,98109348,99090351,00,00,00192,10,S9348,09,90351
00PE00193,00000193,98109348,99090351,00,00,00193,10,S9348,09,90351
00PE00194,00000194,98109600,99090373,00,00,00194,10,S9600,09,90373
00PE00195,00000195,98440000,99090144,00,00,00195,44,T0000,09,90144
00PE00196,00000196,98109600,99090905,00,00,00196,10,S9600,09,90905
00PE00197,00000197,98109600,99090220,00,00,00197,10,S9600,09,90220
00PE00198,00000198,98109600,99090220,00,00,00198,10,S9600,09,90220
00PE00199,00000199,97044849,99090102,00,00,00199,04,A4849,09,90102
00PE00200,00000200,98109348,99091009,00,00,00200,10,S9348,09,91009
00PE00201,00000201,98440000,99091483,00,00,00201,44,T0000,09,91483
00PE00202,00000202,98109600,99091160,00,00,00202,10,S9600,09,91160
00PE00203,00000203,98109166,99090308,00,00,00203,10,S9166,09,90308
00PE00204,00000204,98109166,99090786,00,00,00204,10,S9166,09,90786
00PE00205,00000205,98109600,99090642,00,00,00205,10,S9600,09,90642
00PE00206,00000206,97044849,99090541,00,00,00206,04,A4849,09,90541
00PE00207,00000207,97044849,99090121,00,00,00207,04,A4849,09,90121
00PE00208,00000208,97044849,99090121,00,00,00208,04,A4849,09,90121
00PE00209,00000209,98440000,99091428,00,00,00209,44,T0000,09,91428
00PE00210,00000210,98109600,99090576,00,00,00210,10,S9600,09,90576
00PE00211,00000211,98109348,99090312,00,00,00211,10,S9348,09,90312
00PE00212,00000212,98109166,99090927,00,00,00212,10,S9166,09,90927
00PE00213,00000213,98440000,99090107,00,00,00213,44,T0000,09,90107
00PE00214,00000214,98109600,99090973,00,00,00214,10,S9600,09,90973
00PE00215,00000215,98109348,99090388,00,00,00215,10,S9348,09,90388
00PE00216,00000216,98109348,99090226,00,00,00216,10,S9348,09,90226
00PE00217,00000217,98109348,99090226,00,00,00217,10,S9348,09,90226
00PE00218,00000218,98109600,99090372,00,00,00218,10,S9600,09,90372
00PE00219,00000219,98440000,99090098,00,00,00219,44,T0000,09,90098
00PE00220,00000220,98109166,99091334,00,00,00220,10,S9166,09,91334
00PE00221,00000221,98109600,99091362,00,00,00221,10,S9600,09,91362
00PE00222,00000222,98109600,99090764,00,00,00222,10,S9600,09,90764
00PE00223,00000223,98109600,99090764,00,00,00223,10,S9600,09,90764
00PE00224,00000224,98109166,99091181,00,00,00224,10,S9166,09,91181
00PE00225,00000225,98440000,99816026,00,00,00225,44,T0000,81,Z6026
00PE00226,00000226,98109166,99090532,00,00,00226,10,S9166,09,90532
00PE00227,00000227,98440000,99816006,00,00,00227,44,T0000,81,Z6006
00PE00228,00000228,97000093,95637744,00,00,00228,00,J0093,63,K7744
00PE00229,00000229,97000093,95637744,00,00,00229,00,J0093,63,K7744
00PE00230,00000230,98440000,99090072,00,00,00230,44,T0000,09,90072
00PE00231,00000231,98440000,99090128,00,00,00231,44,T0000,09,90128
00PE00232,00000232,98109166,99090362,00,00,00232,10,S9166,09,90362
00PE00233,00000233,98109166,99091379,00,00,00233,10,S9166,09,91379
00PE00234,00000234,98109348,99090392,00,00,00234,10,S9348,09,90392
00PE00235,00000235,98440000,99090380,00,00,00235,44,T0000,09,90380
00PE00236,00000236,97044849,99091108,00,00,00236,04,A4849,09,91108
00PE00237,00000237,97044849,99091108,00,00,00237,04,A4849,09,91108
00PE00238,00000238,98640335,99091166,00,00,00238,64,K0335,09,91166
00PE00239,00000239,98640335,99091166,00,00,00239,64,K0335,09,91166
00PE00240,00000240,98109600,99091137,00,00,00240,10,S9600,09,91137
00PE00241,00000241,98440000,99090077,00,00,00241,44,T0000,09,90077
00PE00242,00000242,97044328,93040255,00,00,00242,04,A4328,04,A0255
00PE00243,00000243,97044328,93040255,00,00,00243,04,A4328,04,A0255
00PE00244,00000244,97044328,93040255,00,00,00244,04,A4328,04,A0255
00PE00245,00000245,98109600,99091188,00,00,00245,10,S9600,09,91188
00PE00246,00000246,98440000,99816014,00,00,00246,44,T0000,81,Z6014
00PE00247,00000247,98440000,99090104,00,00,00247,44,T0000,09,90104
00PE00248,00000248,98440000,99090104,00,00,00248,44,T0000,09,90104
00PE00249,00000249,98109166,99090218,00,00,00249,10,S9166,09,90218
00PE00250,00000250,98109166,99090218,00,00,00250,10,S9166,09,90218
00PE00251,00000251,98440000,99090162,00,00,00251,44,T0000,09,90162
00PE00252,00000252,97044920,96042956,00,00,00252,04,A4920,04,A2956
00PE00253,00000253,97044920,96042956,00,00,00253,04,A4920,04,A2956
00PE00254,00000254,98109166,99090272,00,00,00254,10,S9166,09,90272
00PE00255,00000255,98440000,99090741,00,00,00255,44,T0000,09,90741
00PE00256,00000256,98440000,99815840,00,00,00256,44,T0000,81,Z5840
00PE00257,00000257,98109348,99091097,00,00,00257,10,S9348,09,91097
00PE00258,00000258,98440000,99090081,00,00,00258,44,T0000,09,90081
00PE00259,00000259,98440000,99090170,00,00,00259,44,T0000,09,90170
00PE00260,00000260,98109166,99090768,00,00,00260,10,S9166,09,90768
00PE00261,00000261,98109348,99090369,00,00,00261,10,S9348,09,90369
00PE00262,00000262,98440000,99090415,00,00,00262,44,T0000,09,90415
00PE00263,00000263,98440000,99090415,00,00,00263,44,T0000,09,90415
00PE00264,00000264,98109600,99090519,00,00,00264,10,S9600,09,90519
00PE00265,00000265,98440000,99091454,00,00,00265,44,T0000,09,91454
00PE00266,00000266,97108008,98008545,00,00,00266,10,S8008,00, 8545
00PE00267,00000267,97044528,93040258,00,00,00267,04,A4528,04,A0258
00PE00268,00000268,97044528,93040258,00,00,00268,04,A4528,04,A0258
00PE00269,00000269,98440000,97639422,00,00,00269,44,T0000,63,K9422
00PE00270,00000270,98440000,97639422,00,00,00270,44,T0000,63,K9422
00PE00271,00000271,97639884,95638305,00,00,00271,63,K9884,63,K8305
00PE00272,00000272,97639884,95638305,00,00,00272,63,K9884,63,K8305
00PE00273,00000273,97639884,93636729,00,00,00273,63,K9884,63,K6729
00PE00274,00000274,98440000,97639324,00,00,00274,44,T0000,63,K9324
00PE00275,00000275,98440000,97639324,00,00,00275,44,T0000,63,K9324
00PE00276,00000276,98109600,99090959,00,00,00276,10,S9600,09,90959
00PE00277,00000277,97639884,95637794,00,00,00277,63,K9884,63,K7794
00PE00278,00000278,97639884,95637794,00,00,00278,63,K9884,63,K7794
00PE00279,00000279,97107842,94001562,00,00,00279,10,S7842,00, 1562
00PE00280,00000301,98446542,98446829,00,00,00301,44,T6542,44,T6829
00PE00281,00000302,98970000,98008122,00,00,00302,97,00000,00, 8122
00PE00282,00000309,98970000,98008765,00,00,00309,97,00000,00, 8765
00PE00283,00000310,98970000,98008765,00,00,00310,97,00000,00, 8765
00PE00284,00000311,98970000,98008263,00,00,00311,97,00000,00, 8263
00PE00285,00000313,98970000,98446697,00,00,00313,97,00000,44,T6697
00PE00286,00000314,98970000,96006006,00,00,00314,97,00000,00, 6006
00PE00287,00000315,98970000,96006006,00,00,00315,97,00000,00, 6006
00PE00288,00000316,98970000,96006006,00,00,00316,97,00000,00, 6006
00PE00289,00000317,98970000,95050333,00,00,00317,97,00000,05,50333
00PE00290,00000318,98970000,98640423,00,00,00318,97,00000,64,K0423
00PE00291,00000319,98970000,97108417,00,00,00319,97,00000,10,S8417
00PE00292,00000320,98970000,97108417,00,00,00320,97,00000,10,S8417
00PE00293,00000321,98970000,95050051,00,00,00321,97,00000,05,50051
00PE00294,00000322,98970000,95050051,00,00,00322,97,00000,05,50051
00PE00295,00000323,98970000,98008848,00,00,00323,97,00000,00, 8848
00PE00296,00000324,98970000,95637989,00,00,00324,97,00000,63,K7989
00PE00297,00000325,98970000,97639404,00,00,00325,97,00000,63,K9404
00PE00298,00000326,98970000,96638527,00,00,00326,97,00000,63,K8527
00PE00299,00000327,98970000,96638527,00,00,00327,97,00000,63,K8527
00PE00300,00000328,98970000,98640039,00,00,00328,97,00000,64,K0039
00PE00301,00000329,98970000,96638743,00,00,00329,97,00000,63,K8743
00PE00302,00000330,98970000,96638743,00,00,00330,97,00000,63,K8743
00PE00303,00000331,98970000,98045434,00,00,00331,97,00000,04,A5434
00PE00304,00000332,98970000,96639061,00,00,00332,97,00000,63,K9061
00PE00305,00000333,98970000,96639061,00,00,00333,97,00000,63,K9061
00PE00306,00000334,98970000,96639061,00,00,00334,97,00000,63,K9061
00PE00307,00000335,98970000,93002540,00,00,00335,97,00000,00, 2540
00PE00308,00000336,98970000,96006198,00,00,00336,97,00000,00, 6198
00PE00309,00000337,98970000,96006050,00,00,00337,97,00000,00, 6050
00PE00310,00000338,98970000,96006050,00,00,00338,97,00000,00, 6050
00PE00311,00000339,98970000,98008601,00,00,00339,97,00000,00, 8601
00PE00312,00000340,98970000,98008210,00,00,00340,97,00000,00, 8210
00PE00313,00000341,98970000,96106694,00,00,00341,97,00000,10,S6694
00PE00314,00000342,98970000,96106694,00,00,00342,97,00000,10,S6694
00PE00315,00000343,98970000,96006130,00,00,00343,97,00000,00, 6130
00PE00316,00000344,98970000,96006130,00,00,00344,97,00000,00, 6130
00PE00317,00000345,98970000,97007295,00,00,00345,97,00000,00, 7295
00PE00318,00000346,98970000,98008150,00,00,00346,97,00000,00, 8150
00PE00319,00000347,98970000,98008625,00,00,00347,97,00000,00, 8625
00PE00320,00000348,98970000,94009092,00,00,00348,97,00000,00, 9092
00PE00321,00000349,98970000,94000580,00,00,00349,97,00000,00,  580
00PE00322,00000350,98970000,94000580,00,00,00350,97,00000,00,  580
00PE00323,00000351,98970000,94000084,00,00,00351,97,00000,00,   84
00PE00324,00000352,98970000,94000084,00,00,00352,97,00000,00,   84
00PE00325,00000353,98970000,98640130,00,00,00353,97,00000,64,K0130
00PE00326,00000354,98970000,97007256,00,00,00354,97,00000,00, 7256
00PE00327,00000355,98970000,97007256,00,00,00355,97,00000,00, 7256
00PE00328,00000356,98970000,96006402,00,00,00356,97,00000,00, 6402
00PE00329,00000401,98045515,94041592,00,00,00401,04,A5515,04,A1592
00PE00330,00000402,97044898,94041667,00,00,00402,04,A4898,04,A1667
00PE00331,00000403,97044898,94041667,00,00,00403,04,A4898,04,A1667
00PE00332,00000404,98045515,94041592,00,00,00404,04,A5515,04,A1592
00PE00333,00000405,98045346,95042689,00,00,00405,04,A5346,04,A2689
00PE00334,00000406,98045346,95042689,00,00,00406,04,A5346,04,A2689
00PE00335,00000407,97044898,96043498,00,00,00407,04,A4898,04,A3498
00PE00336,00000408,97044898,96043498,00,00,00408,04,A4898,04,A3498
00PE00337,00000409,98440000,97814405,00,00,00409,44,T0000,81,Z4405
00PE00338,00000410,98440000,97814405,00,00,00410,44,T0000,81,Z4405
00PE00339,00000411,98045515,93040520,00,00,00411,04,A5515,04,A0520
00PE00340,00000412,98045515,93040520,00,00,00412,04,A5515,04,A0520
00PE00341,00000413,98045515,93040520,00,00,00413,04,A5515,04,A0520
00PE00342,00000414,98045346,95042689,00,00,00414,04,A5346,04,A2689
00PE00343,00000415,98045346,98008727,00,00,00415,04,A5346,00, 8727
00PE00344,00000416,98045346,98008727,00,00,00416,04,A5346,00, 8727
00PE00345,00000417,97044898,98008697,00,00,00417,04,A4898,00, 8697
00PE00346,00000418,97044898,98008697,00,00,00418,04,A4898,00, 8697
00PE00347,00000419,98109801,96006172,00,00,00419,10,S9801,00, 6172
00PE00348,00000420,98109801,96006172,00,00,00420,10,S9801,00, 6172
00PE00349,00000421,98446646,98446824,00,00,00421,44,T6646,44,T6824
00PE00350,00000422,97044328,93040558,00,00,00422,04,A4328,04,A0558
00PE00351,00000423,97044328,93040558,00,00,00423,04,A4328,04,A0558
00PE00352,00000424,98045346,97044899,00,00,00424,04,A5346,04,A4899
00PE00353,00000425,98045346,97044899,00,00,00425,04,A5346,04,A4899
00PE00354,00000426,98045515,96042973,00,00,00426,04,A5515,04,A2973
00PE00355,00000427,98045515,96042973,00,00,00427,04,A5515,04,A2973
00PE00356,00000428,97044528,96043140,00,00,00428,04,A4528,04,A3140
00PE00357,00000429,97044528,96043140,00,00,00429,04,A4528,04,A3140
00PE00358,00000430,97044528,96043140,00,00,00430,04,A4528,04,A3140
00PE00359,00000431,97044898,98008526,00,00,00431,04,A4898,00, 8526
00PE00360,00000432,98640429,95638323,00,00,00432,64,K0429,63,K8323
00PE00361,00000433,98446739,98446759,00,00,00433,44,T6739,44,T6759
00PE00362,00000434,98446739,98446759,00,00,00434,44,T6739,44,T6759
00PE00363,00000435,98440000,97814642,00,00,00435,44,T0000,81,Z4642
00PE00364,00000436,98440000,97814642,00,00,00436,44,T0000,81,Z4642
00PE00365,00000437,98109049,97107758,00,00,00437,10,S9049,10,S7758
00PE00366,00000438,98109049,97107758,00,00,00438,10,S9049,10,S7758
00PE00367,00000439,98440000,97639396,00,00,00439,44,T0000,63,K9396
00PE00368,00000440,98440000,97639396,00,00,00440,44,T0000,63,K9396
00PE00369,00000441,97044920,98008244,00,00,00441,04,A4920,00, 8244
00PE00370,00000442,97044920,98008244,00,00,00442,04,A4920,00, 8244
00PE00371,00000443,97044920,97044857,00,00,00443,04,A4920,04,A4857
00PE00372,00000444,97044920,97044857,00,00,00444,04,A4920,04,A4857
00PE00373,00000445,98440000,97639789,00,00,00445,44,T0000,63,K9789
00PE00374,00000446,98440000,97639789,00,00,00446,44,T0000,63,K9789
00PE00375,00000447,98109264,97007412,00,00,00447,10,S9264,00, 7412
00PE00376,00000448,98045346,96043932,00,00,00448,04,A5346,04,A3932
00PE00377,00000449,98045346,96043932,00,00,00449,04,A5346,04,A3932
00PE00378,00000450,98440000,97639453,00,00,00450,44,T0000,63,K9453
00PE00379,00000451,97000143,98008212,00,00,00451,00,J0143,00, 8212
00PE00380,00000452,98440000,97639505,00,00,00452,44,T0000,63,K9505
00PE00381,00000453,98440000,97639505,00,00,00453,44,T0000,63,K9505
00PE00382,00000454,98109526,98008478,00,00,00454,10,S9526,00, 8478
00PE00383,00000455,98109526,98008478,00,00,00455,10,S9526,00, 8478
00PE00384,00000456,98440000,97639682,00,00,00456,44,T0000,63,K9682
