UID,LAMBID,SIREID,DAMID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM
00PE02370,00047942,98045514,99046697,00,04,A7942,04,A5514,04,A6697
00PE02371,00047943,98045514,99046697,00,04,A7943,04,A5514,04,A6697
00PE02372,00047944,97044920,98045467,00,04,A7944,04,A4920,04,A5467
00PE02373,00047945,97044920,98045467,00,04,A7945,04,A4920,04,A5467
00PE02374,00047946,98045024,98045673,00,04,A7946,04,A5024,04,A5673
00PE02375,00047947,98045024,98045673,00,04,A7947,04,A5024,04,A5673
00PE02376,00047948,98630000,97044427,00,04,A7948,63,K0000,04,A4427
00PE02377,00047949,98630000,97044427,00,04,A7949,63,K0000,04,A4427
00PE02378,00047950,98630000,97044427,00,04,A7950,63,K0000,04,A4427
00PE02379,00047951,98045198,98045187,00,04,A7951,04,A5198,04,A5187
00PE02380,00047952,98045198,98045187,00,04,A7952,04,A5198,04,A5187
00PE02381,00047953,98045514,99046731,00,04,A7953,04,A5514,04,A6731
00PE02382,00047954,98045514,99046731,00,04,A7954,04,A5514,04,A6731
00PE02383,00047955,98045198,96043551,00,04,A7955,04,A5198,04,A3551
00PE02384,00047956,98045198,96043551,00,04,A7956,04,A5198,04,A3551
00PE02385,00047957,98045198,96043551,00,04,A7957,04,A5198,04,A3551
00PE02386,00047958,98045198,96043551,00,04,A7958,04,A5198,04,A3551
00PE02387,00047959,98045530,96042846,00,04,A7959,04,A5530,04,A2846
00PE02388,00047960,98045530,96042846,00,04,A7960,04,A5530,04,A2846
00PE02389,00047961,98045530,96042846,00,04,A7961,04,A5530,04,A2846
00PE02390,00047962,98045530,96042846,00,04,A7962,04,A5530,04,A2846
00PE02391,00047963,98045232,95042546,00,04,A7963,04,A5232,04,A2546
00PE02392,00047964,98045232,95042546,00,04,A7964,04,A5232,04,A2546
00PE02393,00047965,98045232,95042546,00,04,A7965,04,A5232,04,A2546
00PE02394,00047966,98045514,99046600,00,04,A7966,04,A5514,04,A6600
00PE02395,00047967,98045515,97044453,00,04,A7967,04,A5515,04,A4453
00PE02396,00047968,98045515,97044453,00,04,A7968,04,A5515,04,A4453
00PE02397,00047969,98045515,97044453,00,04,A7969,04,A5515,04,A4453
00PE02398,00047970,98045515,97044453,00,04,A7970,04,A5515,04,A4453
00PE02399,00047971,97044920,98045287,00,04,A7971,04,A4920,04,A5287
00PE02400,00047972,97044920,98045287,00,04,A7972,04,A4920,04,A5287
00PE02401,00047973,97044328,97044468,00,04,A7973,04,A4328,04,A4468
00PE02402,00047974,98045454,93040120,00,04,A7974,04,A5454,04,A0120
00PE02403,00047975,98045454,93040120,00,04,A7975,04,A5454,04,A0120
00PE02404,00047976,98045454,93040120,00,04,A7976,04,A5454,04,A0120
00PE02405,00047977,98045515,98045354,00,04,A7977,04,A5515,04,A5354
00PE02406,00047978,98045515,98045354,00,04,A7978,04,A5515,04,A5354
00PE02407,00047979,98045472,98045128,00,04,A7979,04,A5472,04,A5128
00PE02408,00047980,98045472,98045128,00,04,A7980,04,A5472,04,A5128
00PE02409,00047981,98045789,99046732,00,04,A7981,04,A5789,04,A6732
00PE02410,00047982,98045198,96043215,00,04,A7982,04,A5198,04,A3215
00PE02411,00047983,98045198,96043215,00,04,A7983,04,A5198,04,A3215
00PE02412,00047984,97044328,97044756,00,04,A7984,04,A4328,04,A4756
00PE02413,00047985,97044328,97044756,00,04,A7985,04,A4328,04,A4756
00PE02414,00047986,97044328,97044756,00,04,A7986,04,A4328,04,A4756
00PE02415,00047987,97044528,96043721,00,04,A7987,04,A4528,04,A3721
00PE02416,00047988,97044528,96043721,00,04,A7988,04,A4528,04,A3721
00PE02417,00047989,98045346,96043782,00,04,A7989,04,A5346,04,A3782
00PE02418,00047990,98045346,96043782,00,04,A7990,04,A5346,04,A3782
00PE02419,00047991,98045346,96043782,00,04,A7991,04,A5346,04,A3782
00PE02420,00047992,97044898,96043561,00,04,A7992,04,A4898,04,A3561
00PE02421,00047993,98630000,97044133,00,04,A7993,63,K0000,04,A4133
00PE02422,00047994,98630000,97044133,00,04,A7994,63,K0000,04,A4133
00PE02423,00047995,98630000,97044133,00,04,A7995,63,K0000,04,A4133
00PE02424,00047996,98630000,97044179,00,04,A7996,63,K0000,04,A4179
00PE02425,00047997,98630000,97044179,00,04,A7997,63,K0000,04,A4179
00PE02426,00047998,98045198,98045427,00,04,A7998,04,A5198,04,A5427
00PE02427,00047999,98045198,98045427,00,04,A7999,04,A5198,04,A5427
00PE02428,00048000,98045198,98045427,00,04,A8000,04,A5198,04,A5427
00PE02429,00048001,98045230,94041563,00,04,A8001,04,A5230,04,A1563
00PE02430,00048002,98045230,94041563,00,04,A8002,04,A5230,04,A1563
00PE02431,00048003,98045230,94041563,00,04,A8003,04,A5230,04,A1563
00PE02432,00048004,98045789,99046831,00,04,A8004,04,A5789,04,A6831
00PE02433,00048005,98630000,97044581,00,04,A8005,63,K0000,04,A4581
00PE02434,00048006,98630000,97044581,00,04,A8006,63,K0000,04,A4581
00PE02435,00048007,98045472,95042163,00,04,A8007,04,A5472,04,A2163
00PE02436,00048008,98045406,98045155,00,04,A8008,04,A5406,04,A5155
00PE02437,00048009,98045406,98045155,00,04,A8009,04,A5406,04,A5155
00PE02438,00048010,98045406,98045155,00,04,A8010,04,A5406,04,A5155
00PE02439,00048011,98045346,96043734,00,04,A8011,04,A5346,04,A3734
00PE02440,00048012,98045346,96043734,00,04,A8012,04,A5346,04,A3734
00PE02441,00048013,98045346,96043734,00,04,A8013,04,A5346,04,A3734
00PE02442,00048014,98045229,98045079,00,04,A8014,04,A5229,04,A5079
00PE02443,00048015,98045229,98045079,00,04,A8015,04,A5229,04,A5079
00PE02444,00048016,98045082,98045295,00,04,A8016,04,A5082,04,A5295
00PE02445,00048017,98045082,98045295,00,04,A8017,04,A5082,04,A5295
00PE02446,00048018,98045472,96043570,00,04,A8018,04,A5472,04,A3570
00PE02447,00048019,98045472,96043570,00,04,A8019,04,A5472,04,A3570
00PE02448,00048020,98045472,96043570,00,04,A8020,04,A5472,04,A3570
00PE02449,00048021,97044898,97044732,00,04,A8021,04,A4898,04,A4732
00PE02450,00048022,97044898,97044732,00,04,A8022,04,A4898,04,A4732
00PE02451,00048023,97044898,97044732,00,04,A8023,04,A4898,04,A4732
00PE02452,00048024,98630000,97044619,00,04,A8024,63,K0000,04,A4619
00PE02453,00048025,98630000,97044619,00,04,A8025,63,K0000,04,A4619
00PE02454,00048026,97044920,97044816,00,04,A8026,04,A4920,04,A4816
00PE02455,00048027,97044920,97044816,00,04,A8027,04,A4920,04,A4816
00PE02456,00048028,98045406,98045340,00,04,A8028,04,A5406,04,A5340
00PE02457,00048029,98045406,98045340,00,04,A8029,04,A5406,04,A5340
00PE02458,00048030,98045514,99046845,00,04,A8030,04,A5514,04,A6845
00PE02459,00048031,98045514,99046845,00,04,A8031,04,A5514,04,A6845
00PE02460,00048032,98045454,97044684,00,04,A8032,04,A5454,04,A4684
00PE02461,00048033,98045454,97044684,00,04,A8033,04,A5454,04,A4684
00PE02462,00048034,98630000,97044697,00,04,A8034,63,K0000,04,A4697
00PE02463,00048035,98630000,97044697,00,04,A8035,63,K0000,04,A4697
00PE02464,00048036,98630000,97044697,00,04,A8036,63,K0000,04,A4697
00PE02465,00048037,98045472,92039102,00,04,A8037,04,A5472,03,L9102
00PE02466,00048038,98045472,92039102,00,04,A8038,04,A5472,03,L9102
00PE02467,00048039,98045472,92039102,00,04,A8039,04,A5472,03,L9102
00PE02468,00048040,98630000,97044187,00,04,A8040,63,K0000,04,A4187
00PE02469,00048041,98630000,97044187,00,04,A8041,63,K0000,04,A4187
00PE02470,00048042,98630000,97044269,00,04,A8042,63,K0000,04,A4269
00PE02471,00048043,98630000,97044269,00,04,A8043,63,K0000,04,A4269
00PE02472,00048044,98045202,96043403,00,04,A8044,04,A5202,04,A3403
00PE02473,00048045,98045202,96043403,00,04,A8045,04,A5202,04,A3403
00PE02474,00048046,98045202,96043403,00,04,A8046,04,A5202,04,A3403
00PE02475,00048047,98045232,97044562,00,04,A8047,04,A5232,04,A4562
00PE02476,00048048,98045232,97044562,00,04,A8048,04,A5232,04,A4562
00PE02477,00048049,98045232,97044562,00,04,A8049,04,A5232,04,A4562
00PE02478,00048050,97044528,96043671,00,04,A8050,04,A4528,04,A3671
00PE02479,00048051,97044528,96043671,00,04,A8051,04,A4528,04,A3671
00PE02480,00048052,97044528,96043671,00,04,A8052,04,A4528,04,A3671
00PE02481,00048053,98045346,97044780,00,04,A8053,04,A5346,04,A4780
00PE02482,00048054,98045346,97044780,00,04,A8054,04,A5346,04,A4780
00PE02483,00048055,98045346,97044780,00,04,A8055,04,A5346,04,A4780
00PE02484,00048056,98045789,99046377,00,04,A8056,04,A5789,04,A6377
00PE02485,00048057,98045789,99046377,00,04,A8057,04,A5789,04,A6377
00PE02486,00048058,98045789,99046377,00,04,A8058,04,A5789,04,A6377
00PE02487,00048059,97044898,95042626,00,04,A8059,04,A4898,04,A2626
00PE02488,00048060,97044898,95042626,00,04,A8060,04,A4898,04,A2626
00PE02489,00048061,97044898,95042626,00,04,A8061,04,A4898,04,A2626
00PE02490,00048062,98045232,98045683,00,04,A8062,04,A5232,04,A5683
00PE02491,00048063,98045232,98045683,00,04,A8063,04,A5232,04,A5683
00PE02492,00048064,98045230,98045983,00,04,A8064,04,A5230,04,A5983
00PE02493,00048065,98045230,98045983,00,04,A8065,04,A5230,04,A5983
00PE02494,00048066,98630000,97044448,00,04,A8066,63,K0000,04,A4448
00PE02495,00048067,98630000,97044448,00,04,A8067,63,K0000,04,A4448
00PE02496,00048068,98630000,97044448,00,04,A8068,63,K0000,04,A4448
00PE02497,00048069,98630000,97044467,00,04,A8069,63,K0000,04,A4467
00PE02498,00048070,98630000,97044467,00,04,A8070,63,K0000,04,A4467
00PE02499,00048071,98045346,97044399,00,04,A8071,04,A5346,04,A4399
00PE02500,00048072,98045346,97044399,00,04,A8072,04,A5346,04,A4399
00PE02501,00048073,98045346,97044872,00,04,A8073,04,A5346,04,A4872
00PE02502,00048074,98045346,97044872,00,04,A8074,04,A5346,04,A4872
00PE02503,00048075,98045569,98045070,00,04,A8075,04,A5569,04,A5070
00PE02504,00048076,98045569,98045070,00,04,A8076,04,A5569,04,A5070
00PE02505,00048077,97044898,97044626,00,04,A8077,04,A4898,04,A4626
00PE02506,00048078,97044898,97044626,00,04,A8078,04,A4898,04,A4626
00PE02507,00048079,98045546,96043518,00,04,A8079,04,A5546,04,A3518
00PE02508,00048080,98045024,95042336,00,04,A8080,04,A5024,04,A2336
00PE02509,00048081,98045024,95042336,00,04,A8081,04,A5024,04,A2336
00PE02510,00048082,97044528,97044973,00,04,A8082,04,A4528,04,A4973
00PE02511,00048083,97044528,97044973,00,04,A8083,04,A4528,04,A4973
00PE02512,00048084,97044528,97044973,00,04,A8084,04,A4528,04,A4973
00PE02513,00048085,97044528,97044973,00,04,A8085,04,A4528,04,A4973
00PE02514,00048086,98045144,93039845,00,04,A8086,04,A5144,03,L9845
00PE02515,00048087,97044328,98045731,00,04,A8087,04,A4328,04,A5731
00PE02516,00048088,97044328,98045731,00,04,A8088,04,A4328,04,A5731
00PE02517,00048089,98045346,98045936,00,04,A8089,04,A5346,04,A5936
00PE02518,00048090,98045346,98045936,00,04,A8090,04,A5346,04,A5936
00PE02519,00048091,98045198,98045698,00,04,A8091,04,A5198,04,A5698
00PE02520,00048092,98045198,98045698,00,04,A8092,04,A5198,04,A5698
00PE02521,00048093,98045198,96043526,00,04,A8093,04,A5198,04,A3526
00PE02522,00048094,98045198,96043526,00,04,A8094,04,A5198,04,A3526
00PE02523,00048095,97044920,96043334,00,04,A8095,04,A4920,04,A3334
00PE02524,00048096,97044920,96043334,00,04,A8096,04,A4920,04,A3334
00PE02525,00048097,98045406,96043113,00,04,A8097,04,A5406,04,A3113
00PE02526,00048098,97044920,96043168,00,04,A8098,04,A4920,04,A3168
00PE02527,00048099,98045198,97044378,00,04,A8099,04,A5198,04,A4378
00PE02528,00048100,98045198,97044378,00,04,A8100,04,A5198,04,A4378
00PE02529,00048101,98045198,97044378,00,04,A8101,04,A5198,04,A4378
00PE02530,00048102,98045232,96042912,00,04,A8102,04,A5232,04,A2912
00PE02531,00048103,98045232,96042912,00,04,A8103,04,A5232,04,A2912
00PE02532,00048104,98045232,96042912,00,04,A8104,04,A5232,04,A2912
00PE02533,00048105,98630000,97044263,00,04,A8105,63,K0000,04,A4263
00PE02534,00048106,98630000,97044263,00,04,A8106,63,K0000,04,A4263
00PE02535,00048107,98630000,97044194,00,04,A8107,63,K0000,04,A4194
00PE02536,00048108,98630000,97044194,00,04,A8108,63,K0000,04,A4194
00PE02537,00048109,98045569,94041439,00,04,A8109,04,A5569,04,A1439
00PE02538,00048110,98045515,98045132,00,04,A8110,04,A5515,04,A5132
00PE02539,00048111,98045515,98045132,00,04,A8111,04,A5515,04,A5132
00PE02540,00048112,98045232,94041397,00,04,A8112,04,A5232,04,A1397
00PE02541,00048113,98045232,94041397,00,04,A8113,04,A5232,04,A1397
00PE02542,00048114,98045232,95042161,00,04,A8114,04,A5232,04,A2161
00PE02543,00048115,98045232,95042161,00,04,A8115,04,A5232,04,A2161
00PE02544,00048116,98045346,98045838,00,04,A8116,04,A5346,04,A5838
00PE02545,00048117,98045198,94040884,00,04,A8117,04,A5198,04,A0884
00PE02546,00048118,98045198,94040884,00,04,A8118,04,A5198,04,A0884
00PE02547,00048119,98045514,99046748,00,04,A8119,04,A5514,04,A6748
00PE02548,00048120,98045144,96042919,00,04,A8120,04,A5144,04,A2919
00PE02549,00048121,98045144,96042919,00,04,A8121,04,A5144,04,A2919
00PE02550,00048122,98045229,96042961,00,04,A8122,04,A5229,04,A2961
00PE02551,00048123,98045229,96042961,00,04,A8123,04,A5229,04,A2961
00PE02552,00048124,98045229,96042961,00,04,A8124,04,A5229,04,A2961
00PE02553,00048125,98045515,94041103,00,04,A8125,04,A5515,04,A1103
00PE02554,00048126,98045515,94041103,00,04,A8126,04,A5515,04,A1103
00PE02555,00048127,98630000,97044606,00,04,A8127,63,K0000,04,A4606
00PE02556,00048128,98630000,97044606,00,04,A8128,63,K0000,04,A4606
00PE02557,00048129,98045232,98045184,00,04,A8129,04,A5232,04,A5184
00PE02558,00048130,98045232,98045184,00,04,A8130,04,A5232,04,A5184
00PE02559,00048131,97044528,96043104,00,04,A8131,04,A4528,04,A3104
00PE02560,00048132,97044528,96043104,00,04,A8132,04,A4528,04,A3104
00PE02561,00048133,97044528,96043104,00,04,A8133,04,A4528,04,A3104
00PE02562,00048134,97044328,95041840,00,04,A8134,04,A4328,04,A1840
00PE02563,00048135,97044328,95041840,00,04,A8135,04,A4328,04,A1840
00PE02564,00048136,98045515,93040181,00,04,A8136,04,A5515,04,A0181
00PE02565,00048137,98045515,93040181,00,04,A8137,04,A5515,04,A0181
00PE02566,00048138,98045472,94040975,00,04,A8138,04,A5472,04,A0975
00PE02567,00048139,98045472,94040975,00,04,A8139,04,A5472,04,A0975
00PE02568,00048140,98045232,96043504,00,04,A8140,04,A5232,04,A3504
00PE02569,00048141,98045232,96043504,00,04,A8141,04,A5232,04,A3504
00PE02570,00048142,98045515,97044081,00,04,A8142,04,A5515,04,A4081
00PE02571,00048143,98045515,97044081,00,04,A8143,04,A5515,04,A4081
00PE02572,00048144,98045515,97044081,00,04,A8144,04,A5515,04,A4081
00PE02573,00048145,98630000,97044301,00,04,A8145,63,K0000,04,A4301
00PE02574,00048146,98630000,97044301,00,04,A8146,63,K0000,04,A4301
00PE02575,00048147,98630000,97044301,00,04,A8147,63,K0000,04,A4301
00PE02576,00048148,97044328,98045784,00,04,A8148,04,A4328,04,A5784
00PE02577,00048149,97044328,98045784,00,04,A8149,04,A4328,04,A5784
00PE02578,00048150,98045515,95042257,00,04,A8150,04,A5515,04,A2257
00PE02579,00048151,98045789,99046908,00,04,A8151,04,A5789,04,A6908
00PE02580,00048152,98045514,99046879,00,04,A8152,04,A5514,04,A6879
00PE02581,00048153,98045514,99046589,00,04,A8153,04,A5514,04,A6589
00PE02582,00048154,98045514,99046589,00,04,A8154,04,A5514,04,A6589
00PE02583,00048155,98045789,99046555,00,04,A8155,04,A5789,04,A6555
00PE02584,00111073,98109348,96106596,00,11,R1073,10,S9348,10,S6596
00PE02585,00111074,98109348,96106596,00,11,R1074,10,S9348,10,S6596
00PE02586,00111075,98109701,94105210,00,11,R1075,10,S9701,10,S5210
00PE02587,00111076,98109701,94105210,00,11,R1076,10,S9701,10,S5210
00PE02588,00111077,98109161,94104886,00,11,R1077,10,S9161,10,S4886
00PE02589,00111078,98109161,94104886,00,11,R1078,10,S9161,10,S4886
00PE02590,00111079,98109161,94104886,00,11,R1079,10,S9161,10,S4886
00PE02591,00111080,98109348,98109279,00,11,R1080,10,S9348,10,S9279
00PE02592,00111081,98109161,98109334,00,11,R1081,10,S9161,10,S9334
00PE02593,00111082,98109161,98109334,00,11,R1082,10,S9161,10,S9334
00PE02594,00111083,98109599,94104396,00,11,R1083,10,S9599,10,S4396
00PE02595,00111084,98109599,94104396,00,11,R1084,10,S9599,10,S4396
00PE02596,00111085,98109348,94105144,00,11,R1085,10,S9348,10,S5144
00PE02597,00111086,98109348,94105144,00,11,R1086,10,S9348,10,S5144
00PE02598,00111087,98109348,94105144,00,11,R1087,10,S9348,10,S5144
00PE02599,00111088,98109599,98109340,00,11,R1088,10,S9599,10,S9340
00PE02600,00111089,98109599,98109340,00,11,R1089,10,S9599,10,S9340
00PE02601,00111090,98109039,95105967,00,11,R1090,10,S9039,10,S5967
00PE02602,00111091,98109039,95105967,00,11,R1091,10,S9039,10,S5967
00PE02603,00111092,98109161,96107353,00,11,R1092,10,S9161,10,S7353
00PE02604,00111093,98109161,96107353,00,11,R1093,10,S9161,10,S7353
00PE02605,00111094,98109599,97108299,00,11,R1094,10,S9599,10,S8299
00PE02606,00111095,98109599,97108299,00,11,R1095,10,S9599,10,S8299
00PE02607,00111096,98109348,98109193,00,11,R1096,10,S9348,10,S9193
00PE02608,00111097,98109348,98109193,00,11,R1097,10,S9348,10,S9193
00PE02609,00111098,98109039,95105532,00,11,R1098,10,S9039,10,S5532
00PE02610,00111099,98109049,97108461,00,11,R1099,10,S9049,10,S8461
00PE02611,00111100,98109049,97108461,00,11,R1100,10,S9049,10,S8461
00PE02612,00111101,98109028,96107137,00,11,R1101,10,S9028,10,S7137
00PE02613,00111102,98109348,98109041,00,11,R1102,10,S9348,10,S9041
00PE02614,00111103,98109348,98109041,00,11,R1103,10,S9348,10,S9041
00PE02615,00111104,98109632,97107797,00,11,R1104,10,S9632,10,S7797
00PE02616,00111105,98109521,98109345,00,11,R1105,10,S9521,10,S9345
00PE02617,00111106,98109736,98109350,00,11,R1106,10,S9736,10,S9350
00PE02618,00111107,98109736,98109350,00,11,R1107,10,S9736,10,S9350
00PE02619,00111108,98109343,94105254,00,11,R1108,10,S9343,10,S5254
00PE02620,00111109,98109343,94105254,00,11,R1109,10,S9343,10,S5254
00PE02621,00111110,98109343,94105254,00,11,R1110,10,S9343,10,S5254
00PE02622,00111111,98109526,98109555,00,11,R1111,10,S9526,10,S9555
00PE02623,00111112,98109526,98109555,00,11,R1112,10,S9526,10,S9555
00PE02624,00111113,98109105,96106784,00,11,R1113,10,S9105,10,S6784
00PE02625,00111114,98109105,96106784,00,11,R1114,10,S9105,10,S6784
00PE02626,00111115,98109451,97107752,00,11,R1115,10,S9451,10,S7752
00PE02627,00111116,98109451,97107752,00,11,R1116,10,S9451,10,S7752
00PE02628,00111117,98109028,98109293,00,11,R1117,10,S9028,10,S9293
00PE02629,00111118,98109028,95105572,00,11,R1118,10,S9028,10,S5572
00PE02630,00111119,98109028,95105572,00,11,R1119,10,S9028,10,S5572
00PE02631,00111120,98109105,95105745,00,11,R1120,10,S9105,10,S5745
00PE02632,00111121,98109105,95105745,00,11,R1121,10,S9105,10,S5745
00PE02633,00111122,98109526,97108478,00,11,R1122,10,S9526,10,S8478
00PE02634,00111123,98109039,98109535,00,11,R1123,10,S9039,10,S9535
00PE02635,00111124,98109039,98109535,00,11,R1124,10,S9039,10,S9535
00PE02636,00111125,98109039,94104481,00,11,R1125,10,S9039,10,S4481
00PE02637,00111126,98109039,94104481,00,11,R1126,10,S9039,10,S4481
00PE02638,00111127,98109161,95105887,00,11,R1127,10,S9161,10,S5887
00PE02639,00111128,98109161,95105887,00,11,R1128,10,S9161,10,S5887
00PE02640,00111129,98109161,95105887,00,11,R1129,10,S9161,10,S5887
00PE02641,00111130,98109105,97108019,00,11,R1130,10,S9105,10,S8019
00PE02642,00111131,98109028,96106951,00,11,R1131,10,S9028,10,S6951
00PE02643,00111132,98109028,96106951,00,11,R1132,10,S9028,10,S6951
00PE02644,00111133,98109028,96106951,00,11,R1133,10,S9028,10,S6951
00PE02645,00111134,97108152,98109437,00,11,R1134,10,S8152,10,S9437
00PE02646,00111135,97108152,98109437,00,11,R1135,10,S8152,10,S9437
00PE02647,00111136,98109039,98108999,00,11,R1136,10,S9039,10,S8999
00PE02648,00111137,98109264,94104557,00,11,R1137,10,S9264,10,S4557
00PE02649,00111138,98109264,94104557,00,11,R1138,10,S9264,10,S4557
00PE02650,00111139,98109264,94104557,00,11,R1139,10,S9264,10,S4557
00PE02651,00111140,98109264,94104557,00,11,R1140,10,S9264,10,S4557
00PE02652,00111141,98109105,98109061,00,11,R1141,10,S9105,10,S9061
00PE02653,00111142,98109105,98109061,00,11,R1142,10,S9105,10,S9061
00PE02654,00111143,98109733,98108998,00,11,R1143,10,S9733,10,S8998
00PE02655,00111144,98109105,98109322,00,11,R1144,10,S9105,10,S9322
00PE02656,00111145,98109105,98109322,00,11,R1145,10,S9105,10,S9322
00PE02657,00111146,98109733,94104745,00,11,R1146,10,S9733,10,S4745
00PE02658,00111147,98109733,94104745,00,11,R1147,10,S9733,10,S4745
00PE02659,00111148,98109161,94104560,00,11,R1148,10,S9161,10,S4560
00PE02660,00111149,98109161,94104560,00,11,R1149,10,S9161,10,S4560
00PE02661,00111150,98109161,94104560,00,11,R1150,10,S9161,10,S4560
00PE02662,00111151,98109069,96107430,00,11,R1151,10,S9069,10,S7430
00PE02663,00111152,98109069,96107430,00,11,R1152,10,S9069,10,S7430
00PE02664,00111153,98109049,95106348,00,11,R1153,10,S9049,10,S6348
00PE02665,00111154,98109049,95106348,00,11,R1154,10,S9049,10,S6348
00PE02666,00111155,97108152,98109242,00,11,R1155,10,S8152,10,S9242
00PE02667,00111156,97108152,98109242,00,11,R1156,10,S8152,10,S9242
00PE02668,00111157,97108152,96107511,00,11,R1157,10,S8152,10,S7511
00PE02669,00111158,97108152,96107511,00,11,R1158,10,S8152,10,S7511
00PE02670,00111159,98109801,97107782,00,11,R1159,10,S9801,10,S7782
00PE02671,00111160,98109801,97107782,00,11,R1160,10,S9801,10,S7782
00PE02672,00111161,98109451,97108600,00,11,R1161,10,S9451,10,S8600
00PE02673,00111162,98109451,97108600,00,11,R1162,10,S9451,10,S8600
00PE02674,00111163,97108152,97107828,00,11,R1163,10,S8152,10,S7828
00PE02675,00111164,97108152,97107828,00,11,R1164,10,S8152,10,S7828
00PE02676,00111165,98109028,97107787,00,11,R1165,10,S9028,10,S7787
00PE02677,00111166,98109028,97107787,00,11,R1166,10,S9028,10,S7787
00PE02678,00111167,98109451,95106149,00,11,R1167,10,S9451,10,S6149
00PE02679,00111168,98109451,95106149,00,11,R1168,10,S9451,10,S6149
00PE02680,00111169,98109348,94104963,00,11,R1169,10,S9348,10,S4963
00PE02681,00111170,98109348,94104963,00,11,R1170,10,S9348,10,S4963
00PE02682,00111171,97108152,96106935,00,11,R1171,10,S8152,10,S6935
00PE02683,00111172,97108152,96106935,00,11,R1172,10,S8152,10,S6935
00PE02684,00111173,98109049,95105650,00,11,R1173,10,S9049,10,S5650
00PE02685,00111174,98109049,95105650,00,11,R1174,10,S9049,10,S5650
00PE02686,00111175,98109049,95105650,00,11,R1175,10,S9049,10,S5650
00PE02687,00111176,98109701,97108469,00,11,R1176,10,S9701,10,S8469
00PE02688,00111177,98109701,97108469,00,11,R1177,10,S9701,10,S8469
00PE02689,00111178,98109451,97107984,00,11,R1178,10,S9451,10,S7984
00PE02690,00111179,98109451,97107984,00,11,R1179,10,S9451,10,S7984
00PE02691,00111180,98109161,98109011,00,11,R1180,10,S9161,10,S9011
00PE02692,00111181,98109161,98109011,00,11,R1181,10,S9161,10,S9011
00PE02693,00111182,98109161,95105785,00,11,R1182,10,S9161,10,S5785
00PE02694,00111183,98109161,95105785,00,11,R1183,10,S9161,10,S5785
00PE02695,00111184,98109264,96106613,00,11,R1184,10,S9264,10,S6613
00PE02696,00111185,98109264,96106613,00,11,R1185,10,S9264,10,S6613
00PE02697,00111186,98109348,96106756,00,11,R1186,10,S9348,10,S6756
00PE02698,00111187,98109028,96106866,00,11,R1187,10,S9028,10,S6866
00PE02699,00111188,98109264,95106203,00,11,R1188,10,S9264,10,S6203
00PE02700,00111189,98109264,95106203,00,11,R1189,10,S9264,10,S6203
00PE02701,00111190,98109028,96107382,00,11,R1190,10,S9028,10,S7382
00PE02702,00111191,98109028,96107382,00,11,R1191,10,S9028,10,S7382
00PE02703,00111192,98109701,95105524,00,11,R1192,10,S9701,10,S5524
00PE02704,00111193,98109701,95105524,00,11,R1193,10,S9701,10,S5524
00PE02705,00111194,98109701,95105524,00,11,R1194,10,S9701,10,S5524
00PE02706,00111195,98109264,97107890,00,11,R1195,10,S9264,10,S7890
00PE02707,00111196,98109264,97107890,00,11,R1196,10,S9264,10,S7890
00PE02708,00111197,98109039,94105031,00,11,R1197,10,S9039,10,S5031
00PE02709,00111198,98109039,94105031,00,11,R1198,10,S9039,10,S5031
00PE02710,00111199,98109039,94105031,00,11,R1199,10,S9039,10,S5031
00PE02711,00111200,98109801,98109482,00,11,R1200,10,S9801,10,S9482
00PE02712,00111201,98109801,98109482,00,11,R1201,10,S9801,10,S9482
00PE02713,00111202,98109361,96107422,00,11,R1202,10,S9361,10,S7422
00PE02714,00111203,98109361,96107422,00,11,R1203,10,S9361,10,S7422
00PE02715,00111204,98109028,95105842,00,11,R1204,10,S9028,10,S5842
00PE02716,00111205,98109028,95105842,00,11,R1205,10,S9028,10,S5842
00PE02717,00111206,98109632,96107380,00,11,R1206,10,S9632,10,S7380
00PE02718,00111207,98109632,96107380,00,11,R1207,10,S9632,10,S7380
00PE02719,00111208,98109028,97108743,00,11,R1208,10,S9028,10,S8743
00PE02720,00111209,98109433,97108656,00,11,R1209,10,S9433,10,S8656
00PE02721,00111210,98109433,97108656,00,11,R1210,10,S9433,10,S8656
00PE02722,00111211,98109161,95106321,00,11,R1211,10,S9161,10,S6321
00PE02723,00111212,98109161,95106321,00,11,R1212,10,S9161,10,S6321
00PE02724,00111213,98109347,94104822,00,11,R1213,10,S9347,10,S4822
00PE02725,00111214,98109347,94104822,00,11,R1214,10,S9347,10,S4822
00PE02726,00111215,98109801,98109234,00,11,R1215,10,S9801,10,S9234
00PE02727,00111216,98109801,98109234,00,11,R1216,10,S9801,10,S9234
00PE02728,00111217,98109526,95106393,00,11,R1217,10,S9526,10,S6393
00PE02729,00111218,98109451,96106815,00,11,R1218,10,S9451,10,S6815
00PE02730,00111219,98109451,96106815,00,11,R1219,10,S9451,10,S6815
00PE02731,00111220,98109105,96107626,00,11,R1220,10,S9105,10,S7626
00PE02732,00111221,98109105,96107626,00,11,R1221,10,S9105,10,S7626
00PE02733,00111222,97107853,97108569,00,11,R1222,10,S7853,10,S8569
00PE02734,00111223,97107853,97108131,00,11,R1223,10,S7853,10,S8131
00PE02735,00111224,97107853,97108131,00,11,R1224,10,S7853,10,S8131
00PE02736,00111225,98109526,94104680,00,11,R1225,10,S9526,10,S4680
