UID,LAMBID,SIREID,DAMID,ID10,STM,SIRE4,DAM4
EEPE60418,1968149405,1963146715,1966148534,1968149405,07,6715,8534
EEPE60419,1968149406,1965148099,1966148156,1968149406,07,8099,8156
EEPE60420,1968149407,1965147624,1963147081,1968149407,07,7624,7081
EEPE60421,1968149408,1965148099,1964147397,1968149408,07,8099,7397
EEPE60422,1968149409,1964147354,1963146743,1968149409,07,7354,6743
EEPE60423,1968149410,1963146619,1963146745,1968149410,07,6619,6745
EEPE60424,1968149411,1965147945,1963146770,1968149411,07,7945,6770
EEPE60425,1968149412,1965147945,1963146696,1968149412,07,7945,6696
EEPE60426,1968149413,1965147945,1963146696,1968149413,07,7945,6696
EEPE60427,1968149414,1965116228,1966148671,1968149414,07,6228,8671
EEPE60428,1968149415,1965116228,1966148671,1968149415,07,6228,8671
EEPE60429,1968149416,1965116228,1966148375,1968149416,07,6228,8375
EEPE60430,1968149417,1963147108,1963146902,1968149417,07,7108,6902
EEPE60431,1968149418,1963147108,1963146902,1968149418,07,7108,6902
EEPE60432,1968149419,1965148099,1960145338,1968149419,07,8099,5338
EEPE60433,1968149420,1965148099,1960145338,1968149420,07,8099,5338
EEPE60434,1968149421,1963146619,1963146967,1968149421,07,6619,6967
EEPE60435,1968149422,1963146619,1963146967,1968149422,07,6619,6967
EEPE60436,1968149423,1963146619,1963146967,1968149423,07,6619,6967
EEPE60437,1968149424,1963147108,1963146964,1968149424,07,7108,6964
EEPE60438,1968149425,1966148257,1963146806,1968149425,07,8257,6806
EEPE60439,1968149426,1966148257,1963146806,1968149426,07,8257,6806
EEPE60440,1968149427,1966148257,1966148212,1968149427,07,8257,8212
EEPE60441,1968149428,1964147224,1963146879,1968149428,07,7224,6879
EEPE60442,1968149429,1964147224,1963146879,1968149429,07,7224,6879
EEPE60443,1968149430,1965147945,1966148145,1968149430,07,7945,8145
EEPE60444,1968149431,1964147189,1960145210,1968149431,07,7189,5210
EEPE60445,1968149432,1964147189,1960145210,1968149432,07,7189,5210
EEPE60446,1968149433,1964147264,1963146717,1968149433,07,7264,6717
EEPE60447,1968149434,1964147264,1963146717,1968149434,07,7264,6717
EEPE60448,1968149435,1964147354,1966148457,1968149435,07,7354,8457
EEPE60449,1968149436,1963146715,1963146739,1968149436,07,6715,6739
EEPE60450,1968149437,1963146715,1963146739,1968149437,07,6715,6739
EEPE60451,1968149438,1964147337,1966148483,1968149438,07,7337,8483
EEPE60452,1968149439,1964147337,1966148483,1968149439,07,7337,8483
EEPE60453,1968149440,1965148099,1966148330,1968149440,07,8099,8330
EEPE60454,1968149441,1963147108,1966148139,1968149441,07,7108,8139
EEPE60455,1968149442,1966148391,1963147076,1968149442,07,8391,7076
EEPE60456,1968149443,1966148391,1963147076,1968149443,07,8391,7076
EEPE60457,1968149444,1966116255,1963147083,1968149444,07,6255,7083
EEPE60458,1968149445,1966116255,1963147083,1968149445,07,6255,7083
EEPE60459,1968149446,1964147224,1963146813,1968149446,07,7224,6813
EEPE60460,1968149447,1964147224,1963146813,1968149447,07,7224,6813
EEPE60461,1968149448,1964147354,1966148223,1968149448,07,7354,8223
EEPE60462,1968149449,1964147354,1966148223,1968149449,07,7354,8223
EEPE60463,1968149450,1964147264,1966148152,1968149450,07,7264,8152
EEPE60464,1968149451,1965147624,1966148244,1968149451,07,7624,8244
EEPE60465,1968149452,1966148391,1966148471,1968149452,07,8391,8471
EEPE60466,1968149453,1963146619,1966148459,1968149453,07,6619,8459
EEPE60467,1968149454,1964147337,1963146785,1968149454,07,7337,6785
EEPE60468,1968149455,1964147189,1959144938,1968149455,07,7189,4938
EEPE60469,1968149456,1965116228,1966148425,1968149456,07,6228,8425
EEPE60470,1968149457,1966148391,1963146839,1968149457,07,8391,6839
EEPE60471,1968149458,1965147592,1963146740,1968149458,07,7592,6740
EEPE60472,1968149459,1965147592,1963146740,1968149459,07,7592,6740
EEPE60473,1968149460,1966148391,1966148274,1968149460,07,8391,8274
EEPE60474,1968149461,1963146715,1963146552,1968149461,07,6715,6552
EEPE60475,1968149462,1963146715,1963146552,1968149462,07,6715,6552
EEPE60476,1968149463,1964147224,1966148172,1968149463,07,7224,8172
EEPE60477,1968149464,1965147624,1966148570,1968149464,07,7624,8570
EEPE60478,1968149465,1965147624,1963146850,1968149465,07,7624,6850
EEPE60479,1968149466,1965147624,1963146850,1968149466,07,7624,6850
EEPE60480,1968149467,1966116283,1966148589,1968149467,07,6283,8589
EEPE60481,1968149468,1966148391,1966148241,1968149468,07,8391,8241
EEPE60482,1968149469,1966148391,1966148241,1968149469,07,8391,8241
EEPE60483,1968149470,1966148267,1963146976,1968149470,07,8267,6976
EEPE60484,1968149471,1966148391,1963115906,1968149471,07,8391,5906
EEPE60485,1968149472,1966148391,1963115906,1968149472,07,8391,5906
EEPE60486,1968149473,1964147337,1963146859,1968149473,07,7337,6859
EEPE60487,1968149474,1966148391,1963146919,1968149474,07,8391,6919
EEPE60488,1968149475,1966148391,1963146919,1968149475,07,8391,6919
EEPE60489,1968149476,1965116228,1963146995,1968149476,07,6228,6995
EEPE60490,1968149477,1965116228,1963146995,1968149477,07,6228,6995
EEPE60491,1968149478,1965116228,1963146995,1968149478,07,6228,6995
EEPE60492,1968149479,1965147945,1966116244,1968149479,07,7945,6244
EEPE60493,1968149480,1964147224,1966148450,1968149480,07,7224,8450
EEPE60494,1968149481,1965147945,1966148712,1968149481,07,7945,8712
EEPE60495,1968149482,1966116255,1966148245,1968149482,07,6255,8245
EEPE60496,1968149483,1965116228,1966148516,1968149483,07,6228,8516
EEPE60497,1968149484,1965116228,1966148516,1968149484,07,6228,8516
EEPE60498,1968149485,1965116228,1966148235,1968149485,07,6228,8235
EEPE60499,1968149486,1966116255,1966148686,1968149486,07,6255,8686
EEPE60500,1968149487,1966116283,1966148523,1968149487,07,6283,8523
EEPE60501,1968149488,1966116283,1966116285,1968149488,07,6283,6285
EEPE60502,1968149489,1965147624,1963146647,1968149489,07,7624,6647
EEPE60503,1968149490,1965147624,1963146647,1968149490,07,7624,6647
EEPE60504,1968149491,1966148267,1963146831,1968149491,07,8267,6831
EEPE60505,1968149492,1966148267,1963146831,1968149492,07,8267,6831
EEPE60506,1968149493,1963147108,1963147055,1968149493,07,7108,7055
EEPE60507,1968149494,1963147108,1963147055,1968149494,07,7108,7055
EEPE60508,1968149495,1963147108,1963146676,1968149495,07,7108,6676
EEPE60509,1968149496,1966148391,1966148378,1968149496,07,8391,8378
EEPE60510,1968149497,1964147337,1963146599,1968149497,07,7337,6599
EEPE60511,1968149498,1964147337,1963146599,1968149498,07,7337,6599
EEPE60512,1968149499,1964147224,1966148262,1968149499,07,7224,8262
EEPE60513,1968149500,1964147337,1966148657,1968149500,07,7337,8657
EEPE60514,1968149501,1964147264,1963146587,1968149501,07,7264,6587
EEPE60515,1968149502,1964147264,1963146587,1968149502,07,7264,6587
EEPE60516,1968149503,1964147189,1964147306,1968149503,07,7189,7306
EEPE60517,1968149504,1964147189,1964147306,1968149504,07,7189,7306
EEPE60518,1968149505,1966148267,1966148271,1968149505,07,8267,8271
EEPE60519,1968149506,1966116283,1966148291,1968149506,07,6283,8291
EEPE60520,1968149507,1966116283,1966148291,1968149507,07,6283,8291
EEPE60521,1968149508,1966116255,1963146777,1968149508,07,6255,6777
EEPE60522,1968149509,1963146715,1963146886,1968149509,07,6715,6886
EEPE60523,1968149510,1963146715,1963146886,1968149510,07,6715,6886
EEPE60524,1968149511,1966148267,1966148461,1968149511,07,8267,8461
EEPE60525,1968149512,1966148257,1966148660,1968149512,07,8257,8660
EEPE60526,1968149513,1964147224,1966116298,1968149513,07,7224,6298
EEPE60527,1968149514,1965147945,1963115917,1968149514,07,7945,5917
EEPE60528,1968149515,1965147945,1963115917,1968149515,07,7945,5917
EEPE60529,1968149516,1963147108,1963146742,1968149516,07,7108,6742
EEPE60530,1968149517,1963147108,1963146742,1968149517,07,7108,6742
EEPE60531,1968149518,1963147108,1966148667,1968149518,07,7108,8667
EEPE60532,1968149519,1963147108,1966148667,1968149519,07,7108,8667
EEPE60533,1968149520,1966148257,1966148400,1968149520,07,8257,8400
EEPE60534,1968149521,1966148391,1966148190,1968149521,07,8391,8190
EEPE60535,1968149522,1966148267,1963146683,1968149522,07,8267,6683
EEPE60536,1968149523,1966148267,1963146683,1968149523,07,8267,6683
EEPE60537,1968149524,1966148267,1963146683,1968149524,07,8267,6683
EEPE60538,1968149525,1965147592,1963146814,1968149525,07,7592,6814
EEPE60539,1968149526,1964147337,1963147091,1968149526,07,7337,7091
EEPE60540,1968149527,1964147337,1963147091,1968149527,07,7337,7091
EEPE60541,1968149528,1965147592,1963146555,1968149528,07,7592,6555
EEPE60542,1968149529,1965147592,1963146555,1968149529,07,7592,6555
EEPE60543,1968149530,1966148267,1966148707,1968149530,07,8267,8707
EEPE60544,1968149531,1963146619,1966148625,1968149531,07,6619,8625
EEPE60545,1968149532,1965147592,1966148661,1968149532,07,7592,8661
EEPE60546,1968149533,1964147224,1966148217,1968149533,07,7224,8217
EEPE60547,1968149534,1966116283,1963147099,1968149534,07,6283,7099
EEPE60548,1968149535,1966116283,1963147099,1968149535,07,6283,7099
EEPE60549,1968149536,1965116228,1966148631,1968149536,07,6228,8631
EEPE60550,1968149537,1965116228,1966148631,1968149537,07,6228,8631
EEPE60551,1968149538,1964147264,1966148522,1968149538,07,7264,8522
EEPE60552,1968149539,1964147264,1966148522,1968149539,07,7264,8522
EEPE60553,1968149540,1964147224,1966148527,1968149540,07,7224,8527
EEPE60554,1968149541,1965116228,1966148185,1968149541,07,6228,8185
EEPE60555,1968149542,1964147264,1966116271,1968149542,07,7264,6271
EEPE60556,1968149543,1964147354,1966148368,1968149543,07,7354,8368
EEPE60557,1968149544,1964147354,1966148368,1968149544,07,7354,8368
EEPE60558,1968149545,1965147945,1966148643,1968149545,07,7945,8643
EEPE60559,1968149546,1965147945,1966148282,1968149546,07,7945,8282
EEPE60560,1968149547,1965148099,1965147997,1968149547,07,8099,7997
EEPE60561,1968149548,1965148099,1965147997,1968149548,07,8099,7997
EEPE60562,1968149549,1965147624,1966116245,1968149549,07,7624,6245
EEPE60563,1968149550,1965147624,1963146582,1968149550,07,7624,6582
EEPE60564,1968149551,1965147624,1963146582,1968149551,07,7624,6582
EEPE60565,1968149552,1964147354,1966148266,1968149552,07,7354,8266
EEPE60566,1968149553,1963146619,1966148181,1968149553,07,6619,8181
EEPE60567,1968149554,1965116228,1963146836,1968149554,07,6228,6836
EEPE60568,1968149555,1965116228,1963146559,1968149555,07,6228,6559
EEPE60569,1968149556,1963146619,1963146905,1968149556,07,6619,6905
EEPE60570,1968149557,1966116283,1963146876,1968149557,07,6283,6876
EEPE60571,1968149558,1966116283,1963146876,1968149558,07,6283,6876
EEPE60572,1968149559,1964147354,1963146890,1968149559,07,7354,6890
EEPE60573,1968149560,1964147354,1963146890,1968149560,07,7354,6890
EEPE60574,1968149561,1966116283,1966148356,1968149561,07,6283,8356
EEPE60575,1968149562,1964147354,1966148697,1968149562,07,7354,8697
EEPE60576,1968149563,1964147189,1966148287,1968149563,07,7189,8287
EEPE60577,1968149564,1964147189,1966148287,1968149564,07,7189,8287
EEPE60578,1968149565,1964147224,1963146728,1968149565,07,7224,6728
EEPE60579,1968149566,1964147224,1963146728,1968149566,07,7224,6728
EEPE60580,1968149567,1965148099,1958144214,1968149567,07,8099,4214
EEPE60581,1968149568,1965148099,1958144214,1968149568,07,8099,4214
EEPE60582,1968149569,1966116283,1963146589,1968149569,07,6283,6589
EEPE60583,1968149570,1966116283,1963146589,1968149570,07,6283,6589
EEPE60584,1968149571,1965116228,1966148562,1968149571,07,6228,8562
EEPE60585,1968149572,1966116255,1966148151,1968149572,07,6255,8151
EEPE60586,1968149573,1965147592,1966148302,1968149573,07,7592,8302
EEPE60587,1968149574,1965147592,1966148302,1968149574,07,7592,8302
EEPE60588,1968149575,1963146715,1966148696,1968149575,07,6715,8696
EEPE60589,1968149576,1965147945,1966148194,1968149576,07,7945,8194
EEPE60590,1968149577,1964147354,1963146818,1968149577,07,7354,6818
EEPE60591,1968149578,1964147354,1963146818,1968149578,07,7354,6818
EEPE60592,1968149579,1965147592,1966148455,1968149579,07,7592,8455
EEPE60593,1968149580,1964147224,1963146944,1968149580,07,7224,6944
EEPE60594,1968149581,1965116228,1963146637,1968149581,07,6228,6637
EEPE60595,1968149582,1965116228,1963146637,1968149582,07,6228,6637
EEPE60596,1968149583,1964147264,1966148198,1968149583,07,7264,8198
EEPE60597,1968149584,1963146619,1966148554,1968149584,07,6619,8554
EEPE60598,1968149585,1964147224,1966148743,1968149585,07,7224,8743
EEPE60599,1968149586,1964147224,1966148743,1968149586,07,7224,8743
EEPE60600,1968149587,1966116283,1966148386,1968149587,07,6283,8386
EEPE60601,1968149588,1964147337,1963115944,1968149588,07,7337,5944
EEPE60602,1968149589,1964147189,1961145801,1968149589,07,7189,5801
EEPE60603,1968149590,1966148391,1963146694,1968149590,07,8391,6694
EEPE60604,1968149591,1966148391,1963146694,1968149591,07,8391,6694
EEPE60605,1968149592,1966116255,1963146658,1968149592,07,6255,6658
EEPE60606,1968149593,1966116255,1963146658,1968149593,07,6255,6658
EEPE60607,1968149594,1965148099,1964147398,1968149594,07,8099,7398
EEPE60608,1968149595,1965148099,1964147398,1968149595,07,8099,7398
EEPE60609,1968149596,1963146715,1963147121,1968149596,07,6715,7121
EEPE60610,1968149597,1963146715,1963147121,1968149597,07,6715,7121
EEPE60611,1968149598,1966116255,1966148647,1968149598,07,6255,8647
EEPE60612,1968149599,1964147189,1964147394,1968149599,07,7189,7394
EEPE60613,1968149600,1964147189,1964147394,1968149600,07,7189,7394
EEPE60614,1968149601,1965116228,1963146911,1968149601,07,6228,6911
EEPE60615,1968149602,1966116283,1966148258,1968149602,07,6283,8258
EEPE60616,1968149603,1965148099,1961145990,1968149603,07,8099,5990
EEPE60617,1968149604,1965148099,1961145990,1968149604,07,8099,5990
EEPE60618,1968149605,1964147337,1963146932,1968149605,07,7337,6932
EEPE60619,1968149606,1964147337,1963146932,1968149606,07,7337,6932
EEPE60620,1968149607,1966148257,1966148167,1968149607,07,8257,8167
EEPE60621,1968149608,1964147264,1966148341,1968149608,07,7264,8341
EEPE60622,1968149609,1963146715,1963146672,1968149609,07,6715,6672
EEPE60623,1968149610,1963146715,1963146672,1968149610,07,6715,6672
EEPE60624,1968149611,1965147592,1966148367,1968149611,07,7592,8367
EEPE60625,1968149612,1965147592,1966148407,1968149612,07,7592,8407
EEPE60626,1968149613,1964147264,1963146781,1968149613,07,7264,6781
EEPE60627,1968149614,1964147264,1963146781,1968149614,07,7264,6781
EEPE60628,1968149615,1966116255,1963146586,1968149615,07,6255,6586
EEPE60629,1968149616,1966116255,1963146586,1968149616,07,6255,6586
EEPE60630,1968149617,1963147108,1966148226,1968149617,07,7108,8226
EEPE60631,1968149618,1965147624,1963146776,1968149618,07,7624,6776
EEPE60632,1968149619,1965147624,1963146776,1968149619,07,7624,6776
EEPE60633,1968149620,1964147189,1964147251,1968149620,07,7189,7251
EEPE60634,1968149621,1964147189,1964147251,1968149621,07,7189,7251
EEPE60635,1968149622,1963146619,1963115900,1968149622,07,6619,5900
EEPE60636,1968149623,1963146619,1963115900,1968149623,07,6619,5900
EEPE60637,1968149624,1964147189,1964147368,1968149624,07,7189,7368
EEPE60638,1968149625,1966148267,1966148669,1968149625,07,8267,8669
EEPE60639,1968149626,1966148267,1966148669,1968149626,07,8267,8669
EEPE60640,1968149627,1965147945,1966148192,1968149627,07,7945,8192
EEPE60641,1968149628,1965148099,1964147307,1968149628,07,8099,7307
EEPE60642,1968149629,1965148099,1964147307,1968149629,07,8099,7307
EEPE60643,1968149630,1966116283,1966148689,1968149630,07,6283,8689
EEPE60644,1968149631,1965148099,1962146282,1968149631,07,8099,6282
EEPE60645,1968149632,1966148257,1966148293,1968149632,07,8257,8293
EEPE60646,1968149633,1966148257,1966148293,1968149633,07,8257,8293
EEPE60647,1968149634,1965147624,1966148476,1968149634,07,7624,8476
EEPE60648,1968149635,1963146715,1966148494,1968149635,07,6715,8494
EEPE60649,1968149636,1966148257,1963147028,1968149636,07,8257,7028
EEPE60650,1968149637,1966148257,1963147028,1968149637,07,8257,7028
EEPE60651,1968149638,1965147592,1963146679,1968149638,07,7592,6679
EEPE60652,1968149639,1965147592,1963146679,1968149639,07,7592,6679
EEPE60653,1968149640,1965147592,1966148174,1968149640,07,7592,8174
EEPE60654,1968149641,1963146715,1966148301,1968149641,07,6715,8301
EEPE60655,1968149642,1963146715,1966148301,1968149642,07,6715,8301
EEPE60656,1968149643,1966116255,1966148334,1968149643,07,6255,8334
EEPE60657,1968149644,1963147108,1966148699,1968149644,07,7108,8699
EEPE60658,1968149645,1966116255,1963146712,1968149645,07,6255,6712
EEPE60659,1968149646,1966116255,1963146712,1968149646,07,6255,6712
EEPE60660,1968149647,1965147624,1966148150,1968149647,07,7624,8150
EEPE60661,1968149648,1966148391,1963146641,1968149648,07,8391,6641
EEPE60662,1968149649,1966148267,1963146834,1968149649,07,8267,6834
EEPE60663,1968149650,1966148267,1963146834,1968149650,07,8267,6834
EEPE60664,1968149651,1965147945,1966148568,1968149651,07,7945,8568
EEPE60665,1968149652,1963147108,1966148177,1968149652,07,7108,8177
EEPE60666,1968149653,1965147592,1966148537,1968149653,07,7592,8537
EEPE60667,1968149654,1964147354,1966148610,1968149654,07,7354,8610
EEPE60668,1968149655,1964147337,1966148155,1968149655,07,7337,8155
EEPE60669,1968149656,1964147264,1963146931,1968149656,07,7264,6931
EEPE60670,1968149657,1964147337,1966148399,1968149657,07,7337,8399
EEPE60671,1968149658,1963146619,1966148373,1968149658,07,6619,8373
EEPE60672,1968149659,1966148257,1963146887,1968149659,07,8257,6887
EEPE60673,1968149660,1964147354,1963146564,1968149660,07,7354,6564
EEPE60674,1968149661,1964147354,1963146564,1968149661,07,7354,6564
EEPE60675,1968149662,1966116255,1966148389,1968149662,07,6255,8389
EEPE60676,1968149663,1966148257,1963147102,1968149663,07,8257,7102
EEPE60677,1968149664,1966148257,1963147102,1968149664,07,8257,7102
EEPE60678,1968149665,1966148257,1966116297,1968149665,07,8257,6297
EEPE60679,1968149666,1966116255,1966148572,1968149666,07,6255,8572
EEPE60680,1968149667,1966116283,1963146720,1968149667,07,6283,6720
EEPE60681,1968149668,1966116283,1963146720,1968149668,07,6283,6720
EEPE60682,1968149669,1965147945,1963147004,1968149669,07,7945,7004
EEPE60683,1968149670,1965147945,1963147004,1968149670,07,7945,7004
EEPE60684,1968149671,1964147189,1962146527,1968149671,07,7189,6527
EEPE60685,1968149672,1965147945,1966148472,1968149672,07,7945,8472
EEPE60686,1968149673,1964147337,1963147017,1968149673,07,7337,7017
EEPE60687,1968149674,1964147337,1963147017,1968149674,07,7337,7017
EEPE60688,1968149675,1964147224,1966148295,1968149675,07,7224,8295
EEPE60689,1968149676,1964147264,1966148248,1968149676,07,7264,8248
EEPE60690,1968149677,1963146715,1966148213,1968149677,07,6715,8213
EEPE60691,1968149678,1964147224,1966148363,1968149678,07,7224,8363
EEPE60692,1968149679,1965148099,1966148329,1968149679,07,8099,8329
EEPE60693,1968149680,1965148099,1966148329,1968149680,07,8099,8329
EEPE60694,1968149681,1965147945,1963147080,1968149681,07,7945,7080
EEPE60695,1968149682,1965147945,1963147080,1968149682,07,7945,7080
EEPE60696,1968149683,1963146619,1966148314,1968149683,07,6619,8314
EEPE60697,1968149684,1963146619,1966148314,1968149684,07,6619,8314
EEPE60698,1968149685,1966148391,1966148327,1968149685,07,8391,8327
EEPE60699,1968149686,1963147108,1966148307,1968149686,07,7108,8307
EEPE60700,1968149687,1964147224,1963146667,1968149687,07,7224,6667
EEPE60701,1968149688,1964147224,1963146667,1968149688,07,7224,6667
EEPE60702,1968149689,1964147337,1966148342,1968149689,07,7337,8342
EEPE60703,1968149690,1964147337,1966148342,1968149690,07,7337,8342
EEPE60704,1968149691,1965147592,1966148120,1968149691,07,7592,8120
EEPE60705,1968149692,1963146619,1963146682,1968149692,07,6619,6682
EEPE60706,1968149693,1963146619,1963146682,1968149693,07,6619,6682
EEPE60707,1968149694,1965148099,1965147998,1968149694,07,8099,7998
EEPE60708,1968149695,1966116255,1963146856,1968149695,07,6255,6856
EEPE60709,1968149696,1963146619,1963146636,1968149696,07,6619,6636
EEPE60710,1968149697,1963146619,1963146636,1968149697,07,6619,6636
EEPE60711,1968149698,1966148267,1963147049,1968149698,07,8267,7049
EEPE60712,1968149699,1966148257,1963146721,1968149699,07,8257,6721
EEPE60713,1968149700,1966148257,1963146721,1968149700,07,8257,6721
EEPE60714,1968149701,1966148267,1963146556,1968149701,07,8267,6556
EEPE60715,1968149702,1966148267,1963146556,1968149702,07,8267,6556
EEPE60716,1968149703,1964147224,1963147029,1968149703,07,7224,7029
EEPE60717,1968149704,1964147224,1963147029,1968149704,07,7224,7029
EEPE60718,1968149705,1964147224,1963146608,1968149705,07,7224,6608
EEPE60719,1968149706,1964147224,1963146608,1968149706,07,7224,6608
EEPE60720,1968149707,1963147108,1963146633,1968149707,07,7108,6633
EEPE60721,1968149708,1963147108,1963146633,1968149708,07,7108,6633
EEPE60722,1968149709,1963146715,1963147030,1968149709,07,6715,7030
EEPE60723,1968149710,1966148267,1963146751,1968149710,07,8267,6751
EEPE60724,1968149711,1966148267,1963146751,1968149711,07,8267,6751
EEPE60725,1968149712,1965147945,1966148426,1968149712,07,7945,8426
EEPE60726,1968149713,1964147264,1963115925,1968149713,07,7264,5925
EEPE60727,1968149714,1964147264,1963115925,1968149714,07,7264,5925
EEPE60728,1968149715,1966116255,1963146924,1968149715,07,6255,6924
EEPE60729,1968149716,1964147264,1966148649,1968149716,07,7264,8649
EEPE60730,1968149717,1964147264,1966148649,1968149717,07,7264,8649
EEPE60731,1968149718,1964147337,1963146719,1968149718,07,7337,6719
EEPE60732,1968149719,1964147337,1963146719,1968149719,07,7337,6719
EEPE60733,1968149720,1965147592,1963146632,1968149720,07,7592,6632
EEPE60734,1968149721,1965147592,1963146632,1968149721,07,7592,6632
EEPE60735,1968149722,1965116228,1963146756,1968149722,07,6228,6756
EEPE60736,1968149723,1965116228,1963146756,1968149723,07,6228,6756
EEPE60737,1968149724,1963147108,1963115893,1968149724,07,7108,5893
EEPE60738,1968149725,1963147108,1963115893,1968149725,07,7108,5893
EEPE60739,1968149726,1965148099,1964147434,1968149726,07,8099,7434
EEPE60740,1968149727,1965148099,1964147434,1968149727,07,8099,7434
EEPE60741,1968149728,1965148099,1960145408,1968149728,07,8099,5408
EEPE60742,1968149729,1965148099,1960145408,1968149729,07,8099,5408
EEPE60743,1968149730,1966116283,1966148160,1968149730,07,6283,8160
EEPE60744,1968149731,1964147354,1966148129,1968149731,07,7354,8129
EEPE60745,1968149732,1964147354,1966148129,1968149732,07,7354,8129
EEPE60746,1968149733,1965116228,1966148470,1968149733,07,6228,8470
EEPE60747,1968149734,1965148099,1961145992,1968149734,07,8099,5992
EEPE60748,1968149735,1965148099,1961145992,1968149735,07,8099,5992
EEPE60749,1968149736,1965147945,1963147011,1968149736,07,7945,7011
EEPE60750,1968149737,1965147945,1963147011,1968149737,07,7945,7011
EEPE60751,1968149738,1963146715,1966148161,1968149738,07,6715,8161
EEPE60752,1968149739,1963147108,1963146823,1968149739,07,7108,6823
EEPE60753,1968149740,1963147108,1963146823,1968149740,07,7108,6823
EEPE60754,1968149741,1964147189,1964147410,1968149741,07,7189,7410
EEPE60755,1968149742,1964147189,1964147410,1968149742,07,7189,7410
EEPE60756,1968149743,1964147337,1966148727,1968149743,07,7337,8727
EEPE60757,1968149744,1964147354,1963146681,1968149744,07,7354,6681
EEPE60758,1968149745,1965147624,1966148427,1968149745,07,7624,8427
EEPE60759,1968149746,1964147354,1966148408,1968149746,07,7354,8408
EEPE60760,1968149747,1965147592,1966148751,1968149747,07,7592,8751
EEPE60761,1968149748,1965147592,1963146949,1968149748,07,7592,6949
EEPE60762,1968149749,1965147592,1963146949,1968149749,07,7592,6949
EEPE60763,1968149750,1965147592,1963147033,1968149750,07,7592,7033
EEPE60764,1968149751,1966148391,1966148710,1968149751,07,8391,8710
EEPE60765,1968149752,1966148391,1966148710,1968149752,07,8391,8710
EEPE60766,1968149753,1963146619,1963146897,1968149753,07,6619,6897
EEPE60767,1968149754,1963146619,1963146897,1968149754,07,6619,6897
EEPE60768,1968149755,1966116283,1963146659,1968149755,07,6283,6659
EEPE60769,1968149756,1966148391,1966148428,1968149756,07,8391,8428
EEPE60770,1968149757,1965147624,1966148283,1968149757,07,7624,8283
EEPE60771,1968149758,1963147108,1966148410,1968149758,07,7108,8410
EEPE60772,1968149759,1966148267,1963146936,1968149759,07,8267,6936
EEPE60773,1968149760,1964147264,1963146862,1968149760,07,7264,6862
EEPE60774,1968149761,1964147264,1963146862,1968149761,07,7264,6862
EEPE60775,1968149762,1966116255,1963146653,1968149762,07,6255,6653
EEPE60776,1968149763,1966116255,1963146653,1968149763,07,6255,6653
EEPE60777,1968149764,1964147264,1966148687,1968149764,07,7264,8687
EEPE60778,1968149765,1965148099,1963146609,1968149765,07,8099,6609
EEPE60779,1968149766,1965148099,1963146609,1968149766,07,8099,6609
EEPE60780,1968149767,1963146619,1966148705,1968149767,07,6619,8705
EEPE60781,1968149768,1963146619,1966148705,1968149768,07,6619,8705
EEPE60782,1968149769,1966116255,1966148433,1968149769,07,6255,8433
EEPE60783,1968149770,1965147592,1966148222,1968149770,07,7592,8222
EEPE60784,1968149771,1965147592,1966148265,1968149771,07,7592,8265
EEPE60785,1968149772,1964147354,1966148176,1968149772,07,7354,8176
EEPE60786,1968149773,1964147264,1963147018,1968149773,07,7264,7018
EEPE60787,1968149774,1966116283,1963146935,1968149774,07,6283,6935
EEPE60788,1968149775,1966116283,1963146935,1968149775,07,6283,6935
EEPE60789,1968149776,1965148099,1966148231,1968149776,07,8099,8231
EEPE60790,1968149777,1965148099,1966148231,1968149777,07,8099,8231
EEPE60791,1968149778,1964147337,1966148519,1968149778,07,7337,8519
EEPE60792,1968149779,1965147592,1966148500,1968149779,07,7592,8500
EEPE60793,1968149780,1963147108,1966148458,1968149780,07,7108,8458
EEPE60794,1968149781,1964147337,1963146656,1968149781,07,7337,6656
EEPE60795,1968149782,1964147337,1963146656,1968149782,07,7337,6656
EEPE60796,1968149783,1964147224,1963146549,1968149783,07,7224,6549
EEPE60797,1968149784,1964147224,1963146549,1968149784,07,7224,6549
EEPE60798,1968149785,1966148391,1966116243,1968149785,07,8391,6243
EEPE60799,1968149786,1966148391,1963146999,1968149786,07,8391,6999
EEPE60800,1968149787,1966148391,1963146999,1968149787,07,8391,6999
EEPE60801,1968149788,         0,1966148365,1968149788,40,   0,8365
EEPE60802,1968149789,         0,1963146957,1968149789,40,   0,6957
EEPE60803,1968182994,1966182448,1964181746,1968182994,07,2448,1746
EEPE60804,1968182995,1966182448,1964181746,1968182995,07,2448,1746
EEPE60805,1968182996,1962181132,1964181733,1968182996,07,1132,1733
EEPE60806,1968182997,1964181777,1963181605,1968182997,07,1777,1605
EEPE60807,1968182998,1962181132,1964181859,1968182998,07,1132,1859
EEPE60808,1968182999,1962181132,1964181859,1968182999,07,1132,1859
EEPE60809,1968183000,1964181777,1960180137,1968183000,07,1777,0137
EEPE60810,1968183001,1964181777,1960180137,1968183001,07,1777,0137
EEPE60811,1968183002,1966182598,1965182185,1968183002,07,2598,2185
EEPE60812,1968183003,1966182598,1965182185,1968183003,07,2598,2185
EEPE60813,1968183004,1964181777,1964181663,1968183004,07,1777,1663
EEPE60814,1968183005,1965181975,1965181982,1968183005,07,1975,1982
EEPE60815,1968183006,1965181975,1965181982,1968183006,07,1975,1982
EEPE60816,1968183007,1966182453,1964181772,1968183007,07,2453,1772
