UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
08PE00001,08,05,H3729,05,H2601,05,H2838,30,2008053729,2006052601,2006052838
08PE00002,08,05,H3730,05,H2601,05,H2838,30,2008053730,2006052601,2006052838
08PE00003,08,05,H3731,05,H2601,05,H2838,30,2008053731,2006052601,2006052838
08PE00004,08,05,H3732,05,H2601,05,H2838,30,2008053732,2006052601,2006052838
08PE00005,08,05,H3733,05,H2507,05,H1824,30,2008053733,2006052507,2005051824
08PE00006,08,05,H3734,05,H2507,05,H1824,30,2008053734,2006052507,2005051824
08PE00007,08,05,H3735,05,H2507,05,H1824,30,2008053735,2006052507,2005051824
08PE00008,08,05,H3736,05,H1852,04,A9608,30,2008053736,2005051852,2002049608
08PE00009,08,05,H3737,05,H1852,04,A9608,30,2008053737,2005051852,2002049608
08PE00010,08,05,H3738,05,H2362,05,H1862,30,2008053738,2006052362,2005051862
08PE00011,08,05,H3739,05,H1600,05,H2150,30,2008053739,2005051600,2005052150
08PE00012,08,05,H3740,05,H1600,05,H2150,30,2008053740,2005051600,2005052150
08PE00013,08,05,H3741,05,H1797,05,H1384,30,2008053741,2005051797,2004051384
08PE00014,08,05,H3742,05,H1797,05,H1384,30,2008053742,2005051797,2004051384
08PE00015,08,05,H3743,05,H1797,05,H1384,30,2008053743,2005051797,2004051384
08PE00016,08,05,H3744,05,H1797,05,H2701,30,2008053744,2005051797,2006052701
08PE00017,08,05,H3745,05,H1797,05,H2701,30,2008053745,2005051797,2006052701
08PE00018,08,05,H3746,05,H2507,05,H1684,30,2008053746,2006052507,2005051684
08PE00019,08,05,H3747,05,H2601,05,H2790,30,2008053747,2006052601,2006052790
08PE00020,08,05,H3748,05,H2601,05,H2790,30,2008053748,2006052601,2006052790
08PE00021,08,05,H3749,05,H2731,05,H2097,30,2008053749,2006052731,2005052097
08PE00022,08,05,H3750,05,H2731,05,H2097,30,2008053750,2006052731,2005052097
08PE00023,08,05,H3751,05,H1718,05,H1572,30,2008053751,2005051718,2005051572
08PE00024,08,05,H3752,05,H1718,05,H1572,30,2008053752,2005051718,2005051572
08PE00025,08,05,H3753,05,H2507,04,A9599,30,2008053753,2006052507,2002049599
08PE00026,08,05,H3754,05,H1718,05,H1123,30,2008053754,2005051718,2004051123
08PE00027,08,05,H3755,05,H1718,05,H1123,30,2008053755,2005051718,2004051123
08PE00028,08,05,H3756,05,H1600,05,H1957,30,2008053756,2005051600,2005051957
08PE00029,08,05,H3757,05,H1600,05,H1957,30,2008053757,2005051600,2005051957
08PE00030,08,05,H3758,05,H2731,05,H1943,30,2008053758,2006052731,2005051943
08PE00031,08,05,H3759,05,H2731,05,H1943,30,2008053759,2006052731,2005051943
08PE00032,08,05,H3760,05,H1797,05,P0151,30,2008053760,2005051797,2002050151
08PE00033,08,05,H3761,05,H1797,05,P0151,30,2008053761,2005051797,2002050151
08PE00034,08,05,H3762,05,H1852,05,P0317,30,2008053762,2005051852,2002050317
08PE00035,08,05,H3763,05,H1852,05,P0317,30,2008053763,2005051852,2002050317
08PE00036,08,05,H3764,05,H2601,05,H1799,30,2008053764,2006052601,2005051799
08PE00037,08,05,H3765,05,H2601,05,H1799,30,2008053765,2006052601,2005051799
08PE00038,08,05,H3766,05,H2601,05,H2806,30,2008053766,2006052601,2006052806
08PE00039,08,05,H3767,05,H2601,05,H2806,30,2008053767,2006052601,2006052806
08PE00040,08,05,H3768,05,H1852,05,H1547,30,2008053768,2005051852,2005051547
08PE00041,08,05,H3769,05,H1852,05,H1547,30,2008053769,2005051852,2005051547
08PE00042,08,05,H3770,05,H1718,05,H1544,30,2008053770,2005051718,2005051544
08PE00043,08,05,H3771,05,H1718,05,H1544,30,2008053771,2005051718,2005051544
08PE00044,08,05,H3772,05,H1718,05,H1544,30,2008053772,2005051718,2005051544
08PE00045,08,05,H3773,05,H1600,05,H0906,30,2008053773,2005051600,2004050906
08PE00046,08,05,H3774,05,H1600,05,H0906,30,2008053774,2005051600,2004050906
08PE00047,08,05,H3775,05,H1600,05,H0906,30,2008053775,2005051600,2004050906
08PE00048,08,05,H3776,05,H1718,05,H2828,30,2008053776,2005051718,2006052828
08PE00049,08,05,H3778,05,H2507,05,H0762,30,2008053778,2006052507,2004050762
08PE00050,08,05,H3779,05,H2507,05,H0762,30,2008053779,2006052507,2004050762
08PE00051,08,05,H3780,05,H1600,05,H0640,30,2008053780,2005051600,2003050640
08PE00052,08,05,H3781,05,H1600,04,A9761,30,2008053781,2005051600,2002049761
08PE00053,08,05,H3782,05,H1600,04,A9761,30,2008053782,2005051600,2002049761
08PE00054,08,05,H3783,05,H2507,05,H1570,30,2008053783,2006052507,2005051570
08PE00055,08,05,H3784,05,H2507,05,H1570,30,2008053784,2006052507,2005051570
08PE00056,08,05,H3785,05,H2507,04,A8498,30,2008053785,2006052507,2001048498
08PE00057,08,05,H3786,05,H2507,04,A8498,30,2008053786,2006052507,2001048498
08PE00058,08,05,H3787,05,H2507,04,A8498,30,2008053787,2006052507,2001048498
08PE00059,08,05,H3788,05,H2362,05,H2349,30,2008053788,2006052362,2006052349
08PE00060,08,05,H3789,05,H2362,05,H2349,30,2008053789,2006052362,2006052349
08PE00061,08,05,H3790,05,H2290,05,H1520,30,2008053790,2006052290,2005051520
08PE00062,08,05,H3791,05,H2290,05,H1520,30,2008053791,2006052290,2005051520
08PE00063,08,05,H3792,05,H2290,05,H1520,30,2008053792,2006052290,2005051520
08PE00064,08,05,H3793,05,H2362,04,A9359,30,2008053793,2006052362,2002049359
08PE00065,08,05,H3794,05,H2362,04,A9359,30,2008053794,2006052362,2002049359
08PE00066,08,05,H3795,05,H2362,05,H2867,30,2008053795,2006052362,2006052867
08PE00067,08,05,H3796,05,H2362,05,H2867,30,2008053796,2006052362,2006052867
08PE00068,08,05,H3797,05,H2601,04,A9876,30,2008053797,2006052601,2002049876
08PE00069,08,05,H3798,05,H2601,04,A9876,30,2008053798,2006052601,2002049876
08PE00070,08,05,H3799,05,H1600,05,H0601,30,2008053799,2005051600,2003050601
08PE00071,08,05,H3800,05,H1600,05,H0601,30,2008053800,2005051600,2003050601
08PE00072,08,05,H3801,05,H2362,05,H1855,30,2008053801,2006052362,2005051855
08PE00073,08,05,H3802,05,H1852,05,H2450,30,2008053802,2005051852,2006052450
08PE00074,08,05,H3803,05,H1852,05,H2450,30,2008053803,2005051852,2006052450
