UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
09PE00001,09,00,K4596,82,X0000,64,K4078,SC,2009004596,         0,2007644078
09PE00002,09,05,H4562,05,H3126,05,H4135,30,2009054562,2007053126,2008054135
09PE00003,09,05,H4563,05,H3126,05,H3883,30,2009054563,2007053126,2008053883
09PE00004,09,05,H4564,05,H2490,05,H4330,30,2009054564,2006052490,2008054330
09PE00005,09,05,H4565,05,H2490,05,H4330,30,2009054565,2006052490,2008054330
09PE00006,09,05,H4566,05,H2490,05,H3905,30,2009054566,2006052490,2008053905
09PE00007,09,05,H4567,05,H3126,05,H4201,30,2009054567,2007053126,2008054201
09PE00008,09,05,H4568,05,H2270,05,H4396,30,2009054568,2006052270,2008054396
09PE00009,09,05,H4569,05,H2270,05,H4396,30,2009054569,2006052270,2008054396
09PE00010,09,05,H4570,05,H3424,05,H3569,30,2009054570,2007053424,2007053569
09PE00011,09,05,H4571,05,H3424,05,H3569,30,2009054571,2007053424,2007053569
09PE00012,09,05,H4572,05,H2490,05,H3846,30,2009054572,2006052490,2008053846
09PE00013,09,05,H4573,05,H2490,05,H3846,30,2009054573,2006052490,2008053846
09PE00014,09,05,H4575,05,H3545,05,H4391,30,2009054575,2007053545,2008054391
09PE00015,09,05,H4577,05,H2789,05,H3114,30,2009054577,2006052789,2007053114
09PE00016,09,05,H4578,05,H2789,05,H3436,30,2009054578,2006052789,2007053436
09PE00017,09,05,H4579,05,H2789,05,H3436,30,2009054579,2006052789,2007053436
09PE00018,09,05,H4580,05,H3144,05,H3152,30,2009054580,2007053144,2007053152
09PE00019,09,05,H4581,05,H3144,05,H3152,30,2009054581,2007053144,2007053152
09PE00020,09,05,H4582,05,H2789,05,H3225,30,2009054582,2006052789,2007053225
09PE00021,09,05,H4583,05,H3144,05,H3673,30,2009054583,2007053144,2007053673
09PE00022,09,05,H4584,05,H3144,05,H3673,30,2009054584,2007053144,2007053673
09PE00023,09,05,H4585,05,H3144,05,H3331,30,2009054585,2007053144,2007053331
09PE00024,09,05,H4586,05,H3215,05,H3393,30,2009054586,2007053215,2007053393
09PE00025,09,05,H4587,05,H3215,05,H3393,30,2009054587,2007053215,2007053393
09PE00026,09,05,H4588,00,00647,05,H1500,30,2009054588,2007000647,2005051500
09PE00027,09,05,H4589,00,00647,05,H1500,30,2009054589,2007000647,2005051500
09PE00028,09,05,H4590,05,H3271,05,H3499,30,2009054590,2007053271,2007053499
09PE00029,09,05,H4591,05,H3271,05,H3499,30,2009054591,2007053271,2007053499
09PE00030,09,05,H4592,05,H2270,05,H3993,30,2009054592,2006052270,2008053993
09PE00031,09,05,H4593,05,H3545,05,H3752,30,2009054593,2007053545,2008053752
09PE00032,09,05,H4594,05,H3545,05,H3752,30,2009054594,2007053545,2008053752
09PE00033,09,05,H4595,05,H3144,05,H3546,30,2009054595,2007053144,2007053546
09PE00034,09,05,H4596,00,00075,05,H2399,30,2009054596,2007000075,2006052399
09PE00035,09,05,H4597,00,00075,05,H2399,30,2009054597,2007000075,2006052399
09PE00036,09,05,H4598,00,00647,05,H1943,30,2009054598,2007000647,2005051943
09PE00037,09,05,H4599,00,00647,05,H1943,30,2009054599,2007000647,2005051943
09PE00038,09,05,H4600,05,H2789,05,H2195,30,2009054600,2006052789,2006052195
09PE00039,09,05,H4601,05,H2789,05,H2195,30,2009054601,2006052789,2006052195
09PE00040,09,05,H4602,00,00647,05,H3456,30,2009054602,2007000647,2007053456
09PE00041,09,05,H4603,00,00647,05,H3456,30,2009054603,2007000647,2007053456
09PE00042,09,05,H4604,05,H3144,05,H3415,30,2009054604,2007053144,2007053415
09PE00043,09,05,H4605,05,H3271,05,H3208,30,2009054605,2007053271,2007053208
09PE00044,09,05,H4606,05,H3424,05,H3366,30,2009054606,2007053424,2007053366
09PE00045,09,05,H4607,05,H3424,05,H3366,30,2009054607,2007053424,2007053366
09PE00046,09,05,H4608,05,H3545,05,H4248,30,2009054608,2007053545,2008054248
09PE00047,09,05,H4609,05,H3144,05,H3633,30,2009054609,2007053144,2007053633
09PE00048,09,05,H4610,05,H3215,05,H3283,BL,2009054610,2007053215,2007053283
09PE00049,09,05,H4611,05,H3215,05,H3283,30,2009054611,2007053215,2007053283
09PE00050,09,05,H4612,05,H3424,05,H2787,30,2009054612,2007053424,2006052787
09PE00051,09,05,H4613,05,H3424,05,H2787,30,2009054613,2007053424,2006052787
09PE00052,09,05,H4614,05,H3424,05,H2787,30,2009054614,2007053424,2006052787
09PE00053,09,05,H4615,05,H2304,05,H4429,30,2009054615,2006052304,2008054429
09PE00054,09,05,H4616,05,H3271,05,H1570,30,2009054616,2007053271,2005051570
09PE00055,09,05,H4617,05,H3271,05,H1570,30,2009054617,2007053271,2005051570
09PE00056,09,05,H4618,05,H3271,05,H1570,30,2009054618,2007053271,2005051570
09PE00057,09,05,H4619,05,H3424,05,H3095,30,2009054619,2007053424,2007053095
09PE00058,09,05,H4620,05,H3424,05,H3095,30,2009054620,2007053424,2007053095
09PE00059,09,05,H4621,05,H3144,05,H3490,30,2009054621,2007053144,2007053490
09PE00060,09,05,H4622,05,H3144,05,H3490,30,2009054622,2007053144,2007053490
09PE00061,09,05,H4623,05,H3144,05,H3359,30,2009054623,2007053144,2007053359
09PE00062,09,05,H4624,05,H3144,05,H3359,30,2009054624,2007053144,2007053359
09PE00063,09,05,H4625,05,H2490,05,H4519,30,2009054625,2006052490,2008054519
09PE00064,09,05,H4626,00,00647,05,H1626,30,2009054626,2007000647,2005051626
09PE00065,09,05,H4627,00,00647,05,H1626,30,2009054627,2007000647,2005051626
09PE00066,09,05,H4628,00,00647,05,H1626,30,2009054628,2007000647,2005051626
09PE00067,09,05,H4629,00,00647,05,H1134,30,2009054629,2007000647,2004051134
09PE00068,09,05,H4630,00,00647,05,H1134,30,2009054630,2007000647,2004051134
09PE00069,09,05,H4631,00,00647,05,H1134,30,2009054631,2007000647,2004051134
09PE00070,09,05,H4632,00,00647,05,H0906,30,2009054632,2007000647,2004050906
09PE00071,09,05,H4633,05,H2171,05,H2972,30,2009054633,2005052171,2007052972
09PE00072,09,05,H4634,05,H2171,05,H2972,30,2009054634,2005052171,2007052972
09PE00073,09,05,H4635,00,00647,05,H3233,30,2009054635,2007000647,2007053233
09PE00074,09,05,H4636,00,00647,05,H3233,30,2009054636,2007000647,2007053233
09PE00075,09,05,H4637,00,00647,05,H3233,30,2009054637,2007000647,2007053233
09PE00076,09,05,H4638,05,H3144,05,H3348,30,2009054638,2007053144,2007053348
09PE00077,09,05,H4639,05,H3144,05,H3348,30,2009054639,2007053144,2007053348
09PE00078,09,05,H4640,05,H3669,05,H3001,30,2009054640,2007053669,2007053001
09PE00079,09,05,H4641,05,H3669,05,H3001,30,2009054641,2007053669,2007053001
09PE00080,09,05,H4642,00,00632,05,H1451,30,2009054642,2007000632,2005051451
09PE00081,09,05,H4643,05,H2171,05,H1724,30,2009054643,2005052171,2005051724
09PE00082,09,05,H4644,05,H2171,05,H1724,30,2009054644,2005052171,2005051724
09PE00083,09,05,H4645,05,H3693,05,H3571,30,2009054645,2007053693,2007053571
09PE00084,09,05,H4646,05,H3693,05,H3571,30,2009054646,2007053693,2007053571
09PE00085,09,05,H4647,05,H3693,05,H3571,30,2009054647,2007053693,2007053571
09PE00086,09,05,H4648,05,H3669,05,H3340,30,2009054648,2007053669,2007053340
09PE00087,09,05,H4649,05,H3669,05,H3340,30,2009054649,2007053669,2007053340
09PE00088,09,05,H4650,00,00075,05,H2439,30,2009054650,2007000075,2006052439
09PE00089,09,05,H4651,00,00075,05,H2439,30,2009054651,2007000075,2006052439
09PE00090,09,05,H4652,00,00075,05,H2132,30,2009054652,2007000075,2005052132
09PE00091,09,05,H4653,00,00075,05,H2132,30,2009054653,2007000075,2005052132
09PE00092,09,05,H4654,05,H2490,05,H3898,30,2009054654,2006052490,2008053898
09PE00093,09,05,H4655,05,H2171,05,H0564,30,2009054655,2005052171,2003050564
09PE00094,09,05,H4656,05,H2171,05,H0564,30,2009054656,2005052171,2003050564
09PE00095,09,05,H4657,05,H3669,05,H3387,30,2009054657,2007053669,2007053387
09PE00096,09,05,H4658,05,H3144,05,H3324,30,2009054658,2007053144,2007053324
09PE00097,09,05,H4659,05,H3669,05,H2965,30,2009054659,2007053669,2007052965
09PE00098,09,05,H4660,05,H3215,05,H0876,30,2009054660,2007053215,2004050876
09PE00099,09,05,H4661,05,H3215,05,H0876,30,2009054661,2007053215,2004050876
09PE00100,09,05,H4662,00,00647,05,H2354,30,2009054662,2007000647,2006052354
09PE00101,09,05,H4663,00,00647,05,H2354,30,2009054663,2007000647,2006052354
09PE00102,09,05,H4664,00,00647,05,H2354,30,2009054664,2007000647,2006052354
09PE00103,09,05,H4665,00,00075,05,H0755,30,2009054665,2007000075,2004050755
09PE00104,09,05,H4666,00,00075,05,H0755,30,2009054666,2007000075,2004050755
09PE00105,09,05,H4667,05,H2171,05,H2404,30,2009054667,2005052171,2006052404
09PE00106,09,05,H4668,05,H3271,05,H3552,30,2009054668,2007053271,2007053552
09PE00107,09,05,H4669,05,H3271,05,H3552,30,2009054669,2007053271,2007053552
09PE00108,09,05,H4670,05,H3271,05,H1525,30,2009054670,2007053271,2005051525
09PE00109,09,05,H4671,05,H3271,05,H1525,30,2009054671,2007053271,2005051525
09PE00110,09,05,H4672,05,H3271,05,H1525,30,2009054672,2007053271,2005051525
09PE00111,09,05,H4673,05,H3669,05,H3728,30,2009054673,2007053669,2007053728
09PE00112,09,05,H4674,05,H3669,05,H3728,30,2009054674,2007053669,2007053728
09PE00113,09,05,H4675,05,H3669,05,H3728,30,2009054675,2007053669,2007053728
09PE00114,09,05,H4676,05,H3271,05,H3395,30,2009054676,2007053271,2007053395
09PE00115,09,05,H4677,05,H3271,05,H3395,30,2009054677,2007053271,2007053395
09PE00116,09,05,H4678,05,H3144,05,H3493,30,2009054678,2007053144,2007053493
09PE00117,09,05,H4679,05,H3144,05,H3493,30,2009054679,2007053144,2007053493
09PE00118,09,05,H4680,05,H3669,05,H3373,30,2009054680,2007053669,2007053373
09PE00119,09,05,H4681,05,H3669,05,H3373,30,2009054681,2007053669,2007053373
09PE00120,09,05,H4682,00,00632,05,H1665,30,2009054682,2007000632,2005051665
09PE00121,09,05,H4683,00,00632,05,H1665,30,2009054683,2007000632,2005051665
09PE00122,09,05,H4684,00,00632,05,H1665,30,2009054684,2007000632,2005051665
09PE00123,09,05,H4685,05,H3271,05,H1824,30,2009054685,2007053271,2005051824
09PE00124,09,05,H4686,05,H3215,05,H3727,30,2009054686,2007053215,2007053727
09PE00125,09,05,H4687,05,H3215,05,H3727,30,2009054687,2007053215,2007053727
09PE00126,09,05,H4688,00,07322,05,H0439,30,2009054688,2007007322,2003050439
09PE00127,09,05,H4689,00,07322,05,H0439,30,2009054689,2007007322,2003050439
09PE00128,09,05,H4690,05,H3144,05,H3129,30,2009054690,2007053144,2007053129
09PE00129,09,05,H4691,05,H3144,05,H3129,30,2009054691,2007053144,2007053129
09PE00130,09,05,H4692,05,H3669,05,H3036,30,2009054692,2007053669,2007053036
09PE00131,09,05,H4693,05,H3669,05,H3036,30,2009054693,2007053669,2007053036
09PE00132,09,05,H4694,05,H3669,05,H3184,30,2009054694,2007053669,2007053184
09PE00133,09,05,H4695,05,H3669,05,H3184,30,2009054695,2007053669,2007053184
09PE00134,09,05,H4696,05,H3669,05,H3026,30,2009054696,2007053669,2007053026
09PE00135,09,05,H4697,05,H3669,05,H3026,30,2009054697,2007053669,2007053026
09PE00136,09,05,H4698,00,07322,05,H2650,30,2009054698,2007007322,2006052650
