UID,LAMBID,SIREID,DAMID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM
02PE02269,102113758,100111185, 99110809,02,11,R3758,11,R1185,11,R0809,07
02PE02270,102113759,100111185, 99110809,02,11,R3759,11,R1185,11,R0809,07
02PE02271,102113760,100111449, 95106269,02,11,R3760,11,R1449,10,S6269,43
02PE02272,102113761,100111449, 95106269,02,11,R3761,11,R1449,10,S6269,43
02PE02273,102113762,100111839, 96107596,02,11,R3762,11,R1839,10,S7596,07
02PE02274,102113763,100111432,100112072,02,11,R3763,11,R1432,11,R2072,07
02PE02275,102113764,100111432,100112072,02,11,R3764,11,R1432,11,R2072,07
02PE02276,102113765, 99110826, 96107205,02,11,R3765,11,R0826,10,S7205,07
02PE02277,102113766, 99110826, 96107205,02,11,R3766,11,R0826,10,S7205,07
02PE02278,102113767,100111583, 99110743,02,11,R3767,11,R1583,11,R0743,07
02PE02279,102113768,100111583, 99110743,02,11,R3768,11,R1583,11,R0743,07
02PE02280,102113769, 99110118, 96106950,02,11,R3769,11,R0118,10,S6950,07
02PE02281,102113770, 99110118, 96106950,02,11,R3770,11,R0118,10,S6950,07
02PE02282,102113771, 99110848, 96107530,02,11,R3771,11,R0848,10,S7530,43
02PE02283,102113772, 99110848, 96107530,02,11,R3772,11,R0848,10,S7530,43
02PE02284,102113773, 99110826, 99109988,02,11,R3773,11,R0826,10,S9988,07
02PE02285,102113774, 99110826, 99109988,02,11,R3774,11,R0826,10,S9988,07
02PE02286,102113775, 99110402, 99110805,02,11,R3775,11,R0402,11,R0805,07
02PE02287,102113776, 99110402, 99110805,02,11,R3776,11,R0402,11,R0805,07
02PE02288,102113777,100111264, 95105655,02,11,R3777,11,R1264,10,S5655,07
02PE02289,102113778,100111264, 95105655,02,11,R3778,11,R1264,10,S5655,07
02PE02290,102113779,100111264, 95105655,02,11,R3779,11,R1264,10,S5655,07
02PE02291,102113780,100111565,100111549,02,11,R3780,11,R1565,11,R1549,07
02PE02292,102113781,100111265, 98109566,02,11,R3781,11,R1265,10,S9566,43
02PE02293,102113782, 99110305, 96107191,02,11,R3782,11,R0305,10,S7191,07
02PE02294,102113783, 99110305, 96107191,02,11,R3783,11,R0305,10,S7191,07
02PE02295,102113784, 99110305, 96107191,02,11,R3784,11,R0305,10,S7191,07
02PE02296,102113785, 99110826, 97108465,02,11,R3785,11,R0826,10,S8465,07
02PE02297,102113786, 99110826, 97108465,02,11,R3786,11,R0826,10,S8465,07
02PE02298,102113787, 99110848, 97108537,02,11,R3787,11,R0848,10,S8537,43
02PE02299,102113788, 99110848, 97108537,02,11,R3788,11,R0848,10,S8537,43
02PE02300,102113789,100111264, 95106110,02,11,R3789,11,R1264,10,S6110,07
02PE02301,102113790,100111264, 95106110,02,11,R3790,11,R1264,10,S6110,07
02PE02302,102113791,100112037, 96106700,02,11,R3791,11,R2037,10,S6700,07
02PE02303,102113792,100111264, 98109315,02,11,R3792,11,R1264,10,S9315,43
02PE02304,102113793,100111264, 98109315,02,11,R3793,11,R1264,10,S9315,43
02PE02305,102113794, 99110826,100111304,02,11,R3794,11,R0826,11,R1304,07
02PE02306,102113795, 99110826,100111304,02,11,R3795,11,R0826,11,R1304,07
02PE02307,102113796, 99110826,100112047,02,11,R3796,11,R0826,11,R2047,07
02PE02308,102113797,100111185, 96106879,02,11,R3797,11,R1185,10,S6879,43
02PE02309,102113798,100111185, 96106879,02,11,R3798,11,R1185,10,S6879,43
02PE02310,102113799,100111185, 96106879,02,11,R3799,11,R1185,10,S6879,43
02PE02311,102113800,100111565,100111302,02,11,R3800,11,R1565,11,R1302,07
02PE02312,102113801,100111265, 97108090,02,11,R3801,11,R1265,10,S8090,07
02PE02313,102113802,100111265, 97108090,02,11,R3802,11,R1265,10,S8090,07
02PE02314,102113803, 99110305, 99110386,02,11,R3803,11,R0305,11,R0386,07
02PE02315,102113804, 99110305, 99110386,02,11,R3804,11,R0305,11,R0386,07
02PE02316,102113805,100111432, 96107341,02,11,R3805,11,R1432,10,S7341,07
02PE02317,102113806,100111432, 96107341,02,11,R3806,11,R1432,10,S7341,07
02PE02318,102113807, 99110305, 98109352,02,11,R3807,11,R0305,10,S9352,07
02PE02319,102113808, 99110305, 98109352,02,11,R3808,11,R0305,10,S9352,07
02PE02320,102113809,100111583,100111618,02,11,R3809,11,R1583,11,R1618,43
02PE02321,102113810,100111583,100111618,02,11,R3810,11,R1583,11,R1618,43
02PE02322,102113811, 99110118, 99110152,02,11,R3811,11,R0118,11,R0152,07
02PE02323,102113812,100112037, 95105534,02,11,R3812,11,R2037,10,S5534,07
02PE02324,102113813,100112037, 95105534,02,11,R3813,11,R2037,10,S5534,07
02PE02325,102113814,100111839, 99110568,02,11,R3814,11,R1839,11,R0568,07
02PE02326,102113815,100111839, 99110568,02,11,R3815,11,R1839,11,R0568,07
02PE02327,102113816,100111839,100111437,02,11,R3816,11,R1839,11,R1437,07
02PE02328,102113817,100111839,100111437,02,11,R3817,11,R1839,11,R1437,07
02PE02329,102113818,100111432, 99110445,02,11,R3818,11,R1432,11,R0445,07
02PE02330,102113819,100111432, 99110445,02,11,R3819,11,R1432,11,R0445,07
02PE02331,102113820, 99110118,100111259,02,11,R3820,11,R0118,11,R1259,07
02PE02332,102113821,100111449, 97108180,02,11,R3821,11,R1449,10,S8180,07
02PE02333,102113822,100111449, 97108180,02,11,R3822,11,R1449,10,S8180,07
02PE02334,102113823, 99110826,100112032,02,11,R3823,11,R0826,11,R2032,07
02PE02335,102113824, 99110826,100112032,02,11,R3824,11,R0826,11,R2032,07
02PE02336,102113825,100111185, 99110130,02,11,R3825,11,R1185,11,R0130,07
02PE02337,102113826,100111185, 99110130,02,11,R3826,11,R1185,11,R0130,07
02PE02338,102113827,100111265, 99110871,02,11,R3827,11,R1265,11,R0871,43
02PE02339,102113828,100111265, 99110871,02,11,R3828,11,R1265,11,R0871,43
02PE02340,102113829,100111265, 99110871,02,11,R3829,11,R1265,11,R0871,43
02PE02341,102113830,100111231,101112677,02,11,R3830,11,R1231,11,R2677,07
02PE02342,102113831,100111231,101112677,02,11,R3831,11,R1231,11,R2677,07
02PE02343,102113832,100112037, 98109169,02,11,R3832,11,R2037,10,S9169,07
02PE02344,102113833,100112037, 98109169,02,11,R3833,11,R2037,10,S9169,07
02PE02345,102113834,100112037, 98109169,02,11,R3834,11,R2037,10,S9169,07
02PE02346,102113835,100111185,100111483,02,11,R3835,11,R1185,11,R1483,07
02PE02347,102113836,100111185,100111483,02,11,R3836,11,R1185,11,R1483,07
02PE02348,102113837, 99110475, 99110489,02,11,R3837,11,R0475,11,R0489,43
02PE02349,102113838, 99110764,101112468,02,11,R3838,11,R0764,11,R2468,07
02PE02350,102113839, 99110764,101112468,02,11,R3839,11,R0764,11,R2468,07
02PE02351,102113840, 99110475, 95105923,02,11,R3840,11,R0475,10,S5923,07
02PE02352,102113841, 99110475, 95105923,02,11,R3841,11,R0475,10,S5923,07
02PE02353,102113842,100111432,100111080,02,11,R3842,11,R1432,11,R1080,07
02PE02354,102113843,100111583, 98109206,02,11,R3843,11,R1583,10,S9206,43
02PE02355,102113844,100111583, 98109206,02,11,R3844,11,R1583,10,S9206,43
02PE02356,102113845,100112037, 95105811,02,11,R3845,11,R2037,10,S5811,07
02PE02357,102113846,100111432,100111753,02,11,R3846,11,R1432,11,R1753,07
02PE02358,102113847, 99110118, 97107785,02,11,R3847,11,R0118,10,S7785,43
02PE02359,102113848, 99110118, 97107785,02,11,R3848,11,R0118,10,S7785,43
02PE02360,102113849, 99110475, 96106994,02,11,R3849,11,R0475,10,S6994,43
02PE02361,102113850,100111449,100111789,02,11,R3850,11,R1449,11,R1789,07
02PE02362,102113851,100112037,100111197,02,11,R3851,11,R2037,11,R1197,07
02PE02363,102113852, 99110764,101112508,02,11,R3852,11,R0764,11,R2508,07
02PE02364,102113853, 99110826, 96106747,02,11,R3853,11,R0826,10,S6747,07
02PE02365,102113854, 99110826, 96106747,02,11,R3854,11,R0826,10,S6747,07
02PE02366,102113855,100111226, 96107053,02,11,R3855,11,R1226,10,S7053,07
02PE02367,102113856,100111226, 96107053,02,11,R3856,11,R1226,10,S7053,07
02PE02368,102113857, 99110305, 98109634,02,11,R3857,11,R0305,10,S9634,43
02PE02369,102113858, 99110305, 98109634,02,11,R3858,11,R0305,10,S9634,43
02PE02370,102113859,100111547,101112613,02,11,R3859,11,R1547,11,R2613,07
02PE02371,102113860,100111547,101112613,02,11,R3860,11,R1547,11,R2613,07
02PE02372,102113861,100111226, 97108864,02,11,R3861,11,R1226,10,S8864,07
02PE02373,102113862,100111226, 97108864,02,11,R3862,11,R1226,10,S8864,07
02PE02374,102113863,100111226, 97108864,02,11,R3863,11,R1226,10,S8864,07
02PE02375,102113864, 99110402,100111663,02,11,R3864,11,R0402,11,R1663,07
02PE02376,102113865, 99110402,100111663,02,11,R3865,11,R0402,11,R1663,07
02PE02377,102113866, 99110475,100111727,02,11,R3866,11,R0475,11,R1727,07
02PE02378,102113867, 99110475,100111727,02,11,R3867,11,R0475,11,R1727,07
02PE02379,102113868,100111839, 97107862,02,11,R3868,11,R1839,10,S7862,07
02PE02380,102113869,100111839, 97107862,02,11,R3869,11,R1839,10,S7862,07
02PE02381,102113870, 99110402, 99110177,02,11,R3870,11,R0402,11,R0177,07
02PE02382,102113871, 99110402, 99110177,02,11,R3871,11,R0402,11,R0177,07
02PE02383,102113872, 99110305,100111224,02,11,R3872,11,R0305,11,R1224,07
02PE02384,102113873, 99110305,100111224,02,11,R3873,11,R0305,11,R1224,07
02PE02385,102113874,100111226,100111769,02,11,R3874,11,R1226,11,R1769,07
02PE02386,102113875,100112037,100111453,02,11,R3875,11,R2037,11,R1453,07
02PE02387,102113876,100112037,100111453,02,11,R3876,11,R2037,11,R1453,07
02PE02388,102113877,100111449, 97107783,02,11,R3877,11,R1449,10,S7783,07
02PE02389,102113878,100111449, 97107783,02,11,R3878,11,R1449,10,S7783,07
02PE02390,102113879,100111547,101112555,02,11,R3879,11,R1547,11,R2555,07
02PE02391,102113880,100111565, 99110909,02,11,R3880,11,R1565,11,R0909,07
02PE02392,102113881,100111565, 99110909,02,11,R3881,11,R1565,11,R0909,07
02PE02393,102113882, 99110475, 97108896,02,11,R3882,11,R0475,10,S8896,07
02PE02394,102113883,100111839, 97107759,02,11,R3883,11,R1839,10,S7759,07
02PE02395,102113884,100111839, 97107759,02,11,R3884,11,R1839,10,S7759,07
02PE02396,102113885, 99110305, 99110347,02,11,R3885,11,R0305,11,R0347,07
02PE02397,102113886,100111449, 96107421,02,11,R3886,11,R1449,10,S7421,07
02PE02398,102113887, 99110402,100111419,02,11,R3887,11,R0402,11,R1419,07
02PE02399,102113888, 99110764,101112607,02,11,R3888,11,R0764,11,R2607,07
02PE02400,102113889,100111264, 99110537,02,11,R3889,11,R1264,11,R0537,43
02PE02401,102113890,100111264, 99110537,02,11,R3890,11,R1264,11,R0537,43
02PE02402,102113891,100111449,100111179,02,11,R3891,11,R1449,11,R1179,07
02PE02403,102113892,100111185,100112078,02,11,R3892,11,R1185,11,R2078,07
02PE02404,102113893,100111185,100112078,02,11,R3893,11,R1185,11,R2078,07
02PE02405,102113894, 99110402, 99110054,02,11,R3894,11,R0402,11,R0054,07
02PE02406,102113895, 99110402, 99110054,02,11,R3895,11,R0402,11,R0054,07
02PE02407,102113896,100111123,101112709,02,11,R3896,11,R1123,11,R2709,07
02PE02408,102113897,100111123,101112709,02,11,R3897,11,R1123,11,R2709,07
02PE02409,102113898,100111231,101112825,02,11,R3898,11,R1231,11,R2825,07
02PE02410,102113899, 99110848, 97108091,02,11,R3899,11,R0848,10,S8091,07
02PE02411,102113900, 99110848, 97108091,02,11,R3900,11,R0848,10,S8091,07
02PE02412,102113901,100111565, 98109215,02,11,R3901,11,R1565,10,S9215,07
02PE02413,102113902,100111565, 98109215,02,11,R3902,11,R1565,10,S9215,07
02PE02414,102113903,100112037, 98109090,02,11,R3903,11,R2037,10,S9090,07
02PE02415,102113904,100112037, 98109090,02,11,R3904,11,R2037,10,S9090,07
02PE02416,102113905,100112037, 98109090,02,11,R3905,11,R2037,10,S9090,07
02PE02417,102113906, 99110764,101112204,02,11,R3906,11,R0764,11,R2204,07
02PE02418,102113907,100111583, 99110497,02,11,R3907,11,R1583,11,R0497,07
02PE02419,102113908,100111583, 99110497,02,11,R3908,11,R1583,11,R0497,07
02PE02420,102113909, 99110305, 96106571,02,11,R3909,11,R0305,10,S6571,07
02PE02421,102113910, 99110305, 96106571,02,11,R3910,11,R0305,10,S6571,07
02PE02422,102113911,100111583, 99110713,02,11,R3911,11,R1583,11,R0713,07
02PE02423,102113912,100111231,101112328,02,11,R3912,11,R1231,11,R2328,07
02PE02424,102113913, 99110764,101112562,02,11,R3913,11,R0764,11,R2562,07
02PE02425,102113914,100111122,101112427,02,11,R3914,11,R1122,11,R2427,07
02PE02426,102113915,100111122,101112427,02,11,R3915,11,R1122,11,R2427,07
02PE02427,102113916,100111122,101112361,02,11,R3916,11,R1122,11,R2361,07
02PE02428,102113917,100111122,101112361,02,11,R3917,11,R1122,11,R2361,07
02PE02429,102113918,100112037, 98109175,02,11,R3918,11,R2037,10,S9175,07
02PE02430,102113919,100112037, 98109175,02,11,R3919,11,R2037,10,S9175,07
02PE02431,102113920,100111547,101112254,02,11,R3920,11,R1547,11,R2254,07
02PE02432,102113921,100111547,101112409,02,11,R3921,11,R1547,11,R2409,07
02PE02433,102113922,100111547,101112409,02,11,R3922,11,R1547,11,R2409,07
02PE02434,102113923,100111265, 98109202,02,11,R3923,11,R1265,10,S9202,07
02PE02435,102113924,100111265, 98109202,02,11,R3924,11,R1265,10,S9202,07
02PE02436,102113925,100111231,101112219,02,11,R3925,11,R1231,11,R2219,07
02PE02437,102113926, 99110848, 96106704,02,11,R3926,11,R0848,10,S6704,07
02PE02438,102113927,100111185,100111267,02,11,R3927,11,R1185,11,R1267,07
02PE02439,102113928,100111185,100111267,02,11,R3928,11,R1185,11,R1267,07
02PE02440,102113929,100111265, 95106325,02,11,R3929,11,R1265,10,S6325,07
02PE02441,102113930,100111265, 95106325,02,11,R3930,11,R1265,10,S6325,07
02PE02442,102113931,100111264, 96106836,02,11,R3931,11,R1264,10,S6836,07
02PE02443,102113932,100111264, 96106836,02,11,R3932,11,R1264,10,S6836,07
02PE02444,102113933,100112037, 98109797,02,11,R3933,11,R2037,10,S9797,07
02PE02445,102113934,100111123,101112374,02,11,R3934,11,R1123,11,R2374,07
02PE02446,102113935,100111547,101112173,02,11,R3935,11,R1547,11,R2173,07
02PE02447,102113936,100111547,101112265,02,11,R3936,11,R1547,11,R2265,07
02PE02448,102113937, 99110764,101112916,02,11,R3937,11,R0764,11,R2916,07
02PE02449,102113938,100112037, 98109412,02,11,R3938,11,R2037,10,S9412,07
02PE02450,102113939,100112037, 98109412,02,11,R3939,11,R2037,10,S9412,07
02PE02451,102113940,100111123,101112682,02,11,R3940,11,R1123,11,R2682,07
02PE02452,102113941, 99110848, 99110220,02,11,R3941,11,R0848,11,R0220,07
02PE02453,102113942, 99110848, 99110220,02,11,R3942,11,R0848,11,R0220,07
02PE02454,102113943,100111122,101112812,02,11,R3943,11,R1122,11,R2812,43
02PE02455,102113944,100111122,101112812,02,11,R3944,11,R1122,11,R2812,43
02PE02456,102113945,100111122,101112448,02,11,R3945,11,R1122,11,R2448,07
02PE02457,102113946, 99110764,101112578,02,11,R3946,11,R0764,11,R2578,07
02PE02458,102113947,100111839, 95105691,02,11,R3947,11,R1839,10,S5691,43
02PE02459,102113948,100111839, 97107951,02,11,R3948,11,R1839,10,S7951,07
02PE02460,102113949,100111231,101112474,02,11,R3949,11,R1231,11,R2474,07
02PE02461,102113950,100111231,101112474,02,11,R3950,11,R1231,11,R2474,07
02PE02462,102113951,100111547,101112568,02,11,R3951,11,R1547,11,R2568,07
02PE02463,102113952,100111122,101112595,02,11,R3952,11,R1122,11,R2595,07
02PE02464,102113953,100111547,101112357,02,11,R3953,11,R1547,11,R2357,07
02PE02465,102113954,100111547,101112357,02,11,R3954,11,R1547,11,R2357,07
02PE02466,102113955, 99110764,101112490,02,11,R3955,11,R0764,11,R2490,07
02PE02467,102113956,100111231,101112840,02,11,R3956,11,R1231,11,R2840,07
02PE02468,102113957,100111123,101112520,02,11,R3957,11,R1123,11,R2520,07
02PE02469,102113958, 99110764,101112897,02,11,R3958,11,R0764,11,R2897,07
02PE02470,102113959,100111226,100111287,02,11,R3959,11,R1226,11,R1287,43
02PE02471,102113960,100111231,101112769,02,11,R3960,11,R1231,11,R2769,07
02PE02472,102113961,100111547,101112541,02,11,R3961,11,R1547,11,R2541,07
02PE02473,102113962, 99110764,101112446,02,11,R3962,11,R0764,11,R2446,07
02PE02474,102113963,100111231,101112695,02,11,R3963,11,R1231,11,R2695,07
02PE02475,102113964,100111231,101112695,02,11,R3964,11,R1231,11,R2695,07
02PE02476,102113965,100111231,101112229,02,11,R3965,11,R1231,11,R2229,07
02PE02477,102113966, 99110764,101112172,02,11,R3966,11,R0764,11,R2172,07
02PE02478,102113967, 99110764,101112401,02,11,R3967,11,R0764,11,R2401,07
02PE02479,102113968,100111547,101112213,02,11,R3968,11,R1547,11,R2213,07
02PE02480,102113969,100111547,101112213,02,11,R3969,11,R1547,11,R2213,07
02PE02481,102113970,100111123,101112576,02,11,R3970,11,R1123,11,R2576,07
02PE02482,102113971,100111122,101112573,02,11,R3971,11,R1122,11,R2573,43
02PE02483,102113972,100111123,101112346,02,11,R3972,11,R1123,11,R2346,07
02PE02484,102113973,100111231,101112502,02,11,R3973,11,R1231,11,R2502,07
02PE02485,102113974,100111231,101112858,02,11,R3974,11,R1231,11,R2858,07
02PE02486,102113975,100111231,101112858,02,11,R3975,11,R1231,11,R2858,07
02PE02487,102113976,100111123,101112816,02,11,R3976,11,R1123,11,R2816,07
02PE02488,102113977,100111122,101112312,02,11,R3977,11,R1122,11,R2312,07
02PE02489,102113978,100111122,101112312,02,11,R3978,11,R1122,11,R2312,07
02PE02490,102113979, 99110764,101112851,02,11,R3979,11,R0764,11,R2851,07
02PE02491,102113980,100111122,101112728,02,11,R3980,11,R1122,11,R2728,07
02PE02492,102113981, 99110764,101112785,02,11,R3981,11,R0764,11,R2785,07
02PE02493,102113982,100111231,101112814,02,11,R3982,11,R1231,11,R2814,07
02PE02494,102113983,100111231,101112814,02,11,R3983,11,R1231,11,R2814,07
02PE02495,102113984,100111122,101112743,02,11,R3984,11,R1122,11,R2743,07
02PE02496,102113985,100111123,101112883,02,11,R3985,11,R1123,11,R2883,07
02PE02497,102113986,100111122,101112441,02,11,R3986,11,R1122,11,R2441,07
02PE02498,102113987,100111547,101112360,02,11,R3987,11,R1547,11,R2360,07
02PE02499,102113988,100111122,101112341,02,11,R3988,11,R1122,11,R2341,07
02PE02500,102113989,100111122,101112183,02,11,R3989,11,R1122,11,R2183,07
02PE02501,102113990, 99110764,101112734,02,11,R3990,11,R0764,11,R2734,07
02PE02502,102113991, 99110764,101112734,02,11,R3991,11,R0764,11,R2734,07
02PE02503,102113992,100111123,101112635,02,11,R3992,11,R1123,11,R2635,07
02PE02504,102113993,100111547,101112393,02,11,R3993,11,R1547,11,R2393,07
02PE02505,102113994,100111231,101112612,02,11,R3994,11,R1231,11,R2612,07
02PE02506,102113995,100111123,101112849,02,11,R3995,11,R1123,11,R2849,07
02PE02507,102113996,100111231,101112358,02,11,R3996,11,R1231,11,R2358,07
02PE02508,102113997, 99110764,101112382,02,11,R3997,11,R0764,11,R2382,07
02PE02509,102113998, 99110764,101112382,02,11,R3998,11,R0764,11,R2382,07
02PE02510,102113999, 99110764,101112227,02,11,R3999,11,R0764,11,R2227,07
02PE02511,102114000, 99110764,101112227,02,11,R4000,11,R0764,11,R2227,07
02PE02512,102114001,100111122,101112234,02,11,R4001,11,R1122,11,R2234,07
02PE02513,102114002,100111231,101112299,02,11,R4002,11,R1231,11,R2299,07
02PE02514,102114003,100111547,101112475,02,11,R4003,11,R1547,11,R2475,07
02PE02515,102114004,100111231,101112403,02,11,R4004,11,R1231,11,R2403,07
02PE02516,102114005, 99110764,101112763,02,11,R4005,11,R0764,11,R2763,07
02PE02517,102114006,100111122,101112500,02,11,R4006,11,R1122,11,R2500,07
02PE02518,102114007,100111122,101112220,02,11,R4007,11,R1122,11,R2220,07
02PE02519,102114008,100111122,101112895,02,11,R4008,11,R1122,11,R2895,43
02PE02520,102114009,100111122,101112205,02,11,R4009,11,R1122,11,R2205,07
02PE02521,102114010,100111122,101112205,02,11,R4010,11,R1122,11,R2205,07
02PE02522,102114011,100111122,101112205,02,11,R4011,11,R1122,11,R2205,07
02PE02523,102114012,100111123,101112806,02,11,R4012,11,R1123,11,R2806,07
02PE02524,102114013,100111122,101112550,02,11,R4013,11,R1122,11,R2550,07
02PE02525,102114014,100111547,101112894,02,11,R4014,11,R1547,11,R2894,07
02PE02526,102114015,100111123,101112208,02,11,R4015,11,R1123,11,R2208,07
02PE02527,102114016,100111123,101112501,02,11,R4016,11,R1123,11,R2501,07
02PE02528,102114017,100111122,101112714,02,11,R4017,11,R1122,11,R2714,07
02PE02529,102114018, 99110764,101112887,02,11,R4018,11,R0764,11,R2887,07
02PE02530,102114019,100111547,101112945,02,11,R4019,11,R1547,11,R2945,07
02PE02531,102114020,100111547,101112698,02,11,R4020,11,R1547,11,R2698,07
02PE02532,102114021,100111547,101112811,02,11,R4021,11,R1547,11,R2811,07
02PE02533,102114022, 99110764,101112330,02,11,R4022,11,R0764,11,R2330,07
02PE02534,102114023,100111123,101112513,02,11,R4023,11,R1123,11,R2513,07
02PE02535,102114024,100111231,101112891,02,11,R4024,11,R1231,11,R2891,07
02PE02536,102114025, 99110764,101112217,02,11,R4025,11,R0764,11,R2217,07
02PE02537,102114026,100111122,101112271,02,11,R4026,11,R1122,11,R2271,07
02PE02538,102114027, 99110764,101112295,02,11,R4027,11,R0764,11,R2295,07
02PE02539,102114028, 99110764,101112295,02,11,R4028,11,R0764,11,R2295,07
02PE02540,102114029,100111122,101112476,02,11,R4029,11,R1122,11,R2476,07
02PE02541,102114030, 99110764,101112273,02,11,R4030,11,R0764,11,R2273,07
02PE02542,102114031,100111231,101112518,02,11,R4031,11,R1231,11,R2518,07
02PE02543,102114032,100111547,101112689,02,11,R4032,11,R1547,11,R2689,07
02PE02544,102114033,100111547,101112689,02,11,R4033,11,R1547,11,R2689,07
02PE02545,102114034,100111547,101112855,02,11,R4034,11,R1547,11,R2855,07
02PE02546,102114035,100111547,101112877,02,11,R4035,11,R1547,11,R2877,07
02PE02547,102114036,100111123,101112322,02,11,R4036,11,R1123,11,R2322,07
02PE02548,102114037,100111122,101112679,02,11,R4037,11,R1122,11,R2679,43
02PE02549,102114038, 99110764,101112537,02,11,R4038,11,R0764,11,R2537,07
02PE02550,102114039,100111122,101112878,02,11,R4039,11,R1122,11,R2878,07
02PE02551,102114040,100111122,101112878,02,11,R4040,11,R1122,11,R2878,07
02PE02552,102114041,100111547,101112433,02,11,R4041,11,R1547,11,R2433,07
02PE02553,102114042,100111231,101112384,02,11,R4042,11,R1231,11,R2384,07
02PE02554,102114043,100111123,101112869,02,11,R4043,11,R1123,11,R2869,07
02PE02555,102114044,100111231,101112377,02,11,R4044,11,R1231,11,R2377,07
02PE02556,102114045,100111231,101112377,02,11,R4045,11,R1231,11,R2377,07
02PE02557,102114046,100111547,101112800,02,11,R4046,11,R1547,11,R2800,07
02PE02558,102114047,100447841,101448543,02,11,R4047,44,T7841,44,T8543,02
02PE02559,102114048,100111122,101112910,02,11,R4048,11,R1122,11,R2910,07
02PE02560,102114049,100111123,101112437,02,11,R4049,11,R1123,11,R2437,07
02PE02561,102114050,100111122,101112615,02,11,R4050,11,R1122,11,R2615,07
02PE02562,102114051,100111123,101112902,02,11,R4051,11,R1123,11,R2902,07
02PE02563,102114052,100111231,101112549,02,11,R4052,11,R1231,11,R2549,07
02PE02564,102114053, 99110764,101112717,02,11,R4053,11,R0764,11,R2717,07
02PE02565,102114054, 99110764,101112805,02,11,R4054,11,R0764,11,R2805,07
02PE02566,102114055,100111123,101112857,02,11,R4055,11,R1123,11,R2857,07
02PE02567,102114056,100111122,101112378,02,11,R4056,11,R1122,11,R2378,07
02PE02568,102114057,100111547,101112587,02,11,R4057,11,R1547,11,R2587,07
02PE02569,102448771,100447794, 98446455,02,44,T8771,44,T7794,44,T6455,02
02PE02570,102448772,100447794, 98446455,02,44,T8772,44,T7794,44,T6455,02
02PE02571,102448773,100447759, 98446449,02,44,T8773,44,T7759,44,T6449,02
02PE02572,102448774,100447759, 98446449,02,44,T8774,44,T7759,44,T6449,02
02PE02573,102448775,100447759, 99447188,02,44,T8775,44,T7759,44,T7188,02
02PE02574,102448776,100447759, 99447188,02,44,T8776,44,T7759,44,T7188,02
02PE02575,102448777,100447794, 97445928,02,44,T8777,44,T7794,44,T5928,02
02PE02576,102448778,100447794, 97445928,02,44,T8778,44,T7794,44,T5928,02
02PE02577,102448779,100447841,101448541,02,44,T8779,44,T7841,44,T8541,02
02PE02578,102448780,100447794,100447703,02,44,T8780,44,T7794,44,T7703,02
02PE02579,102448781,100447794,100447703,02,44,T8781,44,T7794,44,T7703,02
02PE02580,102448782,100447759, 98446439,02,44,T8782,44,T7759,44,T6439,02
02PE02581,102448783,100447759, 98446439,02,44,T8783,44,T7759,44,T6439,02
02PE02582,102448784,100447759, 99447035,02,44,T8784,44,T7759,44,T7035,02
02PE02583,102448785,100447759, 99447035,02,44,T8785,44,T7759,44,T7035,02
02PE02584,102448786,100447759,100447682,02,44,T8786,44,T7759,44,T7682,02
02PE02585,102448787,100447759,100447682,02,44,T8787,44,T7759,44,T7682,02
02PE02586,102448788,100447759, 97446114,02,44,T8788,44,T7759,44,T6114,02
02PE02587,102448789,100447759, 97446114,02,44,T8789,44,T7759,44,T6114,02
02PE02588,102448790,100447759,100447720,02,44,T8790,44,T7759,44,T7720,02
02PE02589,102448791,100447759,100447720,02,44,T8791,44,T7759,44,T7720,02
02PE02590,102448792,100447759,100447738,02,44,T8792,44,T7759,44,T7738,02
02PE02591,102448793,100447759,100447738,02,44,T8793,44,T7759,44,T7738,02
02PE02592,102448794,100447759,100447716,02,44,T8794,44,T7759,44,T7716,02
02PE02593,102448795,100447759,100447716,02,44,T8795,44,T7759,44,T7716,02
02PE02594,102448796, 96445505,101448602,02,44,T8796,44,T5505,44,T8602,02
02PE02595,102448797, 99009221, 97446207,02,44,T8797,00,09221,44,T6207,02
02PE02596,102448798, 99009221, 97446207,02,44,T8798,00,09221,44,T6207,02
02PE02597,102448799, 99009221, 97446207,02,44,T8799,00,09221,44,T6207,02
02PE02598,102448800,100447794, 99447095,02,44,T8800,44,T7794,44,T7095,02
02PE02599,102448801,100447794, 99447095,02,44,T8801,44,T7794,44,T7095,02
02PE02600,102448802,100447794, 99447095,02,44,T8802,44,T7794,44,T7095,02
02PE02601,102448803,100447794, 98446510,02,44,T8803,44,T7794,44,T6510,02
02PE02602,102448804,100447794, 98446510,02,44,T8804,44,T7794,44,T6510,02
02PE02603,102448805,100447759, 97445853,02,44,T8805,44,T7759,44,T5853,02
02PE02604,102448806,100447759, 97445853,02,44,T8806,44,T7759,44,T5853,02
02PE02605,102448807,100447794,100447760,02,44,T8807,44,T7794,44,T7760,02
02PE02606,102448808,100447794,100447760,02,44,T8808,44,T7794,44,T7760,02
02PE02607,102448809, 96445505,101448307,02,44,T8809,44,T5505,44,T8307,02
02PE02608,102448810, 96445505,101448307,02,44,T8810,44,T5505,44,T8307,02
02PE02609,102448811, 99009221, 99447064,02,44,T8811,00,09221,44,T7064,02
02PE02610,102448812, 99009221, 97446185,02,44,T8812,00,09221,44,T6185,02
