UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
03PE00001,03,00, 3001,81,Z0000,04,A6885,80,103003001,101810000, 99046885
03PE00002,03,00, 3002,81,Z0000,04,A7369,80,103003002,101810000,100047369
03PE00003,03,00, 3003,81,Z0000,04,A8371,80,103003003,101810000,101048371
03PE00004,03,00, 3004,81,Z0000,04,A8371,80,103003004,101810000,101048371
03PE00005,03,00, 3005,81,Z0000,04,A7393,80,103003005,101810000,100047393
03PE00006,03,00, 3006,81,Z0000,04,A7393,80,103003006,101810000,100047393
03PE00007,03,00, 3007,81,Z0000,04,A4740,80,103003007,101810000, 97044740
03PE00008,03,00, 3008,81,Z0000,04,A8704,80,103003008,101810000,101048704
03PE00009,03,00, 3009,81,Z0000,04,A5806,80,103003009,101810000, 98045806
03PE00010,03,00, 3010,81,Z0000,04,A5806,80,103003010,101810000, 98045806
03PE00011,03,00, 3011,64,K0000,04,A5776,33,103003011,101640000, 98045776
03PE00012,03,00, 3012,64,K0000,04,A5776,33,103003012,101640000, 98045776
03PE00013,03,00, 3013,81,Z0000,04,A7961,80,103003013,101810000,100047961
03PE00014,03,00, 3014,81,Z0000,04,A7961,80,103003014,101810000,100047961
03PE00015,03,00, 3015,81,Z0000,04,A7213,80,103003015,101810000,100047213
03PE00016,03,00, 3016,81,Z0000,04,A7213,80,103003016,101810000,100047213
03PE00017,03,00, 3017,81,Z0000,04,A6295,80,103003017,101810000, 99046295
03PE00018,03,00, 3018,81,Z0000,04,A6295,80,103003018,101810000, 99046295
03PE00019,03,00, 3019,81,Z0000,04,A8801,80,103003019,101810000,101048801
03PE00020,03,00, 3020,81,Z0000,04,A8801,80,103003020,101810000,101048801
03PE00021,03,00, 3021,64,K0000,04,A6732,33,103003021,101640000, 99046732
03PE00022,03,00, 3022,64,K0000,04,A6732,33,103003022,101640000, 99046732
03PE00023,03,00, 3023,64,K0000,04,A4524,33,103003023,101640000, 97044524
03PE00024,03,00, 3024,64,K0000,04,A4524,33,103003024,101640000, 97044524
03PE00025,03,00, 3025,81,Z0000,04,A6565,80,103003025,101810000, 99046565
03PE00026,03,00, 3026,64,K0000,04,A7008,33,103003026,101640000, 99047008
03PE00027,03,00, 3027,64,K0000,04,A7008,33,103003027,101640000, 99047008
