UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
04PE00001,04,05,H0745,04,A9750,04,A4801,30,104050745,102049750, 97044801
04PE00002,04,05,H0746,04,A8647,09,90684,30,104050746,101048647, 99090684
04PE00003,04,05,H0747,04,A8647,09,90684,30,104050747,101048647, 99090684
04PE00004,04,05,H0748,04,A8647,04,A8752,30,104050748,101048647,101048752
04PE00005,04,05,H0749,04,A9232,04,A8456,30,104050749,102049232,101048456
04PE00006,04,05,H0750,04,A9232,04,A8456,30,104050750,102049232,101048456
04PE00007,04,05,H0751,04,A9232,04,A8456,30,104050751,102049232,101048456
04PE00008,04,05,H0752,04,A9963,04,A5770,30,104050752,102049963, 98045770
04PE00009,04,05,H0753,04,A9963,04,A5770,30,104050753,102049963, 98045770
04PE00010,04,05,H0754,04,A9963,04,A7609,30,104050754,102049963,100047609
04PE00011,04,05,H0755,04,A9963,04,A7609,30,104050755,102049963,100047609
04PE00012,04,05,H0756,04,A9963,04,A7609,30,104050756,102049963,100047609
04PE00013,04,05,H0757,04,A9750,04,A9235,30,104050757,102049750,102049235
04PE00014,04,05,H0758,04,A8647,05,P0076,30,104050758,101048647,102050076
04PE00015,04,05,H0759,04,A8647,05,P0076,30,104050759,101048647,102050076
04PE00016,04,05,H0760,04,A7284,04,A9964,30,104050760,100047284,102049964
04PE00017,04,05,H0761,04,A7284,04,A9964,30,104050761,100047284,102049964
04PE00018,04,05,H0762,04,A9963,09,91174,30,104050762,102049963, 99091174
04PE00019,04,05,H0763,04,A9963,09,91174,30,104050763,102049963, 99091174
04PE00020,04,05,H0764,04,A8579,05,H0654,30,104050764,101048579,103050654
04PE00021,04,05,H0765,04,A8579,05,H0654,30,104050765,101048579,103050654
04PE00022,04,05,H0766,04,A9442,04,A9962,30,104050766,102049442,102049962
04PE00023,04,05,H0767,04,A9442,04,A9962,30,104050767,102049442,102049962
04PE00024,04,05,H0768,04,A9750,04,A8677,30,104050768,102049750,101048677
04PE00025,04,05,H0769,04,A9750,04,A8677,30,104050769,102049750,101048677
04PE00026,04,05,H0770,04,A9750,04,A8677,30,104050770,102049750,101048677
04PE00027,04,05,H0771,04,A9122,04,A9071,30,104050771,102049122,102049071
04PE00028,04,05,H0772,04,A9122,04,A9071,30,104050772,102049122,102049071
04PE00029,04,05,H0773,04,A9122,04,A9071,30,104050773,102049122,102049071
04PE00030,04,05,H0774,04,A7199,04,A5301,30,104050774,100047199, 98045301
04PE00031,04,05,H0775,04,A7199,04,A5301,30,104050775,100047199, 98045301
04PE00032,04,05,H0776,04,A9442,09,90035,30,104050776,102049442, 99090035
04PE00033,04,05,H0777,04,A9442,09,90035,30,104050777,102049442, 99090035
04PE00034,04,05,H0778,04,A9442,09,90035,30,104050778,102049442, 99090035
04PE00035,04,05,H0779,04,A9232,04,A5434,30,104050779,102049232, 98045434
04PE00036,04,05,H0780,04,A9232,04,A5434,30,104050780,102049232, 98045434
04PE00037,04,05,H0781,04,A9232,04,A4700,30,104050781,102049232, 97044700
04PE00038,04,05,H0782,04,A9232,04,A4700,30,104050782,102049232, 97044700
04PE00039,04,05,H0783,04,A9963,04,A7177,30,104050783,102049963,100047177
04PE00040,04,05,H0784,04,A9963,04,A7177,30,104050784,102049963,100047177
04PE00041,04,05,H0785,04,A9963,04,A7177,30,104050785,102049963,100047177
04PE00042,04,05,H0786,04,A8647,04,A8695,30,104050786,101048647,101048695
04PE00043,04,05,H0787,04,A8647,04,A8695,30,104050787,101048647,101048695
04PE00044,04,05,H0788,04,A8647,04,A8695,30,104050788,101048647,101048695
04PE00045,04,05,H0789,04,A7896,04,A5473,30,104050789,100047896, 98045473
04PE00046,04,05,H0790,04,A7896,04,A5473,30,104050790,100047896, 98045473
04PE00047,04,05,H0791,04,A9911,04,A5405,30,104050791,102049911, 98045405
04PE00048,04,05,H0792,04,A9911,04,A5405,30,104050792,102049911, 98045405
04PE00049,04,05,H0793,04,A9911,04,A5405,30,104050793,102049911, 98045405
04PE00050,04,05,H0794,04,A9890,04,A9034,30,104050794,102049890,102049034
04PE00051,04,05,H0795,04,A9890,04,A9034,30,104050795,102049890,102049034
04PE00052,04,05,H0796,04,A9890,04,A9034,30,104050796,102049890,102049034
04PE00053,04,05,H0797,04,A9278,04,A9876,30,104050797,102049278,102049876
04PE00054,04,05,H0798,04,A9278,04,A9876,30,104050798,102049278,102049876
04PE00055,04,05,H0799,04,A8647,04,A7157,30,104050799,101048647,100047157
04PE00056,04,05,H0800,04,A8647,04,A7157,30,104050800,101048647,100047157
04PE00057,04,05,H0801,04,A8647,04,A7157,30,104050801,101048647,100047157
04PE00058,04,05,H0802,04,A8647,04,A7157,30,104050802,101048647,100047157
04PE00059,04,05,H0803,04,A9232,04,A9293,30,104050803,102049232,102049293
04PE00060,04,05,H0804,04,A9232,04,A9293,30,104050804,102049232,102049293
04PE00061,04,05,H0805,04,A9750,04,A6341,30,104050805,102049750, 99046341
04PE00062,04,05,H0806,04,A9750,04,A6341,30,104050806,102049750, 99046341
04PE00063,04,05,H0807,04,A9750,04,A6341,30,104050807,102049750, 99046341
04PE00064,04,05,H0808,04,A8766,04,A9359,30,104050808,101048766,102049359
04PE00065,04,05,H0809,04,A8766,04,A9359,30,104050809,101048766,102049359
04PE00066,04,05,H0810,04,A8766,04,A9359,30,104050810,101048766,102049359
04PE00067,04,05,H0811,04,A9963,04,A6566,30,104050811,102049963, 99046566
04PE00068,04,05,H0812,04,A9963,04,A6566,30,104050812,102049963, 99046566
04PE00069,04,05,H0813,04,A9122,04,A8380,30,104050813,102049122,101048380
04PE00070,04,05,H0814,04,A7284,04,A9432,30,104050814,100047284,102049432
04PE00071,04,05,H0815,04,A7284,04,A9432,30,104050815,100047284,102049432
04PE00072,04,05,H0816,04,A9232,04,A9091,30,104050816,102049232,102049091
04PE00073,04,05,H0817,04,A9232,04,A9091,30,104050817,102049232,102049091
04PE00074,04,05,H0818,04,A7284,04,A9241,30,104050818,100047284,102049241
04PE00075,04,05,H0819,04,A7284,04,A9241,30,104050819,100047284,102049241
04PE00076,04,05,H0820,04,A9442,04,A8326,30,104050820,102049442,101048326
04PE00077,04,05,H0821,04,A9442,04,A8326,30,104050821,102049442,101048326
04PE00078,04,05,H0822,04,A9442,04,A8326,30,104050822,102049442,101048326
04PE00079,04,05,H0823,04,A9588,05,H0643,30,104050823,102049588,103050643
04PE00080,04,05,H0824,04,A9963,04,A9899,30,104050824,102049963,102049899
04PE00081,04,05,H0825,04,A9963,04,A9899,30,104050825,102049963,102049899
04PE00082,04,05,H0826,04,A8647,04,A9458,30,104050826,101048647,102049458
04PE00083,04,05,H0827,04,A7284,04,A9597,30,104050827,100047284,102049597
04PE00084,04,05,H0828,04,A7284,04,A9597,30,104050828,100047284,102049597
04PE00085,04,05,H0829,04,A7284,04,A9597,30,104050829,100047284,102049597
04PE00086,04,05,H0830,04,A8647,05,P0247,30,104050830,101048647,102050247
04PE00087,04,05,H0831,04,A8647,05,P0247,30,104050831,101048647,102050247
04PE00088,04,05,H0832,04,A9232,04,A8394,30,104050832,102049232,101048394
04PE00089,04,05,H0833,04,A9232,04,A8394,30,104050833,102049232,101048394
04PE00090,04,05,H0834,04,A9122,05,P0151,30,104050834,102049122,102050151
04PE00091,04,05,H0835,04,A9122,05,P0151,30,104050835,102049122,102050151
04PE00092,04,05,H0836,04,A8579,05,H0531,30,104050836,101048579,103050531
04PE00093,04,05,H0837,04,A8579,05,H0531,30,104050837,101048579,103050531
04PE00094,04,05,H0838,04,A7284,04,A5836,30,104050838,100047284, 98045836
04PE00095,04,05,H0839,04,A7284,04,A5836,30,104050839,100047284, 98045836
04PE00096,04,05,H0840,04,A7284,04,A5836,30,104050840,100047284, 98045836
04PE00097,04,05,H0841,04,A8647,04,A6498,30,104050841,101048647, 99046498
04PE00098,04,05,H0842,04,A8647,04,A6498,30,104050842,101048647, 99046498
04PE00099,04,05,H0843,04,A8647,00,01328,30,104050843,101048647,100001328
04PE00100,04,05,H0844,04,A8647,00,01328,30,104050844,101048647,100001328
04PE00101,04,05,H0845,04,A8766,04,A8844,30,104050845,101048766,101048844
04PE00102,04,05,H0846,04,A8766,04,A8844,30,104050846,101048766,101048844
04PE00103,04,05,H0847,04,A8766,04,A8844,30,104050847,101048766,101048844
04PE00104,04,05,H0848,04,A8879,04,A9545,30,104050848,101048879,102049545
04PE00105,04,05,H0849,04,A8879,04,A9545,30,104050849,101048879,102049545
04PE00106,04,05,H0850,04,A8879,04,A9545,30,104050850,101048879,102049545
04PE00107,04,05,H0851,04,A9232,04,A8198,30,104050851,102049232,101048198
04PE00108,04,05,H0852,04,A7199,04,A9026,30,104050852,100047199,102049026
04PE00109,04,05,H0853,04,A7199,04,A9026,30,104050853,100047199,102049026
