UID,LAMB,SIRE,DAM
63PE00001,63102618,61000000,59612897
63PE00002,63102619,61000000,60613962
63PE00003,63102620,61000000,59413633
63PE00004,63102621,61000000,59613497
63PE00005,63102622,61000000,59809738
63PE00006,63102623,61000000,59809740
63PE00007,63102624,61000000,60415247
63PE00008,63102626,61000000,61145999
63PE00009,63102627,61000000,61145999
63PE00010,63102629,60145321,56143346
63PE00011,63102630,60145321,56143346
63PE00012,63115881,61115629,58115132
63PE00013,63115882,61115629,58115132
63PE00014,63115883,61115648,61115616
63PE00015,63115884,61115601,61115640
63PE00016,63115886,61115601,61115633
63PE00017,63115887,61115686,58115181
63PE00018,63115888,61115686,58115181
63PE00019,63115889,61115678,61115649
63PE00020,63115890,61115700,60115548
63PE00021,63115891,61115675,55114471
63PE00022,63115892,61115675,55114471
63PE00023,63115893,61115652,59115287
63PE00024,63115894,61115629,59115376
63PE00025,63115895,61115629,59115376
63PE00026,63115896,61115652,61115639
63PE00027,63115897,61115641,59115245
63PE00028,63115898,61115686,54114335
63PE00029,63115899,61115686,61115638
63PE00030,63115900,61115641,59115397
63PE00031,63115901,61115641,61115674
63PE00032,63115902,61115678,56114800
63PE00033,63115903,61115678,56114800
63PE00034,63115904,61115628,61115613
63PE00035,63115905,61115661,57114914
63PE00036,63115906,61115661,57114914
63PE00037,63115907,61115700,61115726
63PE00038,63115908,61115700,60115434
63PE00039,63115909,61115648,55114383
63PE00040,63115910,61115629,57114895
63PE00041,63115911,61115700,54114340
63PE00042,63115912,61115686,57114986
63PE00043,63115913,61115678,57114887
63PE00044,63115914,61115677,60115418
63PE00045,63115915,61115677,60115418
63PE00046,63115916,61115601,56114643
63PE00047,63115917,61115601,56114643
63PE00048,63115918,61115677,56114713
63PE00049,63115919,61115677,56114713
63PE00050,63115920,61115661,61115695
63PE00051,63115921,61115686,60115514
63PE00052,63115922,61115628,57114967
63PE00053,63115923,61115628,57114967
63PE00054,63115924,61115601,59115247
63PE00055,63115925,61115601,59115247
63PE00056,63115926,61115699,60115580
63PE00057,63115927,61115661,60115497
63PE00058,63115928,61115652,56114693
63PE00059,63115929,61115669,59115300
63PE00060,63115930,61115669,59115300
63PE00061,63115931,61115678,60115483
63PE00062,63115932,61115675,61115591
63PE00063,63115933,61115648,60115498
63PE00064,63115934,61115601,60115490
63PE00065,63115935,61115669,61115614
63PE00066,63115936,61115658,61115718
63PE00067,63115937,61115648,58115101
63PE00068,63115938,61115648,58115101
63PE00069,63115939,61115648,59115273
63PE00070,63115940,61115648,59115273
63PE00071,63115941,61115658,59115235
63PE00072,63115942,61115686,60115506
63PE00073,63115943,61115661,59115405
63PE00074,63115944,61115661,59115405
63PE00075,63115945,61115601,58115203
63PE00076,63115946,61115678,61115719
63PE00077,63115947,61115629,60115499
63PE00078,63115948,61115629,60115499
63PE00079,63115949,61115652,58115138
63PE00080,63115950,61115669,61115703
63PE00081,63115951,61115628,60115541
63PE00082,63115952,61115628,60115541
63PE00083,63115953,61115658,61115645
63PE00084,63115954,61115658,59115410
63PE00085,63115955,61115658,59115410
63PE00086,63115956,61115678,60115555
63PE00087,63115957,61115669,58115060
63PE00088,63115958,61115628,59115291
63PE00089,63115959,61115658,61115645
63PE00090,63115960,61115669,60115551
63PE00091,63115961,61115669,60115551
63PE00092,63115962,61115699,59115317
63PE00093,63115963,61115661,61115622
63PE00094,63115965,61115652,60115524
63PE00095,63115966,61115641,60115500
63PE00096,63115967,61115641,60115500
63PE00097,63115968,61115669,59115348
63PE00098,63115969,61115700,56114756
63PE00099,63115970,61115658,60115562
63PE00100,63115971,61115669,54114199
63PE00101,63115972,61115661,58115167
63PE00102,63115973,61115675,53113828
63PE00103,63115976,61115628,61115698
63PE00104,63146549,61115601,61145990
63PE00105,63146550,61115661,61145768
63PE00106,63146551,61145931,56143424
63PE00107,63146552,61145931,56143424
63PE00108,63146553,61146007,60145346
63PE00109,63146554,61146007,60145346
63PE00110,63146555,61145834,56142888
63PE00111,63146556,61145834,56142888
63PE00112,63146557,61145931,60145718
63PE00113,63146558,61145931,60145718
63PE00114,63146559,61145808,60145614
63PE00115,63146560,61146084,56142906
63PE00116,63146561,61146084,56142906
63PE00117,63146562,61146091,59144907
63PE00118,63146563,61115675,59144640
63PE00119,63146564,61146137,59144938
63PE00120,63146565,61146137,59144938
63PE00121,63146566,61145967,59144729
63PE00122,63146567,61145967,59144729
63PE00123,63146568,61146180,60145621
63PE00124,63146569,61115628,60145543
63PE00125,63146570,61115628,60145543
63PE00126,63146571,61146153,59144997
63PE00127,63146572,61146007,60145412
63PE00128,63146573,61145865,61146078
63PE00129,63146574,61145737,60145205
63PE00130,63146575,61145737,60145205
63PE00131,63146576,61115675,60145382
63PE00132,63146577,61145892,61145830
63PE00133,63146578,61145892,61145830
63PE00134,63146579,61146091,58144055
63PE00135,63146580,61146174,57143496
63PE00136,63146581,61145967,59144822
63PE00137,63146582,61145967,59144822
63PE00138,63146583,61146153,61145759
63PE00139,63146584,61145767,60145713
63PE00140,63146585,61145767,60145713
63PE00141,63146586,61145931,60145189
63PE00142,63146587,61146068,61146000
63PE00143,63146588,61146068,61146000
63PE00144,63146589,61145867,56143357
63PE00145,63146590,61145867,56143357
63PE00146,63146591,61145904,56114787
63PE00147,63146592,61145904,56114787
63PE00148,63146593,61145892,61145799
63PE00149,63146594,61146091,57114836
63PE00150,63146595,61146091,57114836
63PE00151,63146596,61145913,56143061
63PE00152,63146597,61145808,58144372
63PE00153,63146598,61145737,61146043
63PE00154,63146599,61145905,60115558
63PE00155,63146600,61145867,61145937
63PE00156,63146601,61145867,61145937
63PE00157,63146602,61146153,56143064
63PE00158,63146603,61146153,56143064
63PE00159,63146604,60145321,60145654
63PE00160,63146605,61145767,60145503
63PE00161,63146606,61145767,60145503
63PE00162,63146607,61146153,60145209
63PE00163,63146608,61145877,59145033
63PE00164,63146609,61145840,58144512
63PE00165,63146610,61146153,61145861
63PE00166,63146611,61145967,58144437
63PE00167,63146612,61145790,57143582
63PE00168,63146613,61145790,57143582
63PE00169,63146614,61146068,60145297
63PE00170,63146615,61145767,61115635
63PE00171,63146616,61146023,61146032
63PE00172,63146617,61145867,60115566
63PE00173,63146618,61145848,60145622
63PE00174,63146619,61145953,55142252
63PE00175,63146620,61145953,55142252
63PE00176,63146621,61145834,60145197
63PE00177,63146622,61146084,57143801
63PE00178,63146623,61146068,61145879
63PE00179,63146624,61145931,60145225
63PE00180,63146625,61145931,60145225
63PE00181,63146626,61145871,60145573
63PE00182,63146627,61145871,60145573
63PE00183,63146628,60145250,58144479
63PE00184,63146629,60145250,58144479
63PE00185,63146630,61145931,58179393
63PE00186,63146631,61145931,58179393
63PE00187,63146632,61145834,60145599
63PE00188,63146633,61145834,60145599
63PE00189,63146634,61145877,55142440
63PE00190,63146635,61145877,55142440
63PE00191,63146636,61146007,59145090
63PE00192,63146637,61146007,59145090
63PE00193,63146638,60145321,59144970
63PE00194,63146639,61145851,61145918
63PE00195,63146640,61146023,60145696
63PE00196,63146641,61145865,61145780
63PE00197,63146642,61115699,57143839
63PE00198,63146643,61115699,57143839
63PE00199,63146644,61146130,58144334
63PE00200,63146645,61145867,60115479
63PE00201,63146646,61145867,60115479
63PE00202,63146647,61115677,56142989
63PE00203,63146648,61115677,56142989
63PE00204,63146649,61146130,55142310
63PE00205,63146650,61145904,55142448
63PE00206,63146651,61145904,55142448
63PE00207,63146652,61145865,58144063
63PE00208,63146653,61145865,58144063
63PE00209,63146654,61145848,61146128
63PE00210,63146655,61145840,61146075
63PE00211,63146656,61145865,55142598
63PE00212,63146657,61146174,60145379
63PE00213,63146658,61145867,61115657
63PE00214,63146659,61146174,55142633
63PE00215,63146660,61146174,55142633
63PE00216,63146661,61145808,61145841
63PE00217,63146662,61115652,55142570
63PE00218,63146663,61115652,55142570
63PE00219,63146664,61145865,57143491
63PE00220,63146665,61145865,57143491
63PE00221,63146666,61146068,58144072
63PE00222,63146667,61145905,60115437
63PE00223,63146668,61145905,60115437
63PE00224,63146669,61145967,59145021
63PE00225,63146670,61145967,59145021
63PE00226,63146671,61146068,58144050
63PE00227,63146672,61115629,58144470
63PE00228,63146673,61146174,56143040
63PE00229,63146674,61146174,56143040
63PE00230,63146675,61146174,56143040
63PE00231,63146676,61146153,56143258
63PE00232,63146677,61115686,59145094
63PE00233,63146678,61146068,60145485
63PE00234,63146679,61146068,60145485
63PE00235,63146680,61115641,60145504
63PE00236,63146681,61115661,55142528
63PE00237,63146682,61145931,59144611
63PE00238,63146683,61145931,59144611
63PE00239,63146684,61115601,58144214
63PE00240,63146685,61115601,58144214
63PE00241,63146686,61145737,59145171
63PE00242,63146687,61145737,59145171
63PE00243,63146688,61145840,59115330
63PE00244,63146689,61145867,56114715
63PE00245,63146690,60145321,55142718
63PE00246,63146691,60145250,56143384
63PE00247,63146692,61145840,60145455
63PE00248,63146693,61145931,59145058
63PE00249,63146694,61145931,59145058
63PE00250,63146695,61145892,55142472
63PE00251,63146696,61115677,58144222
63PE00252,63146697,61115601,55142532
63PE00253,63146698,61115601,55142532
63PE00254,63146699,61146023,55142490
63PE00255,63146700,61146023,55142490
63PE00256,63146701,61145892,61146044
63PE00257,63146702,61145834,59144732
