UID,LAMB,SIRE,DAM
88PE00001,88031866,87031012,85028197
88PE00002,88031867,87031012,85028197
88PE00003,88031868,87031012,86029343
88PE00004,88031869,86029508,84027174
88PE00005,88031870,86029508,84027174
88PE00006,88031871,86029492,86029320
88PE00007,88031872,87030769,85027994
88PE00008,88031873,87030769,85027994
88PE00009,88031874,87030769,84027151
88PE00010,88031875,87030769,84027151
88PE00011,88031876,86029492,86029625
88PE00012,88031877,86029492,86029625
88PE00013,88031878,86029492,86029625
88PE00014,88031879,87031012,86029476
88PE00015,88031880,87031012,86029476
88PE00016,88031881,86029492,85028199
88PE00017,88031882,86029492,85028199
88PE00018,88031883,86029492,85028199
88PE00019,88031884,87030769,85028017
88PE00020,88031885,87030769,85028017
88PE00021,88031886,87031012,86029575
88PE00022,88031887,87031012,86029575
88PE00023,88031888,86029508,86029067
88PE00024,88031889,86029492,84027102
88PE00025,88031890,87030679,83025273
88PE00026,88031891,87030679,83025273
88PE00027,88031892,87030805,87030894
88PE00028,88031893,87031012,83025308
88PE00029,88031894,87031012,83025308
88PE00030,88031895,87030990,83025142
88PE00031,88031896,87030990,83025142
88PE00032,88031897,87030990,83025142
88PE00033,88031898,86029342,86029096
88PE00034,88031899,86029342,86029096
88PE00035,88031900,87031012,80020184
88PE00036,88031901,87031012,80020184
88PE00037,88031902,87030679,86029455
88PE00038,88031903,87030679,86029455
88PE00039,88031904,86029492,86029142
88PE00040,88031905,86029492,86029142
88PE00041,88031906,87031012,86029094
88PE00042,88031907,87031012,86029094
88PE00043,88031908,86029342,85028302
88PE00044,88031909,86029342,85028302
88PE00045,88031910,86029492,85028194
88PE00046,88031911,86029492,85028194
88PE00047,88031912,87031012,82023016
88PE00048,88031913,87031012,82023016
88PE00049,88031914,86029492,83025150
88PE00050,88031915,86029492,83025150
88PE00051,88031916,87030990,85027905
88PE00052,88031917,87030990,85027905
88PE00053,88031918,86029492,86029597
88PE00054,88031919,86029492,86029597
88PE00055,88031920,86029183,84027138
88PE00056,88031921,86029183,84027138
88PE00057,88031922,86029183,80020192
88PE00058,88031923,86029183,80020192
88PE00059,88031924,87030769,86029477
88PE00060,88031925,86029342,85028304
88PE00061,88031926,86029342,85028304
88PE00062,88031927,86029342,86029351
88PE00063,88031928,86029342,86029351
88PE00064,88031929,87031012,80020281
88PE00065,88031930,87031012,80020281
88PE00066,88031931,87031012,80020281
88PE00067,88031932,86029342,85028181
88PE00068,88031933,86029342,85028181
88PE00069,88031934,86029508,85028150
88PE00070,88031935,86029508,85028150
88PE00071,88031936,86029342,81021480
88PE00072,88031937,86029342,81021480
88PE00073,88031938,87030769,86029477
88PE00074,88031939,87031012,84027131
88PE00075,88031940,87031012,84027131
88PE00076,88031941,87031012,84027131
88PE00077,88031942,87031012,85028131
88PE00078,88031943,87031012,85028131
88PE00079,88031944,86029647,87030684
88PE00080,88031945,87030805,87030731
88PE00081,88031946,86029342,83025172
88PE00082,88031947,86029342,83025172
88PE00083,88031948,86029342,83025172
88PE00084,88031949,87030805,87030550
88PE00085,88031950,87030805,87030550
88PE00086,88031951,86029183,83025112
88PE00087,88031952,86029183,83025112
88PE00088,88031953,86029183,86029128
88PE00089,88031954,86029183,86029128
88PE00090,88031955,87030679,85028196
88PE00091,88031956,87030679,85028196
88PE00092,88031957,86029183,86029335
88PE00093,88031958,86029183,86029335
88PE00094,88031959,87030769,83025331
88PE00095,88031960,87030769,83025331
88PE00096,88031961,87030805,87030873
88PE00097,88031962,86029508,85028011
88PE00098,88031963,87030679,82023433
88PE00099,88031964,87030679,82023433
88PE00100,88031965,87030769,81021414
88PE00101,88031966,87030769,81021414
88PE00102,88031967,86029508,82023318
88PE00103,88031968,86029508,82023318
88PE00104,88031969,86029508,82023318
88PE00105,88031970,86029183,85028272
88PE00106,88031971,86029183,85028272
88PE00107,88031972,86029183,84026974
88PE00108,88031973,86029183,84026974
88PE00109,88031974,87030679,85028189
88PE00110,88031975,87030679,85028189
88PE00111,88031976,86029508,83025344
88PE00112,88031977,86029508,83025344
88PE00113,88031978,86029492,86029125
88PE00114,88031979,86029492,86029125
88PE00115,88031980,86029183,80020304
88PE00116,88031981,86029183,80020304
88PE00117,88031982,86029183,80020304
88PE00118,88031983,87030990,84027241
88PE00119,88031984,87030990,84027241
88PE00120,88031985,86029508,86029068
88PE00121,88031986,86029508,86029068
88PE00122,88031987,87030679,86029358
88PE00123,88031988,87030679,86029358
88PE00124,88031989,86029508,86029068
88PE00125,88031990,86029183,82023110
88PE00126,88031991,86029183,82023110
88PE00127,88031992,86029492,86029663
88PE00128,88031993,86029492,86029663
88PE00129,88031994,87030679,86029391
88PE00130,88031995,86029342,86029319
88PE00131,88031996,86029342,86029319
88PE00132,88031997,86029508,86029203
88PE00133,88031998,86029508,86029203
88PE00134,88031999,87030769,81021445
88PE00135,88032000,87030769,81021445
88PE00136,88032001,87030769,81021445
88PE00137,88032002,87030990,81021522
88PE00138,88032003,87030990,81021522
88PE00139,88032004,87031012,83025222
88PE00140,88032005,87030679,82023045
88PE00141,88032006,87030679,82023045
88PE00142,88032007,87030769,86029396
88PE00143,88032008,87030990,86029184
88PE00144,88032009,87030990,86029184
88PE00145,88032010,86029183,86029220
88PE00146,88032011,86029183,86029220
88PE00147,88032012,86029183,86029220
88PE00148,88032013,87030769,86029656
88PE00149,88032014,87030769,86029656
88PE00150,88032015,86029492,86029164
88PE00151,88032016,86029492,86029164
88PE00152,88032017,86029516,87030777
88PE00153,88032018,86029516,87030777
88PE00154,88032019,87030805,87030512
88PE00155,88032020,87030805,87030512
88PE00156,88032021,87031012,82023298
88PE00157,88032022,87031012,82023298
88PE00158,88032023,87031012,82023298
88PE00159,88032024,87030769,83025346
88PE00160,88032025,87030769,83025346
88PE00161,88032026,86029342,82023048
88PE00162,88032027,86029342,82023048
88PE00163,88032028,86029342,82023048
88PE00164,88032029,87030679,83025419
88PE00165,88032030,87030679,83025419
88PE00166,88032031,86029492,86029650
88PE00167,88032032,87031012,86029231
88PE00168,88032033,87031012,86029231
88PE00169,88032034,86029183,86029245
88PE00170,88032035,86029183,86029245
88PE00171,88032036,87030990,85028086
88PE00172,88032037,87030990,85028086
88PE00173,88032038,86029492,84027203
88PE00174,88032039,87030769,84027175
88PE00175,88032040,87030769,84027175
88PE00176,88032041,87030679,82023153
88PE00177,88032042,87030679,82023153
88PE00178,88032043,86029342,80020111
88PE00179,88032044,86029342,85028261
88PE00180,88032045,86029342,85028261
88PE00181,88032046,86029647,87030952
88PE00182,88032047,87030990,82023208
88PE00183,88032048,87030990,82023208
88PE00184,88032049,86029492,84027134
88PE00185,88032050,87030990,84027316
88PE00186,88032051,87030990,84027316
88PE00187,88032052,87030990,84027316
88PE00188,88032053,87030769,82023150
88PE00189,88032054,86029516,87030726
88PE00190,88032055,86029516,87030726
88PE00191,88032056,86029342,86029121
88PE00192,88032057,86029342,86029121
88PE00193,88032058,86029647,87030720
88PE00194,88032059,86029647,87030720
88PE00195,88032060,87030769,86029487
88PE00196,88032061,87031012,80020444
88PE00197,88032062,87031012,80020444
88PE00198,88032063,87030679,83025299
88PE00199,88032064,86029647,87030517
88PE00200,88032065,86029647,87030517
88PE00201,88032066,87030805,87030647
88PE00202,88032067,87030805,87030647
88PE00203,88032068,87030805,87030906
88PE00204,88032069,87030805,87030906
88PE00205,88032070,86029516,87030570
88PE00206,88032071,87030805,87030683
88PE00207,88032072,87030805,87030683
88PE00208,88032073,87030805,87030683
88PE00209,88032074,86029516,87030771
88PE00210,88032075,86029492,84027137
88PE00211,88032076,86029492,84027137
88PE00212,88032077,86029508,81021511
88PE00213,88032078,86029508,81021511
88PE00214,88032079,86029183,82023007
88PE00215,88032080,86029183,82023007
88PE00216,88032081,86029183,82023007
88PE00217,88032082,87030769,82023416
88PE00218,88032083,87030769,82023416
88PE00219,88032084,87030990,86029563
88PE00220,88032085,87030990,86029563
88PE00221,88032086,87031012,86029104
88PE00222,88032087,87031012,86029104
88PE00223,88032088,86029508,84027344
88PE00224,88032089,86029508,84027344
88PE00225,88032090,87030769,85027864
88PE00226,88032091,87030769,85027864
88PE00227,88032092,87030769,85027864
88PE00228,88032093,87031012,86029205
88PE00229,88032094,87031012,86029205
88PE00230,88032095,87030679,86029197
88PE00231,88032096,87030679,86029197
88PE00232,88032097,87030679,86029197
88PE00233,88032098,87030990,86029135
88PE00234,88032099,87030990,86029135
88PE00235,88032100,87030679,86029535
88PE00236,88032101,87030679,86029535
88PE00237,88032102,87030990,85027888
88PE00238,88032103,87030769,83025011
88PE00239,88032104,86029183,82023125
88PE00240,88032105,86029183,82023125
88PE00241,88032106,86029183,82023125
88PE00242,88032107,86029183,82023125
88PE00243,88032108,86029183,81021630
88PE00244,88032109,86029183,81021630
88PE00245,88032110,87030679,86029190
88PE00246,88032111,87030679,86029190
88PE00247,88032112,86029647,87030680
88PE00248,88032113,86029647,87030789
88PE00249,88032114,86029647,87030789
88PE00250,88032115,87030805,87030818
88PE00251,88032116,86029516,87030509
88PE00252,88032117,86029183,84027194
88PE00253,88032118,86029516,87030668
88PE00254,88032119,86029516,87030668
88PE00255,88032120,87030769,86029233
88PE00256,88032121,87030769,86029233
88PE00257,88032122,86029342,84027246
88PE00258,88032123,86029342,84027246
88PE00259,88032124,87030990,86029586
88PE00260,88032125,87030990,86029586
88PE00261,88032126,87030769,83025036
88PE00262,88032127,87030769,83025036
88PE00263,88032128,86029508,83025254
88PE00264,88032129,86029508,83025254
88PE00265,88032130,87030679,82023247
88PE00266,88032131,87030679,82023247
88PE00267,88032132,86029342,82023229
88PE00268,88032133,86029342,82023229
88PE00269,88032134,86029492,85028078
88PE00270,88032135,86029492,85028078
88PE00271,88032136,87031012,82023154
88PE00272,88032137,87031012,82023154
88PE00273,88032138,87030990,84027130
88PE00274,88032139,87030990,84027130
88PE00275,88032140,87030769,83025201
88PE00276,88032141,87030769,83025201
88PE00277,88032142,86029492,86029097
88PE00278,88032143,86029492,86029097
88PE00279,88032144,87031012,83025427
88PE00280,88032145,87031012,83025427
88PE00281,88032146,86029342,86029417
88PE00282,88032147,86029342,86029417
88PE00283,88032148,86029508,86029511
88PE00284,88032149,86029508,86029511
88PE00285,88032150,86029508,81021790
88PE00286,88032151,86029508,81021790
88PE00287,88032152,86029516,87030693
88PE00288,88032153,86029183,83025055
88PE00289,88032154,86029183,83025055
88PE00290,88032155,87031012,83025102
88PE00291,88032156,87031012,83025102
88PE00292,88032157,86029342,80020342
88PE00293,88032158,86029342,84027063
88PE00294,88032159,86029342,84027063
88PE00295,88032160,86029342,84027063
88PE00296,88032161,87031012,82023421
88PE00297,88032162,87031012,82023421
88PE00298,88032163,86029492,83025144
88PE00299,88032164,86029492,83025144
88PE00300,88032165,86029492,83025144
88PE00301,88032166,86029647,87030593
88PE00302,88032167,86029508,83025321
88PE00303,88032168,86029508,83025321
88PE00304,88032169,86029508,81021440
88PE00305,88032170,86029508,81021440
88PE00306,88032171,86029508,81021440
88PE00307,88032172,87030805,87030819
88PE00308,88032173,87030805,87030819
88PE00309,88032174,86029647,87030772
88PE00310,88032175,86029516,87030967
88PE00311,88032176,86029516,87030967
88PE00312,88032177,86029647,87030938
88PE00313,88032178,86029516,87030687
88PE00314,88032179,86029516,87030687
88PE00315,88032180,86029183,86029595
88PE00316,88032181,86029183,86029595
88PE00317,88032182,87031012,85028371
88PE00318,88032183,87031012,85028371
88PE00319,88032184,87030769,82023393
88PE00320,88032185,87030769,82023393
88PE00321,88032186,86029508,84026942
88PE00322,88032187,86029508,84026942
88PE00323,88032188,86029508,84026942
88PE00324,88032189,86029342,85028408
88PE00325,88032190,87030769,81021578
88PE00326,88032191,87030769,81021578
88PE00327,88032192,87030990,80020084
88PE00328,88032193,87030990,80020084
88PE00329,88032194,87030990,80020084
88PE00330,88032195,87030769,86029433
88PE00331,88032196,87030769,86029433
88PE00332,88032197,86029183,83025380
88PE00333,88032198,86029492,83025009
88PE00334,88032199,86029492,83025009
88PE00335,88032200,87031012,84027041
88PE00336,88032201,87031012,84027041
88PE00337,88032202,87031012,84027041
88PE00338,88032203,87030805,87031037
88PE00339,88032204,86029183,82023364
88PE00340,88032205,86029183,82023364
88PE00341,88032206,86029516,87030784
88PE00342,88032207,86029516,87030784
88PE00343,88032208,86029492,82023008
88PE00344,88032209,86029492,82023008
88PE00345,88032210,87030769,82023352
88PE00346,88032211,87030769,82023352
88PE00347,88032212,86029183,85028368
88PE00348,88032213,86029183,85028368
88PE00349,88032214,86029183,85028368
88PE00350,88032215,87031012,86029366
88PE00351,88032216,87030679,81021556
88PE00352,88032217,87030679,80020221
88PE00353,88032218,87030679,80020221
88PE00354,88032219,87030990,83025205
88PE00355,88032220,87030990,83025205
88PE00356,88032221,86029492,86029080
88PE00357,88032222,86029492,86029080
88PE00358,88032223,87030805,87030722
88PE00359,88032224,87030805,87030722
88PE00360,88032225,86029516,87030518
88PE00361,88032226,86029647,87030645
88PE00362,88032227,86029647,87030645
88PE00363,88032228,86029342,86029678
88PE00364,88032229,86029342,86029678
88PE00365,88032230,86029342,86029678
88PE00366,88032231,87030679,82023390
88PE00367,88032232,87030679,82023390
88PE00368,88032233,87030679,82023390
88PE00369,88032234,86029342,84027139
88PE00370,88032235,86029342,84027139
88PE00371,88032236,86029183,86029331
88PE00372,88032237,86029508,86029163
88PE00373,88032238,86029508,86029163
88PE00374,88032239,86029183,85028401
88PE00375,88032240,86029183,85028401
88PE00376,88032241,86029183,85028401
88PE00377,88032242,87030990,86029064
88PE00378,88032243,87030990,86029064
88PE00379,88032244,87030990,86029064
88PE00380,88032245,87031012,82023151
88PE00381,88032246,87031012,82023151
88PE00382,88032247,87031012,82023151
88PE00383,88032248,86029508,85028038
88PE00384,88032249,86029508,85028038
88PE00385,88032250,87030679,86029198
88PE00386,88032251,87030679,86029198
88PE00387,88032252,87030679,83025337
88PE00388,88032253,87030679,83025337
88PE00389,88032254,87030990,86029088
88PE00390,88032255,87030990,86029088
88PE00391,88032256,86029647,87031036
88PE00392,88032257,86029183,85028299
88PE00393,88032258,86029183,85028299
88PE00394,88032259,87030679,80020228
