ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MAT,BCS,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
2025842419,25LA00001,25,S3969,12,,17,X0000,84,3.0,,07,00,1,0,N,,011525,15,8,1,3.0,2,3,0,2,11.0,1,1,X2419,84,,00,,,,,,.,.,1,1,..,,M,1,,1,1,2,1,,,,2025-01-15,,77,125,1,,
2025842420,25LA00002,25,S3969,12,,17,X0000,84,3.0,,07,00,1,0,N,,011525,15,8,1,3.0,2,3,0,2,12.2,1,1,X2420,84,,00,,,,,,.,.,1,1,..,,M,2,,0,0,0,1,,,,2025-01-15,,68,125,1,,
2025842421,25LA00003,25,A1548,06,,30,X0000,84,3.0,,30,00,1,0,N,,011725,17,8,1,3.0,3,3,0,2,8.8,1,1,X2421,84,,00,,,,,,.,.,1,1,..,,M,1,,1,1,2,1,,,,2025-01-17,,63,125,1,,
2025842422,25LA00004,25,A1548,06,,30,X0000,84,3.0,,30,00,1,0,N,,011725,17,8,1,3.0,3,2,0,2,9.4,1,1,X2422,84,,00,,,,,,.,.,1,1,..,,M,2,,0,0,0,1,,,,2025-01-17,,73,125,1,,
2025842423,25LA00005,25,S4034,12,,17,X0000,84,3.0,,07,00,1,0,N,,012225,22,8,1,4.5,2,2,0,4,12.8,1,1,X2423,84,,00,,,,,,.,.,1,1,..,RED,M,1,,1,1,2,1,,,,2025-01-22,,85,125,1,,
2025842424,25LA00006,25,S4034,12,,17,X0000,84,3.0,,07,00,1,0,N,,012225,22,8,1,4.5,2,2,.,.,9.8,1,1,X2424,84,,00,6,22,14,,,.,.,1,1,..,RED,M,2,,0,0,0,1,,,,2025-01-22,,,,,,
2025842425,25LA00007,25,S2963,12,,22,X0000,84,5.0,,07,00,1,0,N,,012325,23,8,1,3.0,2,3,0,2,14.5,1,1,X2425,84,,00,,,,,,.,.,1,1,..,,M,1,,1,1,2,1,,,,2025-01-23,,76,125,1,,
2025842426,25LA00008,25,S2963,12,,22,X0000,84,5.0,,07,00,1,0,N,,012325,23,8,1,3.0,2,3,0,2,14.2,1,1,X2426,84,,00,,,,,,.,.,1,1,..,,M,2,,0,0,0,1,,,,2025-01-23,,85,125,1,,
D25LA00009,25LA00009,25,Y0613,52,,e2,X0000,84,1.0,,Kt,97,4,,Y,,030125,60,2,0,0.0,0,1,.,.,0.0,.,.,.,,,,0,60,27,,,.,.,1,1,..,,J,1,,1,1,2,0,,,,2025-03-01,,,,,,
D25LA00010,25LA00010,25,Y0613,52,,e2,X0000,84,1.0,,Kt,97,4,,Y,,030125,60,2,0,0.0,0,1,.,.,0.0,.,.,.,,,,0,60,27,,,.,.,1,1,..,,J,2,,0,0,0,0,,,,2025-03-01,,,,,,
2025842427,25LA00011,25,Y0487,52,,9,X0012,84,2.0,,Kt,97,1,,Y,,030425,63,8,1,3.0,2,3,0,2,7.9,5,1,X2427,84,,00,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-04,,29,125,1,,
2025842428,25LA00012,25,Y0487,52,,9,X0012,84,2.0,,Kt,97,1,,Y,,030425,63,8,1,3.0,2,2,0,3,7.6,5,2,X2428,84,,00,,,,,,.,THIN,1,1,..,,J,2,,0,0,0,1,,,,2025-03-04,,39,125,1,,
D25LA00013,25LA00013,25,Y0523,52,,e2,X0000,84,1.0,,Kt,97,4,,Y,,030825,67,4,1,3.0,4,1,.,.,7.0,5,1,.,,,,1,67,44,,,.,.,1,1,..,,J,1,,1,1,2,0,,,,2025-03-08,,,,,,
D25LA00014,25LA00014,25,Y0523,52,,e2,X0000,84,1.0,,Kt,97,4,,Y,,030825,67,4,1,3.0,4,1,.,.,6.0,5,1,.,,,,1,67,44,,,.,.,1,1,..,,J,2,,0,0,0,0,,,,2025-03-08,,,,,,
D25LA00015,25LA00015,25,A2031,06,,36,A2025,06,2.0,,30,30,1,,N,,030825,67,4,1,3.0,4,1,.,.,3.5,1,1,.,,,,1,67,44,,,.,.,1,1,..,,J,1,,1,1,2,0,,,,2025-03-08,,,,,,
D25LA00016,25LA00016,25,A2031,06,,36,A2025,06,2.0,,30,30,1,,N,,030825,67,4,1,3.0,4,2,.,.,6.5,1,1,.,,,,1,67,44,,,.,.,1,1,..,,J,2,,0,0,0,0,,,,2025-03-08,,,,,,
D25LA00017,25LA00017,25,Y0626,52,,e2,X0000,84,1.0,,Kt,97,4,,Y,,030925,68,1,1,3.0,4,1,.,.,9.0,6,1,.,,,,1,68,44,,,.,.,3,4,..,,J,1,,1,1,1,0,,,,2025-03-09,,,,,,
2025062381,25LA00018,25,A2135,06,,e1,A0000,06,1.0,,30,30,4,0,Y,,030925,68,7,1,3.0,4,3,0,2,5.8,1,1,A2381,06,,30,,,,,,.,No A2380,1,1,..,,J,1,,1,1,2,1,,,,2025-03-09,,35,125,1,,
D25LA00019,25LA00019,25,A2135,06,,e1,A0000,06,1.0,,30,30,4,0,Y,,030925,68,7,1,3.0,4,2,.,.,4.0,1,1,.,,,,1,68,44,,,.,.,1,1,..,,J,2,,0,0,0,0,,,,2025-03-09,,,,,,
D25LA00020,25LA00020,25,X0091,84,A,40,X0907,84,3.0,,97,97,2,,N,,030925,68,4,1,3.5,0,2,.,.,9.5,6,1,.,,,,1,68,44,,,2YR.SMBAG,.,6,4,..,RPR,J,1,,1,1,2,0,,,,2025-03-09,,,,,,
D25LA00021,25LA00021,25,X0091,84,A,40,X0907,84,3.0,,97,97,2,,N,,030925,68,4,1,3.5,0,1,.,.,10.0,6,1,.,,,,1,68,44,,,.,.,6,4,..,RPR,J,2,,0,0,0,0,,,,2025-03-09,,,,,,
D25LA00022,25LA00022,25,Z7890,83,A,70,X0000,84,5.0,,TS,97,2,0,Y,,030925,68,1,1,3.0,1,2,.,.,6.0,5,1,.,,,,1,68,44,,,WARTS,.,3,3,..,OR,J,1,,1,1,1,0,,,,2025-03-09,,,,,,
2025842429,25LA00023,25,S5068,12,,13,X0916,84,2.0,,07,97,1,,Y,,031025,69,5,1,3.0,4,2,0,2,7.4,5,1,X2429,84,,10,6,69,27,,,.,WEAK LAMB,3,3,..,,J,1,,1,1,1,1,,,,2025-03-10,,,,,,
D25LA00024,25LA00024,25,A2089,06,,e1,A0000,06,1.0,,30,30,4,0,Y,,031025,69,0,1,3.5,1,1,0,2,7.0,1,1,.,,,,0,69,27,,,.,ROTTEN,6,2,..,,J,1,,1,1,1,0,,,,2025-03-10,,,,,,
D25LA00025,25LA00025,25,X1210,84,,BL,Z9862,83,2.0,,BL,97,1,,Y,,030925,68,4,0,0.0,0,.,.,.,0.0,9,1,.,,,,1,68,44,,,EUTH.DOWN,.,1,1,..,,J,1,,1,1,2,0,,,,2025-03-09,,,,,,
D25LA00026,25LA00026,25,X1210,84,,BL,Z9862,83,2.0,,BL,97,1,,Y,,030925,68,4,0,0.0,0,.,.,.,0.0,9,1,.,,,,1,68,44,,,.,.,1,1,..,,J,2,,0,0,0,0,,,,2025-03-09,,,,,,
D25LA00027,25LA00027,25,A1981,06,,35,A2020,06,2.0,,30,30,1,,N,,031025,69,4,1,3.5,4,1,0,2,6.5,1,1,.,,,,1,69,44,,,.,.,1,1,..,,J,1,,1,1,2,0,,,,2025-03-10,,,,,,
D25LA00028,25LA00028,25,A1981,06,,35,A2020,06,2.0,,30,30,1,,N,,031025,69,4,1,3.5,4,1,0,2,6.5,1,1,.,,,,1,69,44,,,.,.,1,1,..,,J,2,,0,0,0,0,,,,2025-03-10,,,,,,
D25LA00029,25LA00029,25,T8232,45,,51,T8347,45,2.0,,02,02,2,,N,,031025,69,1,1,3.5,4,1,0,2,3.0,1,1,.,,,,1,69,44,,,.,.,1,1,..,RED,J,1,,1,1,1,0,,,,2025-03-10,,,,,,
D25LA00030,25LA00030,25,S4619,12,,12,X0734,84,2.0,,07,97,1,,Y,,031125,70,1,1,3.0,3,1,0,2,14.5,5,1,.,,,,1,70,44,,,.,.,4,1,..,RED,J,1,,1,1,1,0,,,,2025-03-11,,,,,,
D25LA00031,25LA00031,25,L4114,70,A,58,L3531,70,2.0,,PC,PC,2,,N,,031125,70,4,1,3.0,2,1,0,2,3.0,5,1,.,,,,1,70,44,,,.,.,1,1,..,OR,J,1,,1,1,2,0,,,,2025-03-11,,,,,,
D25LA00032,25LA00032,25,L4114,70,A,58,L3531,70,2.0,,PC,PC,2,,N,,031125,70,4,1,3.0,2,1,0,2,7.0,5,1,.,,,,1,70,44,,,.,.,1,1,..,OR,J,2,,0,0,0,0,,,,2025-03-11,,,,,,
2025062382,25LA00033,25,A1853,06,,32,A1761,06,2.0,,30,30,1,,N,,031125,70,6,1,3.0,4,3,0,2,7.8,1,1,A2382,06,,30,,,,,,BIG.TEATS,.,2,1,..,,J,1,,1,1,2,1,,,,2025-03-11,,47,125,1,,
D25LA00034,25LA00034,25,A1853,06,,32,A1761,06,2.0,,30,30,1,,N,,031125,70,6,1,3.0,4,1,0,2,0.0,1,1,.,,,,0,70,27,,,.,.,2,1,..,,J,2,,0,0,0,0,,,,2025-03-11,,,,,,
2025704826,25LA00035,25,L4105,70,A,62,L3773,70,2.0,,PC,PC,2,,N,,031125,70,8,1,2.5,4,1,0,2,9.5,5,2,L4826,70,A,PC,6,73,21,,,.,.,1,1,..,OR,J,1,,1,1,2,1,,,,2025-03-11,,,,,,
2025704827,25LA00036,25,L4105,70,A,62,L3773,70,2.0,,PC,PC,2,,N,,031125,70,8,1,2.5,4,2,0,4,6.9,5,2,L4827,70,A,PC,6,70,27,,,.,.,1,1,..,OR,J,2,,0,0,0,1,,,,2025-03-11,,,,,,
2025842430,25LA00037,25,X0205,84,,BL,Z9862,83,3.0,,BL,97,1,0,Y,,031125,70,8,2,3.0,3,2,0,2,12.4,5,2,X2430,84,,00,,,,,,MEAN,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-11,,50,125,1,,
2025842431,25LA00038,25,X0205,84,,BL,Z9862,83,3.0,,BL,97,1,0,Y,,031125,70,8,2,3.0,3,2,0,2,10.0,5,1,X2431,84,,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-11,,50,125,1,,
2025062383,25LA00039,25,A1900,06,,29,A1481,06,2.0,,30,30,1,,N,,031125,70,8,1,3.5,2,2,0,3,8.8,1,1,A2383,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-11,,41,125,1,,
2025062384,25LA00040,25,A1900,06,,29,A1481,06,2.0,,30,30,1,,N,,031125,70,8,1,3.5,2,2,0,4,9.9,1,1,A2384,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-11,,36,125,1,,
2025842432,25LA00041,25,Y0440,52,,12,X0734,84,2.0,,Kt,97,1,,Y,,031225,71,8,1,2.5,2,2,0,2,11.1,5,2,X2432,84,,00,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-12,,42,125,1,,
2025842433,25LA00042,25,Y0440,52,,12,X0734,84,2.0,,Kt,97,1,,Y,,031225,71,8,1,2.5,2,2,0,4,9.8,5,1,X2433,84,,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-12,,41,125,1,,
D25LA00043,25LA00043,25,X0060,84,A,41,Z9801,83,3.0,,97,97,2,0,N,,031225,71,4,1,2.5,0,1,0,2,4.0,6,1,.,,,,1,71,44,,,DOWN.PROLAPSE,.,4,4,..,PUR,J,1,,1,1,2,0,,,,2025-03-12,,,,,,
D25LA00044,25LA00044,25,X0060,84,A,41,Z9801,83,3.0,,97,97,2,0,N,,031225,71,4,1,2.5,0,2,0,2,2.5,6,1,.,,,,1,71,44,,,.,.,4,4,..,PUR,J,2,,0,0,0,0,,,,2025-03-12,,,,,,
2025520706,25LA00045,25,Y0171,52,,6,Y0705,00,3.0,,Kt,Kt,1,,N,,031225,71,8,1,2.0,2,2,0,4,8.2,5,1,Y0706,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-12,,19,125,1,,
2025520707,25LA00046,25,Y0171,52,,6,Y0705,00,3.0,,Kt,Kt,1,,N,,031225,71,8,1,2.0,2,2,0,4,9.0,5,1,Y0707,52,,Kt,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-12,,18,125,1,,
2025062385,25LA00047,25,A0761,06,,36,A2025,06,5.0,,30,30,1,0,N,,031225,71,9,1,2.5,3,2,0,4,10.5,1,3,A2385,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,3,1,,,,2025-03-12,,52,125,1,,
2025062386,25LA00048,25,A0761,06,,36,A2025,06,5.0,,30,30,1,0,N,,031225,71,9,1,2.5,3,1,0,2,8.6,1,1,A2386,06,,30,6,90,01,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-12,,,,,,
2025062387,25LA00049,25,A0761,06,,36,A2025,06,5.0,,30,30,1,0,N,,031225,71,9,1,2.5,3,2,0,2,8.1,1,1,A2387,06,,30,6,95,23,,,.,.,1,1,..,,J,3,,0,0,0,1,,,,2025-03-12,,,,,,
D25LA00050,25LA00050,25,X0925,84,,69,Z0000,83,2.0,,LR,97,2,,Y,,031225,71,2,1,3.0,2,2,0,2,3.0,5,1,.,,,,0,71,27,,,.,.,8,4,..,,J,1,,1,1,2,0,,,,2025-03-12,,,,,,
D25LA00051,25LA00051,25,X0925,84,,69,Z0000,83,2.0,,LR,97,2,,Y,,031225,71,2,1,3.0,2,1,0,2,5.5,5,1,.,,,,0,71,27,,,.,.,8,4,..,,J,2,,0,0,0,0,,,,2025-03-12,,,,,,
2025520708,25LA00052,25,Y0333,00,,7,Y0352,52,4.0,,Kt,Kt,1,,N,,031225,71,9,1,3.0,3,1,0,2,9.5,5,1,Y0708,52,,Kt,,,,,,.,.,5,1,..,PUR,J,1,,1,1,3,1,,,,2025-03-12,,28,125,H,,
2025520709,25LA00053,25,Y0333,00,,7,Y0352,52,4.0,,Kt,Kt,1,,N,,031225,71,9,1,3.0,3,2,0,2,9.2,5,1,Y0709,52,,Kt,6,115,21,,,.,1ST,1,1,..,PUR,J,2,,0,0,0,1,,,,2025-03-12,,,,,,
2025520710,25LA00054,25,Y0333,00,,7,Y0352,52,4.0,,Kt,Kt,1,,N,,031225,71,9,1,3.0,3,1,0,2,8.7,5,1,Y0710,52,,Kt,,,,,,.,.,5,1,..,PUR,J,3,,0,0,0,1,,,,2025-03-12,,35,125,H,,
2025520711,25LA00055,25,Y0011,00,,7,Y0352,52,6.0,,Kt,Kt,1,,N,,031225,71,8,1,2.5,3,2,0,2,11.2,5,1,Y0711,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,,,,2025-03-12,,40,125,H,,
2025520712,25LA00056,25,Y0011,00,,7,Y0352,52,6.0,,Kt,Kt,1,,N,,031225,71,8,1,2.5,3,2,0,2,11.3,5,1,Y0712,52,,Kt,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,,,,2025-03-12,,34,125,H,,
2025062388,25LA00057,25,A0733,06,,33,A1865,06,5.0,,30,30,1,0,N,,031225,71,3,1,3.5,2,2,0,2,4.8,1,1,A2388,06,,30,3,72,93,,8,.,.,2,1,..,,J,1,,1,1,4,1,,,,2025-03-12,,,,,,
2025062389,25LA00058,25,A0733,06,,33,A1865,06,5.0,,30,30,1,0,N,,031225,71,3,1,3.5,2,3,0,2,8.0,1,1,A2389,06,,30,3,72,93,,8,.,.,2,1,..,,J,2,,0,0,0,1,,,,2025-03-12,,,,,,
2025062390,25LA00059,25,A0733,06,,33,A1865,06,5.0,,30,30,1,0,N,,031225,71,3,1,3.5,2,2,0,2,7.3,1,1,A2390,06,,30,,,,,,.,.,2,1,..,,J,3,,0,0,0,1,,,,2025-03-12,,40,125,1,,
2025062391,25LA00060,25,A0733,06,,33,A1865,06,5.0,,30,30,1,0,N,,031225,71,3,1,3.5,2,2,0,2,7.8,1,2,A2391,06,,30,,,,,,.,.,2,1,..,,J,4,,0,0,0,1,,,,2025-03-12,,48,125,1,,
2025842434,25LA00061,25,X0849,84,,BL,Z9862,83,2.0,,BL,97,1,,Y,,031225,71,5,1,4.0,3,3,0,2,13.7,9,1,X2434,84,,BL,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,,,,2025-03-12,,58,125,1,,
2025062392,25LA00062,25,A1849,06,,34,A2013,06,2.0,,30,30,1,,N,,031325,72,8,1,3.0,3,1,0,2,12.3,1,1,A2392,06,,30,,,,,,.,1ST,6,4,..,,J,1,,1,1,2,1,,,,2025-03-13,,46,125,1,,
2025062393,25LA00063,25,A1849,06,,34,A2013,06,2.0,,30,30,1,,N,,031325,72,8,1,3.0,3,2,0,4,7.9,1,1,A2393,06,,30,,,,,,.,2ND,1,1,..,,J,2,,0,0,0,1,,,,2025-03-13,,36,125,1,,
D25LA00064,25LA00064,25,L4469,70,A,e5,L0000,70,1.0,,PC,PC,4,0,Y,,031325,72,1,1,3.5,1,1,0,2,6.5,5,1,.,,,,1,72,44,,,SMBAGLSBLOODY,.,1,1,..,,J,1,,1,1,1,0,,,,2025-03-13,,,,,,
D25LA00065,25LA00065,25,Z9919,83,A,43,Z9850,83,3.0,,97,97,2,,N,,031325,72,4,1,3.0,4,2,0,2,3.0,6,1,.,,,,1,72,44,,,.,.,1,1,..,PUR,J,1,,1,1,2,0,,,,2025-03-13,,,,,,
D25LA00066,25LA00066,25,Z9919,83,A,43,Z9850,83,3.0,,97,97,2,,N,,031325,72,4,1,3.0,4,1,0,2,5.0,6,1,.,,,,1,72,44,,,.,.,1,1,..,PUR,J,2,,0,0,0,0,,,,2025-03-13,,,,,,
D25LA00067,25LA00067,25,S4087,12,,28,S5129,12,3.0,,43,07,1,0,N,,031225,71,1,1,3.5,3,2,0,2,4.0,1,1,.,,,,1,71,44,,,.,.,1,1,..,,J,1,,1,1,1,0,,,,2025-03-12,,,,,,
2025842435,25LA00068,25,X1639,84,A,e5,L0000,70,1.0,,97,PC,4,0,Y,,031325,72,5,1,3.0,3,3,0,2,9.7,6,2,X2435,84,A,00,6,106,19,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,,,,2025-03-13,,,,,,
D25LA00069,25LA00069,25,A2206,06,,e1,A0000,06,1.0,,30,30,4,7,Y,,031325,72,7,1,2.5,3,2,0,2,6.0,1,1,.,,,,1,72,44,,,.,.,1,1,..,,J,1,,1,1,2,0,,,,2025-03-13,,,,,,
2025062394,25LA00070,25,A2206,06,,e1,A0000,06,1.0,,30,30,4,7,Y,,031325,72,7,1,2.5,3,2,0,2,8.0,2,1,A2394,06,,30,6,72,66,,,.,NeuroSM.BL.SPOT,1,1,..,,J,2,,0,0,0,1,,,,2025-03-13,,,,,,
2025062395,25LA00071,25,A0970,06,,31,A1579,06,5.0,,30,30,1,,N,,031325,72,9,1,3.5,2,2,0,2,7.4,1,1,A2395,06,,30,3,72,93,,8,.,.,3,3,..,,J,1,,1,1,3,,,,,2025-03-13,,,,,,
2025062396,25LA00072,25,A0970,06,,31,A1579,06,5.0,,30,30,1,,N,,031325,72,9,1,3.5,2,2,0,2,11.8,1,1,A2396,06,,30,,,,,,.,.,3,3,..,,J,2,,0,0,0,1,,,,2025-03-13,,46,125,1,,
2025062397,25LA00073,25,A0970,06,,31,A1579,06,5.0,,30,30,1,,N,,031325,72,9,1,3.5,2,1,0,2,0.0,1,1,A2397,06,,30,,,,,,.,.,3,3,..,,J,3,,0,0,0,1,,,,2025-03-13,,45,125,1,,
2025062398,25LA00074,25,A1883,06,,35,A2020,06,2.0,,30,30,1,,N,,031325,72,9,1,2.5,2,2,0,2,9.2,2,3,A2398,06,,30,,,,,,.,2.PUSHTHENPULL,7,4,..,,J,1,,1,1,3,1,,,,2025-03-13,,25,125,W,,
2025062399,25LA00075,25,A1883,06,,35,A2020,06,2.0,,30,30,1,,N,,031325,72,9,1,2.5,2,2,0,2,8.0,.,1,A2399,06,,30,,,,,,.,1ST,1,1,..,,J,2,,0,0,0,1,,,,2025-03-13,,32,125,1,,
2025062400,25LA00076,25,A1883,06,,35,A2020,06,2.0,,30,30,1,,N,,031325,72,9,1,2.5,2,2,0,2,8.0,1,1,A2400,06,,30,,,,,,.,3RD,5,4,..,,J,3,,0,0,0,1,,,,2025-03-13,,32,125,1,,
D25LA00077,25LA00077,25,L4467,70,A,e4,L0000,70,1.0,,PC,PC,4,,Y,,031325,72,1,1,3.5,4,1,0,2,7.0,5,1,.,,,,1,72,44,,,.,.,1,1,..,,J,1,,1,1,1,0,,,,2025-03-13,,,,,,
D25LA00078,25LA00078,25,A0354,06,,29,A1481,06,6.0,,30,30,1,0,N,,031425,73,9,1,3.0,4,1,0,2,8.0,1,1,.,,,,0,73,27,Y0714,+,.,.,1,1,..,,J,1,,1,1,3,0,0,0.0,0,2025-03-14,,,,,,
D25LA00079,25LA00079,25,A0354,06,,29,A1481,06,6.0,,30,30,1,0,N,,031425,73,9,1,3.0,4,2,0,2,7.0,.,1,.,,,,0,73,27,Y0715,+,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2025-03-14,,,,,,
D25LA00080,25LA00080,25,A0354,06,,29,A1481,06,6.0,,30,30,1,0,N,,031425,73,9,1,3.0,4,2,0,2,8.0,9,1,.,,,,0,73,27,,,.,.,1,1,..,,J,3,,0,0,0,0,0,0.0,0,2025-03-14,,,,,,
2025520713,25LA00081,25,Y0314,00,,6,Y0705,00,6.0,,Kt,Kt,1,,N,,031325,72,9,1,3.5,2,1,0,2,8.6,5,1,Y0713,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,3,1,,,,2025-03-13,,34,125,H,,
2025520714,25LA00082,25,Y0314,00,,6,Y0705,00,6.0,,Kt,Kt,1,,N,,031325,72,9,1,3.5,2,2,0,4,8.0,5,1,Y0714,52,,Kt,6,117,38,A0354,-,.,.,1,1,..,PUR,J,2,,0,0,0,1,,,,2025-03-13,,,,,,
2025520715,25LA00083,25,Y0314,00,,6,Y0705,00,6.0,,Kt,Kt,1,,N,,031325,72,9,1,3.5,2,2,0,4,11.0,8,1,Y0715,52,,Kt,6,110,42,A0354,-,.,RFChronicLame,1,1,..,PUR,J,3,,0,0,0,1,,,,2025-03-13,,,,,,
2025520716,25LA00084,25,Y0296,52,,7,Y0352,52,3.0,,Kt,Kt,1,,N,,031325,72,8,1,3.0,4,3,0,2,11.5,1,7,Y0716,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-13,,36,125,1,,
2025520717,25LA00085,25,Y0296,52,,7,Y0352,52,3.0,,Kt,Kt,1,,N,,031325,72,8,1,3.0,4,2,0,2,11.8,8,1,Y0717,52,,Kt,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-13,,37,125,1,,
2025062401,25LA00086,25,A1965,06,,29,A1481,06,2.0,,30,30,1,,N,,031325,72,8,1,3.0,4,1,0,4,11.5,1,1,A2401,06,,30,6,125,01,,,.,Found dead,1,1,..,,J,1,,1,1,2,1,,,,2025-03-13,,,,,,
2025062402,25LA00087,25,A1965,06,,29,A1481,06,2.0,,30,30,1,,N,,031325,72,8,1,3.0,4,1,0,2,6.0,1,1,A2402,06,,30,6,73,66,,,.,Neuro,1,1,..,,J,2,,0,0,0,1,,,,2025-03-13,,,,,,
2025062403,25LA00088,25,A1805,06,,30,A1538,06,2.0,,30,30,1,,N,,031325,72,8,1,3.0,3,2,0,4,13.5,1,1,A2403,06,,30,6,112,38,,,.,RF,1,1,..,,J,1,,1,1,2,1,,,,2025-03-13,,,,,,
2025062404,25LA00089,25,A1805,06,,30,A1538,06,2.0,,30,30,1,,N,,031325,72,8,1,3.0,3,2,0,3,11.8,1,1,A2404,06,,30,6,111,38,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-13,,,,,,
2025704828,25LA00090,25,L4719,70,,e5,L0000,70,1.0,,PC,PC,4,,Y,,031325,72,5,1,3.5,4,3,0,2,8.8,5,2,L4828,70,,PC,6,79,54,,,.,Fx.Ribs+Pneu,1,1,..,,J,1,,1,1,1,1,,,,2025-03-13,,,,,,
2025520718,25LA00091,25,Y0022,00,,7,Y0352,52,7.0,,Kt,Kt,1,,N,,031325,72,8,1,3.0,3,2,0,2,10.5,1,1,Y0718,52,,Kt,,,,,,WARTS,.,1,1,..,PUR,J,1,,1,1,2,1,,,,2025-03-13,,35,125,H,,
2025520719,25LA00092,25,Y0022,00,,7,Y0352,52,7.0,,Kt,Kt,1,,N,,031325,72,8,1,3.0,3,2,0,2,11.0,8,1,Y0719,52,,Kt,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,,,,2025-03-13,,31,125,H,,
2025062405,25LA00093,25,A1468,06,,34,A2013,06,3.0,,30,30,1,7,N,,031425,73,9,1,3.0,4,2,0,4,10.0,1,3,A2405,06,,30,,,,,,.,1ST,3,3,..,,J,1,,1,1,3,1,,,,2025-03-14,,43,125,1,,
2025062406,25LA00094,25,A1468,06,,34,A2013,06,3.0,,30,30,1,7,N,,031425,73,9,1,3.0,4,1,0,3,10.0,1,1,A2406,06,,30,,,,,,.,2ND.2@ONCE,7,3,..,,J,2,,0,0,0,1,,,,2025-03-14,,45,125,1,,
D25LA00095,25LA00095,25,A1468,06,,34,A2013,06,3.0,,30,30,1,7,N,,031425,73,9,1,3.0,4,1,0,2,5.0,1,1,.,,,,1,73,44,,,.,3RD,1,1,..,,J,3,,0,0,0,0,,,,2025-03-14,,,,,,
2025125670,25LA00096,25,S4877,12,,14,S3301,12,2.0,,43,07,1,,N,,031425,73,8,1,2.5,4,1,0,2,9.0,1,2,S5670,12,,07,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-14,,21,125,1,,
2025125671,25LA00097,25,S4877,12,,14,S3301,12,2.0,,43,07,1,,N,,031425,73,8,1,2.5,4,2,0,2,7.5,1,2,S5671,12,,07,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-14,,29,125,1,,
2025520720,25LA00098,25,Y0098,52,,8,Y0368,52,4.0,,Kt,Kt,1,,N,,031425,73,8,1,3.0,3,1,0,2,12.0,4,1,Y0720,52,,Kt,6,112,38,,,.,LF,3,4,..,,J,1,,1,1,2,1,,,,2025-03-14,,,,,,
2025520721,25LA00099,25,Y0098,52,,8,Y0368,52,4.0,,Kt,Kt,1,,N,,031425,73,8,1,3.0,3,2,0,2,9.8,1,3,Y0721,52,,Kt,,,,,,.,.,3,4,..,,J,2,,0,0,0,1,,,,2025-03-14,,43,125,1,,
2025520722,25LA00100,25,Y0245,52,,6,Y0705,00,3.0,,Kt,Kt,1,,N,,031425,73,8,1,2.5,3,3,0,4,7.0,5,3,Y0722,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-14,,32,125,1,,
2025520723,25LA00101,25,Y0245,52,,6,Y0705,00,3.0,,Kt,Kt,1,,N,,031425,73,8,1,2.5,3,2,0,2,9.5,2,2,Y0723,52,,Kt,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,,,,2025-03-14,,40,125,1,,
2025520724,25LA00102,25,Y0269,52,,8,Y0368,52,3.0,,Kt,Kt,1,,N,,031425,73,8,1,2.5,2,2,0,2,9.5,4,2,Y0724,52,,Kt,6,95,80,,,.,.,1,1,..,,J,1,,1,1,2,1,,,,2025-03-14,,,,,,
