UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,NAX,IDZ65,CLPG1,CLPG2,CLPG3,YRREC
03IN02058,1999447106,T7106,44,T7106,99,2,41,1,02,412,615044,528044,.,,,,1,.,1,,159,165,2,,,,M,44T,1,4.0,DYSTOCIA,,,,0,0,0,2003
03IN02059,1999447115,T7115,44,T7115,99,2,41,1,02,414,637244,477844,.,,,,3,.,2,,158,156,2,,93,1015,M,,.,4.0,"VLTS,PROBS",,,4300,0,0,0,2003
03IN02060,1999447130,T7130,44,T7130,99,2,ID,1,02,42T,405200,355344,I,,ISA,,1,.,2,,174,181,2,,,,I,41T,1,4.0,,,,,0,0,0,2003
03IN02061,1999447142,T7142,44,T7142,99,2,41,1,02,412,615044,618144,.,,,,1,.,2,,169,163,2,,,,M,46T,1,4.0,5+MILK,,,,0,0,0,2003
03IN02062,1999447153,T7153,44,T7153,99,2,ID,1,02,43T,006400,194544,I,,KK,,1,.,2,,171,168,4,,,,I,42T,1,4.0,R.EYE TRT'01,,,,0,0,0,2003
03IN02063,1999447164,T7164,44,T7164,99,2,41,1,02,412,615044,510244,.,,,,3,.,5,,193,216,9,,93,1015,M,,.,4.0,"DYSTOCIA,R.P.",,,4365,0,0,0,2003
03IN02064,1999447165,T7165,44,T7165,99,2,42,1,02,902,628544,545644,.,,,,1,.,1,,163,163,3,,,,C,45T,1,4.0,DYSTOCIA,,,,0,0,0,2003
03IN02065,1999447175,T7175,44,T7175,99,2,42,1,02,862,609744,435444,.,,,,1,.,1,,168,181,2,,,,C,45T,1,4.0,,,,,0,0,0,2003
03IN02066,1999447186,T7186,44,T7186,99,2,ID,1,02,41T,644044,618844,I,,McR,,1,.,1,,200,205,4,,,,I,41T,1,4.0,DYSTOCIA,,,,0,0,0,2003
03IN02067,1999447188,T7188,44,T7188,99,2,ID,1,02,43T,006400,522744,I,,KK,,3,.,2,,171,179,12,,93,1022,I,,.,4.0,"X, MASTITIS",,,4288,0,0,0,2003
03IN02068,1999447201,T7201,44,T7201,99,2,41,1,02,411,595344,561644,.,,,,1,.,1,,173,179,2,,,,M,46T,1,4.0,1 EAR GONE,,,,0,0,0,2003
03IN02069,1999447212,T7212,44,T7212,99,2,42,1,02,822,585644,466644,.,,,,6,.,2,,130,120,2,,04,0908,C,,.,4.0,POISON,,,,0,0,0,2003
03IN02070,1999447217,T7217,44,T7217,99,2,42,1,02,832,593844,385844,.,,,,1,.,1,,177,169,4,,,,C,44T,1,4.0,"DYSTOCIA,LT,L",,,,0,0,0,2003
03IN02071,1999447218,T7218,44,T7218,99,2,42,1,02,832,593844,385844,.,,,,1,.,1,,181,182,2,,,,C,27,3,4.0,,,,,0,0,0,2003
03IN02072,1999447219,T7219,44,T7219,99,2,41,1,02,412,615044,638244,.,,,,1,.,1,,178,159,4,,,,M,44T,1,4.0,SW.BAG,,,,0,0,0,2003
03IN02073,1999447226,T7226,44,T7226,99,2,41,1,02,414,637244,370344,.,,,,1,.,1,,178,187,3,,,,M,46T,1,4.0,,,,,0,0,0,2003
03IN02074,1999447227,T7227,44,T7227,99,2,41,1,02,414,637244,602244,.,,,,1,.,2,,172,169,6,,,,M,46T,1,4.0,,,,,0,0,0,2003
03IN02075,1999447231,T7231,44,T7231,99,2,ID,1,02,e.5,643144,651044,I,,McR,,1,.,2,,214,212,2,,,,I,42T,1,4.0,"LT,L.",,,,0,0,0,2003
03IN02076,1999447232,T7232,44,T7232,99,2,41,1,02,411,595344,618044,.,,,,1,.,1,,167,178,2,,10,0918,M,28,3,4.0,VLTS,,,,0,0,0,2003
03IN02077,1999447237,T7237,44,T7237,99,2,41,1,02,413,601644,537344,.,,,,1,.,2,,191,179,2,,,,M,31,2,4.0,,,,,0,0,0,2003
03IN02078,1999447242,T7242,44,T7242,99,2,41,1,02,411,595344,302044,.,,,,1,.,2,,147,149,2,,,,M,45T,1,4.0,,,,,0,0,0,2003
03IN02079,1999447248,T7248,44,T7248,99,2,41,1,02,412,615044,381444,.,,,,1,.,2,,186,184,2,,,,M,44T,1,4.0,,,,,0,0,0,2003
03IN02080,1999447265,T7265,44,T7265,99,2,42,1,02,882,603644,542944,.,,,,1,.,2,,113,132,2,,,,C,32,2,4.0,SMALL,,,,0,0,0,2003
03IN02081,1999447269,T7269,44,T7269,99,1,42,1,02,802,559344,256744,.,,,,S,Nax,*,,0,0,0,,95,0429,C,,.,4.0,"DUD, D6",P 19,Nax,,0,0,0,2003
03IN02082,1999447280,T7280,44,T7280,99,2,42,1,02,902,628544,402844,.,,,,1,.,1,,162,174,2,,,,C,33,2,4.0,CHUNKY,,,,0,0,0,2003
03IN02083,1999447286,T7286,44,T7286,99,2,41,1,02,414,637244,574444,.,,,,1,.,1,,189,181,2,,,,M,34,2,4.0,,,,,0,0,0,2003
03IN02084,1999447305,T7305,44,T7305,99,1,41,1,02,413,601644,496544,.,,,,6,-2-,*,,0,0,0,,50,0325,M,,.,4.0,"X,6"" ABS.CHIN",B  9,Nax,0,0,0,0,2003
03IN02085,1999447321,T7321,44,T7321,99,2,41,1,02,411,595344,541144,.,,,,1,.,5,,170,181,1,,,,M,46T,1,4.0,,,,,0,0,0,2003
03IN02086,1999447323,T7323,44,T7323,99,2,41,1,02,412,615044,496244,.,,,,1,.,1,,173,166,2,,,,M,44T,1,4.0,TRT EYES '00,,,,0,0,0,2003
03IN02087,1999447341,T7341,44,T7341,99,1,42,1,02,812,522544,608244,.,,,,3,-5-,M,,230,0,0,,93,0819,C,,.,4.0,,SPAR,Nax,1090,0,0,0,2003
03IN02088,1999447362,T7362,44,T7362,99,2,42,1,02,882,603644,396944,.,,,,1,.,2,,144,141,4,,,,C,35,2,4.0,,,,,0,0,0,2003
03IN02089,1999447371,T7371,44,T7371,99,2,42,1,02,812,522544,483044,.,,,,B,.,2,,185,205,1,,93,0911,C,,.,4.0,"LTS, R.P.",,,,0,0,0,2003
03IN02090,1999447372,T7372,44,T7372,99,2,42,1,02,812,522544,483044,.,,,,1,.,2,,170,168,4,,,,C,36,2,4.0,,,,,0,0,0,2003
03IN02091,1999447375,T7375,44,T7375,99,2,42,1,02,832,593844,599744,.,,,,O,OVX,5,,119,146,1,X,,,.,O,O,4.0,"SMALL,OVX",,,,0,0,0,2003
03IN02092,1999447377,T7377,44,T7377,99,1,42,1,02,912,619144,504644,.,,,,S,Nax,*,,0,0,0,,95,0429,C,,.,4.0,"LAME,RF,SCURS",P  8,Nax,,0,0,0,2003
03IN02093,1999447393,T7393,44,T7393,99,2,41,1,02,411,595344,387644,.,,,,1,.,2,,212,181,2,,,,M,37,2,4.0,,,,,0,0,0,2003
03IN02094,1999447397,T7397,44,T7397,99,2,41,1,02,411,595344,587244,.,,,,1,.,1,,152,161,4,,,,M,45T,1,4.0,NICE,,,,0,0,0,2003
03IN02095,1999447400,T7400,44,T7400,99,2,42,1,02,832,593844,529944,.,,,,1,.,2,,144,146,2,,,,C,44T,1,4.0,,,,,0,0,0,2003
03IN02096,1999447404,T7404,44,T7404,99,2,41,1,02,411,595344,466444,.,,,,1,.,2,,201,188,2,,,,M,45T,1,4.0,"LT,L.",,,,0,0,0,2003
03IN02097,1999447406,T7406,44,T7406,99,2,42,1,02,802,559344,430444,.,,,,O,OVX,5,,177,0,0,X,,,.,O,O,4.0,"OVX,BARREN",,40,,0,0,0,2003
03IN02098,1999447408,T7408,44,T7408,99,2,42,1,02,852,636644,490744,.,,,,1,.,2,,145,145,2,,,,C,38,2,4.0,,,,,0,0,0,2003
03IN02099,1999447415,T7415,44,T7415,99,2,42,1,02,872,603244,542544,.,,,,1,.,2,,152,135,2,,,,C,46T,1,4.0,,,,,0,0,0,2003
03IN02100,1999447419,T7419,44,T7419,99,1,42,1,02,902,628544,578644,.,,,,3,-2-,M,,245,0,0,,93,0819,C,,.,4.0,"RUNT,FIX tag",B 22,Nax,1075,0,0,0,2003
03IN02101,1999447424,T7424,44,T7424,99,2,41,1,02,412,615044,550244,.,,,,1,.,1,,156,177,2,,,,M,44T,1,4.0,"LT,L.",,,,0,0,0,2003
03IN02102,1999447426,T7426,44,T7426,99,2,ID,1,02,41T,644044,334844,I,,McR,,1,.,1,,174,178,2,,,,I,41T,1,4.0,WART ok,,,,0,0,0,2003
03IN02103,1999447449,T7449,44,T7449,99,1,42,1,02,862,609744,520144,.,,,,3,-5-,M,,240,0,0,,93,0819,C,,.,4.0,not DUD,B 27,Nax,1093,0,0,0,2003
03IN02104,1999447454,T7454,44,T7454,99,2,42,1,02,892,603244,477944,.,,,,1,.,1,,143,160,2,,,,C,45T,1,4.0,,,,,0,0,0,2003
03IN02105,1999447465,T7465,44,T7465,99,2,42,1,02,802,559344,551744,.,,,,V,ORE,2,,178,178,2,,92,0918,C,,.,4.0,GOITER,,,4507,0,0,0,2003
03IN02106,1999447481,T7481,44,T7481,99,1,42,1,02,842,639044,613144,.,,,,6,-4-,*,,0,0,0,,50,0505,C,,.,4.0,"THIN,DEAD,CLA",B  1,Nax,973,0,0,0,2003
03IN02107,1999447497,T7497,44,T7497,99,2,41,1,02,411,595344,425744,.,,,,1,.,1,,188,190,2,,,,M,41,2,4.0,,,,,0,0,0,2003
03IN02108,1999447501,T7501,44,T7501,99,1,42,1,02,832,593844,409944,.,,,,S,Nax,*,,0,0,0,,95,0429,C,,.,4.0,not DUD,P 10,Nax,,0,0,0,2003
03IN02109,1999447504,T7504,44,T7504,99,1,41,1,02,413,601644,522344,.,,,,S,Nax,*,,0,0,0,,95,0429,M,,.,4.0,OFFTYPEfixtag,B 12,Nax,,0,0,0,2003
03IN02110,1999447511,T7511,44,T7511,99,2,41,1,02,413,601644,551544,.,,,,1,.,2,,181,171,2,,,,M,42,2,4.0,DYSTOCIA,,,,0,0,0,2003
03IN02111,1999447520,T7520,44,T7520,99,2,41,1,02,411,595344,480244,.,,,,V,ORE,1,,183,193,2,,92,0918,M,,.,4.0,,,,4495,0,0,0,2003
03IN02112,1999447522,T7522,44,T7522,99,2,42,1,02,892,603244,495744,.,,,,O,OVX,5,,121,0,0,X,,,.,O,O,4.0,"LT,R., OVX",,,,0,0,0,2003
03IN02113,1999447530,T7530,44,T7530,99,2,42,1,02,912,619144,608144,.,,,,V,ORE,2,,170,170,7,,92,0918,C,,.,4.0,,,,4499,0,0,0,2003
03IN02114,1999447542,T7542,44,T7542,99,2,41,1,02,412,615044,426344,.,,,,3,.,1,,192,192,11,,93,1015,M,,.,4.0,"X, BAG",,,4290,0,0,0,2003
03IN02115,1999447543,T7543,44,T7543,99,1,42,1,02,892,603244,426244,.,,,,S,Nax,*,,0,0,0,,97,0305,C,,.,4.0,MSG 3/5/03,P  2,Nax,,0,0,0,2003
03IN02116,1999447552,T7552,44,T7552,99,2,42,1,02,872,603244,417344,.,,,,1,.,2,,121,129,4,,,,C,46T,1,4.0,,,,,0,0,0,2003
03IN02117,1999447570,T7570,44,T7570,99,1,42,1,02,872,603244,522444,.,,,,V,Nax,M,,242,0,0,,,,C,,.,4.0,TEASER RAM,TEAZ,Nax,,0,0,0,2003
03IN02118,1999447581,T7581,44,T7581,99,2,41,1,02,412,615044,570344,.,,,,3,.,1,,219,181,2,,93,1022,M,,.,4.0,KNEE TORN,,,4289,0,0,0,2003
03IN02119,1999447582,T7582,44,T7582,99,2,41,1,02,412,615044,570344,.,,,,1,.,2,,165,188,2,,,,M,44T,1,4.0,DYSTOCIA,,,,0,0,0,2003
03IN02120,1999447588,T7588,44,T7588,99,2,42,1,02,842,639044,433544,.,,,,1,.,2,,170,166,2,,,,C,43,2,4.0,,,,,0,0,0,2003
03IN02121,1999447602,T7602,44,T7602,99,2,41,1,02,412,615044,601744,.,,,,1,.,1,,164,181,2,,,,M,46T,1,4.0,,,,,0,0,0,2003
03IN02122,1999447610,T7610,44,T7610,99,2,41,1,02,412,615044,521544,.,,,,1,.,1,,191,191,3,,,,M,44T,1,4.0,,,,,0,0,0,2003
03IN02123,1999447633,T7633,44,T7633,99,2,41,1,02,414,637244,460444,.,,,,3,.,1,,178,199,6,,93,1015,M,,.,4.0,"VLTS,X,BAG?",,,4269,0,0,0,2003
03IN02124,1999447637,T7637,44,T7637,99,2,42,1,02,862,609744,491344,.,,,,1,.,1,,158,160,2,,,,C,45T,1,4.0,,,,,0,0,0,2003
03IN02125,1999447642,T7642,44,T7642,99,1,42,1,02,852,636644,566844,.,,,,S,Nax,*,,0,0,0,,95,0429,C,,.,4.0,"COARSE,SHAGGY",P 22,Nax,,0,0,0,2003
03IN02126,1999447653,T7653,44,T7653,99,2,42,1,02,842,639044,623444,.,,,,1,.,1,,164,161,4,,,,C,44,2,4.0,,,,,0,0,0,2003
03IN02127,1999447675,T7675,44,T7675,99,1,42,1,02,852,636644,613744,.,,,,V,Nax,M,,237,0,0,,,,C,,.,4.0,TEASER RAM,TEAZ,Nax,,0,0,0,2003
03IN02128,2000447682,T7682,44,T7682,00,2,ID,1,02,41T,006400,645644,I,,KK,,1,.,1,,138,155,4,,,,I,41T,1,3.0,THIN,,,,0,0,0,2003
03IN02129,2000447685,T7685,44,T7685,00,2,ID,1,02,42T,550544,601144,I,,ISA,,1,.,1,,179,182,5,,,,I,41T,1,3.0,DYSTOCIA,,,,0,0,0,2003
03IN02130,2000447686,T7686,44,T7686,00,2,ID,1,02,42T,550544,601144,I,,ISA,,1,.,1,,190,186,2,,,,I,42T,1,3.0,,,,,0,0,0,2003
03IN02131,2000447691,T7691,44,T7691,00,2,ID,1,02,43T,644044,648644,I,,McR,,1,.,2,,178,197,2,,,,I,42T,1,3.0,,,,,0,0,0,2003
03IN02132,2000447696,T7696,44,T7696,00,2,ID,1,02,42T,550544,659644,I,,ISA,,1,.,1,,162,175,2,,,,I,41T,1,3.0,,,,,0,0,0,2003
03IN02133,2000447698,T7698,44,T7698,00,2,ID,1,02,42T,550544,643744,I,,ISA,,6,.,*,,0,0,0,,76,0331,I,,.,3.0,"DEAD,OPP",,,,0,0,0,2003
03IN02134,2000447703,T7703,44,T7703,00,2,ID,1,02,43T,644044,318444,I,,McR,,1,.,1,,191,173,2,,,,I,41T,1,3.0,KETOTOC?,,,,0,0,0,2003
03IN02135,2000447705,T7705,44,T7705,00,2,ID,1,02,41T,006400,648144,I,,KK,,1,.,2,,183,187,3,,,,I,42T,1,3.0,,,,,0,0,0,2003
03IN02136,2000447719,T7719,44,T7719,00,2,ID,1,02,42T,550544,402044,I,,ISA,,1,.,2,,165,166,2,,,,I,42T,1,3.0,,,,,0,0,0,2003
03IN02137,2000447726,T7726,44,T7726,00,2,ID,1,02,42T,550544,624944,I,,ISA,,B,.,1,,174,185,2,,93,0911,I,,.,3.0,GRAY DOT BACK,,,,0,0,0,2003
03IN02138,2000447733,T7733,44,T7733,00,2,ID,1,02,42T,550544,299144,I,,ISA,,6,.,1,,195,0,0,,05,0611,I,,.,3.0,MASTITIS,,,,0,0,0,2003
03IN02139,2000447735,T7735,44,T7735,00,2,ID,1,02,41T,006400,620744,I,,KK,,6,.,2,,223,0,0,,01,0826,I,,.,3.0,DEAD,,,,0,0,0,2003
03IN02140,2000447737,T7737,44,T7737,00,2,ID,1,02,43T,644044,522744,I,,McR,,1,.,1,,180,193,2,,,,I,42T,1,3.0,,,,,0,0,0,2003
03IN02141,2000447743,T7743,44,T7743,00,2,ID,1,02,41T,006400,592844,I,,KK,,1,.,1,,194,190,2,,19,0920,I,41T,1,3.0,,,,,0,0,0,2003
03IN02142,2000447747,T7747,44,T7747,00,2,ID,1,02,42T,550544,643944,I,,ISA,,B,.,5,,172,200,1,,93,0911,I,,.,3.0,ABORT 3/20/03,,,,0,0,0,2003
03IN02143,2000447759,T7759,44,T7759,00,1,ID,1,02,42T,550544,555744,I,,ISA,,1,.,M,,210,0,0,,,,I,,.,3.0,? QUAD,UI,,,0,0,0,2003
03IN02144,2000447760,T7760,44,T7760,00,2,ID,1,02,42T,550544,555744,I,,ISA,,1,.,1,,189,198,2,,,,I,43T,1,3.0,? QUAD,,,,0,0,0,2003
03IN02145,2000447761,T7761,44,T7761,00,2,ID,1,02,43T,644044,675244,I,,McR,,1,.,1,,160,166,2,,,,I,41T,1,3.0,GOOD,,,,0,0,0,2003
03IN02146,2000447763,T7763,44,T7763,00,1,ID,1,02,42T,550544,585344,.,,ISA,,S,LIB,*,,0,0,0,,93,0505,I,,.,3.0,"BRN. EARS,H4",LIB,,957,0,0,0,2003
03IN02147,2000447768,T7768,44,T7768,00,2,42,1,02,862,668444,484344,.,,,,1,.,1,,134,149,2,,,,C,45,2,3.0,,,,,0,0,0,2003
03IN02148,2000447771,T7771,44,T7771,00,1,ID,1,02,42T,550544,647944,.,,ISA,,P,LIB,*,,0,0,0,,93,0505,I,,.,3.0,,LIB,,967,0,0,0,2003
03IN02149,2000447789,T7789,44,T7789,00,2,41,1,02,412,658544,585844,.,,,,1,.,1,,150,144,2,,,,M,46,2,3.0,,,,,0,0,0,2003
03IN02150,2000447790,T7790,44,T7790,00,2,41,1,02,412,658544,585844,.,,,,V,ORE,2,,194,188,2,,92,0918,M,,.,3.0,,,,4497,0,0,0,2003
03IN02151,2000447791,T7791,44,T7791,00,2,41,1,02,412,658544,585844,.,,,,1,.,1,,173,191,3,,,,M,45T,1,3.0,,,,,0,0,0,2003
03IN02152,2000447793,T7793,44,T7793,00,2,42,1,02,832,664644,518144,.,,,,B,.,5,,136,155,1,,93,0911,C,,.,3.0,,,,,0,0,0,2003
03IN02153,2000447794,T7794,44,T7794,00,1,ID,1,02,41T,006400,618544,I,,KK,,1,.,M,,253,0,0,,,,I,,.,3.0,,UI,,,0,0,0,2003
03IN02154,2000447803,T7803,44,T7803,00,1,ID,1,02,42T,550544,327944,.,,ISA,,V,LIB,M,,239,0,0,,,,I,,.,3.0,"MKT,SURPLUS",LIB,,,0,0,0,2003
03IN02155,2000447804,T7804,44,T7804,00,2,ID,1,02,42T,550544,327944,I,,ISA,,1,.,1,,185,184,2,,,,I,41T,1,3.0,,,,,0,0,0,2003
03IN02156,2000447806,T7806,44,T7806,00,1,41,1,02,413,674844,566644,.,,,,2,117,M,,258,276,0,,92,0918,M,,.,3.0,"NICE,H3 <<",LIB,,4473,0,0,0,2003
03IN02157,2000447808,T7808,44,T7808,00,2,41,1,02,412,658544,468044,.,,,,1,.,2,,188,179,2,,,,M,47,2,3.0,,,,,0,0,0,2003
03IN02158,2000447814,T7814,44,T7814,00,1,41,1,02,414,687744,561644,.,,,,3,.,M,,222,0,0,,93,0819,M,,.,3.0,DUD >works,LIB,,1084,0,0,0,2003
03IN02159,2000447815,T7815,44,T7815,00,1,41,1,02,414,687744,561644,.,,,,V,-3-,M,,243,0,0,,,,M,,.,3.0,"NOTCH,UNEVEN",LWW2,,0,0,0,0,2003
03IN02160,2000447823,T7823,44,T7823,00,2,41,1,02,413,674844,638244,.,,,,1,.,1,,202,193,4,,,,M,45T,1,3.0,,,,,0,0,0,2003
03IN02161,2000447830,T7830,44,T7830,00,2,41,1,02,414,687744,423644,.,,,,3,.,2,,167,163,11,,93,1015,M,,.,3.0,"VLTS,PROBS",,,4312,0,0,0,2003
03IN02162,2000447834,T7834,44,T7834,00,2,41,1,02,414,687744,633444,.,,,,3,.,2,,166,162,11,,93,1015,M,,.,3.0,"LT,L.",,,4254,0,0,0,2003
03IN02163,2000447839,T7839,44,T7839,00,1,42,1,02,812,692944,505244,.,,,,3,LIB,M,,186,0,0,,93,0819,C,,.,3.0,,LIB,,1057,0,0,0,2003
03IN02164,2000447842,T7842,44,T7842,00,2,41,1,02,414,687744,574444,.,,,,V,ORE,2,,170,163,2,,92,0918,M,,.,3.0,,,,4496,0,0,0,2003
03IN02165,2000447843,T7843,44,T7843,00,2,ID,1,02,43T,644044,550644,I,,McR,,V,.,*,,0,0,0,,93,0506,I,,V,3.0,,,,945,0,0,0,2003
03IN02166,2000447849,T7849,44,T7849,00,2,42,1,02,802,656944,638844,.,,,,1,.,1,,165,186,2,,,,C,48,2,3.0,SM.BAG,,,,0,0,0,2003
03IN02167,2000447855,T7855,44,T7855,00,1,42,1,02,852,678944,620244,.,,,,V,-4-,M,,229,0,0,,,,C,,.,3.0,SHORT STAPLE,LIB,,0,0,0,0,2003
03IN02168,2000447861,T7861,44,T7861,00,2,42,1,02,892,673744,610944,.,,,,O,OVX,5,,133,143,1,X,,,.,O,O,3.0,OVX,,41,,0,0,0,2003
03IN02169,2000447864,T7864,44,T7864,00,2,ID,1,02,43T,644044,355344,I,,McR,,6,.,*,,0,0,0,,50,0403,I,,.,3.0,"THIN,PUKER",,,,0,0,0,2003
03IN02170,2000447866,T7866,44,T7866,00,1,42,1,02,812,692944,616044,.,,,,3,-5-,M,,199,0,0,,93,0819,C,,.,3.0,F2,LIB,,1080,0,0,0,2003
03IN02171,2000447871,T7871,44,T7871,00,2,41,1,02,414,687744,439544,.,,,,V,ORE,1,,178,168,2,,92,0918,M,,.,3.0,,,,4509,0,0,0,2003
03IN02172,2000447877,T7877,44,T7877,00,2,41,1,02,414,687744,569344,.,,,,1,.,2,,163,138,2,,,,M,11,3,3.0,,,,,0,0,0,2003
03IN02173,2000447879,T7879,44,T7879,00,2,41,1,02,413,674844,468244,.,,,,1,.,2,,149,155,2,,,,M,12,3,3.0,,,,,0,0,0,2003
03IN02174,2000447885,T7885,44,T7885,00,2,41,1,02,414,687744,532044,.,,,,1,.,1,,196,179,2,,,,M,44T,1,3.0,,,,,0,0,0,2003
03IN02175,2000447889,T7889,44,T7889,00,2,41,1,02,412,658544,556844,.,,,,B,.,5,,162,188,1,,93,0911,M,,.,3.0,,,,,0,0,0,2003
03IN02176,2000447897,T7897,44,T7897,00,1,42,1,02,892,673744,593944,.,,,,3,.,M,,220,0,0,,93,0819,C,,.,3.0,F2+,LIB,,1059,0,0,0,2003
03IN02177,2000447902,T7902,44,T7902,00,2,41,1,02,411,688944,383844,.,,,,B,.,2,,174,198,1,,93,0911,M,,.,3.0,,,,,0,0,0,2003
03IN02178,2000447909,T7909,44,T7909,00,2,42,1,02,812,692944,382644,.,,,,1,.,1,,141,152,2,,19,1118,C,46T,1,3.0,DYSTOCIA,,,,0,0,0,2003
03IN02179,2000447912,T7912,44,T7912,00,2,41,1,02,414,687744,635044,.,,,,1,.,2,,167,172,2,,,,M,13,3,3.0,R.P.,,,,0,0,0,2003
03IN02180,2000447915,T7915,44,T7915,00,2,42,1,02,892,673744,491344,.,,,,1,.,2,,160,161,2,,,,C,14,3,3.0,,,,,0,0,0,2003
03IN02181,2000447917,T7917,44,T7917,00,2,42,1,02,862,668444,544244,.,,,,O,OVX,5,,150,0,0,X,,,.,O,O,3.0,OVX,,42,,0,0,0,2003
03IN02182,2000447921,T7921,44,T7921,00,1,42,1,02,842,654244,572444,.,,,,2,X,M,,205,235,0,,93,0922,C,,.,3.0,,CTL,,4470,0,0,0,2003
03IN02183,2000447922,T7922,44,T7922,00,2,42,1,02,842,654244,572444,.,,,,1,.,2,,136,139,2,,,,C,46T,1,3.0,R.EYE TRT'01,,,,0,0,0,2003
03IN02184,2000447923,T7923,44,T7923,00,2,42,1,02,882,694044,433144,.,,,,1,.,1,,150,171,2,,,,C,15,3,3.0,,,,,0,0,0,2003
03IN02185,2000447925,T7925,44,T7925,00,1,41,1,02,411,688944,525144,.,,,,3,-1-,M,,231,0,0,,93,0819,M,,.,3.0,"D1, D2, ?",LIB,,1091,0,0,0,2003
03IN02186,2000447926,T7926,44,T7926,00,2,41,1,02,411,688944,525144,.,,,,1,.,2,,159,164,2,,,,M,16,3,3.0,,,,,0,0,0,2003
03IN02187,2000447938,T7938,44,T7938,00,2,42,1,02,802,656944,412544,.,,,,B,.,5,,137,158,1,,93,0911,C,,.,3.0,TOO THIN ?,,,,0,0,0,2003
03IN02188,2000447939,T7939,44,T7939,00,1,42,1,02,882,694044,623444,.,,,,V,-4-,M,,246,0,0,,,,C,,.,3.0,"F2, NICE",LIB,,0,0,0,0,2003
03IN02189,2000447945,T7945,44,T7945,00,2,ID,1,02,43T,644044,560944,I,,McR,,1,.,1,,166,173,4,,,,I,42T,1,3.0,THIN,,,,0,0,0,2003
03IN02190,2000447953,T7953,44,T7953,00,2,42,1,02,832,664644,604144,.,,,,1,.,1,,158,168,2,,,,C,45T,1,3.0,,,,,0,0,0,2003
03IN02191,2000447955,T7955,44,T7955,00,1,41,1,02,413,674844,601744,.,,,,V,LIB,M,,241,0,0,,,,M,,.,3.0,F2+,LWW2,,,0,0,0,2003
03IN02192,2000447956,T7956,44,T7956,00,2,42,1,02,812,692944,446444,.,,,,1,.,2,,157,157,4,,,,C,17,3,3.0,,,,,0,0,0,2003
03IN02193,2000447961,T7961,44,T7961,00,2,41,1,02,414,687744,537644,.,,,,B,.,5,,190,208,1,,93,0911,M,,.,3.0,,,,,0,0,0,2003
03IN02194,2000447965,T7965,44,T7965,00,1,42,1,02,832,664644,567244,.,,,,2,X,M,,246,252,0,,93,0922,C,,.,3.0,"F5+,3-",LIB,,4471,0,0,0,2003
03IN02195,2000447971,T7971,44,T7971,00,1,41,1,02,411,688944,477844,.,,,,3,LIB,M,,162,0,0,,93,0819,M,,.,3.0,"X,SICK,SM.TST",LIB,,1072,0,0,0,2003
03IN02196,2000447983,T7983,44,T7983,00,1,42,1,02,842,654244,614644,.,,,,V,LIB,M,,193,0,0,,,,C,,.,3.0,F2,CTL,,,0,0,0,2003
03IN02197,2000447988,T7988,44,T7988,00,1,42,1,02,862,668444,523544,.,,,,3,.,M,,224,0,0,,93,0819,C,,.,3.0,DUD >works,CTL,,1089,0,0,0,2003
03IN02198,2000447990,T7990,44,T7990,00,1,41,1,02,412,658544,636444,.,,,,S,LIB,*,,0,0,0,,93,0505,M,,.,3.0,F4-,LWW2,,962,0,0,0,2003
03IN02199,2000447993,T7993,44,T7993,00,2,42,1,02,912,684544,527144,.,,,,B,.,5,,155,175,1,,93,0911,C,,U,3.0,,U,,,0,0,0,2003
03IN02200,2000447995,T7995,44,T7995,00,2,41,1,02,412,658544,444844,.,,,,1,.,1,,192,190,2,,,,M,44T,1,3.0,?BAG,,,,0,0,0,2003
03IN02201,2000448001,T8001,44,T8001,00,2,42,1,02,882,694044,526444,.,,,,V,ORE,2,,179,165,2,,92,0918,C,,.,3.0,SM.BAG,,,4510,0,0,0,2003
03IN02202,2000448006,T8006,44,T8006,00,2,41,1,02,414,687744,382944,.,,,,1,.,2,,128,142,2,,,,M,18,3,3.0,THIN,,,,0,0,0,2003
03IN02203,2000448009,T8009,44,T8009,00,2,42,1,02,872,673944,545644,.,,,,O,OVX,5,,134,0,0,X,,,.,O,O,3.0,"ENTR,OVX",,43,,0,0,0,2003
03IN02204,2000448014,T8014,44,T8014,00,2,41,1,02,411,688944,441544,.,,,,B,.,W,,154,191,1,,93,0911,M,,.,3.0,"MASTITIS,X",,,,0,0,0,2003
03IN02205,2000448018,T8018,44,T8018,00,2,42,1,02,862,668444,577544,.,,,,V,ORE,2,,178,175,2,,92,0918,C,,.,3.0,,,,4501,0,0,0,2003
03IN02206,2000448025,T8025,44,T8025,00,1,42,1,02,832,664644,535944,.,,,,V,LIB,M,,267,0,0,,,,C,,.,3.0,DUD>works,CTL,,,0,0,0,2003
03IN02207,2000448026,T8026,44,T8026,00,2,42,1,02,842,654244,617744,.,,,,1,.,2,,129,134,2,,,,C,46T,1,3.0,,,,,0,0,0,2003
03IN02208,2000448034,T8034,44,T8034,00,2,42,1,02,812,692944,482344,.,,,,1,.,1,,133,148,2,,,,C,45T,1,3.0,,,,,0,0,0,2003
