ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
D12LA00001,12LA00001,12,H4805,05,,M3,X0000,82,3.0,3,30,97,2,0,Y,.,022112,52,0,0,.,0.0,.,.,.,,,,0,52,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,MP,J,1,,1,1,1,0,0,0.0,0,2012-02-21,0.0,,,,,
D12LA00002,12LA00002,12,X5812,82,97,15,K4438,64,4.0,4,97,06,1,0,N,.,022312,54,9,0,.,0.0,.,.,.,,,,0,54,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,3,0,0,0.0,0,2012-02-23,0.0,,,,,
D12LA00003,12LA00003,12,X8791,82,,6,X7419,82,2.0,2,97,TC,1,0,N,.,022312,54,0,0,.,0.0,.,.,.,,,,0,54,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-02-23,0.0,,,,,
D12LA00004,12LA00004,12,H7061,05,,e10,H6258,05,1.0,1,30,30,4,0,Y,.,021512,46,0,0,.,0.0,.,.,.,,,,0,46,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-02-15,0.028,,,,,
D12LA00005,12LA00005,12,Z0340,83,,e6,X8686,82,1.0,1,CM,CM,4,0,N,.,021512,46,0,0,.,0.0,.,.,.,,,,0,46,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-02-15,0.019,,,,,
D12LA00006,12LA00006,12,Z0428,83,,e20,K0000,64,1.0,1,R3,06,4,0,Y,.,021512,46,0,0,.,0.0,.,.,.,,,,0,46,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,MP,J,1,,1,1,1,0,0,0.0,0,2012-02-15,0.0,,,,,
D12LA00007,12LA00007,12,X8947,82,00,brt,X0000,82,2.0,2,33,97,5,0,Y,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,brt,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.0,,,,,
D12LA00008,12LA00008,12,X8906,82,,37,X7276,82,2.0,2,SC,T3,1,0,N,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.003,,,,,
D12LA00009,12LA00009,12,T3213,45,,30,T3164,45,2.0,2,02,02,1,0,N,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.037,,,,,
D12LA00010,12LA00010,12,K4653,64,,15,K4438,64,2.0,2,06,06,1,0,N,.,022912,60,0,0,.,0.0,.,.,.,,,,0,60,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-02-29,0.065,,,,,
D12LA00011,12LA00011,12,L0038,70,,17,L0129,70,3.0,3,PC,PC,1,0,N,.,030612,66,0,0,.,0.0,.,.,.,,,,0,66,27,,,ABORTED,IMM.NOT.FOUND,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-03-06,0.006,,,,,
2012830875,12LA00012,12,X4980,82,00,21,X7415,82,5.0,5,TC,97,1,0,N,.,031012,70,8,3,1,10.4,5,1,Z0875,83,,S3,,,,,,.,4TEATS,1,1,..,.,J,1,,1,1,2,1,1,1.0,82,2012-03-10,0.0,39,117,1,,
2012830876,12LA00013,12,X4980,82,00,21,X7415,82,5.0,5,TC,97,1,0,N,.,031012,70,8,3,1,11.2,5,1,Z0876,83,,S3,,,,,,.,.,1,1,..,.,J,2,,0,0,0,1,1,1.0,80,2012-03-10,0.0,38,117,1,,
2012830877,12LA00014,12,X8905,82,,13,H5144,05,2.0,2,BL,BL,1,0,Y,.,031012,70,5,3,2,14.0,9,1,Z0877,83,,BL,,,,,,SLS.MORE,NICE LAMB,1,1,..,.,J,1,,1,1,1,1,1,1.0,91,2012-03-10,0.0,43,117,1,,
2012830878,12LA00015,12,X8604,82,,2,X6217,82,2.0,2,97,TC,1,0,N,.,031012,70,8,1,3,8.1,5,1,Z0878,83,,S3,3,76,93,X9261,-,THIN.LOW.MILK,4TEATS,1,1,..,OR,J,1,,1,1,2,1,0,0.0,0,2012-03-10,0.0,,,,,
2012830879,12LA00016,12,X8604,82,,2,X6217,82,2.0,2,97,TC,1,0,N,.,031012,70,8,1,1,8.6,5,1,Z0879,83,,S3,,0,,,,.,4T.Laz316,1,1,..,OR,J,2,,0,0,0,1,1,1.0,87,2012-03-10,0.0,42,117,3,,
D12LA00017,12LA00017,12,K4649,64,,20,K4665,64,2.0,2,06,06,1,0,N,.,031012,70,1,2,2,7.2,1,1,.,,,,1,70,44,,,DRY,DAB,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-03-10,0.054,,,,,
2012700554,12LA00018,12,X8732,82,,10,X7303,82,2.0,2,S3,C3,1,0,N,.,031012,70,8,3,1,12.5,5,1,L0554,70,,PC,,,,,,SRS.MORE,4TEATS,1,1,..,OR,J,1,,1,1,2,1,1,1.0,79,2012-03-10,0.008,37,117,3,,
2012700555,12LA00019,12,X8732,82,,10,X7303,82,2.0,2,S3,C3,1,0,N,.,031012,70,8,3,2,10.9,5,1,L0555,70,,PC,,,,,,.,E2E,1,1,..,OR,J,2,,0,0,0,1,1,1.0,64,2012-03-10,0.008,29,117,3,,
2012700556,12LA00020,12,X6703,82,99,9,X8671,82,4.0,4,S3,C3,1,0,N,.,031012,70,5,3,2,12.3,1,1,L0556,70,,PC,,,,,,.,E.L.EYE,1,1,..,OR,J,1,,1,1,1,1,1,1.0,91,2012-03-10,0.011,43,117,3,,
2012454101,12LA00021,12,T3313,45,,30,T3164,45,2.0,2,02,02,1,0,N,.,031012,70,5,3,2,10.9,1,1,T4101,45,,02,,,,,,SLS.SL.MORE,.,1,1,..,.,J,1,,1,1,1,1,1,1.0,87,2012-03-10,0.028,42,117,1,,
D12LA00022,12LA00022,12,X9261,82,,22,X8755,82,2.0,2,TC,97,1,0,N,.,031112,71,1,3,2,9.2,5,1,.,,,,1,71,44,Z0878,+,.,DAB,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-03-11,0.0,,,,,
D12LA00023,12LA00023,12,X7492,82,,22,X8755,82,3.0,3,TC,97,1,0,N,.,031112,71,4,3,2,7.4,5,1,.,,,,1,71,44,,,DRY,DAB,1,1,..,.,J,1,,1,1,2,0,0,0.0,0,2012-03-11,0.0,,,,,
D12LA00024,12LA00024,12,X7492,82,,22,X8755,82,3.0,3,TC,97,1,0,N,.,031112,71,4,3,1,5.9,5,1,.,,,,0,71,27,,,.,IMM,1,1,..,.,J,2,,0,0,0,0,0,0.0,0,2012-03-11,0.0,,,,,
2012700557,12LA00025,12,X9498,82,,9,X8671,82,2.0,2,S3,C3,1,0,N,.,031112,71,8,2,1,8.7,5,1,L0557,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,70,2012-03-11,0.003,30,117,3,,
2012700558,12LA00026,12,X9498,82,,9,X8671,82,2.0,2,S3,C3,1,0,N,.,031112,71,8,2,2,11.4,5,1,L0558,70,,PC,,,,,,.,4TEATS,1,1,..,OR,J,2,,0,0,0,1,1,1.0,73,2012-03-11,0.003,36,117,3,,
D12LA00027,12LA00027,12,T2790,45,,29,T3077,45,3.0,3,02,02,1,0,N,.,031112,71,9,0,2,9.1,1,1,.,,,,1,71,44,,,C.SECTION.EUTH,DAB.HYDROPS,C,S,..,.,J,1,,1,1,3,0,0,0.0,0,2012-03-11,0.05,,,,,
D12LA00028,12LA00028,12,T2790,45,,29,T3077,45,3.0,3,02,02,1,0,N,.,031112,71,9,0,2,11.9,1,1,.,,,,1,71,44,,,.,DAB.HYDROPS,C,S,..,.,J,2,,0,0,0,0,0,0.0,0,2012-03-11,0.05,,,,,
D12LA00029,12LA00029,12,T2790,45,,29,T3077,45,3.0,3,02,02,1,0,N,.,031112,71,9,0,1,7.8,1,1,.,,,,1,71,44,,,.,DAB.HYDROPS,C,S,..,.,J,3,,0,0,0,0,0,0.0,0,2012-03-11,0.05,,,,,
2012830880,12LA00030,12,X8591,82,,22,X8755,82,2.0,2,97,97,1,0,N,.,031112,71,5,3,2,11.0,6,1,Z0880,83,,97,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,84,2012-03-11,0.026,41,117,3,,
2012830881,12LA00031,12,K3387,64,6T,21,X7415,82,7.0,7,06,97,1,0,N,.,031212,72,8,3,1,9.1,5,1,Z0881,83,,SC,,,,,,SRS.SL.MORE,LT.SMUT,1,1,..,.,J,1,,1,1,2,1,1,1.0,71,2012-03-12,0.0,31,117,1,,
2012830882,12LA00032,12,K3387,64,6T,21,X7415,82,7.0,7,06,97,1,0,N,.,031212,72,8,3,1,9.4,5,1,Z0882,83,,SC,,,,,,.,.,1,1,..,.,J,2,,0,0,0,1,1,1.0,63,2012-03-12,0.0,30,117,1,,
2012700559,12LA00033,12,L0144,70,,19,L0165,70,2.0,2,PC,PC,1,0,N,.,031212,72,5,3,1,14.5,5,1,L0559,70,,PC,,,,,,SRS.MORE,NICE.LT.SMUT,1,1,..,OR,J,1,,1,1,1,1,1,1.0,75,2012-03-12,0.003,37,117,3,,
2012700560,12LA00034,12,X4930,82,00,36,X7237,82,5.0,5,SC,T3,1,0,N,.,031212,72,5,3,1,12.6,5,1,L0560,70,,PC,,,,,,SRS.SL.MORE,1/4.BL.NICE,1,1,..,OR,J,1,,1,1,1,1,1,1.0,108,2012-03-12,0.005,47,117,3,,
2012454102,12LA00035,12,T0805,45,48,32,T3312,45,6.0,6,02,02,1,0,N,.,031212,72,8,1,2,6.1,1,1,T4102,45,,02,,,,T2176,-,THIN.DRIED,.,1,1,..,.,J,1,,1,1,2,1,1,0.5,70,2012-03-12,0.027,31,117,1,,
2012454103,12LA00036,12,T0805,45,48,32,T3312,45,6.0,6,02,02,1,0,N,.,031212,72,8,1,2,6.6,1,1,T4103,45,,02,,,,X3400,-,LOW CLR MILK,.,1,1,..,.,J,2,,0,0,0,1,1,0.5,80,2012-03-12,0.027,38,117,H,,
2012700561,12LA00037,12,X7120,82,99,9,X8671,82,4.0,4,S3,C3,1,0,N,.,031212,72,8,3,1,11.2,2,1,L0561,70,,PC,,,,,,.,1ST.4T.SNOTTY,1,1,..,OR,J,1,,1,1,2,1,1,1.0,64,2012-03-12,0.003,33,117,3,,
2012700562,12LA00038,12,X7120,82,99,9,X8671,82,4.0,4,S3,C3,1,0,N,.,031212,72,8,3,1,9.0,5,1,L0562,70,,PC,,,,,,.,2ND.3/4.BL,3,3,..,OR,J,2,,0,0,0,1,1,1.0,73,2012-03-12,0.003,32,117,3,,
2012700563,12LA00039,12,X7270,82,,12,X8865,82,3.0,3,T3,SC,1,0,N,.,031212,72,8,2,2,9.3,5,1,L0563,70,,PC,,,,,,COLOSTRUM,1/4.BLACK,1,1,..,OR,J,1,,1,1,2,1,1,1.0,77,2012-03-12,0.007,30,117,3,,
2012700564,12LA00040,12,X7270,82,,12,X8865,82,3.0,3,T3,SC,1,0,N,.,031212,72,8,2,1,7.9,5,1,L0564,70,,PC,7,197,97,,,.,.,1,1,..,OR,J,2,,0,0,0,1,0,,0,2012-03-12,0.007,22,117,3,,
2012830883,12LA00041,12,X8578,82,,13,H5144,05,2.0,2,BL,BL,1,0,Y,.,031212,72,5,4,2,9.8,8,1,Z0883,83,,00,,,,,,.,E.L.E,1,1,..,.,J,1,,1,1,1,1,1,1.0,68,2012-03-12,0.0,33,117,1,,
2012700565,12LA00042,12,X6291,82,99,8,X8830,82,4.0,4,C3,S3,1,0,N,.,031212,72,8,3,1,10.5,5,1,L0565,70,,PC,6,182,10,,,.,1/2.BROWN,1,1,..,OR,J,1,,1,1,2,1,0,0.0,0,2012-03-12,0.008,26,117,3,,
2012700566,12LA00043,12,X6291,82,99,8,X8830,82,4.0,4,C3,S3,1,0,N,.,031212,72,8,3,1,10.8,5,1,L0566,70,,PC,,,,,,.,4T.1/4.GRAY,1,1,..,OR,J,2,,0,0,0,1,1,1.0,70,2012-03-12,0.008,28,117,3,,
2012830884,12LA00044,12,X6154,82,97,24,X9339,82,4.0,4,97,97,1,0,N,.,031212,72,8,3,2,14.0,6,1,Z0884,83,,97,,,,,,.,4TEATS,1,1,..,OR,J,1,,1,1,2,1,1,1.0,69,2012-03-12,0.013,42,117,3,,
2012830885,12LA00045,12,X6154,82,97,24,X9339,82,4.0,4,97,97,1,0,N,.,031212,72,8,3,1,13.3,6,1,Z0885,83,,97,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,74,2012-03-12,0.013,37,117,3,,
2012700567,12LA00046,12,X6862,82,99,9,X8671,82,4.0,4,S3,C3,1,0,N,.,031212,72,5,4,2,14.8,5,1,L0567,70,,PC,,,,,,.,BRITCHY,1,1,..,OR,J,1,,1,1,1,1,1,1.0,101,2012-03-12,0.011,52,117,3,,
2012700568,12LA00047,12,L0085,70,,17,L0129,70,2.0,2,PC,PC,1,0,N,.,031212,72,5,4,1,16.1,5,1,L0568,70,,PC,,,,,,LF LAME,1/8.BLACK,1,1,..,OR,J,1,,1,1,1,1,1,1.0,93,2012-03-12,0.004,47,117,3,,
2012700569,12LA00048,12,X8892,82,,37,X7276,82,2.0,2,CS,T3,1,0,N,.,031212,72,8,3,1,8.6,5,1,L0569,70,,PC,7,197,97,,,.,3/4.BLACK,1,1,..,OR,J,1,,1,1,2,1,0,,0,2012-03-12,0.002,19,117,3,,
2012700570,12LA00049,12,X8892,82,,37,X7276,82,2.0,2,CS,T3,1,0,N,.,031212,72,8,3,2,8.1,5,1,L0570,70,,PC,,,,,,.,1/4.BLACK,1,1,..,OR,J,2,,0,0,0,1,1,1.0,63,2012-03-12,0.002,25,117,3,,
2012830886,12LA00050,12,K4695,64,,22,X8755,82,2.0,2,06,97,1,0,N,.,031212,72,5,3,1,12.1,5,1,Z0886,83,,SC,,,,,,.,3T,1,1,..,.,J,1,,1,1,1,1,1,1.0,90,2012-03-12,0.0,42,117,1,,
D12LA00051,12LA00051,12,L0046,70,,18,L0151,70,2.0,2,PC,PC,1,0,N,.,031212,72,1,3,1,10.0,5,1,.,,,,1,72,44,,,DRY 3/14,+T4102&T4103,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2012-03-12,0.007,,,,,
2012830887,12LA00052,12,X8535,82,,13,H5144,05,2.0,2,BL,BL,1,0,Y,.,031212,72,8,4,3,13.2,9,1,Z0887,83,,BL,,,,,,.,3T,1,1,..,.,J,1,,1,1,2,1,1,1.0,78,2012-03-12,0.0,36,117,1,,
2012830888,12LA00053,12,X8535,82,,13,H5144,05,2.0,2,BL,BL,1,0,Y,.,031212,72,8,4,3,12.7,9,1,Z0888,83,,BL,,,,,,.,3T,1,1,..,.,J,2,,0,0,0,1,1,1.0,72,2012-03-12,0.0,35,117,1,,
2012644858,12LA00054,12,K4414,64,6T,14,K4434,64,4.0,4,06,06,1,0,N,.,031312,73,5,3,1,14.4,2,1,K4858,64,,06,,,,,,VLTS.VPROLAPSE,BRN.FRECK.NOSE,1,1,..,OR,J,1,,1,1,1,1,1,1.0,108,2012-03-13,0.003,52,117,3,,
2012454104,12LA00055,12,T2347,45,,30,T3164,45,3.0,3,02,02,1,0,N,.,031312,73,8,3,1,11.5,1,1,T4104,45,,02,6,123,10,,,ARTHRITIS,.,1,1,..,.,J,1,,1,1,2,1,0,0.0,0,2012-03-13,0.023,19,117,1,,
2012454105,12LA00056,12,T2347,45,,30,T3164,45,3.0,3,02,02,1,0,N,.,031312,73,8,3,2,10.1,1,1,T4105,45,,02,,,,,,.,PINK,1,1,..,.,J,2,,0,0,0,1,1,1.0,37,2012-03-13,0.023,16,117,1,,
2012454106,12LA00057,12,T2995,45,,27,T2734,45,2.0,2,02,02,1,0,N,.,031312,73,8,3,2,14.3,1,1,T4106,45,,02,,,,,,.,4T.BRITCHY,1,1,..,.,J,1,,1,1,2,1,1,1.0,74,2012-03-13,0.034,30,117,1,,
2012454107,12LA00058,12,T2995,45,,27,T2734,45,2.0,2,02,02,1,0,N,.,031312,73,8,3,1,10.8,1,1,T4107,45,,02,,,,,,.,4T.PINK,1,1,..,.,J,2,,0,0,0,1,1,1.0,58,2012-03-13,0.034,28,117,1,,
2012700571,12LA00059,12,X6259,82,99,36,X7237,82,4.0,4,SC,T3,1,0,N,.,031312,73,8,3,2,10.3,5,1,L0571,70,,PC,,,,,,.,.25GRAY.E.R.EYE,1,1,..,OR,J,1,,1,1,2,1,1,1.0,101,2012-03-13,0.002,42,117,3,,
2012700572,12LA00060,12,X6259,82,99,36,X7237,82,4.0,4,SC,T3,1,0,N,.,031312,73,8,3,1,10.6,2,1,L0572,70,,PC,6,91,85,,,.,E.R.E.VLTBRNOSE,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2012-03-13,0.002,,,,,
2012830889,12LA00061,12,X8541,82,,23,X9282,82,2.0,2,97,97,1,0,N,.,031312,73,8,2,2,12.9,6,1,Z0889,83,,97,,,,,,COLOSTRUM,3T.NICE,1,1,..,OR,J,1,,1,1,2,1,1,1.0,69,2012-03-13,0.037,37,117,3,,
2012830890,12LA00062,12,X8541,82,,23,X9282,82,2.0,2,97,97,1,0,N,.,031312,73,8,2,1,10.0,6,1,Z0890,83,,97,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,50,2012-03-13,0.037,26,117,3,,
2012700573,12LA00063,12,X6208,82,99,37,X7276,82,4.0,4,SC,T3,1,0,N,.,031312,73,8,3,1,11.0,5,1,L0573,70,,PC,,,,,,R.EYE.CLOUDY,.4BLACK,1,1,..,OR,J,1,,1,1,2,1,1,1.0,84,2012-03-13,0.004,41,117,3,,
2012700574,12LA00064,12,X6208,82,99,37,X7276,82,4.0,4,SC,T3,1,0,N,.,031312,73,8,3,1,11.9,5,1,L0574,70,,PC,,,,,,SRS.MORE,.25BLACK,1,1,..,OR,J,2,,0,0,0,1,1,1.0,87,2012-03-13,0.004,42,117,3,,
2012830891,12LA00065,12,H2998,05,00,brt,X0000,82,5.0,5,33,97,5,7,Y,.,031312,73,5,3,3,12.8,5,1,Z0891,83,,00,,,,,,.,4TEATS,1,1,..,brt,J,1,,1,1,1,1,1,1.0,112,2012-03-13,0.0,52,117,H,,
2012830892,12LA00066,12,T2849,45,,34,X0000,82,2.0,2,02,00,1,0,N,.,031312,73,5,3,3,11.6,5,1,Z0892,83,,00,,,,,,NOT.HER.LAMB,.,1,1,..,.,J,1,,1,1,1,1,1,1.0,83,2012-03-13,0.0,36,117,1,,
2012700575,12LA00067,12,X6873,82,99,12,X8865,82,4.0,4,T3,SC,1,0,N,.,031312,73,8,3,2,9.9,5,1,L0575,70,,PC,,,,,,CLOUDY L EYE,.2.BLACK,1,1,..,OR,J,1,,1,1,2,1,1,1.0,58,2012-03-13,0.008,26,117,3,,
2012700576,12LA00068,12,X6873,82,99,12,X8865,82,4.0,4,T3,SC,1,0,N,.,031312,73,8,3,2,11.3,5,1,L0576,70,,PC,,,,,,.,.2BLACK.BRITCHY,1,1,..,OR,J,2,,0,0,0,1,1,1.0,74,2012-03-13,0.008,34,117,3,,
2012700577,12LA00069,12,X8631,82,,37,X7276,82,2.0,2,CS,T3,1,0,N,.,031312,73,8,2,2,9.0,5,1,L0577,70,,PC,,,,,,SRS.MORECOLOST,.1BLACK,1,1,..,OR,J,1,,1,1,2,1,1,1.0,68,2012-03-13,0.003,28,117,3,,
2012700578,12LA00070,12,X8631,82,,37,X7276,82,2.0,2,CS,T3,1,0,N,.,031312,73,8,2,2,8.4,5,1,L0578,70,,PC,,,,,,.,.1GRAY,1,1,..,OR,J,2,,0,0,0,1,1,1.0,61,2012-03-13,0.003,29,117,3,,
2012700579,12LA00071,12,L0054,70,,17,L0129,70,2.0,2,PC,PC,1,0,N,.,031312,73,8,3,2,9.6,5,1,L0579,70,,PC,7,197,97,,,.,.8BROWN,1,1,..,OR,J,1,,1,1,2,1,0,,0,2012-03-13,0.008,29,117,3,,
2012700580,12LA00072,12,L0054,70,,17,L0129,70,2.0,2,PC,PC,1,0,N,.,031312,73,8,3,1,9.6,5,1,L0580,70,,PC,,,,,,.,.2BROWN.E2E,1,1,..,OR,J,2,,0,0,0,1,1,1.0,60,2012-03-13,0.008,24,117,3,,
2012454108,12LA00073,12,T0986,45,48,27,T2734,45,6.0,6,02,02,1,0,N,.,031312,73,5,2,2,11.6,1,1,T4108,45,,02,,,,,,.,HAIRY,1,1,..,.,J,1,,1,1,1,1,1,1.0,92,2012-03-13,0.048,41,117,1,,
2012830893,12LA00074,12,X8991,82,,24,X9339,82,2.0,2,TC,97,1,0,N,.,031312,73,8,2,2,8.8,5,1,Z0893,83,,S3,,,,,,.,70BLK.SCOURS,1,1,..,.,J,1,,1,1,2,1,1,1.0,68,2012-03-13,0.0,30,117,1,,
2012830894,12LA00075,12,X8991,82,,24,X9339,82,2.0,2,TC,97,1,0,N,.,031312,73,8,2,2,9.0,5,1,Z0894,83,,S3,,,,,,.,80BLK,1,1,..,.,J,2,,0,0,0,1,1,1.0,77,2012-03-13,0.0,34,117,1,,
2012830895,12LA00076,12,X7523,82,,21,X7415,82,3.0,3,TC,97,1,0,N,.,031312,73,5,3,1,8.6,5,1,Z0895,83,,S3,6,75,66,Z0940,+,.,50BLK  ADR,1,1,..,.,J,1,,1,1,1,1,0,0.5,0,2012-03-13,0.0,,,,,
2012830896,12LA00077,12,X7496,82,,20,K4665,64,3.0,3,TS,06,1,0,N,.,031312,74,8,3,1,12.6,5,1,Z0896,83,,C3,,,,,,.,05GRAY,1,1,..,.,J,1,,1,1,2,1,1,1.0,67,2012-03-13,0.0,35,117,1,,
2012830897,12LA00078,12,X7496,82,,20,K4665,64,3.0,3,TS,06,1,0,N,.,031312,73,8,3,1,12.9,5,1,Z0897,83,,C3,,0,,,,.,H.05GR.Laz314UK,1,1,..,.,J,2,,0,0,0,1,1,1.0,75,2012-03-13,0.0,32,117,1,,
2012700585,12LA00079,12,L0013,70,,17,L0129,70,3.0,3,PC,PC,1,0,N,.,031312,74,8,2,1,11.0,5,1,L0585,70,,PC,,,,,,R EYE ULCER,20BLK WASZ0898,1,1,..,OR,J,1,,1,1,2,1,1,1.0,69,2012-03-13,0.004,34,117,3,,
2012700586,12LA00080,12,L0013,70,,17,L0129,70,3.0,3,PC,PC,1,0,N,.,031312,74,8,2,1,13.1,5,1,L0586,70,,PC,,,,,,.,80BRN  WASZ0899,1,1,..,OR,J,2,,0,0,0,1,1,1.0,69,2012-03-13,0.004,33,117,3,,
2012700587,12LA00081,12,X8580,82,,11,X8834,82,2.0,2,T3,CS,1,0,N,.,031312,74,5,2,1,14.9,5,1,L0587,70,,PC,,,,,,.,05GR  WASZ0900,1,1,..,OR,J,1,,1,1,1,1,1,1.0,113,2012-03-13,0.008,55,117,3,,
2012700588,12LA00082,12,X5711,82,99,36,X7237,82,4.0,4,CS,T3,1,0,N,.,031312,74,8,2,2,10.9,5,1,L0588,70,,PC,,,,,,.,05GR WASZ0901,1,1,..,OR,J,1,,1,1,2,1,1,1.0,88,2012-03-13,0.018,31,117,3,,
2012700589,12LA00083,12,X5711,82,99,36,X7237,82,4.0,4,CS,T3,1,0,N,.,031312,74,8,2,2,11.2,5,1,L0589,70,,PC,6,123,10,,,.,10BLK  WASZ0902,1,1,..,OR,J,2,,0,0,0,1,0,0.0,0,2012-03-13,0.018,39,117,3,,
2012700590,12LA00084,12,X4446,82,00,37,X7276,82,5.0,5,SC,T3,1,0,N,.,031312,74,8,1,2,12.9,5,1,L0590,70,,PC,,,,,,BAD LEFT SIDE,4 20BLK WASZ903,1,1,..,OR,J,1,,1,1,2,1,1,1.0,88,2012-03-13,0.005,42,117,3,,
2012700591,12LA00085,12,X4446,82,00,37,X7276,82,5.0,5,SC,T3,1,0,N,.,031312,74,8,1,2,10.9,5,1,L0591,70,,PC,,,,H3812,-,.,20BRN WASZ0904,1,1,..,OR,J,2,,0,0,0,1,1,0.5,93,2012-03-13,0.005,39,117,3,,
2012830905,12LA00086,12,H3812,05,88,BRT,K0000,64,4.0,4,30,06,5,0,Y,.,031412,74,8,2,2,9.0,1,1,Z0905,83,,33,6,74,14,L0591,+,ORANGE DOT,.,1,1,..,brt,J,1,,1,1,2,1,0,0.5,0,2012-03-14,0.0,,,,,
2012830906,12LA00087,12,H3812,05,88,BRT,K0000,64,4.0,4,30,06,5,0,Y,.,031412,74,8,2,1,9.0,1,1,Z0906,83,,33,6,74,14,,,LAME L. REAR,.,1,1,..,brt,J,2,,0,0,0,1,0,0.0,0,2012-03-14,0.0,,,,,
2012830907,12LA00088,12,X3133,82,00,37,X7276,82,6.0,6,SC,T3,1,0,N,.,031312,73,8,3,1,13.4,5,1,Z0907,83,,PC,6,75,46,,,RR LAME,05GRAY,1,1,..,OR,J,1,,1,1,2,1,0,0.0,0,2012-03-13,0.003,,,,,
2012700592,12LA00089,12,X3133,82,00,37,X7276,82,6.0,6,SC,T3,1,0,N,.,031312,74,8,3,2,11.0,5,1,L0592,70,,PC,,,,,,.,50BLK WASZ0908,1,1,..,OR,J,2,,0,0,0,1,1,1.0,107,2012-03-13,0.003,48,117,3,,
D12LA00090,12LA00090,12,X6060,82,97,20,K4665,64,4.0,4,97,06,1,0,N,.,031312,73,1,1,2,5.6,5,1,.,,,,1,73,44,,,DRY,.,1,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2012-03-13,0.0,,,,,
D12LA00091,12LA00091,12,T2829,45,,35,T3433,45,3.0,3,02,02,1,0,N,.,031412,74,1,0,2,8.0,1,1,.,,,,1,74,44,,,DRY,.,1,1,..,.,J,1,,1,1,1,0,0,0.0,0,2012-03-14,0.016,,,,,
2012454109,12LA00092,12,T1305,45,ID,30,T3164,45,5.0,5,02,02,1,7,N,.,031412,74,5,3,2,12.2,1,1,T4109,45,,02,,,,,,.,3TEAT,1,1,..,.,J,1,,1,1,1,1,1,1.0,87,2012-03-14,0.014,36,117,1,,
2012454110,12LA00093,12,T2594,45,,25,T3138,45,3.0,3,02,02,1,0,N,.,031412,74,5,2,1,11.6,1,1,T4110,45,,02,6,81,19,,,LT.,.,1,1,..,.,J,1,,1,1,1,1,0,0.0,0,2012-03-14,0.034,,,,,
2012454111,12LA00094,12,T2176,45,48,30,T3164,45,4.0,4,02,02,1,0,N,.,031412,74,8,2,1,10.0,1,1,T4111,45,,02,6,74,14,T4102,+,.,.,1,1,..,.,J,1,,1,1,2,1,0,0.5,0,2012-03-14,0.03,,,,,
2012454112,12LA00095,12,T2176,45,48,30,T3164,45,4.0,4,02,02,1,0,N,.,031412,74,8,2,2,9.4,1,1,T4112,45,,02,6,74,14,,,.,.,1,1,..,.,J,2,,0,0,0,1,0,0.0,0,2012-03-14,0.03,,,,,
2012830909,12LA00096,12,H2683,05,00,brt,X0000,82,6.0,6,33,97,5,7,Y,.,031412,74,8,2,3,11.2,5,1,Z0909,83,,00,,,,,,.,90BRN,1,1,..,brt,J,1,,1,1,2,1,1,1.0,85,2012-03-14,0.0,33,117,H,,
