UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
12FE00001,12,1,X7486,1,8,7,14,0.88,2.0
12FE00002,12,2,X6217,1,10,10,16,1.0,1.6
12FE00003,12,3,X8575,1,10,8,13,0.8,1.63
12FE00004,12,4,X8796,1,8,5,9,0.63,1.8
12FE00005,12,5,X7343,1,12,9,17,0.75,1.89
12FE00006,12,6,X7419,1,11,10,20,0.91,2.0
12FE00007,12,7,X8729,1,12,8,13,0.67,1.63
12FE00008,12,8,X8830,1,12,12,23,1.0,1.92
12FE00009,12,9,X8671,1,16,14,26,0.88,1.86
12FE00010,12,10,X7303,1,17,16,29,0.94,1.81
12FE00067,12,e12,R8107,4,19,5,5,0.26,1.0
12FE00068,12,e13,L0107,4,27,17,20,0.63,1.18
12FE00069,12,e14,L0139,4,26,15,19,0.58,1.27
12FE00070,12,e15,L0239,4,26,17,18,0.65,1.06
12FE00071,12,e16,X7416,4,39,16,20,0.41,1.25
12FE00072,12,e21,T2922,4,9,5,5,0.56,1.0
12FE00073,12,e22,T3214,4,9,3,4,0.33,1.33
12FE00074,12,e23,T3264,4,4,2,3,0.5,1.5
12FE00075,12,e24,T3307,4,5,3,4,0.6,1.33
12FE00076,12,e25,T3383,4,5,3,3,0.6,1.0
