UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
14FE00001,14,e2,Z1226,4,13,8,9,0.62,1.13
14FE00002,14,e10,Z1449,4,20,13,16,0.65,1.23
14FE00003,14,25,X9851,4,19,16,23,0.84,1.44
14FE00004,14,e7,L0289,4,16,13,17,0.81,1.31
14FE00005,14,26,X9661,4,21,20,30,0.95,1.5
14FE00006,14,e1,Z0370,4,6,5,6,0.83,1.2
14FE00007,14,35,T4422,2,31,31,53,1.0,1.71
14FE00008,14,e9,H7881,4,25,24,38,0.96,1.58
14FE00009,14,e6,T4336,4,21,15,17,0.71,1.13
14FE00010,14,e8,H7543,4,17,16,24,0.94,1.5
14FE00043,14,23,R8405,1,26,25,40,0.96,1.6
14FE00044,14,18,R9215,1,22,15,30,0.68,2.0
14FE00045,14,39,T3862,2,35,35,56,1.0,1.6
14FE00046,14,27,K4875,2,20,20,34,1.0,1.7
14FE00047,14,38,T2482,2,32,30,50,0.94,1.67
14FE00048,14,28,K4756,2,22,20,36,0.91,1.8
14FE00049,14,31,T3214,2,30,30,47,1.0,1.57
14FE00050,14,29,K4800,2,24,23,45,0.96,1.96
14FE00051,14,30,T4636,2,19,16,27,0.84,1.69
14FE00052,14,33,T3158,2,31,30,50,0.97,1.67
