UID,YR,BPEN,SIRE,BGRP,Y1,Y2,Y3,FERT,PROL
22FE00001,22,38,A0792,1,20,19,40,0.95,2.11
22FE00002,22,72,Y0154,5,34,31,59,0.91,1.9
22FE00003,22,30,L2491,1,20,18,32,0.9,1.78
22FE00004,22,56,S3226,2,23,21,43,0.91,2.05
22FE00005,22,61,S2766,2,22,20,36,0.91,1.8
22FE00006,22,23,L2221,1,15,12,19,0.8,1.58
22FE00007,22,26,L2438,1,18,15,28,0.83,1.87
22FE00008,22,10,Z7480,1,13,12,21,0.92,1.75
22FE00009,22,41,A1026,1,20,20,47,1.0,2.35
22FE00010,22,6,Z6433,1,12,10,15,0.83,1.5
22FE00064,22,48,T7503,2,14,12,22,0.86,1.83
22FE00065,22,68,S3083,2,24,22,44,0.92,2.0
22FE00066,22,55,S1967,2,22,19,41,0.86,2.16
22FE00067,22,49,T7543,2,14,14,25,1.0,1.79
22FE00068,22,62,S2784,2,23,18,39,0.78,2.17
22FE00069,22,45,T7280,2,14,14,29,1.0,2.07
22FE00070,22,34,A0397,1,21,11,22,0.52,2.0
22FE00071,22,67,S3077,2,23,21,42,0.91,2.0
22FE00072,22,44,T7258,2,13,10,18,0.77,1.8
22FE00073,22,51,T7618,2,14,13,27,0.93,2.08
